Orthogroup	schistosoma_guineensis	schistosoma_mansoni
OG0001431	SGUI1_65770.1, SGUI1_65770.2	Smp_123490.1
OG0001432	SGUI1_21440.1	Smp_166080.1
OG0001433	SGUI1_19990.1	Smp_051230.1, Smp_051230.2
OG0001434	SGUI1_95450.3, SGUI1_95450.4, SGUI1_95450.2, SGUI1_95450.1	Smp_166680.1
OG0001435	SGUI1_77740.1	Smp_062420.1
OG0001436	SGUI1_78150.1, SGUI1_78150.2, SGUI1_78150.3	Smp_042300.1
OG0001437	SGUI1_50180.1	Smp_129700.1
OG0001437	SGUI1_54820.1	Smp_328430.1
OG0001438	SGUI1_18610.1	Smp_088250.1
OG0001439	SGUI1_76190.1, SGUI1_76190.2	Smp_053550.1, Smp_053550.2
OG0001440	SGUI1_37220.1, SGUI1_37220.2	Smp_301990.1, Smp_301990.2
OG0001441	SGUI1_90420.1	Smp_025010.1
OG0001442	SGUI1_62820.1, SGUI1_62820.2, SGUI1_62820.3, SGUI1_62820.4	Smp_333550.1
OG0001443	SGUI1_19050.1	Smp_076150.1
OG0001444	SGUI1_72980.1, SGUI1_72980.4, SGUI1_72980.5, SGUI1_72980.6, SGUI1_72980.7, SGUI1_72980.3, SGUI1_72980.2	Smp_211030.1
OG0001445	SGUI1_74000.1, SGUI1_74000.2	Smp_342290.1
OG0001446	SGUI1_44720.2, SGUI1_44720.3, SGUI1_44710.1, SGUI1_44720.1, SGUI1_44720.4	Smp_154180.1, Smp_334190.1
OG0001447	SGUI1_80260.1	Smp_090110.1
OG0001447	SGUI1_80250.1	Smp_090100.1
OG0001449	SGUI1_32880.4, SGUI1_32880.5, SGUI1_32880.2, SGUI1_32880.1, SGUI1_32880.3	Smp_173620.1
OG0001450	SGUI1_16790.1, SGUI1_16790.2, SGUI1_16790.3, SGUI1_16790.4, SGUI1_16790.5	Smp_074570.1, Smp_074570.2
OG0001453	SGUI1_52470.1	Smp_245870.1
OG0001454	SGUI1_83170.5, SGUI1_83170.4, SGUI1_83170.1, SGUI1_83170.2, SGUI1_83170.3	Smp_058140.2, Smp_058140.1, Smp_058140.3
OG0001455	SGUI1_96580.1	Smp_097560.1
OG0001456	SGUI1_69010.1	Smp_342870.1
OG0001457	SGUI1_4950.1	Smp_166580.1
OG0001458	SGUI1_29950.4, SGUI1_29950.2, SGUI1_29950.1, SGUI1_29950.3	Smp_081200.1
OG0001459	SGUI1_57590.1, SGUI1_57580.1	Smp_327210.1, Smp_313440.1, Smp_327200.1, Smp_317020.1
OG0001460	SGUI1_35970.2, SGUI1_35970.1, SGUI1_35970.3	Smp_132700.2, Smp_132700.1
OG0001462	SGUI1_58040.1, SGUI1_58040.2, SGUI1_58040.3	Smp_345300.1
OG0001463	SGUI1_59980.1, SGUI1_59990.1	Smp_345620.1
OG0001464	SGUI1_53460.1	Smp_212080.1
OG0001465	SGUI1_75650.1, SGUI1_75650.2, SGUI1_75650.4, SGUI1_75650.3	Smp_145420.1
OG0001466	SGUI1_4770.1, SGUI1_4770.2, SGUI1_4770.3	Smp_022110.1
OG0001467	SGUI1_63290.1	Smp_326160.1, Smp_167880.2, Smp_167880.1
OG0001468	SGUI1_4440.4, SGUI1_4440.2, SGUI1_4440.1, SGUI1_4440.3	Smp_241470.1
OG0001469	SGUI1_82780.1, SGUI1_82780.2, SGUI1_82780.3, SGUI1_82780.5, SGUI1_82780.4	Smp_150560.1
OG0001470	SGUI1_65040.1, SGUI1_65040.2, SGUI1_65040.3	Smp_132550.1
OG0001471	SGUI1_60950.1	Smp_029070.1
OG0001472	SGUI1_64940.2, SGUI1_64940.3, SGUI1_64940.1, SGUI1_64940.5, SGUI1_64940.4	Smp_144370.1
OG0001473	SGUI1_74320.1, SGUI1_74320.5, SGUI1_74320.7, SGUI1_74320.2, SGUI1_74320.3, SGUI1_74320.4, SGUI1_74320.6	Smp_008830.1
OG0001474	SGUI1_40440.1	Smp_247270.1
OG0001475	SGUI1_54770.2, SGUI1_54770.1, SGUI1_54770.3	Smp_311650.1
OG0001476	SGUI1_7900.1, SGUI1_7910.1, SGUI1_7890.1	Smp_174230.1
OG0001477	SGUI1_56090.4, SGUI1_56090.1, SGUI1_56090.5, SGUI1_56090.2, SGUI1_56090.3	Smp_105200.1
OG0001478	SGUI1_21480.1	Smp_345630.1, Smp_345630.2
OG0001479	SGUI1_8810.1	Smp_305050.1, Smp_305060.1
OG0001480	SGUI1_9980.1, SGUI1_9980.3, SGUI1_9980.2	Smp_172810.1
OG0001481	SGUI1_47570.4, SGUI1_47590.1	Smp_310510.1, Smp_310510.2, Smp_310520.1
OG0001482	SGUI1_92610.2, SGUI1_92610.4, SGUI1_92610.1, SGUI1_92610.3, SGUI1_92610.5	Smp_164010.1
OG0001484	SGUI1_22350.1, SGUI1_22350.2, SGUI1_22350.3, SGUI1_22350.4	Smp_099160.1
OG0001485	SGUI1_33670.1, SGUI1_33670.2, SGUI1_33670.3	Smp_172420.1
OG0001486	SGUI1_53010.3, SGUI1_53010.1, SGUI1_53010.2, SGUI1_53020.1	Smp_148460.1
OG0001487	SGUI1_24330.1, SGUI1_24330.2, SGUI1_24330.3	Smp_129550.1, Smp_129580.1
OG0001488	SGUI1_35830.1	Smp_132750.1
OG0001488	SGUI1_95780.1	Smp_005790.1
OG0001489	SGUI1_25140.1	Smp_003340.1
OG0001490	SGUI1_31340.1	Smp_246460.1
OG0001491	SGUI1_5240.1	Smp_320940.3, Smp_320940.1, Smp_320940.2, Smp_158740.1
OG0001492	SGUI1_48520.1, SGUI1_48530.1, SGUI1_48530.3, SGUI1_48530.4, SGUI1_48480.1, SGUI1_48500.1, SGUI1_48480.2, SGUI1_48530.2	Smp_161220.1
OG0001493	SGUI1_45900.1, SGUI1_45900.2, SGUI1_45900.3, SGUI1_45900.4, SGUI1_45900.5, SGUI1_45900.6	Smp_210300.1
OG0001494	SGUI1_26210.3, SGUI1_26210.4, SGUI1_26210.1, SGUI1_26210.2, SGUI1_26210.5, SGUI1_26210.6	Smp_181040.1
OG0001496	SGUI1_76260.8, SGUI1_76260.6, SGUI1_76260.9, SGUI1_76260.4, SGUI1_76260.1, SGUI1_76260.5, SGUI1_76260.2, SGUI1_76260.7, SGUI1_76260.3	Smp_334250.1
OG0001498	SGUI1_45270.1	Smp_320530.1
OG0001499	SGUI1_64790.3, SGUI1_64790.2, SGUI1_64790.1	Smp_199800.1
OG0001500	SGUI1_66800.1	Smp_138330.1
OG0001501	SGUI1_93190.1	Smp_130260.1
OG0001502	SGUI1_680.1, SGUI1_680.2, SGUI1_680.3	Smp_244820.1, Smp_244820.2
OG0001503	SGUI1_51840.1	Smp_154880.1
OG0001504	SGUI1_63840.1, SGUI1_63840.3, SGUI1_63840.4, SGUI1_63840.5, SGUI1_63840.6, SGUI1_63840.7, SGUI1_63840.2	Smp_092810.1
OG0001505	SGUI1_93770.1, SGUI1_93770.2	Smp_127770.1
OG0001506	SGUI1_13990.1	Smp_132090.1
OG0001507	SGUI1_52330.1	Smp_130020.1
OG0001508	SGUI1_38700.3, SGUI1_38700.4, SGUI1_38700.6, SGUI1_38700.1, SGUI1_38700.2, SGUI1_38700.5	Smp_054800.1
OG0001509	SGUI1_76490.1	Smp_153930.1
OG0001509	SGUI1_75030.1	Smp_247860.1
OG0001510	SGUI1_41750.1	Smp_065580.1
OG0001511	SGUI1_31570.3, SGUI1_31570.4, SGUI1_31570.5, SGUI1_31570.6, SGUI1_31570.8, SGUI1_31570.7, SGUI1_31570.1, SGUI1_31570.2	Smp_006590.1
OG0001512	SGUI1_71870.1	Smp_092320.1
OG0001513	SGUI1_14190.1, SGUI1_14180.1	Smp_241410.1
OG0001514	SGUI1_1690.3, SGUI1_1690.5, SGUI1_1690.1, SGUI1_1690.2, SGUI1_1690.4	Smp_340970.1
OG0001515	SGUI1_2370.1	Smp_347370.1
OG0001515	SGUI1_8520.2, SGUI1_8520.1	Smp_021370.1
OG0001516	SGUI1_20920.1	Smp_244160.1
OG0001516	SGUI1_20940.1	Smp_143780.1
OG0001517	SGUI1_27240.1	Smp_097790.1, Smp_097790.2
OG0001518	SGUI1_76320.1	Smp_153870.1, Smp_153870.2
OG0001519	SGUI1_76150.1	Smp_150850.1
OG0001521	SGUI1_55140.1, SGUI1_55140.5, SGUI1_55140.3, SGUI1_55140.2, SGUI1_55140.4	Smp_245950.1
OG0001522	SGUI1_9160.1	Smp_345770.1
OG0001523	SGUI1_48620.2, SGUI1_48620.5, SGUI1_48620.3, SGUI1_48620.4, SGUI1_48620.6, SGUI1_48620.1	Smp_171270.1
OG0001524	SGUI1_81380.1, SGUI1_81380.2, SGUI1_81380.3	Smp_247650.1
OG0001525	SGUI1_33560.1	Smp_136160.1
OG0001526	SGUI1_52990.1	Smp_344110.1
OG0001527	SGUI1_89730.1, SGUI1_89730.2	Smp_156160.1
OG0001528	SGUI1_42940.1	Smp_152060.1
OG0001529	SGUI1_59350.4, SGUI1_59350.5, SGUI1_59350.3, SGUI1_59350.1, SGUI1_59350.2	Smp_104520.1
OG0001530	SGUI1_46550.1, SGUI1_46550.3, SGUI1_46550.2, SGUI1_46550.4, SGUI1_46550.5	Smp_133590.1, Smp_133590.2, Smp_133590.3
OG0001531	SGUI1_16270.1	Smp_323830.2, Smp_323830.1
OG0001532	SGUI1_2900.1	Smp_164820.1, Smp_322070.1
OG0001533	SGUI1_59060.1	Smp_047720.1
OG0001534	SGUI1_74660.1	Smp_156630.1
OG0001535	SGUI1_87630.1	Smp_123320.1
OG0001537	SGUI1_1400.1, SGUI1_1410.1	Smp_133900.1, Smp_133890.1
OG0001538	SGUI1_88390.4, SGUI1_88390.1, SGUI1_88390.2, SGUI1_88390.3, SGUI1_88390.5	Smp_078240.1
OG0001539	SGUI1_1550.1	Smp_156990.1
OG0001540	SGUI1_38910.4, SGUI1_38910.1, SGUI1_38910.2, SGUI1_38910.3	Smp_088460.1
OG0001541	SGUI1_84540.1	Smp_039160.1
OG0001542	SGUI1_48220.2, SGUI1_48220.3, SGUI1_48220.6, SGUI1_48220.7, SGUI1_48220.5, SGUI1_48220.1, SGUI1_48220.4	Smp_179010.1
OG0001543	SGUI1_84440.1, SGUI1_84440.2, SGUI1_84440.3	Smp_321255.1
OG0001544	SGUI1_11780.1	Smp_135990.1
OG0001546	SGUI1_36200.1	Smp_346820.1, Smp_335570.1
OG0001547	SGUI1_44920.1, SGUI1_44920.2	Smp_345370.1
OG0001548	SGUI1_89870.2, SGUI1_89870.1, SGUI1_89870.3, SGUI1_89870.5, SGUI1_89870.6, SGUI1_89870.4	Smp_317540.1
OG0001549	SGUI1_45410.5, SGUI1_45410.1, SGUI1_45410.2, SGUI1_45410.3, SGUI1_45410.4, SGUI1_45410.6, SGUI1_45410.7	Smp_154610.1
OG0001550	SGUI1_89410.5, SGUI1_89410.3, SGUI1_89410.6, SGUI1_89410.1, SGUI1_89410.7, SGUI1_89410.2, SGUI1_89410.4	Smp_078560.1
OG0001554	SGUI1_30510.1	Smp_129020.1
OG0001555	SGUI1_76290.1	Smp_138810.1
OG0001555	SGUI1_76270.1, SGUI1_76270.2, SGUI1_76270.3, SGUI1_76270.4	Smp_153890.1
OG0001556	SGUI1_32030.1, SGUI1_32030.2, SGUI1_32030.3	Smp_140440.1
OG0001557	SGUI1_41080.1	Smp_161380.1
OG0001558	SGUI1_81120.1, SGUI1_81120.2, SGUI1_81120.3	Smp_053900.1
OG0001559	SGUI1_50930.2, SGUI1_50930.1	Smp_245730.1
OG0001559	SGUI1_50920.1	Smp_245740.1
OG0001560	SGUI1_63560.1	Smp_013080.1
OG0001561	SGUI1_45970.1	Smp_310170.1
OG0001562	SGUI1_75120.1	Smp_342970.1
OG0001563	SGUI1_43720.4, SGUI1_43720.1, SGUI1_43720.2, SGUI1_43720.3	Smp_005390.1
OG0001564	SGUI1_48990.2, SGUI1_48990.1, SGUI1_48990.3	Smp_310760.1, Smp_310750.1
OG0001565	SGUI1_65320.1, SGUI1_65320.2, SGUI1_65320.3, SGUI1_65320.4	Smp_026930.1
OG0001566	SGUI1_63440.1	Smp_210660.1
OG0001567	SGUI1_78000.1	Smp_169670.1
OG0001568	SGUI1_80770.1	Smp_090140.1
OG0001569	SGUI1_21880.1	Smp_136510.1, Smp_136510.2
OG0001570	SGUI1_71190.2, SGUI1_71190.1, SGUI1_71190.3, SGUI1_71190.4	Smp_312440.1, Smp_312460.1
OG0001571	SGUI1_750.1	Smp_015630.1
OG0001571	SGUI1_6120.1	Smp_096480.1
OG0001572	SGUI1_63460.3, SGUI1_63460.1, SGUI1_63460.2	Smp_127490.1
OG0001573	SGUI1_26310.1, SGUI1_26310.4, SGUI1_26310.2, SGUI1_26310.3	Smp_333140.1
OG0001574	SGUI1_35140.1	Smp_005160.1, Smp_005160.2
OG0001575	SGUI1_10780.1	Smp_158310.1, Smp_158310.3, Smp_158310.2
OG0001576	SGUI1_88840.1	Smp_138880.1
OG0001577	SGUI1_28710.1, SGUI1_28710.2	Smp_133120.1
OG0001579	SGUI1_16550.1, SGUI1_16550.2, SGUI1_16550.3	Smp_267110.1
OG0001580	SGUI1_42030.1	Smp_166370.1
OG0001581	SGUI1_79080.1	Smp_151490.1, Smp_151490.2
OG0001582	SGUI1_56310.1	Smp_021920.1
OG0001583	SGUI1_41910.3, SGUI1_41910.2, SGUI1_41910.1	Smp_170570.1
OG0001584	SGUI1_34550.1	Smp_139470.1
OG0001585	SGUI1_40120.1, SGUI1_40120.2, SGUI1_40120.3, SGUI1_40120.4, SGUI1_40120.5	Smp_049580.1
OG0001586	SGUI1_17490.2, SGUI1_17490.3, SGUI1_17490.1, SGUI1_17490.4	Smp_015390.1
OG0001587	SGUI1_18490.6, SGUI1_18490.4, SGUI1_18490.1, SGUI1_18490.2, SGUI1_18490.3, SGUI1_18490.5	Smp_161080.1, Smp_161080.2
OG0001588	SGUI1_94890.7, SGUI1_94890.6, SGUI1_94890.5, SGUI1_94890.1, SGUI1_94890.2, SGUI1_94890.3, SGUI1_94890.4	Smp_085080.1
OG0001589	SGUI1_33850.1, SGUI1_33850.2	Smp_150420.1
OG0001590	SGUI1_69910.3, SGUI1_69910.1, SGUI1_69910.2	Smp_142210.1
OG0001591	SGUI1_96730.1	Smp_332360.1
OG0001592	SGUI1_18310.1	Smp_210520.1, Smp_210520.2
OG0001593	SGUI1_61780.1	Smp_162600.1
OG0001594	SGUI1_36260.1	Smp_127600.1
OG0001595	SGUI1_66000.1	Smp_300810.1
OG0001596	SGUI1_80600.4	Smp_038080.1
OG0001597	SGUI1_73600.1	Smp_027430.1
OG0001598	SGUI1_45690.1, SGUI1_45690.2, SGUI1_45690.3, SGUI1_45690.4, SGUI1_96880.1	Smp_001410.1
OG0001599	SGUI1_70370.3, SGUI1_70370.1, SGUI1_70370.2, SGUI1_70370.4	Smp_087010.1
OG0001600	SGUI1_29840.1, SGUI1_29840.2, SGUI1_29840.3, SGUI1_29840.5, SGUI1_29840.4	Smp_093220.1
OG0001601	SGUI1_66630.1, SGUI1_66630.2, SGUI1_66630.3	Smp_246360.1
OG0001602	SGUI1_12690.1	Smp_153640.1
OG0001603	SGUI1_52780.1	Smp_048830.1
OG0001604	SGUI1_24370.1, SGUI1_24370.2, SGUI1_24370.3, SGUI1_24370.4, SGUI1_24370.5	Smp_332680.1
OG0001605	SGUI1_15270.1	Smp_241450.1
OG0001606	SGUI1_22570.1	Smp_241980.1
OG0001608	SGUI1_51740.1	Smp_082670.1
OG0001609	SGUI1_71920.2, SGUI1_71920.1	Smp_213490.1
OG0001610	SGUI1_95710.1	Smp_342160.1
OG0001610	SGUI1_36820.1	Smp_008260.1
OG0001611	SGUI1_60850.1, SGUI1_60850.2	Smp_137950.1, Smp_137950.2
OG0001612	SGUI1_1480.1, SGUI1_1480.2	Smp_021540.1
OG0001613	SGUI1_74400.1, SGUI1_74400.2	Smp_008710.1
OG0001614	SGUI1_40020.1	Smp_148650.1
OG0001615	SGUI1_40030.2, SGUI1_40030.3, SGUI1_40030.1, SGUI1_40030.4, SGUI1_40030.5	Smp_049500.1
OG0001616	SGUI1_9700.1	Smp_212900.1
OG0001617	SGUI1_54510.1, SGUI1_54510.3, SGUI1_54510.4, SGUI1_54510.5, SGUI1_54510.6, SGUI1_54510.2, SGUI1_54510.7, SGUI1_54510.9, SGUI1_54510.8	Smp_047540.2, Smp_047540.1
OG0001618	SGUI1_38990.6, SGUI1_38990.1, SGUI1_38990.2, SGUI1_38990.3, SGUI1_38990.5, SGUI1_38990.4	Smp_170350.1
OG0001619	SGUI1_54410.1, SGUI1_54410.2, SGUI1_54410.3	Smp_147560.1
OG0001620	SGUI1_33590.1	Smp_136180.1
OG0001621	SGUI1_810.1, SGUI1_810.2	Smp_015690.1
OG0001622	SGUI1_85150.1, SGUI1_85130.1	Smp_143970.1
OG0001623	SGUI1_7040.1	Smp_127280.1
OG0001624	SGUI1_41030.1	Smp_161370.1
OG0001625	SGUI1_63150.1, SGUI1_63150.2	Smp_308490.1, Smp_308480.1, Smp_308480.2, Smp_308470.1, Smp_308470.2
OG0001626	SGUI1_32120.2, SGUI1_32120.1, SGUI1_32120.3, SGUI1_32120.4	Smp_033710.1
OG0001627	SGUI1_73030.1	Smp_149950.1
OG0001628	SGUI1_15890.1	Smp_038030.1
OG0001629	SGUI1_2030.1	Smp_188430.1
OG0001631	SGUI1_90320.1, SGUI1_90320.2, SGUI1_90320.3	Smp_024900.1
OG0001632	SGUI1_67610.1	Smp_122370.1
OG0001633	SGUI1_95100.1, SGUI1_95100.2	Smp_210370.1
OG0001634	SGUI1_87740.1, SGUI1_87740.2, SGUI1_87740.4, SGUI1_87740.5, SGUI1_87740.6, SGUI1_87740.3	Smp_172220.1
OG0001635	SGUI1_4790.1, SGUI1_4790.2	Smp_138610.1
OG0001636	SGUI1_75230.2, SGUI1_75230.1, SGUI1_75230.4, SGUI1_75230.3	Smp_145180.1
OG0001637	SGUI1_58540.1, SGUI1_58540.2	Smp_105680.1
OG0001638	SGUI1_6420.1, SGUI1_6420.4, SGUI1_6420.2, SGUI1_6420.3, SGUI1_6420.5, SGUI1_6420.6	Smp_096210.1
OG0001639	SGUI1_16190.1	Smp_323820.1, Smp_323800.1
OG0001639	SGUI1_16220.1	Smp_060210.1
OG0001639	SGUI1_16230.1	Smp_060220.1
OG0001640	SGUI1_20200.1, SGUI1_20200.2, SGUI1_20200.3	Smp_155030.1
OG0001641	SGUI1_89260.1, SGUI1_89260.5, SGUI1_89260.2, SGUI1_89260.3, SGUI1_89260.4, SGUI1_89260.6	Smp_087520.2, Smp_087520.1
OG0001642	SGUI1_69740.1, SGUI1_69750.1	Smp_346030.1, Smp_346030.2
OG0001643	SGUI1_60130.1, SGUI1_60130.2, SGUI1_60130.3, SGUI1_60130.4, SGUI1_60130.6, SGUI1_60130.5	Smp_121800.1, Smp_121800.2
OG0001644	SGUI1_49160.1, SGUI1_49160.2	Smp_157320.1
OG0001645	SGUI1_95510.2, SGUI1_95510.1, SGUI1_95510.3	Smp_196880.1, Smp_196880.2
OG0001646	SGUI1_55950.1	Smp_096520.1
OG0001647	SGUI1_41790.1	Smp_157540.1
OG0001648	SGUI1_80530.1, SGUI1_80530.2	Smp_150300.2, Smp_150300.1, Smp_150300.3
OG0001649	SGUI1_13420.1	Smp_163310.1
OG0001650	SGUI1_73360.4, SGUI1_73360.1, SGUI1_73360.2, SGUI1_73360.3	Smp_104870.1
OG0001651	SGUI1_2110.2, SGUI1_2110.1, SGUI1_2110.3	Smp_343560.1
OG0001652	SGUI1_71820.1	Smp_103530.1
OG0001653	SGUI1_9900.2, SGUI1_9900.3, SGUI1_9900.4, SGUI1_9900.1	Smp_170060.1
OG0001654	SGUI1_91110.1	Smp_036720.1
OG0001654	SGUI1_91120.1	Smp_141940.1
OG0001655	SGUI1_68130.1, SGUI1_68130.3, SGUI1_68130.2	Smp_167630.1, Smp_167630.2
OG0001656	SGUI1_88290.5, SGUI1_88290.3, SGUI1_88290.1, SGUI1_88290.2, SGUI1_88290.4	Smp_158140.1
OG0001657	SGUI1_33280.1	Smp_093540.1
OG0001659	SGUI1_34760.1, SGUI1_34740.1	Smp_078540.1, Smp_309610.1, Smp_319390.1
OG0001661	SGUI1_51640.7, SGUI1_51640.1, SGUI1_51640.3, SGUI1_51640.4, SGUI1_51640.5, SGUI1_51640.6, SGUI1_51640.2	Smp_333880.1
OG0001662	SGUI1_5120.1	Smp_159510.1, Smp_159510.2
OG0001664	SGUI1_69930.1	Smp_349680.1, Smp_328750.1
OG0001668	SGUI1_28060.1	Smp_035260.1
OG0001669	SGUI1_31820.3, SGUI1_31820.1, SGUI1_31820.2, SGUI1_31820.6, SGUI1_31820.4, SGUI1_31820.5	Smp_034090.1
OG0001670	SGUI1_36640.1	Smp_045200.1
OG0001671	SGUI1_30040.2, SGUI1_30040.3, SGUI1_30040.4, SGUI1_30040.5, SGUI1_30040.1, SGUI1_30040.6, SGUI1_30040.7, SGUI1_30040.8	Smp_165980.1
OG0001672	SGUI1_29220.1	Smp_085150.1
OG0001673	SGUI1_61640.1, SGUI1_61640.2	Smp_007550.1
OG0001676	SGUI1_10050.1	Smp_103100.1
OG0001677	SGUI1_89070.6, SGUI1_89070.5, SGUI1_89070.2, SGUI1_89070.3, SGUI1_89070.1, SGUI1_89070.4, SGUI1_89070.7, SGUI1_89070.8	Smp_169930.2, Smp_169930.1
OG0001678	SGUI1_58190.3, SGUI1_58190.4, SGUI1_58190.1, SGUI1_58190.2	Smp_210200.1
OG0001679	SGUI1_20960.1	Smp_143760.1
OG0001680	SGUI1_28110.1, SGUI1_28110.2	Smp_035190.1
OG0001681	SGUI1_18640.1	Smp_170170.1
OG0001682	SGUI1_16690.1	Smp_347960.1
OG0001683	SGUI1_25090.1	Smp_337440.1
OG0001684	SGUI1_29100.1	Smp_346160.1, Smp_328240.1
OG0001685	SGUI1_15060.1	Smp_244390.1
OG0001685	SGUI1_15040.1	Smp_135250.1
OG0001686	SGUI1_82870.3, SGUI1_82870.4, SGUI1_82870.1, SGUI1_82870.2, SGUI1_82870.5	Smp_173240.1
OG0001687	SGUI1_55960.1	Smp_311790.1, Smp_311780.1
OG0001688	SGUI1_21820.1	Smp_026540.1
OG0001689	SGUI1_21370.1	Smp_345190.1
OG0001689	SGUI1_19260.1	Smp_131580.1
OG0001690	SGUI1_33700.1, SGUI1_33700.2, SGUI1_33700.3, SGUI1_33700.4	Smp_246690.1
OG0001691	SGUI1_12220.1	Smp_157100.1
OG0001692	SGUI1_76610.1, SGUI1_76610.6, SGUI1_76610.2, SGUI1_76610.7, SGUI1_76610.3, SGUI1_76610.8	Smp_126460.1
OG0001693	SGUI1_83020.1, SGUI1_83020.2, SGUI1_83020.3, SGUI1_83020.4, SGUI1_83020.5	Smp_153300.1
OG0001694	SGUI1_83050.1, SGUI1_83050.2	Smp_153350.1
OG0001695	SGUI1_31600.2, SGUI1_31600.1, SGUI1_31600.4, SGUI1_31600.3	Smp_006630.1
OG0001696	SGUI1_43040.1, SGUI1_43040.2	Smp_149640.1
OG0001697	SGUI1_94670.1, SGUI1_94670.2	Smp_057430.1
OG0001698	SGUI1_78680.1	Smp_041750.1
OG0001699	SGUI1_62110.4, SGUI1_62110.1, SGUI1_62110.3, SGUI1_62110.2, SGUI1_62110.5	Smp_346310.1
OG0001700	SGUI1_14930.1, SGUI1_14930.2	Smp_306140.3, Smp_306140.1, Smp_306140.2
OG0001701	SGUI1_84720.1	Smp_129310.1
OG0001702	SGUI1_44830.2, SGUI1_44830.4	Smp_131800.1
OG0001703	SGUI1_35460.3, SGUI1_35460.5, SGUI1_35460.1, SGUI1_35460.4, SGUI1_35460.2	Smp_027970.1
OG0001704	SGUI1_15110.1, SGUI1_15110.2, SGUI1_15110.3, SGUI1_15110.4, SGUI1_15110.5	Smp_135280.1
OG0001705	SGUI1_24450.1, SGUI1_24440.1, SGUI1_24440.2	Smp_124340.1
OG0001706	SGUI1_31780.1	Smp_140590.1
OG0001707	SGUI1_65490.1	Smp_309430.1
OG0001708	SGUI1_94830.1	Smp_332300.1
OG0001709	SGUI1_29400.1	Smp_101820.1
OG0001710	SGUI1_86390.1	Smp_336280.1
OG0001711	SGUI1_93850.1	Smp_127810.2, Smp_127810.1
OG0001712	SGUI1_41590.1	Smp_181160.1
OG0001713	SGUI1_58710.1	Smp_098920.1
OG0001714	SGUI1_58720.1	Smp_316660.1, Smp_316660.2
OG0001715	SGUI1_23390.1	Smp_130980.1
OG0001716	SGUI1_97280.1, SGUI1_97280.2, SGUI1_70000.1	Smp_142090.1
OG0001717	SGUI1_28510.3, SGUI1_28510.5, SGUI1_28510.1, SGUI1_28510.2, SGUI1_28510.4	Smp_020370.1
OG0001718	SGUI1_14830.2, SGUI1_14830.1, SGUI1_14830.3	Smp_350020.1, Smp_341720.1
OG0001719	SGUI1_43610.1	Smp_125050.1
OG0001720	SGUI1_10810.1	Smp_066760.1
OG0001721	SGUI1_56930.1	Smp_032800.1
OG0001721	SGUI1_56950.1	Smp_032820.1
OG0001722	SGUI1_10250.1, SGUI1_10250.2, SGUI1_10250.3	Smp_143070.1, Smp_143070.2
OG0001723	SGUI1_10100.1, SGUI1_10090.1	Smp_165470.1
OG0001724	SGUI1_72880.1	Smp_334100.1
OG0001725	SGUI1_71280.1	Smp_026030.1
OG0001726	SGUI1_35670.1	Smp_097490.1
OG0001726	SGUI1_81780.1	Smp_212780.1
OG0001727	SGUI1_89240.1	Smp_315490.1, Smp_315480.1
OG0001728	SGUI1_64780.1	Smp_313810.1, Smp_341280.1
OG0001729	SGUI1_9930.1, SGUI1_9930.2	Smp_244630.2, Smp_244630.1
OG0001730	SGUI1_17700.1	Smp_333240.1
OG0001731	SGUI1_30630.1, SGUI1_30630.2	Smp_012720.1
OG0001732	SGUI1_48350.1	Smp_310620.1
OG0001733	SGUI1_60270.1, SGUI1_60280.1	Smp_150470.1
OG0001734	SGUI1_92740.1, SGUI1_97230.1	Smp_164130.1
OG0001735	SGUI1_26090.1, SGUI1_26090.2, SGUI1_26090.3, SGUI1_26090.4	Smp_176010.1
OG0001736	SGUI1_16640.1	Smp_267140.2, Smp_267140.1
OG0001737	SGUI1_92170.4, SGUI1_92170.2, SGUI1_92170.1, SGUI1_92170.3	Smp_009400.1
OG0001738	SGUI1_41620.1	Smp_159160.1
OG0001739	SGUI1_41140.2, SGUI1_41140.3, SGUI1_41140.1, SGUI1_41140.4	Smp_072370.1
OG0001740	SGUI1_55080.1	Smp_140760.1
OG0001741	SGUI1_13910.1	Smp_348840.1, Smp_348840.2
OG0001741	SGUI1_4390.1	Smp_007630.1, Smp_007630.2
OG0001742	SGUI1_54530.9, SGUI1_54530.1, SGUI1_54530.11, SGUI1_54530.10, SGUI1_54530.2, SGUI1_54530.8, SGUI1_54530.3, SGUI1_54530.4, SGUI1_54530.5, SGUI1_54530.6, SGUI1_54530.7	Smp_211100.1
OG0001743	SGUI1_90970.1	Smp_156750.1
OG0001744	SGUI1_68810.1, SGUI1_68810.3, SGUI1_68810.2	Smp_099930.1
OG0001745	SGUI1_28440.1, SGUI1_28440.2, SGUI1_28440.3	Smp_133270.1
OG0001746	SGUI1_83100.1	Smp_058050.1, Smp_058050.2
OG0001747	SGUI1_5670.1, SGUI1_5630.1	Smp_245100.1
OG0001748	SGUI1_58990.1	Smp_029370.1
OG0001749	SGUI1_26200.1, SGUI1_26200.2, SGUI1_26200.3, SGUI1_26200.4	Smp_181050.1
OG0001750	SGUI1_4110.1, SGUI1_4110.2	Smp_139090.1
OG0001751	SGUI1_26340.1, SGUI1_26340.2, SGUI1_26340.3	Smp_103160.1
OG0001752	SGUI1_9500.3, SGUI1_9500.1, SGUI1_9500.2, SGUI1_9500.5, SGUI1_9500.4	Smp_101970.1
