Orthogroup	schistosoma_guineensis	fasciola_hepatica
OG0000901	SGUI1_62990.2, SGUI1_62990.6, SGUI1_62990.1, SGUI1_62990.4, SGUI1_62990.5, SGUI1_62990.3	FhHiC23_g7940.t1, FhHiC23_g7940.t2
OG0000902	SGUI1_55410.6, SGUI1_55410.7, SGUI1_55410.1, SGUI1_55410.2, SGUI1_55410.3, SGUI1_55410.4, SGUI1_55410.5	FhHiC23_g393.t1
OG0000903	SGUI1_15100.1	FhHiC23_g10751.t1
OG0000905	SGUI1_79340.3, SGUI1_79340.4, SGUI1_79340.5, SGUI1_79340.7, SGUI1_79340.8, SGUI1_79340.9, SGUI1_79340.1, SGUI1_79340.2, SGUI1_79340.6	FhHiC23_g1090.t1, FhHiC23_g1090.t2
OG0000906	SGUI1_64320.1, SGUI1_64320.2, SGUI1_64320.3, SGUI1_64320.4, SGUI1_64320.5	FhHiC23_g7197.t1, FhHiC23_g7197.t2
OG0000907	SGUI1_74940.1	FhHiC23_g2389.t5, FhHiC23_g2389.t1, FhHiC23_g2389.t2, FhHiC23_g2389.t3, FhHiC23_g2389.t4
OG0000910	SGUI1_7600.2, SGUI1_7600.3, SGUI1_7600.7, SGUI1_7600.1, SGUI1_7600.4, SGUI1_7600.5, SGUI1_7600.6	FhHiC23_g12643.t1, FhHiC23_g12643.t2
OG0000911	SGUI1_58590.1, SGUI1_58590.2, SGUI1_58590.3, SGUI1_58590.4	FhHiC23_g6963.t1
OG0000913	SGUI1_31240.1	FhHiC23_g10414.t5, FhHiC23_g10414.t4, FhHiC23_g10414.t1, FhHiC23_g10414.t2, FhHiC23_g10414.t3, FhHiC23_g8600.t1, FhHiC23_g8600.t2, FhHiC23_g4451.t1, FhHiC23_g4451.t2
OG0000914	SGUI1_38410.5, SGUI1_38410.1, SGUI1_38410.4, SGUI1_38410.2, SGUI1_38410.3	FhHiC23_g5784.t1, FhHiC23_g5784.t2
OG0000915	SGUI1_29300.4, SGUI1_29300.2, SGUI1_29300.5, SGUI1_29300.1, SGUI1_29300.3	FhHiC23_g6538.t1
OG0000916	SGUI1_39590.4, SGUI1_39590.6, SGUI1_39590.10, SGUI1_39590.11, SGUI1_39590.12, SGUI1_39590.3, SGUI1_39590.8, SGUI1_39590.1, SGUI1_39590.9, SGUI1_39590.7, SGUI1_39590.2, SGUI1_39590.5	FhHiC23_g5150.t2, FhHiC23_g5150.t1
OG0000917	SGUI1_84660.3, SGUI1_84660.1, SGUI1_84660.2	FhHiC23_g3879.t3, FhHiC23_g3879.t1, FhHiC23_g3879.t2
OG0000918	SGUI1_26510.1	FhHiC23_g10495.t2, FhHiC23_g10495.t1
OG0000919	SGUI1_84810.1	FhHiC23_g3732.t1, FhHiC23_g3732.t2
OG0000921	SGUI1_43460.1, SGUI1_43460.3, SGUI1_43460.6, SGUI1_43460.2, SGUI1_43460.4, SGUI1_43460.5, SGUI1_43460.7, SGUI1_43460.8	FhHiC23_g14388.t2, FhHiC23_g14388.t1
OG0000922	SGUI1_6530.1	FhHiC23_g11428.t1
OG0000922	SGUI1_6520.1	FhHiC23_g11429.t1, FhHiC23_g11429.t2, FhHiC23_g11429.t3, FhHiC23_g11434.t1, FhHiC23_g11435.t1, FhHiC23_g11431.t1
OG0000923	SGUI1_93540.3, SGUI1_93540.1, SGUI1_93540.2	FhHiC23_g9137.t1
OG0000925	SGUI1_16000.2, SGUI1_16000.1, SGUI1_16000.3, SGUI1_16000.4	FhHiC23_g11612.t1, FhHiC23_g11612.t2
OG0000926	SGUI1_26850.1, SGUI1_26850.4, SGUI1_26850.2, SGUI1_26850.3, SGUI1_26770.4, SGUI1_26770.1, SGUI1_26770.3, SGUI1_26770.2	FhHiC23_g9543.t1, FhHiC23_g9543.t2
OG0000927	SGUI1_21030.1	FhHiC23_g15558.t1
OG0000928	SGUI1_32050.1, SGUI1_32040.1	FhHiC23_g5523.t1, FhHiC23_g5523.t2
OG0000929	SGUI1_65340.1, SGUI1_65340.2, SGUI1_65340.3, SGUI1_65340.4, SGUI1_65340.6, SGUI1_65340.7, SGUI1_65340.5	FhHiC23_g7701.t1, FhHiC23_g7701.t2
OG0000930	SGUI1_42400.1, SGUI1_42400.6, SGUI1_42400.7, SGUI1_42400.2, SGUI1_42400.3, SGUI1_42400.4, SGUI1_42400.5	FhHiC23_g13968.t1
OG0000931	SGUI1_71740.1, SGUI1_71740.2, SGUI1_71740.3	FhHiC23_g824.t1, FhHiC23_g821.t1, FhHiC23_g821.t2
OG0000932	SGUI1_1140.1, SGUI1_1140.2, SGUI1_1140.3, SGUI1_1140.4, SGUI1_1140.5, SGUI1_1140.6, SGUI1_1140.7	FhHiC23_g12855.t2, FhHiC23_g12855.t1, FhHiC23_g12855.t3
OG0000933	SGUI1_39690.5, SGUI1_39690.3, SGUI1_39690.4, SGUI1_39690.1, SGUI1_39690.2	FhHiC23_g5801.t1
OG0000934	SGUI1_9420.1	FhHiC23_g11672.t2, FhHiC23_g11672.t1
OG0000935	SGUI1_64700.5, SGUI1_64700.6, SGUI1_64700.2, SGUI1_64700.10, SGUI1_64700.11, SGUI1_64700.12, SGUI1_64700.3, SGUI1_64700.4, SGUI1_64700.7, SGUI1_64700.9, SGUI1_64700.14, SGUI1_64700.8, SGUI1_64700.1, SGUI1_64700.13, SGUI1_64700.15	FhHiC23_g7749.t1
OG0000936	SGUI1_94360.1	FhHiC23_g9655.t1
OG0000937	SGUI1_54490.1, SGUI1_54490.2, SGUI1_54490.6, SGUI1_54490.3, SGUI1_54490.4, SGUI1_54490.5	FhHiC23_g3159.t1
OG0000938	SGUI1_60190.1, SGUI1_60190.2, SGUI1_60190.6, SGUI1_60190.3, SGUI1_60190.4, SGUI1_60190.7, SGUI1_60190.5	FhHiC23_g6779.t1, FhHiC23_g6778.t1
OG0000939	SGUI1_87380.1, SGUI1_87380.3, SGUI1_87380.4, SGUI1_87380.2	FhHiC23_g16569.t1, FhHiC23_g16569.t2, FhHiC23_g16569.t3
OG0000940	SGUI1_5430.1, SGUI1_5430.2, SGUI1_5430.3, SGUI1_5430.5, SGUI1_5430.4	FhHiC23_g12811.t1
OG0000941	SGUI1_31880.4, SGUI1_31880.3, SGUI1_31880.1, SGUI1_31880.2	FhHiC23_g6008.t1
OG0000942	SGUI1_15610.2, SGUI1_15610.1, SGUI1_15610.3, SGUI1_15610.4	FhHiC23_g4439.t1, FhHiC23_g11939.t2, FhHiC23_g11939.t1
OG0000943	SGUI1_28400.2, SGUI1_28400.4, SGUI1_28400.1, SGUI1_28400.3	FhHiC23_g5257.t1
OG0000944	SGUI1_58360.4, SGUI1_58360.5, SGUI1_58360.1, SGUI1_58360.2, SGUI1_58360.3	FhHiC23_g222.t1, FhHiC23_g223.t1, FhHiC23_g12677.t1, FhHiC23_g8396.t1
OG0000945	SGUI1_10480.1	FhHiC23_g11090.t1
OG0000946	SGUI1_8070.1	FhHiC23_g13160.t1
OG0000947	SGUI1_38720.1, SGUI1_38720.10, SGUI1_38720.11, SGUI1_38720.2, SGUI1_38720.3, SGUI1_38720.4, SGUI1_38720.5, SGUI1_38720.6, SGUI1_38720.7, SGUI1_38720.8, SGUI1_38720.9	FhHiC23_g6472.t1
OG0000948	SGUI1_81600.1, SGUI1_81600.2	FhHiC23_g3632.t1
OG0000949	SGUI1_15780.1, SGUI1_15790.1, SGUI1_15770.1	FhHiC23_g11661.t1, FhHiC23_g11663.t1, FhHiC23_g11664.t1
OG0000950	SGUI1_53510.1	FhHiC23_g737.t1, FhHiC23_g737.t2
OG0000951	SGUI1_93470.2, SGUI1_93470.3, SGUI1_93470.1, SGUI1_93470.4	FhHiC23_g9154.t1
OG0000952	SGUI1_29260.1	FhHiC23_g4678.t1
OG0000953	SGUI1_63110.2, SGUI1_63110.3, SGUI1_63110.1	FhHiC23_g8364.t1
OG0000955	SGUI1_11640.1, SGUI1_11640.2	FhHiC23_g11409.t1
OG0000958	SGUI1_12990.1	FhHiC23_g15702.t1
OG0000959	SGUI1_70240.1, SGUI1_70240.2, SGUI1_70240.3, SGUI1_70240.4, SGUI1_70240.5, SGUI1_70240.6, SGUI1_70240.7	FhHiC23_g2492.t1
OG0000960	SGUI1_22290.1, SGUI1_22290.4, SGUI1_22290.3, SGUI1_22290.5, SGUI1_22290.2	FhHiC23_g2806.t1
OG0000961	SGUI1_38760.1, SGUI1_38760.2	FhHiC23_g4805.t1
OG0000962	SGUI1_74920.1	FhHiC23_g2574.t1
OG0000963	SGUI1_2520.1	FhHiC23_g13194.t1
OG0000964	SGUI1_40630.1	FhHiC23_g14820.t2, FhHiC23_g14820.t3, FhHiC23_g14820.t1
OG0000965	SGUI1_63830.9, SGUI1_63830.7, SGUI1_63830.8, SGUI1_63830.4, SGUI1_63830.5, SGUI1_63830.6, SGUI1_63830.3, SGUI1_63830.1, SGUI1_63830.2	FhHiC23_g7683.t1
OG0000966	SGUI1_36100.1, SGUI1_36100.2, SGUI1_36100.3, SGUI1_36100.4	FhHiC23_g5905.t1
OG0000966	SGUI1_49100.1	FhHiC23_g520.t1
OG0000967	SGUI1_35250.1	FhHiC23_g6329.t1, FhHiC23_g6329.t2
OG0000968	SGUI1_2760.1, SGUI1_2780.1	FhHiC23_g13188.t1
OG0000969	SGUI1_81750.1	FhHiC23_g1464.t1
OG0000969	SGUI1_81740.2, SGUI1_81740.4, SGUI1_81740.1, SGUI1_81740.3	FhHiC23_g4027.t1, FhHiC23_g4027.t2
OG0000970	SGUI1_69920.1	FhHiC23_g2215.t1
OG0000971	SGUI1_1930.1	FhHiC23_g11579.t1
OG0000973	SGUI1_23750.1, SGUI1_23760.1, SGUI1_23770.1, SGUI1_23770.2, SGUI1_23770.3, SGUI1_23770.4, SGUI1_23770.5	FhHiC23_g10383.t1
OG0000974	SGUI1_55770.4, SGUI1_55770.1, SGUI1_55770.2, SGUI1_55770.3	FhHiC23_g1435.t1
OG0000975	SGUI1_5560.1, SGUI1_5570.1	FhHiC23_g13353.t1, FhHiC23_g13353.t2
OG0000976	SGUI1_9520.1, SGUI1_9520.2	FhHiC23_g12582.t1, FhHiC23_g12582.t3
OG0000977	SGUI1_11110.1	FhHiC23_g11079.t1
OG0000978	SGUI1_19870.1	FhHiC23_g15261.t1, FhHiC23_g15261.t2
OG0000979	SGUI1_73980.4, SGUI1_73980.3, SGUI1_73980.2, SGUI1_73980.1	FhHiC23_g2647.t1
OG0000980	SGUI1_52200.4, SGUI1_52200.6, SGUI1_52200.2, SGUI1_52200.5, SGUI1_52200.3, SGUI1_52200.1	FhHiC23_g1379.t1
OG0000981	SGUI1_40050.2, SGUI1_40050.6, SGUI1_40050.4, SGUI1_40050.5, SGUI1_40050.3, SGUI1_40050.1	FhHiC23_g5114.t1
OG0000982	SGUI1_64770.5, SGUI1_64770.2, SGUI1_64770.3, SGUI1_64770.6, SGUI1_64770.7, SGUI1_64770.1, SGUI1_64770.4	FhHiC23_g8063.t1, FhHiC23_g8063.t3, FhHiC23_g8063.t2
OG0000983	SGUI1_15280.1	FhHiC23_g14957.t1
OG0000984	SGUI1_34650.2, SGUI1_34650.6, SGUI1_34650.3, SGUI1_34650.1, SGUI1_34650.4, SGUI1_34650.5	FhHiC23_g5012.t1, FhHiC23_g5012.t2
OG0000985	SGUI1_15750.4, SGUI1_15750.5, SGUI1_15750.6, SGUI1_15750.1, SGUI1_15750.2, SGUI1_15750.3	FhHiC23_g11530.t1
OG0000986	SGUI1_73070.2, SGUI1_73070.3, SGUI1_73070.4, SGUI1_73070.5, SGUI1_73070.1	FhHiC23_g2637.t4, FhHiC23_g2637.t1, FhHiC23_g2637.t2, FhHiC23_g2637.t3
OG0000987	SGUI1_83820.1, SGUI1_83820.2, SGUI1_83820.3, SGUI1_83820.4, SGUI1_83820.5, SGUI1_83820.7, SGUI1_83820.8, SGUI1_83820.6	FhHiC23_g3839.t2, FhHiC23_g3839.t1
OG0000988	SGUI1_57380.1, SGUI1_57380.3, SGUI1_57380.2, SGUI1_57380.4	FhHiC23_g345.t2, FhHiC23_g345.t1, FhHiC23_g344.t1, FhHiC23_g344.t2
OG0000989	SGUI1_51540.1	FhHiC23_g741.t1
OG0000990	SGUI1_4520.1	FhHiC23_g13484.t1
OG0000991	SGUI1_59170.1	FhHiC23_g7930.t1, FhHiC23_g7930.t2, FhHiC23_g7930.t4, FhHiC23_g7930.t3, FhHiC23_g7930.t5
OG0000992	SGUI1_44280.1	FhHiC23_g13877.t1, FhHiC23_g13879.t1, FhHiC23_g13877.t2
OG0000993	SGUI1_78560.2, SGUI1_78560.1, SGUI1_78560.3	FhHiC23_g2786.t1
OG0000994	SGUI1_33690.1, SGUI1_33690.2	FhHiC23_g5011.t1, FhHiC23_g5011.t2
OG0000995	SGUI1_80930.1, SGUI1_80930.2, SGUI1_80930.3, SGUI1_80930.4	FhHiC23_g3242.t1
OG0000996	SGUI1_64900.8, SGUI1_64900.5, SGUI1_64900.6, SGUI1_64900.7, SGUI1_64900.4, SGUI1_64900.3, SGUI1_64900.1, SGUI1_64900.2	FhHiC23_g7052.t1, FhHiC23_g7052.t2
OG0000997	SGUI1_89190.6, SGUI1_89190.3, SGUI1_89190.1, SGUI1_89190.2, SGUI1_89190.4, SGUI1_89190.5, SGUI1_89190.7, SGUI1_89190.8, SGUI1_89190.9	FhHiC23_g16655.t1
OG0000998	SGUI1_55980.1	FhHiC23_g433.t1, FhHiC23_g433.t2
OG0001009	SGUI1_88380.7, SGUI1_88380.5, SGUI1_88380.6, SGUI1_88380.2, SGUI1_88380.3, SGUI1_88380.1, SGUI1_88380.4	FhHiC23_g15862.t1
OG0001010	SGUI1_60710.1, SGUI1_60710.2, SGUI1_60710.4, SGUI1_60710.5, SGUI1_60710.6, SGUI1_60710.3, SGUI1_60710.7	FhHiC23_g7211.t1
OG0001011	SGUI1_39640.1	FhHiC23_g4725.t1
OG0001012	SGUI1_4850.1	FhHiC23_g12412.t1
OG0001013	SGUI1_13210.1	FhHiC23_g11782.t1
OG0001014	SGUI1_3990.1, SGUI1_3990.2, SGUI1_3990.3, SGUI1_3990.5, SGUI1_3990.4	FhHiC23_g12609.t1, FhHiC23_g12609.t2, FhHiC23_g12609.t3
OG0001015	SGUI1_38200.1, SGUI1_38220.1, SGUI1_38250.1, SGUI1_38240.1	FhHiC23_g14738.t1, FhHiC23_g14738.t2
OG0001016	SGUI1_37560.1	FhHiC23_g4790.t1
OG0001017	SGUI1_15250.1	FhHiC23_g15044.t1
OG0001018	SGUI1_29470.2, SGUI1_29470.3, SGUI1_29470.1, SGUI1_29470.4, SGUI1_29470.5	FhHiC23_g5842.t2, FhHiC23_g5842.t1, FhHiC23_g5841.t1
OG0001019	SGUI1_42210.1	FhHiC23_g14549.t1
OG0001020	SGUI1_10040.1	FhHiC23_g12011.t1
OG0001021	SGUI1_29250.1	FhHiC23_g5322.t2, FhHiC23_g5322.t3, FhHiC23_g5322.t4, FhHiC23_g5322.t1
OG0001022	SGUI1_19720.1	FhHiC23_g14964.t1, FhHiC23_g14964.t2
OG0001023	SGUI1_63470.1, SGUI1_63470.2, SGUI1_63470.3	FhHiC23_g6790.t1
OG0001024	SGUI1_78720.1, SGUI1_78720.4, SGUI1_78720.5, SGUI1_78720.7, SGUI1_78720.2, SGUI1_78720.3, SGUI1_78720.6, SGUI1_78720.8, SGUI1_78720.9	FhHiC23_g2930.t1
OG0001025	SGUI1_88800.1	FhHiC23_g4334.t1, FhHiC23_g4334.t2
OG0001026	SGUI1_49670.1, SGUI1_49670.2, SGUI1_49670.4, SGUI1_49670.6, SGUI1_49670.5, SGUI1_49670.3	FhHiC23_g2021.t1
OG0001027	SGUI1_960.1	FhHiC23_g13410.t2, FhHiC23_g13410.t1
OG0001028	SGUI1_55870.2, SGUI1_55870.1, SGUI1_55870.3, SGUI1_55870.4	FhHiC23_g1259.t1
OG0001029	SGUI1_49860.1, SGUI1_49860.2, SGUI1_49860.3, SGUI1_49860.4, SGUI1_49860.5	FhHiC23_g3446.t1, FhHiC23_g1127.t1
OG0001030	SGUI1_28540.1	FhHiC23_g6107.t1, FhHiC23_g6107.t2
OG0001031	SGUI1_70910.1	FhHiC23_g1039.t1
OG0001032	SGUI1_64920.1, SGUI1_64920.2, SGUI1_64920.4, SGUI1_64920.3, SGUI1_64920.5, SGUI1_64920.6	FhHiC23_g7054.t1
OG0001033	SGUI1_72390.1, SGUI1_72390.10, SGUI1_72390.11, SGUI1_72390.2, SGUI1_72390.5, SGUI1_72390.7, SGUI1_72390.8, SGUI1_72390.9, SGUI1_72390.3, SGUI1_72390.4, SGUI1_72390.6	FhHiC23_g2445.t2, FhHiC23_g2445.t1
OG0001034	SGUI1_54280.1, SGUI1_54290.1	FhHiC23_g2105.t1
OG0001035	SGUI1_54840.1	FhHiC23_g268.t1, FhHiC23_g269.t1, FhHiC23_g262.t1, FhHiC23_g262.t2, FhHiC23_g259.t1, FhHiC23_g260.t1, FhHiC23_g264.t1, FhHiC23_g265.t1, FhHiC23_g1943.t1
OG0001036	SGUI1_17050.1, SGUI1_16970.7	FhHiC23_g11613.t1
OG0001037	SGUI1_19680.5, SGUI1_19680.2, SGUI1_19680.4, SGUI1_19680.6, SGUI1_19680.1, SGUI1_19680.3	FhHiC23_g15057.t1, FhHiC23_g15057.t3, FhHiC23_g15202.t1, FhHiC23_g15202.t2
OG0001038	SGUI1_1530.1	FhHiC23_g13415.t2, FhHiC23_g13415.t1, FhHiC23_g13415.t3
OG0001039	SGUI1_27080.1, SGUI1_27080.2, SGUI1_27080.3, SGUI1_27080.4, SGUI1_27080.5	FhHiC23_g9256.t1
OG0001040	SGUI1_81480.1	FhHiC23_g4241.t1, FhHiC23_g4241.t2
OG0001041	SGUI1_94590.3, SGUI1_94590.2, SGUI1_94590.1	FhHiC23_g9008.t1, FhHiC23_g9008.t2, FhHiC23_g9008.t3
OG0001042	SGUI1_10980.1	FhHiC23_g13435.t1, FhHiC23_g13436.t1
OG0001043	SGUI1_48390.2, SGUI1_48390.1, SGUI1_48390.3, SGUI1_48390.4	FhHiC23_g993.t1
OG0001044	SGUI1_67840.1, SGUI1_67840.8, SGUI1_67840.7, SGUI1_67840.4, SGUI1_67840.6, SGUI1_67840.2, SGUI1_67840.3, SGUI1_67840.5	FhHiC23_g7412.t1
OG0001045	SGUI1_67360.4, SGUI1_67360.3, SGUI1_67360.1, SGUI1_67360.2	FhHiC23_g8415.t1
OG0001046	SGUI1_51150.3, SGUI1_51150.1, SGUI1_51150.2, SGUI1_51150.5, SGUI1_51150.6, SGUI1_51150.4	FhHiC23_g81.t1
OG0001047	SGUI1_96080.1, SGUI1_96080.2, SGUI1_96080.3	FhHiC23_g9855.t1, FhHiC23_g9855.t2
OG0001048	SGUI1_78640.1	FhHiC23_g282.t1, FhHiC23_g282.t2
OG0001049	SGUI1_55490.1, SGUI1_55490.2	FhHiC23_g1405.t4, FhHiC23_g1405.t1, FhHiC23_g1405.t2, FhHiC23_g1405.t3
OG0001050	SGUI1_62720.3, SGUI1_62720.2, SGUI1_62720.4, SGUI1_62720.1, SGUI1_62720.5	FhHiC23_g6799.t1
OG0001051	SGUI1_88230.3, SGUI1_88230.1, SGUI1_88230.10, SGUI1_88230.11, SGUI1_88230.12, SGUI1_88230.2, SGUI1_88230.4, SGUI1_88230.5, SGUI1_88230.6, SGUI1_88230.7, SGUI1_88230.8, SGUI1_88230.9	FhHiC23_g16833.t1
OG0001052	SGUI1_55460.2, SGUI1_55460.1	FhHiC23_g798.t1
OG0001053	SGUI1_63900.1	FhHiC23_g8610.t1
OG0001054	SGUI1_10730.1	FhHiC23_g12139.t1
OG0001055	SGUI1_38620.2, SGUI1_38620.4, SGUI1_38620.3, SGUI1_38620.6, SGUI1_38620.1, SGUI1_38620.5, SGUI1_38620.7	FhHiC23_g6311.t1
OG0001056	SGUI1_58320.1, SGUI1_58320.4, SGUI1_58320.9, SGUI1_58320.5, SGUI1_58320.6, SGUI1_58320.7, SGUI1_58320.8, SGUI1_58320.3, SGUI1_58320.2	FhHiC23_g8018.t1, FhHiC23_g8018.t2
OG0001057	SGUI1_88070.1, SGUI1_88070.2	FhHiC23_g16676.t1, FhHiC23_g16676.t2
OG0001058	SGUI1_61330.1	FhHiC23_g7616.t1
OG0001059	SGUI1_16600.1	FhHiC23_g15619.t1, FhHiC23_g15619.t2
OG0001060	SGUI1_64260.4, SGUI1_64260.2, SGUI1_64260.3, SGUI1_64260.1, SGUI1_64260.5	FhHiC23_g8550.t3, FhHiC23_g8550.t2, FhHiC23_g8550.t1
OG0001061	SGUI1_10190.1	FhHiC23_g10637.t1
OG0001068	SGUI1_76300.1	FhHiC23_g1453.t1
OG0001070	SGUI1_63540.1	FhHiC23_g10636.t1, FhHiC23_g7712.t1
OG0001070	SGUI1_76740.1	FhHiC23_g2817.t2, FhHiC23_g2817.t1
OG0001071	SGUI1_65560.3, SGUI1_65560.4, SGUI1_65560.1, SGUI1_65560.2	FhHiC23_g8249.t1, FhHiC23_g8249.t2
OG0001072	SGUI1_42250.2, SGUI1_42250.3, SGUI1_42250.1, SGUI1_42250.4, SGUI1_42250.5	FhHiC23_g14078.t1
OG0001073	SGUI1_16430.1	FhHiC23_g15794.t1
OG0001074	SGUI1_27250.1	FhHiC23_g9712.t1
OG0001075	SGUI1_62320.1	FhHiC23_g7537.t1
OG0001076	SGUI1_46350.1, SGUI1_46350.2, SGUI1_46350.3, SGUI1_46350.4	FhHiC23_g231.t3, FhHiC23_g231.t1, FhHiC23_g231.t2
OG0001077	SGUI1_50230.1	FhHiC23_g2069.t1
OG0001078	SGUI1_61700.1	FhHiC23_g7897.t2, FhHiC23_g7897.t1
OG0001079	SGUI1_75780.1	FhHiC23_g1658.t1
OG0001080	SGUI1_74120.2, SGUI1_74120.1, SGUI1_74120.3, SGUI1_74120.4	FhHiC23_g1174.t1
OG0001081	SGUI1_33730.1, SGUI1_33730.2	FhHiC23_g5306.t1
OG0001082	SGUI1_48700.1, SGUI1_48700.3, SGUI1_48700.2, SGUI1_48700.4	FhHiC23_g2343.t1
OG0001083	SGUI1_94740.4, SGUI1_94740.3, SGUI1_94740.1, SGUI1_94740.2	FhHiC23_g9161.t1, FhHiC23_g9161.t2
OG0001084	SGUI1_20020.1	FhHiC23_g15642.t1
OG0001085	SGUI1_95660.1, SGUI1_95660.2	FhHiC23_g9501.t1
OG0001086	SGUI1_72080.1	FhHiC23_g3370.t1
OG0001087	SGUI1_51440.1	FhHiC23_g1403.t2, FhHiC23_g1403.t1, FhHiC23_g1404.t1
OG0001087	SGUI1_36250.1	FhHiC23_g6106.t1
OG0001088	SGUI1_24320.1, SGUI1_24320.3, SGUI1_24320.5, SGUI1_24320.2, SGUI1_24320.4	FhHiC23_g10196.t1, FhHiC23_g10197.t1
OG0001089	SGUI1_65540.1	FhHiC23_g7786.t1
OG0001090	SGUI1_96390.1, SGUI1_96390.2, SGUI1_96390.3, SGUI1_96390.4	FhHiC23_g9487.t1
OG0001091	SGUI1_48590.1, SGUI1_48590.2	FhHiC23_g1119.t1
OG0001092	SGUI1_70070.1, SGUI1_70070.4, SGUI1_70070.2, SGUI1_70070.3	FhHiC23_g2498.t1, FhHiC23_g2498.t2
OG0001093	SGUI1_81940.2, SGUI1_81940.3, SGUI1_81940.1, SGUI1_81940.5, SGUI1_81940.4	FhHiC23_g4232.t1
OG0001094	SGUI1_36550.1	FhHiC23_g14498.t1, FhHiC23_g14498.t2
OG0001095	SGUI1_51080.1, SGUI1_51080.2, SGUI1_51080.3, SGUI1_51080.4	FhHiC23_g2076.t1
OG0001096	SGUI1_19060.2, SGUI1_19060.4, SGUI1_19060.3, SGUI1_19060.7, SGUI1_19060.1, SGUI1_19060.8, SGUI1_19060.5, SGUI1_19060.6	FhHiC23_g11191.t1
OG0001097	SGUI1_69680.1	FhHiC23_g8335.t1, FhHiC23_g8335.t2, FhHiC23_g15754.t1
OG0001098	SGUI1_31710.6, SGUI1_31710.1, SGUI1_31710.2, SGUI1_31710.4, SGUI1_31710.5, SGUI1_31710.7, SGUI1_31710.3	FhHiC23_g5515.t2, FhHiC23_g5515.t1
OG0001099	SGUI1_92720.1	FhHiC23_g4375.t1, FhHiC23_g4375.t2, FhHiC23_g4375.t3
OG0001099	SGUI1_92710.1, SGUI1_92710.2	FhHiC23_g4376.t2, FhHiC23_g4376.t1
OG0001100	SGUI1_68380.1, SGUI1_68380.2, SGUI1_68380.3	FhHiC23_g8517.t1, FhHiC23_g8517.t2
OG0001101	SGUI1_45800.1	FhHiC23_g1166.t1
OG0001102	SGUI1_62880.3, SGUI1_62880.1, SGUI1_62880.2, SGUI1_62880.4, SGUI1_62880.5	FhHiC23_g8118.t1, FhHiC23_g8119.t1
OG0001103	SGUI1_94610.1, SGUI1_94610.2, SGUI1_94610.3, SGUI1_94610.4	FhHiC23_g9426.t1
OG0001104	SGUI1_62850.6, SGUI1_62850.7, SGUI1_62850.2, SGUI1_62850.3, SGUI1_62850.4, SGUI1_62850.1, SGUI1_62850.5	FhHiC23_g7807.t1
OG0001105	SGUI1_31800.1	FhHiC23_g5722.t1
OG0001106	SGUI1_68850.2, SGUI1_68850.1, SGUI1_68850.3, SGUI1_68850.4, SGUI1_68850.5, SGUI1_68850.6, SGUI1_68850.7	FhHiC23_g8470.t1, FhHiC23_g8469.t1
OG0001107	SGUI1_51580.1	FhHiC23_g2353.t1
OG0001108	SGUI1_28280.1	FhHiC23_g5315.t1, FhHiC23_g5315.t2
OG0001109	SGUI1_33820.1, SGUI1_33790.1, SGUI1_33800.1, SGUI1_33800.9, SGUI1_33800.11, SGUI1_33800.5, SGUI1_33800.10, SGUI1_33800.4, SGUI1_33800.6, SGUI1_33800.7, SGUI1_33800.3, SGUI1_33800.8, SGUI1_33800.2	FhHiC23_g5353.t1
OG0001110	SGUI1_3910.1	FhHiC23_g12675.t1, FhHiC23_g12675.t3, FhHiC23_g12675.t2
OG0001111	SGUI1_49050.1, SGUI1_49050.4, SGUI1_49050.3, SGUI1_49050.7, SGUI1_49050.9, SGUI1_49050.2, SGUI1_49050.5, SGUI1_49050.6, SGUI1_49050.8, SGUI1_49050.10	FhHiC23_g704.t1, FhHiC23_g704.t2
OG0001112	SGUI1_95850.2, SGUI1_95850.1, SGUI1_95830.1, SGUI1_95840.1	FhHiC23_g9029.t1, FhHiC23_g9029.t2
OG0001113	SGUI1_7290.1, SGUI1_7290.2	FhHiC23_g13268.t1, FhHiC23_g13268.t2
OG0001114	SGUI1_6310.6, SGUI1_6310.3, SGUI1_6310.2, SGUI1_6310.4, SGUI1_6310.5, SGUI1_6310.1	FhHiC23_g12455.t1, FhHiC23_g12454.t1
OG0001115	SGUI1_94700.4, SGUI1_94700.5, SGUI1_94700.1, SGUI1_94700.3, SGUI1_94700.2	FhHiC23_g9413.t1
OG0001116	SGUI1_81450.1	FhHiC23_g3848.t1, FhHiC23_g3848.t2
OG0001117	SGUI1_14920.1, SGUI1_14920.2	FhHiC23_g15056.t1
OG0001118	SGUI1_71710.1, SGUI1_71700.1	FhHiC23_g858.t1
OG0001119	SGUI1_65520.3, SGUI1_65520.1, SGUI1_65520.2	FhHiC23_g7613.t1
OG0001120	SGUI1_31380.1	FhHiC23_g6514.t1, FhHiC23_g6513.t1
OG0001121	SGUI1_56980.1	FhHiC23_g1269.t1
OG0001122	SGUI1_79880.1, SGUI1_79880.2, SGUI1_79880.3	FhHiC23_g1505.t1
OG0001123	SGUI1_90880.1, SGUI1_90880.2	FhHiC23_g16262.t1
OG0001124	SGUI1_37790.3, SGUI1_37790.4, SGUI1_37790.1, SGUI1_37790.2	FhHiC23_g4816.t1, FhHiC23_g4816.t2
OG0001125	SGUI1_13150.1, SGUI1_13190.1	FhHiC23_g15067.t1, FhHiC23_g15283.t1
