Orthogroup	schistosoma_guineensis	opisthorchis_viverrini
OG0000707	SGUI1_94630.1, SGUI1_94630.2, SGUI1_94630.3, SGUI1_94630.9, SGUI1_94630.6, SGUI1_94630.8, SGUI1_94630.7, SGUI1_94630.4, SGUI1_94630.5	T265_15248, T265_15672
OG0000708	SGUI1_37110.1, SGUI1_37110.2, SGUI1_37110.3, SGUI1_37110.4	T265_05018
OG0000709	SGUI1_43640.2, SGUI1_43640.3, SGUI1_43640.1	T265_13137
OG0000710	SGUI1_7500.1, SGUI1_7490.1	T265_14772
OG0000711	SGUI1_74790.1	T265_13046
OG0000712	SGUI1_52870.11, SGUI1_52870.5, SGUI1_52870.3, SGUI1_52870.1, SGUI1_52870.10, SGUI1_52870.2, SGUI1_52870.4, SGUI1_52870.6, SGUI1_52870.7, SGUI1_52870.8, SGUI1_52870.9	T265_00357
OG0000713	SGUI1_72010.10, SGUI1_72010.1, SGUI1_72010.4, SGUI1_72010.8, SGUI1_72010.11, SGUI1_72010.12, SGUI1_72010.2, SGUI1_72010.3, SGUI1_72010.5, SGUI1_72010.6, SGUI1_72010.7, SGUI1_72010.9	T265_15192
OG0000714	SGUI1_46210.4, SGUI1_46210.5, SGUI1_46210.1, SGUI1_46210.2, SGUI1_46210.3	T265_12461
OG0000715	SGUI1_27090.1	T265_06936, T265_16285
OG0000716	SGUI1_10800.3, SGUI1_10790.1, SGUI1_10790.2, SGUI1_10800.1, SGUI1_10800.2	T265_01851
OG0000717	SGUI1_59390.11, SGUI1_59390.1, SGUI1_59390.2, SGUI1_59390.3, SGUI1_59390.4, SGUI1_59390.5, SGUI1_59390.6, SGUI1_59390.7, SGUI1_59390.13, SGUI1_59390.8, SGUI1_59390.15, SGUI1_59390.10, SGUI1_59390.12, SGUI1_59390.14, SGUI1_59390.9	T265_15060
OG0000718	SGUI1_75080.4, SGUI1_75080.1, SGUI1_75080.3, SGUI1_75080.5, SGUI1_75080.2	T265_15816
OG0000721	SGUI1_45740.5, SGUI1_45740.4, SGUI1_45740.1, SGUI1_45740.6, SGUI1_45740.2, SGUI1_45740.3	T265_00362
OG0000722	SGUI1_5000.1	T265_03018, T265_03020
OG0000723	SGUI1_77040.1	T265_10513, T265_14119
OG0000724	SGUI1_41820.1	T265_15804, T265_04091, T265_04747
OG0000725	SGUI1_77410.1, SGUI1_77410.4, SGUI1_77410.5, SGUI1_77410.2, SGUI1_77410.3	T265_05721
OG0000727	SGUI1_38590.5, SGUI1_38590.1, SGUI1_38590.2, SGUI1_38590.3, SGUI1_38590.4	T265_07029
OG0000728	SGUI1_48400.3, SGUI1_48400.4, SGUI1_48400.1, SGUI1_48400.2, SGUI1_48400.5	T265_02822
OG0000729	SGUI1_8160.1	T265_03115
OG0000730	SGUI1_60530.1	T265_10980
OG0000731	SGUI1_76710.1	T265_11322
OG0000732	SGUI1_13890.1, SGUI1_13890.2, SGUI1_3500.1	T265_11823
OG0000733	SGUI1_2800.1	T265_05137, T265_13691, T265_13693
OG0000737	SGUI1_9150.1	T265_05237
OG0000738	SGUI1_70200.1, SGUI1_70200.2, SGUI1_70190.1	T265_05635, T265_05639
OG0000740	SGUI1_7800.1	T265_04555
OG0000741	SGUI1_84750.6, SGUI1_84750.1, SGUI1_84750.2, SGUI1_84750.3, SGUI1_84750.4, SGUI1_84750.7, SGUI1_84750.5	T265_10490
OG0000743	SGUI1_22240.1, SGUI1_22240.2, SGUI1_22240.3, SGUI1_22240.4, SGUI1_22240.5, SGUI1_22240.6, SGUI1_22240.8, SGUI1_22240.7	T265_02255
OG0000744	SGUI1_3600.1	T265_13534
OG0000745	SGUI1_37920.1, SGUI1_37920.2	T265_15592, T265_01499
OG0000746	SGUI1_61140.1	T265_08923
OG0000747	SGUI1_42880.1	T265_14015
OG0000748	SGUI1_70610.1	T265_08449, T265_15607, T265_15918, T265_12210
OG0000749	SGUI1_69990.3, SGUI1_69990.6, SGUI1_69990.7, SGUI1_69990.1, SGUI1_69990.4, SGUI1_69990.5, SGUI1_69990.2	T265_15534
OG0000750	SGUI1_74650.1, SGUI1_74650.2, SGUI1_74650.3	T265_01999
OG0000751	SGUI1_5510.1, SGUI1_2600.1	T265_14248
OG0000752	SGUI1_93110.1, SGUI1_93110.2, SGUI1_93160.1	T265_14207
OG0000753	SGUI1_83400.3, SGUI1_83400.1, SGUI1_83400.2, SGUI1_83400.4	T265_11361
OG0000754	SGUI1_50480.7, SGUI1_50480.8, SGUI1_50480.4, SGUI1_50480.2, SGUI1_50480.3, SGUI1_50480.1, SGUI1_50480.5, SGUI1_50480.6	T265_01325
OG0000755	SGUI1_75930.3, SGUI1_75930.1, SGUI1_75930.2, SGUI1_75930.4, SGUI1_75930.5	T265_14500, T265_14501
OG0000756	SGUI1_38860.3, SGUI1_38860.1, SGUI1_38860.6, SGUI1_38860.4, SGUI1_38860.2, SGUI1_38860.5	T265_04901
OG0000757	SGUI1_52730.1	T265_14154
OG0000758	SGUI1_8190.2, SGUI1_8190.1	T265_03111
OG0000759	SGUI1_53160.1	T265_14472, T265_14473, T265_15924
OG0000760	SGUI1_79230.1, SGUI1_79230.2, SGUI1_79230.3, SGUI1_79230.4, SGUI1_79230.5, SGUI1_79230.6, SGUI1_79230.7, SGUI1_79230.8, SGUI1_79230.10, SGUI1_79230.9	T265_14346
OG0000761	SGUI1_53940.3, SGUI1_53940.2, SGUI1_53940.1, SGUI1_53940.5, SGUI1_53940.6, SGUI1_53940.4	T265_01230
OG0000762	SGUI1_81360.1	T265_07913
OG0000762	SGUI1_87790.1	T265_01864
OG0000763	SGUI1_21090.1	T265_06905
OG0000764	SGUI1_8310.1	T265_00997
OG0000765	SGUI1_53140.1	T265_00442
OG0000765	SGUI1_53150.3, SGUI1_53150.1, SGUI1_53150.2	T265_00440
OG0000766	SGUI1_63490.1, SGUI1_63490.2, SGUI1_63490.3, SGUI1_63490.4	T265_12796
OG0000767	SGUI1_65670.4, SGUI1_65670.3, SGUI1_65670.1, SGUI1_65670.2	T265_12911
OG0000768	SGUI1_39940.1, SGUI1_39940.2, SGUI1_39940.4, SGUI1_39940.5, SGUI1_39940.3, SGUI1_39940.6	T265_06451
OG0000769	SGUI1_2180.1	T265_01586
OG0000770	SGUI1_17480.1, SGUI1_17480.2, SGUI1_17480.3, SGUI1_17480.4	T265_12873
OG0000774	SGUI1_47110.1	T265_08743
OG0000775	SGUI1_51820.5, SGUI1_51820.1, SGUI1_51820.2, SGUI1_51820.3, SGUI1_51820.4, SGUI1_51820.6	T265_13684
OG0000776	SGUI1_45760.1, SGUI1_45760.2, SGUI1_45760.3	T265_07866
OG0000776	SGUI1_56940.1, SGUI1_56940.3, SGUI1_56940.2	T265_12745
OG0000777	SGUI1_52370.1	T265_02206
OG0000778	SGUI1_22550.1	T265_01511, T265_10392, T265_10394
OG0000779	SGUI1_3670.1, SGUI1_3680.1	T265_07269
OG0000780	SGUI1_14640.10, SGUI1_14640.6, SGUI1_14640.14, SGUI1_14640.8, SGUI1_14640.9, SGUI1_14640.1, SGUI1_14640.4, SGUI1_14640.11, SGUI1_14640.5, SGUI1_14640.3, SGUI1_14640.12, SGUI1_14640.13, SGUI1_14640.2, SGUI1_14640.7	T265_06690
OG0000781	SGUI1_10360.1	T265_11274
OG0000781	SGUI1_490.1	T265_10911
OG0000782	SGUI1_31440.7, SGUI1_31440.10, SGUI1_31440.5, SGUI1_31440.9, SGUI1_31440.12, SGUI1_31440.13, SGUI1_31440.11, SGUI1_31440.4, SGUI1_31440.1, SGUI1_31440.2, SGUI1_31440.3, SGUI1_31440.6, SGUI1_31440.8	T265_10870, T265_12889
OG0000783	SGUI1_50750.1, SGUI1_50750.3, SGUI1_50750.2, SGUI1_50750.4	T265_10176
OG0000784	SGUI1_31360.1	T265_12066
OG0000785	SGUI1_59270.4, SGUI1_59270.1, SGUI1_59270.2, SGUI1_59270.3, SGUI1_59330.1, SGUI1_59330.2	T265_09886
OG0000786	SGUI1_40700.1	T265_03503
OG0000787	SGUI1_93280.1, SGUI1_93280.2, SGUI1_60050.1	T265_06799
OG0000788	SGUI1_12850.1, SGUI1_12850.5, SGUI1_12850.3, SGUI1_12850.2, SGUI1_12850.4	T265_03219
OG0000789	SGUI1_25250.1, SGUI1_25240.1, SGUI1_25240.2, SGUI1_25240.3	T265_01031
OG0000790	SGUI1_39280.1, SGUI1_39280.2	T265_00688
OG0000791	SGUI1_42770.1, SGUI1_42770.2	T265_14202, T265_14203
OG0000792	SGUI1_5280.1	T265_14379
OG0000793	SGUI1_34010.1	T265_07034
OG0000794	SGUI1_9350.1, SGUI1_9350.2, SGUI1_9350.3	T265_00948
OG0000795	SGUI1_95610.1, SGUI1_95610.4, SGUI1_95610.5, SGUI1_95610.2, SGUI1_95610.3	T265_16059
OG0000796	SGUI1_15420.1, SGUI1_15440.1, SGUI1_15410.1, SGUI1_15410.2	T265_14897
OG0000797	SGUI1_20790.2, SGUI1_20790.1	T265_15019
OG0000798	SGUI1_1280.5, SGUI1_1280.1, SGUI1_1280.2, SGUI1_1280.4, SGUI1_1280.3	T265_15843
OG0000799	SGUI1_67190.1	T265_01805
OG0000800	SGUI1_9240.1, SGUI1_9250.1	T265_10271, T265_16198
OG0000801	SGUI1_15330.3, SGUI1_15330.1, SGUI1_15330.5, SGUI1_15330.4, SGUI1_15330.2	T265_05496
OG0000802	SGUI1_73610.1	T265_12896
OG0000802	SGUI1_58950.1	T265_06568
OG0000803	SGUI1_79620.1, SGUI1_79620.2, SGUI1_79620.3, SGUI1_79620.4, SGUI1_79620.5	T265_00805
OG0000804	SGUI1_41320.4, SGUI1_41320.3, SGUI1_41320.1, SGUI1_41320.2	T265_08025
OG0000805	SGUI1_36300.1, SGUI1_36300.3, SGUI1_36300.4, SGUI1_36300.2, SGUI1_36300.5	T265_13484
OG0000806	SGUI1_74020.1	T265_09116
OG0000807	SGUI1_9010.1	T265_06277
OG0000808	SGUI1_93880.1	T265_09441
OG0000808	SGUI1_93890.1, SGUI1_93890.2, SGUI1_93890.3, SGUI1_93890.4	T265_09443
OG0000809	SGUI1_91270.2, SGUI1_91270.1, SGUI1_91270.3, SGUI1_91270.5, SGUI1_91270.4, SGUI1_91270.7, SGUI1_91270.8, SGUI1_91270.9, SGUI1_91270.6	T265_05763
OG0000810	SGUI1_24760.7, SGUI1_24760.2, SGUI1_24760.3, SGUI1_24760.6, SGUI1_24760.4, SGUI1_24760.8, SGUI1_24760.1, SGUI1_24760.5	T265_11471
OG0000811	SGUI1_10180.1, SGUI1_10180.2, SGUI1_10180.3	T265_14828
OG0000812	SGUI1_11140.1	T265_15805
OG0000813	SGUI1_86950.1, SGUI1_86950.4, SGUI1_86950.3, SGUI1_86950.2	T265_10364
OG0000814	SGUI1_63860.1	T265_15846, T265_11631
OG0000815	SGUI1_60030.1	T265_14139, T265_14138
OG0000816	SGUI1_84370.2, SGUI1_84370.3, SGUI1_84370.4, SGUI1_84370.1	T265_10520, T265_15172
OG0000817	SGUI1_88820.1	T265_03538
OG0000819	SGUI1_65830.1, SGUI1_65830.2, SGUI1_65830.3, SGUI1_65830.4, SGUI1_65830.5	T265_02518
OG0000821	SGUI1_49190.3, SGUI1_49190.4, SGUI1_49190.1, SGUI1_49190.2	T265_13288
OG0000822	SGUI1_74780.1	T265_03848
OG0000823	SGUI1_53540.1	T265_00829
OG0000823	SGUI1_93230.1	T265_11555
OG0000824	SGUI1_3080.1	T265_07875
OG0000826	SGUI1_55540.4, SGUI1_55540.2, SGUI1_55540.1, SGUI1_55540.3	T265_06114
OG0000827	SGUI1_75830.1, SGUI1_75830.2, SGUI1_75830.3	T265_04215, T265_13453, T265_08146, T265_00316
OG0000830	SGUI1_48960.2, SGUI1_48960.4, SGUI1_48960.1, SGUI1_48960.3	T265_03604
OG0000831	SGUI1_42480.2, SGUI1_42480.3, SGUI1_42480.1, SGUI1_42480.4, SGUI1_42480.5, SGUI1_42480.6, SGUI1_42480.7	T265_11740
OG0000832	SGUI1_60780.4, SGUI1_60780.2, SGUI1_60780.3, SGUI1_60780.1	T265_06731
OG0000833	SGUI1_33060.1	T265_15296
OG0000834	SGUI1_48800.2, SGUI1_48800.1, SGUI1_48800.3, SGUI1_48800.4	T265_08688
OG0000835	SGUI1_37930.1	T265_05875
OG0000836	SGUI1_37280.4, SGUI1_37280.3, SGUI1_37280.1, SGUI1_37280.2	T265_07620, T265_16203
OG0000837	SGUI1_32110.6, SGUI1_32110.5, SGUI1_32110.7, SGUI1_32110.2, SGUI1_32110.1, SGUI1_32110.4, SGUI1_32110.3	T265_08390
OG0000838	SGUI1_38950.1, SGUI1_38960.1, SGUI1_38960.2	T265_02612
OG0000839	SGUI1_38380.1, SGUI1_38380.2, SGUI1_38380.3, SGUI1_38380.4	T265_03005
OG0000840	SGUI1_70690.1, SGUI1_70690.3, SGUI1_70690.2, SGUI1_70690.4	T265_12899
OG0000841	SGUI1_20390.1	T265_06170
OG0000842	SGUI1_67440.1	T265_14136
OG0000843	SGUI1_82860.2, SGUI1_82860.3, SGUI1_82860.1, SGUI1_82860.5, SGUI1_82860.6, SGUI1_82860.7, SGUI1_82860.4	T265_02386
OG0000844	SGUI1_4930.1, SGUI1_4930.2, SGUI1_4930.3	T265_00279
OG0000845	SGUI1_90240.5, SGUI1_90240.3, SGUI1_90240.1, SGUI1_90240.2, SGUI1_90240.4	T265_12579
OG0000846	SGUI1_16470.1, SGUI1_16470.3, SGUI1_16470.2, SGUI1_16470.4, SGUI1_16470.5, SGUI1_16470.6	T265_05703
OG0000847	SGUI1_1230.1, SGUI1_1230.3, SGUI1_1230.2, SGUI1_1230.4, SGUI1_1230.5	T265_07827, T265_09008, T265_01575, T265_07199
OG0000848	SGUI1_34630.1	T265_00764
OG0000849	SGUI1_39010.1	T265_12610
OG0000850	SGUI1_27060.5, SGUI1_27060.4, SGUI1_27060.1, SGUI1_27060.2, SGUI1_27060.3	T265_10398
OG0000851	SGUI1_91280.1, SGUI1_91280.2, SGUI1_91280.4, SGUI1_91280.5, SGUI1_91280.6, SGUI1_91280.3	T265_04154
OG0000852	SGUI1_10030.1, SGUI1_10020.1	T265_08766
OG0000853	SGUI1_83360.1, SGUI1_83360.2	T265_06027
OG0000854	SGUI1_37290.1	T265_15559, T265_14260, T265_15560
OG0000855	SGUI1_54790.1, SGUI1_54790.2	T265_13837, T265_15500
OG0000856	SGUI1_2930.1	T265_14822
OG0000857	SGUI1_4130.1	T265_14322
OG0000858	SGUI1_4380.4, SGUI1_4380.1, SGUI1_4380.2, SGUI1_4380.3	T265_15000
OG0000860	SGUI1_60310.1	T265_06072
OG0000860	SGUI1_62890.1	T265_05631
OG0000861	SGUI1_10760.2, SGUI1_10760.3, SGUI1_10760.1, SGUI1_10760.4, SGUI1_10760.5, SGUI1_10760.6, SGUI1_10760.7	T265_04574
OG0000862	SGUI1_29730.1	T265_09368, T265_09366, T265_09369
OG0000864	SGUI1_40290.7, SGUI1_40290.3, SGUI1_40290.4, SGUI1_40290.5, SGUI1_40290.6, SGUI1_40290.2, SGUI1_40290.1	T265_05363
OG0000865	SGUI1_33020.2, SGUI1_33020.6, SGUI1_33020.1, SGUI1_33020.3, SGUI1_33020.5, SGUI1_33020.4, SGUI1_33020.7	T265_05335
OG0000866	SGUI1_730.12, SGUI1_730.15, SGUI1_730.16, SGUI1_730.13, SGUI1_730.14, SGUI1_730.3, SGUI1_730.1, SGUI1_730.11, SGUI1_730.2, SGUI1_730.4, SGUI1_730.5, SGUI1_730.6, SGUI1_730.7, SGUI1_730.8, SGUI1_730.9, SGUI1_730.10	T265_09230
OG0000867	SGUI1_6810.1, SGUI1_6810.3, SGUI1_6810.4, SGUI1_6810.7, SGUI1_6810.2, SGUI1_6810.5, SGUI1_6810.6	T265_03080
OG0000869	SGUI1_89740.1, SGUI1_89740.3, SGUI1_89740.8, SGUI1_89740.4, SGUI1_89740.5, SGUI1_89740.7, SGUI1_89740.2, SGUI1_89740.9, SGUI1_89740.6	T265_14256
OG0000870	SGUI1_950.1	T265_06698
OG0000872	SGUI1_4010.1, SGUI1_4010.3, SGUI1_4010.4, SGUI1_4010.2, SGUI1_4010.5, SGUI1_4010.6, SGUI1_4010.7, SGUI1_4010.8, SGUI1_4010.9	T265_16288, T265_12059
OG0000873	SGUI1_86820.1	T265_15131
OG0000874	SGUI1_43070.1	T265_04488, T265_09986, T265_09985
OG0000876	SGUI1_23220.1, SGUI1_23150.1, SGUI1_23470.1	T265_03229
OG0000877	SGUI1_6860.4, SGUI1_6860.3, SGUI1_6860.1, SGUI1_6860.2, SGUI1_6860.5	T265_14662
OG0000879	SGUI1_58780.1, SGUI1_58780.2	T265_08209
OG0000881	SGUI1_91140.1, SGUI1_91140.2	T265_09970
OG0000882	SGUI1_21730.1	T265_15327, T265_15326
OG0000882	SGUI1_40080.1	T265_00439, T265_08858
OG0000883	SGUI1_40070.5, SGUI1_40070.8, SGUI1_40070.1, SGUI1_40070.6, SGUI1_40070.9, SGUI1_40070.3, SGUI1_40070.7, SGUI1_40070.4, SGUI1_40070.2	T265_08857
OG0000884	SGUI1_39330.6, SGUI1_39330.9, SGUI1_39330.8, SGUI1_39330.7, SGUI1_39330.3, SGUI1_39330.5, SGUI1_39330.1, SGUI1_39330.2, SGUI1_39330.4	T265_10076, T265_15490
OG0000885	SGUI1_92890.1, SGUI1_92920.1, SGUI1_92930.1, SGUI1_92930.2, SGUI1_92930.3, SGUI1_92930.4, SGUI1_190.1, SGUI1_190.2, SGUI1_190.4, SGUI1_190.5, SGUI1_190.3	T265_12962, T265_02246
OG0000886	SGUI1_70800.2, SGUI1_70800.1	T265_01994
OG0000887	SGUI1_19220.3, SGUI1_19220.2, SGUI1_19220.5, SGUI1_19220.1, SGUI1_19220.6, SGUI1_19220.4	T265_15509
OG0000888	SGUI1_79170.1, SGUI1_79170.2, SGUI1_79190.1	T265_14777, T265_14776
OG0000889	SGUI1_27460.1, SGUI1_27460.2	T265_10291, T265_03241
OG0000890	SGUI1_40880.1	T265_04042, T265_05866
OG0000891	SGUI1_37130.1, SGUI1_37130.10, SGUI1_37130.11, SGUI1_37130.13, SGUI1_37130.2, SGUI1_37130.3, SGUI1_37130.4, SGUI1_37130.7, SGUI1_37130.8, SGUI1_37130.9, SGUI1_37130.12, SGUI1_37130.14, SGUI1_37130.5, SGUI1_37130.15, SGUI1_37130.6	T265_13383, T265_13385
OG0000892	SGUI1_52120.1	T265_13465, T265_04286
OG0000894	SGUI1_88150.1	T265_14564, T265_08709
OG0000895	SGUI1_44010.1, SGUI1_44010.2	T265_08916
OG0000896	SGUI1_19740.1	T265_11745, T265_15524
OG0000897	SGUI1_9340.1	T265_09054
OG0000898	SGUI1_72360.1	T265_03575
OG0000899	SGUI1_14110.1	T265_00966
OG0000900	SGUI1_3610.1, SGUI1_3620.1	T265_15960
OG0000901	SGUI1_62990.2, SGUI1_62990.6, SGUI1_62990.1, SGUI1_62990.4, SGUI1_62990.5, SGUI1_62990.3	T265_03340
OG0000902	SGUI1_55410.6, SGUI1_55410.7, SGUI1_55410.1, SGUI1_55410.2, SGUI1_55410.3, SGUI1_55410.4, SGUI1_55410.5	T265_03522
OG0000903	SGUI1_15100.1	T265_02094
OG0000905	SGUI1_79340.3, SGUI1_79340.4, SGUI1_79340.5, SGUI1_79340.7, SGUI1_79340.8, SGUI1_79340.9, SGUI1_79340.1, SGUI1_79340.2, SGUI1_79340.6	T265_08905
OG0000906	SGUI1_64320.1, SGUI1_64320.2, SGUI1_64320.3, SGUI1_64320.4, SGUI1_64320.5	T265_09792
OG0000907	SGUI1_74940.1	T265_00831
OG0000908	SGUI1_26430.1, SGUI1_26420.1	T265_13306
OG0000910	SGUI1_7600.2, SGUI1_7600.3, SGUI1_7600.7, SGUI1_7600.1, SGUI1_7600.4, SGUI1_7600.5, SGUI1_7600.6	T265_10833
OG0000911	SGUI1_58590.1, SGUI1_58590.2, SGUI1_58590.3, SGUI1_58590.4	T265_11627, T265_11628
OG0000913	SGUI1_31240.1	T265_10377, T265_05795, T265_15140
OG0000914	SGUI1_38410.5, SGUI1_38410.1, SGUI1_38410.4, SGUI1_38410.2, SGUI1_38410.3	T265_06456
OG0000915	SGUI1_29300.4, SGUI1_29300.2, SGUI1_29300.5, SGUI1_29300.1, SGUI1_29300.3	T265_00756
OG0000916	SGUI1_39590.4, SGUI1_39590.6, SGUI1_39590.10, SGUI1_39590.11, SGUI1_39590.12, SGUI1_39590.3, SGUI1_39590.8, SGUI1_39590.1, SGUI1_39590.9, SGUI1_39590.7, SGUI1_39590.2, SGUI1_39590.5	T265_11901
OG0000917	SGUI1_84660.3, SGUI1_84660.1, SGUI1_84660.2	T265_02425
OG0000918	SGUI1_26510.1	T265_13665
OG0000919	SGUI1_84810.1	T265_11299
OG0000921	SGUI1_43460.1, SGUI1_43460.3, SGUI1_43460.6, SGUI1_43460.2, SGUI1_43460.4, SGUI1_43460.5, SGUI1_43460.7, SGUI1_43460.8	T265_10843
OG0000922	SGUI1_6520.1	T265_14804, T265_09307
OG0000923	SGUI1_41510.1	T265_03493
OG0000923	SGUI1_93540.3, SGUI1_93540.1, SGUI1_93540.2	T265_05658
OG0000925	SGUI1_16000.2, SGUI1_16000.1, SGUI1_16000.3, SGUI1_16000.4	T265_07999
OG0000926	SGUI1_26850.1, SGUI1_26850.4, SGUI1_26850.2, SGUI1_26850.3, SGUI1_26770.4, SGUI1_26770.1, SGUI1_26770.3, SGUI1_26770.2	T265_15584
OG0000927	SGUI1_21030.1	T265_13966
OG0000928	SGUI1_32050.1, SGUI1_32040.1	T265_02989
OG0000929	SGUI1_65340.1, SGUI1_65340.2, SGUI1_65340.3, SGUI1_65340.4, SGUI1_65340.6, SGUI1_65340.7, SGUI1_65340.5	T265_11846
OG0000930	SGUI1_42400.1, SGUI1_42400.6, SGUI1_42400.7, SGUI1_42400.2, SGUI1_42400.3, SGUI1_42400.4, SGUI1_42400.5	T265_13266
OG0000931	SGUI1_71740.1, SGUI1_71740.2, SGUI1_71740.3	T265_10692
OG0000932	SGUI1_1140.1, SGUI1_1140.2, SGUI1_1140.3, SGUI1_1140.4, SGUI1_1140.5, SGUI1_1140.6, SGUI1_1140.7	T265_09389
OG0000933	SGUI1_39690.5, SGUI1_39690.3, SGUI1_39690.4, SGUI1_39690.1, SGUI1_39690.2	T265_10768
OG0000934	SGUI1_9420.1	T265_09239
OG0000935	SGUI1_64700.5, SGUI1_64700.6, SGUI1_64700.2, SGUI1_64700.10, SGUI1_64700.11, SGUI1_64700.12, SGUI1_64700.3, SGUI1_64700.4, SGUI1_64700.7, SGUI1_64700.9, SGUI1_64700.14, SGUI1_64700.8, SGUI1_64700.1, SGUI1_64700.13, SGUI1_64700.15	T265_09761
OG0000936	SGUI1_94360.1	T265_08979
OG0000937	SGUI1_54490.1, SGUI1_54490.2, SGUI1_54490.6, SGUI1_54490.3, SGUI1_54490.4, SGUI1_54490.5	T265_04033
OG0000938	SGUI1_60190.1, SGUI1_60190.2, SGUI1_60190.6, SGUI1_60190.3, SGUI1_60190.4, SGUI1_60190.7, SGUI1_60190.5	T265_08657, T265_08656
OG0000939	SGUI1_87380.1, SGUI1_87380.3, SGUI1_87380.4, SGUI1_87380.2	T265_05437
OG0000940	SGUI1_5430.1, SGUI1_5430.2, SGUI1_5430.3, SGUI1_5430.5, SGUI1_5430.4	T265_08942, T265_16338
OG0000941	SGUI1_31880.4, SGUI1_31880.3, SGUI1_31880.1, SGUI1_31880.2	T265_08808
OG0000942	SGUI1_15610.2, SGUI1_15610.1, SGUI1_15610.3, SGUI1_15610.4	T265_10456
OG0000943	SGUI1_28400.2, SGUI1_28400.4, SGUI1_28400.1, SGUI1_28400.3	T265_03814
OG0000944	SGUI1_58360.4, SGUI1_58360.5, SGUI1_58360.1, SGUI1_58360.2, SGUI1_58360.3	T265_00614
OG0000945	SGUI1_10480.1	T265_01854
OG0000946	SGUI1_8070.1	T265_06499
OG0000947	SGUI1_38720.1, SGUI1_38720.10, SGUI1_38720.11, SGUI1_38720.2, SGUI1_38720.3, SGUI1_38720.4, SGUI1_38720.5, SGUI1_38720.6, SGUI1_38720.7, SGUI1_38720.8, SGUI1_38720.9	T265_13430
OG0000948	SGUI1_81600.1, SGUI1_81600.2	T265_04663
OG0000949	SGUI1_15780.1, SGUI1_15790.1, SGUI1_15770.1	T265_09047, T265_09046, T265_09045
OG0000950	SGUI1_53510.1	T265_04298
OG0000952	SGUI1_29260.1	T265_00749
OG0000953	SGUI1_63110.2, SGUI1_63110.3, SGUI1_63110.1	T265_13448
OG0000954	SGUI1_81070.1, SGUI1_81070.2	T265_05290
OG0000955	SGUI1_11640.1, SGUI1_11640.2	T265_03085
OG0000958	SGUI1_12990.1	T265_07251
OG0000960	SGUI1_22290.1, SGUI1_22290.4, SGUI1_22290.3, SGUI1_22290.5, SGUI1_22290.2	T265_13744
OG0000962	SGUI1_74920.1	T265_00111
OG0000963	SGUI1_2520.1	T265_13178
OG0000964	SGUI1_40630.1	T265_10312
OG0000965	SGUI1_63830.9, SGUI1_63830.7, SGUI1_63830.8, SGUI1_63830.4, SGUI1_63830.5, SGUI1_63830.6, SGUI1_63830.3, SGUI1_63830.1, SGUI1_63830.2	T265_03351
OG0000966	SGUI1_36100.1, SGUI1_36100.2, SGUI1_36100.3, SGUI1_36100.4	T265_04985
OG0000966	SGUI1_49100.1	T265_15072
OG0000967	SGUI1_35250.1	T265_16351
OG0000968	SGUI1_2760.1, SGUI1_2780.1	T265_03039
OG0000969	SGUI1_81750.1	T265_09844, T265_10897, T265_14509, T265_14974
OG0000969	SGUI1_81740.2, SGUI1_81740.4, SGUI1_81740.1, SGUI1_81740.3	T265_01639
OG0000970	SGUI1_69920.1	T265_05786
OG0000971	SGUI1_1930.1	T265_14454
OG0000973	SGUI1_23750.1, SGUI1_23760.1, SGUI1_23770.1, SGUI1_23770.2, SGUI1_23770.3, SGUI1_23770.4, SGUI1_23770.5	T265_07516
OG0000974	SGUI1_55770.4, SGUI1_55770.1, SGUI1_55770.2, SGUI1_55770.3	T265_12463
OG0000975	SGUI1_5560.1, SGUI1_5570.1	T265_02924, T265_09700
OG0000976	SGUI1_9520.1, SGUI1_9520.2	T265_00947
OG0000977	SGUI1_11110.1	T265_04434
OG0000978	SGUI1_19870.1	T265_05507
OG0000979	SGUI1_73980.4, SGUI1_73980.3, SGUI1_73980.2, SGUI1_73980.1	T265_00786
OG0000980	SGUI1_52200.4, SGUI1_52200.6, SGUI1_52200.2, SGUI1_52200.5, SGUI1_52200.3, SGUI1_52200.1	T265_03583
OG0000981	SGUI1_40050.2, SGUI1_40050.6, SGUI1_40050.4, SGUI1_40050.5, SGUI1_40050.3, SGUI1_40050.1	T265_04343
OG0000982	SGUI1_64770.5, SGUI1_64770.2, SGUI1_64770.3, SGUI1_64770.6, SGUI1_64770.7, SGUI1_64770.1, SGUI1_64770.4	T265_03904
OG0000983	SGUI1_15280.1	T265_09860
OG0000984	SGUI1_34650.2, SGUI1_34650.6, SGUI1_34650.3, SGUI1_34650.1, SGUI1_34650.4, SGUI1_34650.5	T265_10372, T265_07582
OG0000985	SGUI1_15750.4, SGUI1_15750.5, SGUI1_15750.6, SGUI1_15750.1, SGUI1_15750.2, SGUI1_15750.3	T265_11572
OG0000986	SGUI1_73070.2, SGUI1_73070.3, SGUI1_73070.4, SGUI1_73070.5, SGUI1_73070.1	T265_02193, T265_12946
OG0000987	SGUI1_83820.1, SGUI1_83820.2, SGUI1_83820.3, SGUI1_83820.4, SGUI1_83820.5, SGUI1_83820.7, SGUI1_83820.8, SGUI1_83820.6	T265_02383
OG0000989	SGUI1_51540.1	T265_04299
OG0000990	SGUI1_4520.1	T265_08682
OG0000991	SGUI1_59170.1	T265_13030
