Orthogroup	schistosoma_guineensis	schmidtea_mediterranea
OG0001088	SGUI1_24320.1, SGUI1_24320.3, SGUI1_24320.5, SGUI1_24320.2, SGUI1_24320.4	h1SMcT0004069.1
OG0001089	SGUI1_65540.1	h1SMcT0008400.1
OG0001091	SGUI1_48590.1, SGUI1_48590.2	h1SMcT0009445.1, h1SMcT0009445.4, h1SMcT0009445.2, h1SMcT0009445.3
OG0001092	SGUI1_70070.1, SGUI1_70070.4, SGUI1_70070.2, SGUI1_70070.3	h1SMcT0014020.1
OG0001093	SGUI1_81940.2, SGUI1_81940.3, SGUI1_81940.1, SGUI1_81940.5, SGUI1_81940.4	h1SMcT0000902.2, h1SMcT0016505.14, h1SMcT0016505.9, h1SMcT0016505.3, h1SMcT0016505.8, h1SMcT0016505.1, h1SMcT0016505.10, h1SMcT0016505.11, h1SMcT0016505.12, h1SMcT0016505.13, h1SMcT0016505.2, h1SMcT0016505.4, h1SMcT0016505.5, h1SMcT0016505.6, h1SMcT0016505.7
OG0001094	SGUI1_36550.1	h1SMcT0013737.1, h1SMcT0013737.2
OG0001097	SGUI1_69680.1	h1SMcT0011905.6, h1SMcT0011905.8, h1SMcT0011905.1, h1SMcT0011905.4, h1SMcT0011905.3, h1SMcT0011905.9, h1SMcT0011905.5, h1SMcT0011905.2, h1SMcT0011905.7
OG0001100	SGUI1_68380.1, SGUI1_68380.2, SGUI1_68380.3	h1SMcT0007101.1
OG0001101	SGUI1_45800.1	h1SMcT0005269.1, h1SMcT0005269.5, h1SMcT0005269.2, h1SMcT0005269.3, h1SMcT0005269.4, h1SMcT0005269.6
OG0001102	SGUI1_62880.3, SGUI1_62880.1, SGUI1_62880.2, SGUI1_62880.4, SGUI1_62880.5	h1SMcT0006433.1
OG0001103	SGUI1_94610.1, SGUI1_94610.2, SGUI1_94610.3, SGUI1_94610.4	h1SMcT0014541.1, h1SMcT0014541.3, h1SMcT0014541.2, h1SMcT0014541.4
OG0001104	SGUI1_62850.6, SGUI1_62850.7, SGUI1_62850.2, SGUI1_62850.3, SGUI1_62850.4, SGUI1_62850.1, SGUI1_62850.5	h1SMcT0006087.1, h1SMcT0008504.1
OG0001106	SGUI1_68850.2, SGUI1_68850.1, SGUI1_68850.3, SGUI1_68850.4, SGUI1_68850.5, SGUI1_68850.6, SGUI1_68850.7	h1SMcT0021183.1
OG0001107	SGUI1_51580.1	h1SMcT0006055.1, h1SMcT0006059.1, h1SMcT0006059.2
OG0001108	SGUI1_28280.1	h1SMcT0007960.1
OG0001109	SGUI1_33820.1, SGUI1_33790.1, SGUI1_33800.1, SGUI1_33800.9, SGUI1_33800.11, SGUI1_33800.5, SGUI1_33800.10, SGUI1_33800.4, SGUI1_33800.6, SGUI1_33800.7, SGUI1_33800.3, SGUI1_33800.8, SGUI1_33800.2	h1SMcT0022201.1, h1SMcT0022201.2
OG0001111	SGUI1_49050.1, SGUI1_49050.4, SGUI1_49050.3, SGUI1_49050.7, SGUI1_49050.9, SGUI1_49050.2, SGUI1_49050.5, SGUI1_49050.6, SGUI1_49050.8, SGUI1_49050.10	h1SMcT0000799.3, h1SMcT0000799.2, h1SMcT0000799.1
OG0001112	SGUI1_95850.2, SGUI1_95850.1, SGUI1_95830.1, SGUI1_95840.1	h1SMcT0016310.1
OG0001113	SGUI1_7290.1, SGUI1_7290.2	h1SMcT0005978.4, h1SMcT0005978.1, h1SMcT0005978.2, h1SMcT0005978.3
OG0001114	SGUI1_6310.6, SGUI1_6310.3, SGUI1_6310.2, SGUI1_6310.4, SGUI1_6310.5, SGUI1_6310.1	h1SMcT0022624.6, h1SMcT0022624.4, h1SMcT0022624.2, h1SMcT0022624.3, h1SMcT0022624.1, h1SMcT0022624.5
OG0001115	SGUI1_94700.4, SGUI1_94700.5, SGUI1_94700.1, SGUI1_94700.3, SGUI1_94700.2	h1SMcT0002273.1
OG0001116	SGUI1_81450.1	h1SMcT0015831.1, h1SMcT0007147.1, h1SMcT0007147.2
OG0001117	SGUI1_14920.1, SGUI1_14920.2	h1SMcT0015235.1
OG0001119	SGUI1_65520.3, SGUI1_65520.1, SGUI1_65520.2	h1SMcT0012480.11, h1SMcT0012480.16, h1SMcT0012480.18, h1SMcT0012480.1, h1SMcT0012480.10, h1SMcT0012480.22, h1SMcT0012480.4, h1SMcT0012480.17, h1SMcT0012480.19, h1SMcT0012480.20, h1SMcT0012480.15, h1SMcT0012480.23, h1SMcT0012480.6, h1SMcT0012480.25, h1SMcT0012480.12, h1SMcT0012480.7, h1SMcT0012480.9, h1SMcT0012480.13, h1SMcT0012480.21, h1SMcT0012480.14, h1SMcT0012480.5, h1SMcT0012480.8
OG0001120	SGUI1_31380.1	h1SMcT0018623.1, h1SMcT0018623.2
OG0001121	SGUI1_56980.1	h1SMcT0017792.1
OG0001122	SGUI1_79880.1, SGUI1_79880.2, SGUI1_79880.3	h1SMcT0007710.1
OG0001123	SGUI1_90880.1, SGUI1_90880.2	h1SMcT0013484.1, h1SMcT0013484.2, h1SMcT0013484.3
OG0001124	SGUI1_37790.3, SGUI1_37790.4, SGUI1_37790.1, SGUI1_37790.2	h1SMcT0003380.2, h1SMcT0003380.1, h1SMcT0003380.3
OG0001128	SGUI1_76590.13, SGUI1_76590.7, SGUI1_76590.12, SGUI1_76590.5, SGUI1_76590.8, SGUI1_76590.11, SGUI1_76590.1, SGUI1_76590.4, SGUI1_76590.2, SGUI1_76590.10, SGUI1_76590.6, SGUI1_76590.9, SGUI1_76590.3	h1SMcT0006939.1
OG0001129	SGUI1_37470.1	h1SMcT0005055.1, h1SMcT0016650.1, h1SMcT0016650.2
OG0001130	SGUI1_11090.1, SGUI1_11090.2	h1SMcT0009496.4, h1SMcT0009496.1, h1SMcT0009496.3, h1SMcT0009496.2
OG0001131	SGUI1_74290.1, SGUI1_74280.1	h1SMcT0022497.3, h1SMcT0022497.1, h1SMcT0022497.2
OG0001132	SGUI1_83650.1	h1SMcT0018074.1
OG0001133	SGUI1_15620.1	h1SMcT0022075.1, h1SMcT0018044.1
OG0001134	SGUI1_65710.1, SGUI1_65710.2, SGUI1_65710.3, SGUI1_65710.4	h1SMcT0014276.1
OG0001137	SGUI1_53700.1, SGUI1_53700.2, SGUI1_53700.4, SGUI1_53700.3, SGUI1_53700.5	h1SMcT0021593.2, h1SMcT0021593.3, h1SMcT0021593.1, h1SMcT0011160.3, h1SMcT0011160.5, h1SMcT0011160.1, h1SMcT0011160.4, h1SMcT0011160.2, h1SMcT0011160.6
OG0001138	SGUI1_20180.2, SGUI1_20180.3, SGUI1_20180.4, SGUI1_20180.6, SGUI1_20180.1, SGUI1_20180.5	h1SMcT0014800.1
OG0001139	SGUI1_37200.2, SGUI1_37200.3, SGUI1_37200.5, SGUI1_37200.4, SGUI1_37200.1	h1SMcT0004790.1
OG0001140	SGUI1_46280.1, SGUI1_46280.2	h1SMcT0016073.1
OG0001142	SGUI1_12150.1, SGUI1_12150.2	h1SMcT0002269.1, h1SMcT0012529.1
OG0001143	SGUI1_63210.1	h1SMcT0004192.1, h1SMcT0002802.1, h1SMcT0002801.1, h1SMcT0002801.2, h1SMcT0004192.3, h1SMcT0004192.4, h1SMcT0004192.2
OG0001146	SGUI1_4250.1	h1SMcT0020392.1
OG0001147	SGUI1_7190.1	h1SMcT0008934.1, h1SMcT0008934.2
OG0001148	SGUI1_70950.2, SGUI1_70950.1, SGUI1_70950.8, SGUI1_70950.4, SGUI1_70950.6, SGUI1_70950.7, SGUI1_70950.5, SGUI1_70950.3	h1SMcT0008135.1, h1SMcT0008135.2, h1SMcT0008135.3, h1SMcT0008135.4, h1SMcT0008135.5
OG0001149	SGUI1_78650.1	h1SMcT0016098.1
OG0001150	SGUI1_52170.1, SGUI1_52170.2	h1SMcT0020112.4, h1SMcT0020112.6, h1SMcT0020112.5, h1SMcT0020112.10, h1SMcT0020112.8, h1SMcT0020112.9, h1SMcT0020112.7
OG0001151	SGUI1_90180.3, SGUI1_90180.4, SGUI1_90180.2, SGUI1_90180.1	h1SMcT0012444.3, h1SMcT0012444.5, h1SMcT0020906.5, h1SMcT0020906.3, h1SMcT0020906.4, h1SMcT0020906.1, h1SMcT0020906.6, h1SMcT0020906.2
OG0001152	SGUI1_11930.1	h1SMcT0019731.1
OG0001153	SGUI1_69480.2, SGUI1_69480.1	h1SMcT0007139.1, h1SMcT0007139.2, h1SMcT0007139.3
OG0001155	SGUI1_48460.4, SGUI1_48460.6, SGUI1_48460.1, SGUI1_48460.2, SGUI1_48460.3, SGUI1_48460.5, SGUI1_48460.7, SGUI1_48460.8	h1SMcT0020048.1, h1SMcT0020048.2
OG0001156	SGUI1_97080.1, SGUI1_97080.2, SGUI1_97080.3, SGUI1_97100.1, SGUI1_97090.1, SGUI1_7130.1	h1SMcT0009520.1, h1SMcT0009520.2, h1SMcT0009520.3, h1SMcT0003396.1, h1SMcT0016657.1
OG0001157	SGUI1_63240.1	h1SMcT0020020.1
OG0001159	SGUI1_92530.1, SGUI1_92530.3, SGUI1_92530.5, SGUI1_92530.6, SGUI1_92530.7, SGUI1_92530.2, SGUI1_92530.4	h1SMcT0022453.1
OG0001160	SGUI1_19460.1, SGUI1_19460.4, SGUI1_19460.2, SGUI1_19460.3	h1SMcT0011011.1, h1SMcT0020389.1, h1SMcT0014106.1, h1SMcT0010778.1, h1SMcT0010778.2, h1SMcT0019483.1, h1SMcT0006823.1, h1SMcT0006823.2, h1SMcT0006823.3
OG0001161	SGUI1_68840.1, SGUI1_66030.1	h1SMcT0012653.1, h1SMcT0012643.1, h1SMcT0012642.1, h1SMcT0012644.1
OG0001162	SGUI1_35590.1	h1SMcT0001866.2, h1SMcT0001866.1, h1SMcT0001866.3
OG0001163	SGUI1_77630.1	h1SMcT0015228.1, h1SMcT0015228.2
OG0001164	SGUI1_82300.1	h1SMcT0017557.2, h1SMcT0017557.1, h1SMcT0017557.3
OG0001165	SGUI1_58060.1	h1SMcT0022136.3, h1SMcT0022136.2, h1SMcT0022136.1, h1SMcT0022136.4
OG0001166	SGUI1_10170.2, SGUI1_10170.3, SGUI1_10170.4, SGUI1_10170.1, SGUI1_10170.5	h1SMcT0008465.1
OG0001167	SGUI1_35580.1	h1SMcT0014014.2
OG0001168	SGUI1_11740.5, SGUI1_11740.1, SGUI1_11740.2, SGUI1_11740.3, SGUI1_11740.4	h1SMcT0022606.1
OG0001170	SGUI1_10500.1, SGUI1_10490.1	h1SMcT0000032.2, h1SMcT0000032.4, h1SMcT0000032.1, h1SMcT0000032.3
OG0001171	SGUI1_15200.1	h1SMcT0020849.1
OG0001172	SGUI1_60930.3, SGUI1_60930.4, SGUI1_60930.2, SGUI1_60930.1	h1SMcT0013719.2
OG0001173	SGUI1_1750.2, SGUI1_1750.1	h1SMcT0002851.1, h1SMcT0002851.2, h1SMcT0002851.3
OG0001175	SGUI1_52250.1, SGUI1_52250.2, SGUI1_52250.4, SGUI1_52250.3	h1SMcT0016636.1, h1SMcT0016636.2, h1SMcT0016636.3, h1SMcT0016636.4, h1SMcT0006531.1, h1SMcT0006531.2, h1SMcT0006531.3
OG0001176	SGUI1_73720.1	h1SMcT0006325.1, h1SMcT0006325.2
OG0001179	SGUI1_93620.1, SGUI1_93620.2, SGUI1_93620.3, SGUI1_93620.6, SGUI1_93620.5, SGUI1_93620.4	h1SMcT0016975.2, h1SMcT0016975.3
OG0001181	SGUI1_58100.1	h1SMcT0022490.6, h1SMcT0022490.7, h1SMcT0022490.8, h1SMcT0022490.9, h1SMcT0022490.2, h1SMcT0022490.3, h1SMcT0022490.4, h1SMcT0022490.5, h1SMcT0022490.1, h1SMcT0022490.10
OG0001182	SGUI1_35850.1	h1SMcT0007006.3, h1SMcT0007006.1, h1SMcT0007006.2
OG0001183	SGUI1_10200.1, SGUI1_10200.2, SGUI1_10200.6, SGUI1_10200.3, SGUI1_10200.5, SGUI1_10200.4	h1SMcT0001927.2, h1SMcT0001927.1, h1SMcT0001927.3
OG0001184	SGUI1_3530.1, SGUI1_3530.2, SGUI1_3530.3	h1SMcT0001751.1
OG0001185	SGUI1_9880.1	h1SMcT0000234.1, h1SMcT0000234.3, h1SMcT0000234.4, h1SMcT0000234.5, h1SMcT0000234.2
OG0001186	SGUI1_4670.1, SGUI1_4670.10, SGUI1_4670.3, SGUI1_4670.5, SGUI1_4670.6, SGUI1_4670.7, SGUI1_4670.8, SGUI1_4670.9, SGUI1_4670.2, SGUI1_4670.4	h1SMcT0021546.1
OG0001187	SGUI1_31090.1	h1SMcT0008954.1, h1SMcT0008954.3, h1SMcT0008954.4, h1SMcT0008954.5, h1SMcT0008954.6, h1SMcT0008954.2
OG0001188	SGUI1_7400.1	h1SMcT0002763.3
OG0001189	SGUI1_14100.1, SGUI1_14100.5, SGUI1_14100.3, SGUI1_14100.4, SGUI1_14100.7, SGUI1_14100.2, SGUI1_14100.6	h1SMcT0017276.1, h1SMcT0017276.2, h1SMcT0017276.3, h1SMcT0015695.1, h1SMcT0015695.2
OG0001190	SGUI1_36060.1, SGUI1_36060.2	h1SMcT0008362.1
OG0001191	SGUI1_6630.1	h1SMcT0007587.1
OG0001192	SGUI1_42760.2, SGUI1_42760.3, SGUI1_42760.1	h1SMcT0010192.2, h1SMcT0010192.1, h1SMcT0010192.3, h1SMcT0021493.1, h1SMcT0016070.1, h1SMcT0016070.2, h1SMcT0017511.1, h1SMcT0017511.5, h1SMcT0017511.4, h1SMcT0017511.2, h1SMcT0017511.3, h1SMcT0000240.3, h1SMcT0000240.1, h1SMcT0000240.2
OG0001193	SGUI1_83160.1	h1SMcT0005451.1, h1SMcT0005451.5, h1SMcT0005451.7, h1SMcT0005451.2, h1SMcT0005451.3, h1SMcT0005451.4, h1SMcT0005451.6
OG0001194	SGUI1_6140.1	h1SMcT0020290.1
OG0001197	SGUI1_21650.1, SGUI1_21650.2	h1SMcT0018362.1, h1SMcT0018362.2
OG0001202	SGUI1_12770.1, SGUI1_12740.1	h1SMcT0005733.1, h1SMcT0005733.2, h1SMcT0011540.1, h1SMcT0011540.2
OG0001203	SGUI1_1340.1	h1SMcT0015298.1, h1SMcT0018919.1, h1SMcT0018919.2, h1SMcT0006879.2, h1SMcT0006879.3, h1SMcT0006879.1, h1SMcT0022735.1
OG0001203	SGUI1_82410.1	h1SMcT0015048.1
OG0001204	SGUI1_66970.2, SGUI1_66970.3, SGUI1_66970.4, SGUI1_66970.1	h1SMcT0011649.1, h1SMcT0010180.1, h1SMcT0018191.1
OG0001205	SGUI1_36270.1	h1SMcT0002207.1, h1SMcT0002207.2
OG0001207	SGUI1_14710.1, SGUI1_14710.3, SGUI1_14710.2, SGUI1_14710.4, SGUI1_14710.5	h1SMcT0006662.2, h1SMcT0006662.1, h1SMcT0006662.3
OG0001208	SGUI1_37960.1	h1SMcT0012174.1, h1SMcT0012174.2, h1SMcT0020489.1, h1SMcT0020489.2, h1SMcT0001019.1, h1SMcT0001019.2, h1SMcT0016249.1, h1SMcT0016249.2, h1SMcT0004260.1, h1SMcT0010670.1
OG0001209	SGUI1_48780.1	h1SMcT0020144.1
OG0001210	SGUI1_93460.1	h1SMcT0001014.1, h1SMcT0020458.1, h1SMcT0020458.2, h1SMcT0020458.3, h1SMcT0015329.3, h1SMcT0015329.2, h1SMcT0015329.6, h1SMcT0015329.5, h1SMcT0015329.1, h1SMcT0015329.4, h1SMcT0012147.1, h1SMcT0012147.2, h1SMcT0012147.5, h1SMcT0012147.3, h1SMcT0012147.4, h1SMcT0014145.1
OG0001211	SGUI1_17140.1	h1SMcT0012779.1
OG0001212	SGUI1_24200.1, SGUI1_24200.2, SGUI1_24200.3	h1SMcT0010374.1, h1SMcT0010374.2
OG0001213	SGUI1_6460.2, SGUI1_6460.4, SGUI1_6460.1, SGUI1_6460.3	h1SMcT0004105.1, h1SMcT0001230.1, h1SMcT0012365.1, h1SMcT0012365.2
OG0001214	SGUI1_28140.1, SGUI1_28140.2, SGUI1_28140.3	h1SMcT0006194.1, h1SMcT0006194.2
OG0001215	SGUI1_64230.1	h1SMcT0010587.1
OG0001217	SGUI1_73320.2, SGUI1_73320.1, SGUI1_73320.3, SGUI1_73320.7, SGUI1_73320.6, SGUI1_73320.4, SGUI1_73320.5	h1SMcT0003654.1
OG0001221	SGUI1_62910.4, SGUI1_62910.2, SGUI1_62910.1, SGUI1_62910.3	h1SMcT0015770.2, h1SMcT0015770.1, h1SMcT0015770.3
OG0001222	SGUI1_92280.1, SGUI1_92280.3, SGUI1_92280.2, SGUI1_92280.4	h1SMcT0003042.1, h1SMcT0003042.2
OG0001223	SGUI1_32500.3, SGUI1_32500.1, SGUI1_32500.2	h1SMcT0011283.1, h1SMcT0009796.1, h1SMcT0011221.1, h1SMcT0011221.2, h1SMcT0015486.1, h1SMcT0015487.1, h1SMcT0015487.2, h1SMcT0015487.3
OG0001224	SGUI1_82670.4, SGUI1_82670.6, SGUI1_82670.1, SGUI1_82670.2, SGUI1_82670.5, SGUI1_82670.3	h1SMcT0003708.4, h1SMcT0003708.2, h1SMcT0003708.7, h1SMcT0003708.6, h1SMcT0003708.3, h1SMcT0003708.1, h1SMcT0003708.5
OG0001225	SGUI1_59200.1	h1SMcT0022363.1
OG0001226	SGUI1_46050.2, SGUI1_46050.4, SGUI1_46050.5, SGUI1_46050.3, SGUI1_46050.1	h1SMcT0021333.1
OG0001227	SGUI1_62340.1	h1SMcT0001231.1
OG0001229	SGUI1_30290.1	h1SMcT0001975.1, h1SMcT0001975.2
OG0001230	SGUI1_16490.6, SGUI1_16490.3, SGUI1_16490.1, SGUI1_16490.2, SGUI1_16490.4, SGUI1_16490.5	h1SMcT0006502.1, h1SMcT0006502.2
OG0001231	SGUI1_39440.2, SGUI1_39440.5, SGUI1_39440.1, SGUI1_39440.3, SGUI1_39440.4	h1SMcT0020431.1, h1SMcT0020431.2
OG0001232	SGUI1_82340.1, SGUI1_82330.1	h1SMcT0009881.2, h1SMcT0009881.4, h1SMcT0009881.3, h1SMcT0009881.1, h1SMcT0012379.1, h1SMcT0016083.1, h1SMcT0016083.2, h1SMcT0016083.3, h1SMcT0016083.4, h1SMcT0017812.1, h1SMcT0021728.1
OG0001233	SGUI1_5550.1, SGUI1_5550.2	h1SMcT0010321.1, h1SMcT0010321.2, h1SMcT0010321.3
OG0001235	SGUI1_28530.1, SGUI1_28520.1	h1SMcT0022002.1, h1SMcT0022002.3, h1SMcT0021993.1, h1SMcT0021991.1, h1SMcT0021994.1
OG0001236	SGUI1_63890.1	h1SMcT0010315.1, h1SMcT0010315.2, h1SMcT0010315.3
OG0001238	SGUI1_84240.1	h1SMcT0010888.1, h1SMcT0010888.2, h1SMcT0010888.4, h1SMcT0010888.3
OG0001239	SGUI1_11630.1	h1SMcT0009983.1
OG0001241	SGUI1_60090.1	h1SMcT0010814.1, h1SMcT0017346.1
OG0001241	SGUI1_74870.1	h1SMcT0008230.1, h1SMcT0008230.2, h1SMcT0008231.1, h1SMcT0008120.1, h1SMcT0008120.2, h1SMcT0002659.1, h1SMcT0015979.1, h1SMcT0015979.2, h1SMcT0006398.1, h1SMcT0018120.1
OG0001242	SGUI1_56590.1, SGUI1_56590.2, SGUI1_56590.3	h1SMcT0000553.1, h1SMcT0012023.1, h1SMcT0012023.2
OG0001243	SGUI1_6450.7, SGUI1_6450.3, SGUI1_6450.2, SGUI1_6450.5, SGUI1_6450.1, SGUI1_6450.4, SGUI1_6450.6, SGUI1_6450.8	h1SMcT0005883.7, h1SMcT0005883.13, h1SMcT0005883.12, h1SMcT0005883.10, h1SMcT0005883.4, h1SMcT0005883.6, h1SMcT0005883.9, h1SMcT0005883.8, h1SMcT0005883.11, h1SMcT0005883.3
OG0001244	SGUI1_90030.1	h1SMcT0020112.1, h1SMcT0020112.2, h1SMcT0020112.3, h1SMcT0016480.1, h1SMcT0016480.2
OG0001246	SGUI1_32890.1	h1SMcT0015302.1, h1SMcT0015302.2, h1SMcT0015302.3
OG0001247	SGUI1_37140.6, SGUI1_37140.10, SGUI1_37140.8, SGUI1_37140.1, SGUI1_37140.2, SGUI1_37140.9, SGUI1_37140.5, SGUI1_37140.4, SGUI1_37140.7, SGUI1_37140.3	h1SMcT0009513.1
OG0001249	SGUI1_35960.2, SGUI1_35960.1, SGUI1_35960.3	h1SMcT0003442.2, h1SMcT0003442.4, h1SMcT0003442.1, h1SMcT0003442.3
OG0001250	SGUI1_2050.1, SGUI1_2050.2, SGUI1_2050.3, SGUI1_2060.1	h1SMcT0014000.1, h1SMcT0014000.2
OG0001251	SGUI1_77820.1, SGUI1_77820.2	h1SMcT0012539.1, h1SMcT0012539.2, h1SMcT0012539.3, h1SMcT0012539.4, h1SMcT0006947.1, h1SMcT0006949.1, h1SMcT0006948.1, h1SMcT0006861.1, h1SMcT0006946.1, h1SMcT0006946.2, h1SMcT0006858.1, h1SMcT0006859.1, h1SMcT0014217.1, h1SMcT0015801.1, h1SMcT0009447.1, h1SMcT0020778.1, h1SMcT0021439.1, h1SMcT0022993.1
OG0001252	SGUI1_52050.1	h1SMcT0010281.1
OG0001253	SGUI1_55090.1, SGUI1_55090.2, SGUI1_55090.3	h1SMcT0002010.1, h1SMcT0002010.2, h1SMcT0002010.3, h1SMcT0008851.1, h1SMcT0008851.2, h1SMcT0008851.3, h1SMcT0015799.1, h1SMcT0015799.3, h1SMcT0015799.2
OG0001254	SGUI1_32560.3, SGUI1_32560.1, SGUI1_32560.4, SGUI1_32560.2, SGUI1_32570.1, SGUI1_32570.2	h1SMcT0018960.1, h1SMcT0018960.3, h1SMcT0018960.2, h1SMcT0016717.1
OG0001255	SGUI1_28620.1	h1SMcT0019859.1, h1SMcT0019859.2, h1SMcT0019859.3
OG0001257	SGUI1_26690.2, SGUI1_26690.1, SGUI1_26690.3	h1SMcT0003339.1, h1SMcT0003339.2, h1SMcT0003339.3
OG0001258	SGUI1_77170.1	h1SMcT0021371.1
OG0001261	SGUI1_45470.1	h1SMcT0014101.1, h1SMcT0014100.1, h1SMcT0014101.3, h1SMcT0014101.2, h1SMcT0014177.1
OG0001262	SGUI1_83210.1	h1SMcT0000998.15, h1SMcT0000998.16, h1SMcT0000998.19, h1SMcT0000998.18, h1SMcT0000998.11, h1SMcT0000998.7, h1SMcT0000998.9, h1SMcT0000998.6, h1SMcT0000998.10, h1SMcT0000998.8, h1SMcT0002622.4, h1SMcT0002622.6, h1SMcT0002622.8, h1SMcT0002622.7, h1SMcT0002622.5
OG0001265	SGUI1_61350.1, SGUI1_61350.2, SGUI1_61350.3, SGUI1_61350.4, SGUI1_61350.5, SGUI1_61350.6, SGUI1_61350.7, SGUI1_61350.9, SGUI1_61350.10, SGUI1_61350.8	h1SMcT0001884.3, h1SMcT0001884.5, h1SMcT0001884.4, h1SMcT0001884.1, h1SMcT0001884.2
OG0001266	SGUI1_70840.1	h1SMcT0020806.1, h1SMcT0020806.2
OG0001267	SGUI1_53370.1	h1SMcT0003710.1
OG0001268	SGUI1_89970.1	h1SMcT0019042.1, h1SMcT0006190.1, h1SMcT0018237.1
OG0001268	SGUI1_7410.1, SGUI1_7410.2, SGUI1_7410.3	h1SMcT0003100.1, h1SMcT0018142.1, h1SMcT0018142.2, h1SMcT0006972.1, h1SMcT0008430.1, h1SMcT0017425.1
OG0001269	SGUI1_23370.1	h1SMcT0021338.1, h1SMcT0021953.1, h1SMcT0017819.1, h1SMcT0009956.1, h1SMcT0009956.2, h1SMcT0009956.3
OG0001270	SGUI1_89280.1, SGUI1_89280.2, SGUI1_89280.3, SGUI1_89280.4, SGUI1_89280.5, SGUI1_89280.6	h1SMcT0021394.1
OG0001272	SGUI1_80730.7, SGUI1_80730.1, SGUI1_80730.2, SGUI1_80730.4, SGUI1_80730.5, SGUI1_80730.3, SGUI1_80730.6, SGUI1_80730.8	h1SMcT0022223.1
OG0001273	SGUI1_74050.4, SGUI1_74050.2, SGUI1_74050.1, SGUI1_74050.3	h1SMcT0008503.1
OG0001274	SGUI1_68800.2, SGUI1_68800.4, SGUI1_68800.3, SGUI1_68800.1	h1SMcT0014384.1, h1SMcT0014384.2
OG0001276	SGUI1_64890.1, SGUI1_64890.2, SGUI1_65930.1	h1SMcT0018868.1
OG0001277	SGUI1_3170.1	h1SMcT0002299.1
OG0001278	SGUI1_91180.1, SGUI1_91180.2, SGUI1_91180.4, SGUI1_91180.5, SGUI1_91180.3	h1SMcT0003896.1
OG0001279	SGUI1_34790.4, SGUI1_34790.1, SGUI1_34790.2, SGUI1_34790.3	h1SMcT0012861.1, h1SMcT0012861.2
OG0001281	SGUI1_78760.1	h1SMcT0011764.1, h1SMcT0011764.2
OG0001283	SGUI1_35400.1, SGUI1_35400.3, SGUI1_35400.2, SGUI1_35400.4, SGUI1_35400.5	h1SMcT0009776.1, h1SMcT0009776.2
OG0001289	SGUI1_29360.2, SGUI1_29360.1	h1SMcT0001290.1, h1SMcT0001290.3, h1SMcT0001290.2, h1SMcT0001290.4, h1SMcT0001290.5
OG0001290	SGUI1_4750.2, SGUI1_4750.1	h1SMcT0000674.1
OG0001293	SGUI1_55730.2, SGUI1_55730.3, SGUI1_55730.1, SGUI1_55730.4	h1SMcT0001314.1, h1SMcT0001314.2
OG0001294	SGUI1_31980.1, SGUI1_31980.2	h1SMcT0001058.1, h1SMcT0004406.1, h1SMcT0004406.2, h1SMcT0004406.4, h1SMcT0004406.3, h1SMcT0004406.5
OG0001296	SGUI1_7000.1	h1SMcT0018090.3, h1SMcT0018090.1, h1SMcT0018090.2
OG0001297	SGUI1_13490.6, SGUI1_13490.4, SGUI1_13490.5, SGUI1_13490.2, SGUI1_13490.1, SGUI1_13490.3, SGUI1_13580.1, SGUI1_13560.1	h1SMcT0015333.3, h1SMcT0015333.1, h1SMcT0015333.5, h1SMcT0015333.4, h1SMcT0015333.2
OG0001298	SGUI1_36140.1	h1SMcT0012966.1, h1SMcT0012966.2, h1SMcT0012966.3
OG0001299	SGUI1_32510.2, SGUI1_32510.5, SGUI1_32510.6, SGUI1_32510.4, SGUI1_32510.1, SGUI1_32510.3	h1SMcT0014182.1
OG0001300	SGUI1_5690.1, SGUI1_5680.1	h1SMcT0019630.1, h1SMcT0016647.1, h1SMcT0016647.2, h1SMcT0003261.5, h1SMcT0003261.3, h1SMcT0003261.2, h1SMcT0003261.4, h1SMcT0003261.1
OG0001301	SGUI1_54700.2, SGUI1_54700.3, SGUI1_54700.4, SGUI1_54700.1	h1SMcT0012499.1, h1SMcT0012499.2, h1SMcT0012499.3, h1SMcT0012499.4
OG0001302	SGUI1_2490.1	h1SMcT0022236.1, h1SMcT0022236.2
OG0001303	SGUI1_31590.1, SGUI1_31590.2, SGUI1_31590.3, SGUI1_31590.4	h1SMcT0007285.1
OG0001304	SGUI1_88950.4, SGUI1_88950.7, SGUI1_88950.5, SGUI1_88950.3, SGUI1_88950.1, SGUI1_88950.2, SGUI1_88950.6	h1SMcT0008904.1
OG0001305	SGUI1_1470.1, SGUI1_1470.3, SGUI1_1470.2, SGUI1_1470.4, SGUI1_1470.5, SGUI1_1470.6, SGUI1_1470.7	h1SMcT0001829.1
OG0001306	SGUI1_61940.1, SGUI1_61940.2, SGUI1_61940.3, SGUI1_61940.4, SGUI1_61940.5	h1SMcT0012301.1
OG0001307	SGUI1_81830.1, SGUI1_81850.1	h1SMcT0011865.1
OG0001309	SGUI1_74360.1, SGUI1_74360.3, SGUI1_74360.2	h1SMcT0018538.5, h1SMcT0018538.1, h1SMcT0018538.10, h1SMcT0018538.3, h1SMcT0018538.4, h1SMcT0018538.2, h1SMcT0018538.6, h1SMcT0018538.11, h1SMcT0018538.7, h1SMcT0018538.8, h1SMcT0018538.9
OG0001311	SGUI1_44160.1	h1SMcT0008489.2, h1SMcT0011990.1, h1SMcT0011990.2, h1SMcT0011990.3
