Orthogroup	schistosoma_guineensis	schistosoma_spindale
OG0000516	SGUI1_63610.2, SGUI1_63610.4, SGUI1_63610.5, SGUI1_63610.7, SGUI1_63610.9, SGUI1_63610.10, SGUI1_63610.8, SGUI1_63610.3, SGUI1_63610.6, SGUI1_63610.1	SSPN1_60920.6, SSPN1_60920.1, SSPN1_60920.4, SSPN1_60920.7, SSPN1_60920.3, SSPN1_60920.8, SSPN1_60920.10, SSPN1_60920.5, SSPN1_60920.9, SSPN1_60920.11, SSPN1_60920.12, SSPN1_60920.2
OG0000517	SGUI1_25650.1	SSPN1_24930.5, SSPN1_24930.2, SSPN1_24930.4, SSPN1_24930.1, SSPN1_24930.3
OG0000520	SGUI1_83280.2, SGUI1_83280.1, SGUI1_13350.1, SGUI1_39680.1, SGUI1_39680.2, SGUI1_89200.1, SGUI1_89200.2	SSPN1_20400.8, SSPN1_20400.1, SSPN1_20400.9, SSPN1_20400.2, SSPN1_20400.4, SSPN1_20400.5, SSPN1_20400.7, SSPN1_20400.3, SSPN1_20400.6
OG0000521	SGUI1_71990.8, SGUI1_71990.3, SGUI1_71990.7, SGUI1_71990.4, SGUI1_71990.6, SGUI1_71990.2, SGUI1_71990.1, SGUI1_71990.5	SSPN1_68890.1, SSPN1_68890.3, SSPN1_68890.2, SSPN1_68890.4
OG0000522	SGUI1_57210.1, SGUI1_57230.1, SGUI1_57460.1, SGUI1_95930.1, SGUI1_95910.1	SSPN1_55100.1, SSPN1_55110.1, SSPN1_55120.1, SSPN1_55130.1, SSPN1_55090.1, SSPN1_93160.1, SSPN1_93140.1, SSPN1_55080.1
OG0000523	SGUI1_77450.4, SGUI1_77450.1, SGUI1_77450.2, SGUI1_77450.3, SGUI1_77450.5, SGUI1_77450.7, SGUI1_77450.6	SSPN1_74180.1
OG0000524	SGUI1_11580.1, SGUI1_11580.2, SGUI1_11580.3, SGUI1_11580.4	SSPN1_17080.1
OG0000525	SGUI1_50690.9, SGUI1_50690.1, SGUI1_50690.6, SGUI1_50690.3, SGUI1_50690.2, SGUI1_50690.7, SGUI1_50690.8, SGUI1_50690.11, SGUI1_50690.10, SGUI1_50690.4, SGUI1_50690.5	SSPN1_48870.1, SSPN1_48870.2, SSPN1_48870.4, SSPN1_48870.3
OG0000526	SGUI1_16520.1, SGUI1_16520.2	SSPN1_13830.1, SSPN1_13830.2, SSPN1_13830.3
OG0000527	SGUI1_18690.1	SSPN1_11880.6, SSPN1_11880.7, SSPN1_11880.8, SSPN1_11880.9, SSPN1_11880.4, SSPN1_11880.5, SSPN1_11880.1, SSPN1_11880.2, SSPN1_11880.3
OG0000528	SGUI1_31930.1, SGUI1_31930.2, SGUI1_31930.3, SGUI1_31930.4	SSPN1_38720.1
OG0000529	SGUI1_15360.1	SSPN1_14980.1
OG0000529	SGUI1_25220.1	SSPN1_24460.1
OG0000530	SGUI1_93440.1	SSPN1_89530.1
OG0000530	SGUI1_96160.1	SSPN1_92260.1
OG0000530	SGUI1_96180.1	SSPN1_92270.1
OG0000531	SGUI1_78190.1	SSPN1_74840.1, SSPN1_74840.2
OG0000532	SGUI1_4720.2	SSPN1_4830.3
OG0000532	SGUI1_4720.6	SSPN1_4830.1
OG0000533	SGUI1_18830.1	SSPN1_12040.1, SSPN1_12040.6, SSPN1_12040.2, SSPN1_12040.3, SSPN1_12040.4, SSPN1_12040.5
OG0000534	SGUI1_71240.1, SGUI1_71240.2, SGUI1_71240.3, SGUI1_71240.4, SGUI1_71240.5	SSPN1_68160.5, SSPN1_68160.2, SSPN1_68160.3, SSPN1_68160.1, SSPN1_68160.4
OG0000535	SGUI1_59100.1	SSPN1_56830.1
OG0000535	SGUI1_59150.1	SSPN1_56830.4
OG0000537	SGUI1_53630.1	SSPN1_51690.1, SSPN1_51690.2, SSPN1_51690.3, SSPN1_51690.4, SSPN1_51690.5, SSPN1_51690.6
OG0000538	SGUI1_92840.1, SGUI1_86080.1, SGUI1_86070.1	SSPN1_82510.1, SSPN1_82530.1, SSPN1_82540.1, SSPN1_82540.2, SSPN1_82500.1, SSPN1_82500.2
OG0000539	SGUI1_46700.1, SGUI1_46700.4, SGUI1_46700.3, SGUI1_46700.6, SGUI1_46700.2, SGUI1_46700.5	SSPN1_45260.1
OG0000540	SGUI1_5370.1, SGUI1_5370.2	SSPN1_5590.1
OG0000541	SGUI1_28500.6, SGUI1_28500.4, SGUI1_28500.2, SGUI1_28500.1, SGUI1_28500.3, SGUI1_28500.5	SSPN1_27730.1, SSPN1_27730.5, SSPN1_27730.2, SSPN1_27730.3, SSPN1_27730.4
OG0000542	SGUI1_87580.3, SGUI1_87580.5, SGUI1_87580.1, SGUI1_87580.2, SGUI1_87580.4, SGUI1_87580.6	SSPN1_84070.1
OG0000543	SGUI1_14790.1, SGUI1_14790.7, SGUI1_14790.8, SGUI1_14790.9, SGUI1_14790.6, SGUI1_14790.2, SGUI1_14790.3, SGUI1_14790.4, SGUI1_14790.5	SSPN1_15540.11, SSPN1_15540.12, SSPN1_15540.13, SSPN1_15540.14, SSPN1_15540.2, SSPN1_15540.4, SSPN1_15540.5, SSPN1_15540.6, SSPN1_15540.7, SSPN1_15540.8, SSPN1_15540.1, SSPN1_15540.10, SSPN1_15540.3, SSPN1_15540.9
OG0000544	SGUI1_80310.1, SGUI1_80310.8, SGUI1_80310.4, SGUI1_80310.9, SGUI1_80310.12, SGUI1_80310.10, SGUI1_80310.11, SGUI1_80310.2, SGUI1_80310.3, SGUI1_80310.5, SGUI1_80310.6, SGUI1_80310.7	SSPN1_76880.1
OG0000545	SGUI1_46500.1	SSPN1_45050.1
OG0000545	SGUI1_70090.4, SGUI1_70090.1, SGUI1_70090.2, SGUI1_70090.6, SGUI1_70090.5, SGUI1_70090.3	SSPN1_67090.1
OG0000546	SGUI1_29320.3, SGUI1_29320.4, SGUI1_29320.2	SSPN1_28500.3
OG0000546	SGUI1_29320.1	SSPN1_28500.2
OG0000546	SGUI1_29320.1	SSPN1_28500.4
OG0000547	SGUI1_89060.3, SGUI1_89060.1, SGUI1_89060.2, SGUI1_89060.4, SGUI1_89060.5	SSPN1_85510.1
OG0000548	SGUI1_29420.1	SSPN1_28600.1, SSPN1_28600.2, SSPN1_28600.3, SSPN1_28600.7, SSPN1_28600.4, SSPN1_28600.6, SSPN1_28600.5
OG0000549	SGUI1_10140.1, SGUI1_10140.2	SSPN1_19560.4, SSPN1_19560.3, SSPN1_19560.1, SSPN1_19560.2
OG0000550	SGUI1_18330.1, SGUI1_18340.1	SSPN1_11520.3, SSPN1_11520.1, SSPN1_11520.2
OG0000550	SGUI1_18320.1	SSPN1_11510.2, SSPN1_11510.3, SSPN1_11510.1
OG0000551	SGUI1_39110.1	SSPN1_31700.1
OG0000552	SGUI1_5150.1	SSPN1_5410.1
OG0000552	SGUI1_86630.1	SSPN1_82870.1
OG0000553	SGUI1_94940.1	SSPN1_91040.2
OG0000554	SGUI1_10240.1, SGUI1_10240.2	SSPN1_19430.8, SSPN1_19430.9, SSPN1_19430.6, SSPN1_19430.7, SSPN1_19430.2, SSPN1_19430.4, SSPN1_19430.5, SSPN1_19430.3, SSPN1_19430.1
OG0000555	SGUI1_43560.1	SSPN1_42140.1, SSPN1_42140.2, SSPN1_42150.1, SSPN1_42150.3, SSPN1_42150.2, SSPN1_42150.4, SSPN1_42150.5, SSPN1_42150.6
OG0000556	SGUI1_66270.1	SSPN1_58840.4, SSPN1_58840.1, SSPN1_58840.3, SSPN1_58840.5, SSPN1_58840.2
OG0000557	SGUI1_37630.1	SSPN1_33250.1
OG0000558	SGUI1_17410.1	SSPN1_10590.1
OG0000559	SGUI1_82370.1, SGUI1_82370.2, SGUI1_82370.4, SGUI1_82370.5, SGUI1_82370.3	SSPN1_77690.1, SSPN1_77690.2, SSPN1_77690.3, SSPN1_77690.4
OG0000560	SGUI1_96600.1, SGUI1_96590.1, SGUI1_96590.3, SGUI1_96590.2, SGUI1_96590.4	SSPN1_92770.1, SSPN1_92770.4, SSPN1_92770.2, SSPN1_92770.5, SSPN1_92770.3
OG0000561	SGUI1_95320.3, SGUI1_95320.4, SGUI1_95320.2, SGUI1_95320.1	SSPN1_91460.1
OG0000561	SGUI1_95340.1, SGUI1_95340.2, SGUI1_95340.3	SSPN1_91470.1
OG0000562	SGUI1_85070.1, SGUI1_85070.2	SSPN1_81550.1
OG0000563	SGUI1_20710.3, SGUI1_20710.4, SGUI1_20710.2, SGUI1_20710.1, SGUI1_20710.6, SGUI1_20710.7, SGUI1_20710.5	SSPN1_12780.1
OG0000564	SGUI1_41980.1	SSPN1_40680.3, SSPN1_40680.1, SSPN1_40680.2, SSPN1_40680.4
OG0000565	SGUI1_3450.3	SSPN1_3340.4
OG0000566	SGUI1_82760.1, SGUI1_82760.5, SGUI1_82760.6, SGUI1_82760.2, SGUI1_82760.3, SGUI1_82760.4	SSPN1_79180.1
OG0000567	SGUI1_66190.1	SSPN1_58930.6, SSPN1_58930.4, SSPN1_58930.1, SSPN1_58930.3, SSPN1_58930.5, SSPN1_58930.2
OG0000568	SGUI1_57030.1	SSPN1_54820.1
OG0000568	SGUI1_67450.1	SSPN1_57830.1
OG0000568	SGUI1_34750.1	SSPN1_35980.1
OG0000569	SGUI1_8870.1	SSPN1_20800.1
OG0000570	SGUI1_12100.1	SSPN1_17600.2, SSPN1_17600.4, SSPN1_17600.1, SSPN1_17600.3
OG0000571	SGUI1_8230.1	SSPN1_8820.1, SSPN1_8820.2, SSPN1_8820.3, SSPN1_8820.4, SSPN1_8820.8
OG0000572	SGUI1_59750.2, SGUI1_59750.7, SGUI1_59750.4, SGUI1_59750.3, SGUI1_59750.1, SGUI1_59750.5, SGUI1_59750.6, SGUI1_59750.8	SSPN1_57310.6, SSPN1_57310.1, SSPN1_57310.5, SSPN1_57310.2, SSPN1_57310.3, SSPN1_57310.4
OG0000574	SGUI1_2840.1	SSPN1_2840.2
OG0000574	SGUI1_2880.1	SSPN1_2860.1
OG0000575	SGUI1_94820.1	SSPN1_90930.1
OG0000576	SGUI1_44120.1	SSPN1_42700.2
OG0000577	SGUI1_53220.3, SGUI1_53220.6, SGUI1_53220.4, SGUI1_53220.5, SGUI1_53220.7, SGUI1_53220.1, SGUI1_53220.2	SSPN1_51340.1
OG0000579	SGUI1_75950.1	SSPN1_69420.1, SSPN1_72680.1
OG0000579	SGUI1_75990.1, SGUI1_76000.1	SSPN1_69410.1, SSPN1_72710.1
OG0000579	SGUI1_75970.1, SGUI1_75980.1	SSPN1_72690.1
OG0000579	SGUI1_76030.1	SSPN1_72720.1
OG0000580	SGUI1_39050.1, SGUI1_39050.2	SSPN1_31770.1
OG0000580	SGUI1_32130.2, SGUI1_32130.1	SSPN1_38500.1
OG0000581	SGUI1_61490.4, SGUI1_61490.1, SGUI1_61490.2, SGUI1_61490.3, SGUI1_61490.5	SSPN1_63150.3, SSPN1_63150.2, SSPN1_63150.1, SSPN1_63150.5, SSPN1_63150.4, SSPN1_63150.6, SSPN1_63150.7, SSPN1_63150.8, SSPN1_63150.9, SSPN1_63150.10
OG0000582	SGUI1_83560.1	SSPN1_79960.1
OG0000582	SGUI1_83570.1	SSPN1_79980.1
OG0000583	SGUI1_61100.1	SSPN1_63520.1, SSPN1_63520.2
OG0000584	SGUI1_28160.1	SSPN1_27370.6, SSPN1_27370.7, SSPN1_27370.1, SSPN1_27370.8, SSPN1_27370.2, SSPN1_27370.4, SSPN1_27370.5, SSPN1_27370.3
OG0000585	SGUI1_5600.4, SGUI1_5600.1, SGUI1_5600.5, SGUI1_5600.2, SGUI1_5600.3, SGUI1_5600.6	SSPN1_5790.1
OG0000586	SGUI1_30850.1	SSPN1_29930.2, SSPN1_29930.4, SSPN1_29930.6, SSPN1_29930.1, SSPN1_29930.5, SSPN1_29930.7, SSPN1_29930.3
OG0000587	SGUI1_65370.1, SGUI1_65370.2	SSPN1_59630.1
OG0000587	SGUI1_8650.1	SSPN1_21450.1
OG0000588	SGUI1_22180.1	SSPN1_21760.1
OG0000589	SGUI1_55120.1, SGUI1_55120.2, SGUI1_55120.3	SSPN1_53080.1
OG0000590	SGUI1_28900.1	SSPN1_28100.1
OG0000590	SGUI1_40530.1	SSPN1_39330.7, SSPN1_39330.2
OG0000591	SGUI1_3460.1	SSPN1_3350.1
OG0000592	SGUI1_30690.5, SGUI1_30690.9, SGUI1_30690.8, SGUI1_30690.10, SGUI1_30690.1, SGUI1_30690.2, SGUI1_30690.3, SGUI1_30690.4, SGUI1_30690.6, SGUI1_30690.7	SSPN1_29800.1
OG0000593	SGUI1_31580.7, SGUI1_31580.2, SGUI1_31580.3, SGUI1_31580.5, SGUI1_31580.1, SGUI1_31580.4, SGUI1_31580.6	SSPN1_39060.2, SSPN1_39060.1, SSPN1_39060.5, SSPN1_39060.4, SSPN1_39060.6, SSPN1_39060.3
OG0000594	SGUI1_49390.1	SSPN1_47740.1
OG0000595	SGUI1_47700.2, SGUI1_47700.1, SGUI1_47700.3, SGUI1_47700.6, SGUI1_47700.4, SGUI1_47700.5	SSPN1_46200.4, SSPN1_46200.2, SSPN1_46200.1, SSPN1_46200.3, SSPN1_46200.5
OG0000597	SGUI1_96810.1, SGUI1_57890.1, SGUI1_57890.2, SGUI1_57880.1	SSPN1_55310.1, SSPN1_55480.1
OG0000598	SGUI1_11950.1, SGUI1_11950.8, SGUI1_11950.3, SGUI1_11950.2, SGUI1_11950.4, SGUI1_11950.5, SGUI1_11950.6, SGUI1_11950.7, SGUI1_11950.9	SSPN1_17430.1, SSPN1_17430.2
OG0000599	SGUI1_63080.1, SGUI1_63070.1	SSPN1_61540.1
OG0000600	SGUI1_68040.1, SGUI1_68060.4, SGUI1_68060.1, SGUI1_68060.2, SGUI1_68060.5, SGUI1_68060.3	SSPN1_64900.1, SSPN1_64900.4, SSPN1_64900.2, SSPN1_64900.3, SSPN1_64900.5
OG0000601	SGUI1_95230.1, SGUI1_95240.1	SSPN1_91380.1
OG0000601	SGUI1_40930.1	SSPN1_39690.3, SSPN1_39690.1, SSPN1_39690.2
OG0000602	SGUI1_14820.1	SSPN1_15510.1
OG0000603	SGUI1_50550.1, SGUI1_50550.2, SGUI1_50550.3	SSPN1_48730.1
OG0000604	SGUI1_39340.1	SSPN1_31580.2, SSPN1_31580.1, SSPN1_31580.3, SSPN1_31580.4, SSPN1_31580.5
OG0000605	SGUI1_27270.1	SSPN1_26460.1
OG0000605	SGUI1_27230.1	SSPN1_26420.1
OG0000607	SGUI1_30920.1	SSPN1_30000.1
OG0000608	SGUI1_50910.4, SGUI1_50910.5, SGUI1_50910.6, SGUI1_50910.1, SGUI1_50910.3, SGUI1_50910.2	SSPN1_49130.1
OG0000609	SGUI1_27150.2, SGUI1_27150.1, SGUI1_27150.5, SGUI1_27150.3, SGUI1_27150.4	SSPN1_26320.2, SSPN1_26320.1, SSPN1_26320.3, SSPN1_26320.4
OG0000610	SGUI1_22380.1, SGUI1_22380.2	SSPN1_22030.1
OG0000611	SGUI1_43180.1	SSPN1_41790.1
OG0000611	SGUI1_43200.1	SSPN1_41820.1
OG0000611	SGUI1_43190.1	SSPN1_41800.1, SSPN1_41810.1
OG0000612	SGUI1_8200.1, SGUI1_8200.3, SGUI1_8200.2, SGUI1_8200.4	SSPN1_8770.5, SSPN1_8770.2, SSPN1_8770.1, SSPN1_8770.3, SSPN1_8770.4, SSPN1_8770.6
OG0000613	SGUI1_36960.2, SGUI1_36960.1, SGUI1_36960.3, SGUI1_36960.4	SSPN1_33890.3, SSPN1_33890.4, SSPN1_33890.5, SSPN1_33890.1, SSPN1_33890.2
OG0000614	SGUI1_44300.1	SSPN1_42860.3, SSPN1_42860.5, SSPN1_42860.8, SSPN1_42860.1, SSPN1_42860.2, SSPN1_42860.6, SSPN1_42860.4, SSPN1_42860.7
OG0000615	SGUI1_12300.4, SGUI1_12300.2, SGUI1_12300.1, SGUI1_12300.3	SSPN1_17750.6, SSPN1_17750.7, SSPN1_17750.5, SSPN1_17750.1, SSPN1_17750.2, SSPN1_17750.4, SSPN1_17750.3
OG0000616	SGUI1_60570.1, SGUI1_60570.3, SGUI1_60570.6, SGUI1_60570.2, SGUI1_60570.4, SGUI1_60570.5	SSPN1_64130.3, SSPN1_64130.1, SSPN1_64130.2
OG0000617	SGUI1_81490.7, SGUI1_81490.4, SGUI1_81490.5, SGUI1_81490.1, SGUI1_81490.2, SGUI1_81490.6, SGUI1_81490.3	SSPN1_78790.4, SSPN1_78790.1, SSPN1_78790.2, SSPN1_78790.3, SSPN1_78790.5
OG0000618	SGUI1_36350.5, SGUI1_36350.6, SGUI1_36350.1, SGUI1_36350.3, SGUI1_36350.2, SGUI1_36350.4	SSPN1_34500.3, SSPN1_34500.7, SSPN1_34500.9, SSPN1_34500.5, SSPN1_34500.4, SSPN1_34500.6, SSPN1_34500.8, SSPN1_34500.1, SSPN1_34500.2
OG0000620	SGUI1_15020.1, SGUI1_15020.3, SGUI1_15020.2	SSPN1_15310.1
OG0000620	SGUI1_45590.1	SSPN1_44170.1
OG0000621	SGUI1_29800.1, SGUI1_29800.2, SGUI1_29800.4, SGUI1_29800.3	SSPN1_28980.1
OG0000622	SGUI1_73710.1	SSPN1_70540.12, SSPN1_70540.9, SSPN1_70540.11, SSPN1_70540.14, SSPN1_70540.15, SSPN1_70540.5, SSPN1_70540.3, SSPN1_70540.6, SSPN1_70540.8, SSPN1_70540.10, SSPN1_70540.7, SSPN1_70540.13, SSPN1_70540.16, SSPN1_70540.4
OG0000623	SGUI1_12090.1, SGUI1_12080.1	SSPN1_17590.1, SSPN1_17590.2
OG0000624	SGUI1_28660.1, SGUI1_28660.5, SGUI1_28660.2, SGUI1_28660.3, SGUI1_28660.4	SSPN1_27890.1, SSPN1_27890.2, SSPN1_27890.3
OG0000625	SGUI1_37340.6	SSPN1_33530.7
OG0000626	SGUI1_54950.1, SGUI1_54950.5	SSPN1_52930.3, SSPN1_52930.7
OG0000626	SGUI1_54950.3, SGUI1_54950.2, SGUI1_54950.6, SGUI1_54950.4	SSPN1_52930.4, SSPN1_52930.5, SSPN1_52930.2, SSPN1_52930.1, SSPN1_52930.6
OG0000627	SGUI1_10950.1, SGUI1_10950.3, SGUI1_10950.5, SGUI1_10950.4, SGUI1_10950.2	SSPN1_19670.1
OG0000628	SGUI1_61570.3, SGUI1_61570.2, SGUI1_61570.1, SGUI1_61570.4	SSPN1_63070.1, SSPN1_63070.2, SSPN1_63060.1
OG0000629	SGUI1_38690.3, SGUI1_38690.7, SGUI1_38690.1, SGUI1_38690.4, SGUI1_38690.5, SGUI1_38690.2, SGUI1_38690.6	SSPN1_32170.1, SSPN1_32170.2, SSPN1_32170.3, SSPN1_32170.4, SSPN1_32170.5
OG0000630	SGUI1_59180.1	SSPN1_56870.1, SSPN1_56870.2
OG0000631	SGUI1_66320.1, SGUI1_66320.2	SSPN1_58810.3, SSPN1_58810.4, SSPN1_58810.1, SSPN1_58810.2
OG0000631	SGUI1_61590.1	SSPN1_63040.1
OG0000632	SGUI1_12450.1	SSPN1_17870.6, SSPN1_17870.3, SSPN1_17870.1, SSPN1_17870.2, SSPN1_17870.4, SSPN1_17870.5, SSPN1_17870.7
OG0000633	SGUI1_52690.1	SSPN1_50800.1, SSPN1_50800.2, SSPN1_50800.3, SSPN1_50800.4
OG0000634	SGUI1_25460.1, SGUI1_6150.1, SGUI1_67200.1, SGUI1_93700.1	SSPN1_28260.1
OG0000636	SGUI1_94990.1, SGUI1_94990.3, SGUI1_94990.2, SGUI1_94990.4	SSPN1_91110.1, SSPN1_91110.2
OG0000637	SGUI1_49680.1	SSPN1_48010.1
OG0000638	SGUI1_64630.10, SGUI1_64630.2, SGUI1_64630.7, SGUI1_64630.8, SGUI1_64630.4, SGUI1_64630.5, SGUI1_64630.1, SGUI1_64630.6, SGUI1_64630.9, SGUI1_64630.3	SSPN1_65300.1, SSPN1_65300.2, SSPN1_65300.4, SSPN1_65300.3
OG0000639	SGUI1_62250.2, SGUI1_62250.1, SGUI1_62250.3	SSPN1_62360.2, SSPN1_62360.1, SSPN1_62360.3
OG0000640	SGUI1_85100.1, SGUI1_85100.2	SSPN1_81590.1
OG0000641	SGUI1_6350.1	SSPN1_6630.1
OG0000642	SGUI1_62330.1	SSPN1_62280.1, SSPN1_62280.3, SSPN1_62280.2, SSPN1_62280.4
OG0000643	SGUI1_52180.1, SGUI1_52180.2	SSPN1_50320.1
OG0000644	SGUI1_95940.1, SGUI1_95940.8, SGUI1_95940.4, SGUI1_95940.3, SGUI1_95940.2, SGUI1_95940.6, SGUI1_95940.5, SGUI1_95940.7	SSPN1_92040.4, SSPN1_92040.5, SSPN1_92040.9, SSPN1_92040.6, SSPN1_92040.1, SSPN1_92040.2, SSPN1_92040.3, SSPN1_92040.10, SSPN1_92040.11, SSPN1_92040.7, SSPN1_92040.8
OG0000645	SGUI1_9620.1, SGUI1_9610.1	SSPN1_20080.1, SSPN1_20090.1
OG0000646	SGUI1_8210.1, SGUI1_8210.2	SSPN1_8800.1
OG0000647	SGUI1_62510.2	SSPN1_62090.1, SSPN1_62100.5, SSPN1_62100.1, SSPN1_62100.2, SSPN1_62100.7
OG0000648	SGUI1_92470.1	SSPN1_88680.1, SSPN1_88680.2, SSPN1_88680.3
OG0000649	SGUI1_60300.1, SGUI1_60300.2, SGUI1_60300.3	SSPN1_64400.1, SSPN1_64400.2, SSPN1_64400.3
OG0000650	SGUI1_78100.6, SGUI1_78100.1, SGUI1_78100.2, SGUI1_78100.3, SGUI1_78100.4, SGUI1_78100.5, SGUI1_78100.7, SGUI1_78100.8	SSPN1_74780.5, SSPN1_74780.6, SSPN1_74780.2, SSPN1_74780.1, SSPN1_74780.4, SSPN1_74780.3
OG0000651	SGUI1_41760.1	SSPN1_40500.1
OG0000652	SGUI1_40130.2, SGUI1_40130.3, SGUI1_40130.4, SGUI1_40130.6, SGUI1_40130.1, SGUI1_40130.5	SSPN1_30780.1, SSPN1_30780.2, SSPN1_30780.3
OG0000653	SGUI1_97140.1, SGUI1_40720.1, SGUI1_40720.2	SSPN1_39490.1, SSPN1_39490.2, SSPN1_39490.3, SSPN1_39490.4, SSPN1_39490.5, SSPN1_39490.6
OG0000654	SGUI1_58520.4, SGUI1_58520.3, SGUI1_58520.5, SGUI1_58520.6, SGUI1_58520.1, SGUI1_58520.2	SSPN1_56130.3, SSPN1_56130.7, SSPN1_56130.11, SSPN1_56130.9
OG0000655	SGUI1_81540.4, SGUI1_81540.5, SGUI1_81540.6, SGUI1_81540.1, SGUI1_81540.2, SGUI1_81540.3	SSPN1_78740.1
OG0000656	SGUI1_75860.2, SGUI1_75860.4, SGUI1_75860.5, SGUI1_75860.1, SGUI1_75860.3	SSPN1_72590.4, SSPN1_72590.5, SSPN1_72590.1, SSPN1_72590.2, SSPN1_72590.3
OG0000657	SGUI1_90580.1, SGUI1_90580.2, SGUI1_90580.3	SSPN1_85900.1, SSPN1_85900.2, SSPN1_85900.3
OG0000658	SGUI1_86300.1, SGUI1_2860.1, SGUI1_30580.1, SGUI1_59600.1, SGUI1_12590.1, SGUI1_13270.1, SGUI1_30250.1, SGUI1_39250.1, SGUI1_39610.1, SGUI1_69410.1, SGUI1_15500.1, SGUI1_31760.1, SGUI1_72190.1, SGUI1_84910.1, SGUI1_8490.1	SSPN1_30840.1, SSPN1_3380.1
OG0000659	SGUI1_41730.1	SSPN1_40480.1, SSPN1_40480.2, SSPN1_40480.5
OG0000662	SGUI1_52410.8, SGUI1_52410.5, SGUI1_52410.7, SGUI1_52410.4, SGUI1_52410.6, SGUI1_52410.1, SGUI1_52410.3, SGUI1_52410.2	SSPN1_50530.1
OG0000663	SGUI1_37990.1	SSPN1_32860.1, SSPN1_32860.3, SSPN1_32860.2, SSPN1_32860.5, SSPN1_32860.4
OG0000664	SGUI1_11480.1, SGUI1_11480.7, SGUI1_11480.3, SGUI1_11480.2, SGUI1_11480.4, SGUI1_11480.6, SGUI1_11480.5	SSPN1_16970.4, SSPN1_16970.3, SSPN1_16970.2, SSPN1_16970.1
OG0000665	SGUI1_73300.8, SGUI1_73300.3, SGUI1_73300.6, SGUI1_73300.1, SGUI1_73300.2, SGUI1_73300.4, SGUI1_73300.5, SGUI1_73300.10, SGUI1_73300.9, SGUI1_73300.7	SSPN1_70160.6, SSPN1_70160.3, SSPN1_70160.1, SSPN1_70160.2, SSPN1_70160.5, SSPN1_70160.4
OG0000666	SGUI1_62240.1	SSPN1_62340.1
OG0000667	SGUI1_5910.1	SSPN1_6060.1
OG0000668	SGUI1_52610.8, SGUI1_52610.2, SGUI1_52610.1, SGUI1_52610.3, SGUI1_52610.4, SGUI1_52610.6, SGUI1_52610.7, SGUI1_52610.5	SSPN1_50730.3, SSPN1_50730.5, SSPN1_50730.8, SSPN1_50730.1, SSPN1_50730.2, SSPN1_50730.7, SSPN1_50730.6, SSPN1_50730.4
OG0000669	SGUI1_68510.1, SGUI1_68510.2, SGUI1_68510.3	SSPN1_60480.1
OG0000670	SGUI1_44600.1, SGUI1_44600.2	SSPN1_43150.1
OG0000671	SGUI1_67020.1, SGUI1_77050.1	SSPN1_73790.1
OG0000672	SGUI1_44220.1	SSPN1_42790.1, SSPN1_42780.2, SSPN1_42780.3, SSPN1_42780.4, SSPN1_42780.5, SSPN1_42780.6, SSPN1_42780.1
OG0000673	SGUI1_15730.8, SGUI1_15730.1, SGUI1_15730.3, SGUI1_15730.4, SGUI1_15730.2, SGUI1_15730.5, SGUI1_15730.7, SGUI1_15730.6	SSPN1_14590.3, SSPN1_14590.1, SSPN1_14590.2, SSPN1_14590.4
OG0000674	SGUI1_78660.2, SGUI1_78660.3, SGUI1_78660.4, SGUI1_78660.1, SGUI1_78660.5	SSPN1_75290.1, SSPN1_75290.3, SSPN1_75290.2
OG0000675	SGUI1_72460.6, SGUI1_72460.8, SGUI1_72460.1, SGUI1_72460.2, SGUI1_72460.3, SGUI1_72460.4, SGUI1_72460.5, SGUI1_72460.7	SSPN1_69300.1
OG0000676	SGUI1_81580.1, SGUI1_81580.2, SGUI1_81580.3, SGUI1_81580.4	SSPN1_78690.1, SSPN1_78690.2, SSPN1_78690.3, SSPN1_78690.4, SSPN1_78690.5
OG0000677	SGUI1_4910.1, SGUI1_4910.3, SGUI1_4910.2, SGUI1_4910.4	SSPN1_5100.1
OG0000678	SGUI1_34290.3, SGUI1_34290.7, SGUI1_34290.5, SGUI1_34290.2, SGUI1_34290.4, SGUI1_34290.1, SGUI1_34290.6	SSPN1_36450.1, SSPN1_36450.4, SSPN1_36450.3, SSPN1_36450.2, SSPN1_36450.5
OG0000679	SGUI1_72520.1, SGUI1_72520.2, SGUI1_72520.3, SGUI1_72520.4, SGUI1_72520.5	SSPN1_69360.2, SSPN1_69360.1, SSPN1_69360.3, SSPN1_69360.4
OG0000680	SGUI1_16510.1, SGUI1_16510.2, SGUI1_16510.3, SGUI1_16510.4, SGUI1_16510.5, SGUI1_16510.6	SSPN1_13840.1
OG0000681	SGUI1_34680.1	SSPN1_36040.1
OG0000682	SGUI1_43020.1, SGUI1_43020.4, SGUI1_43020.2, SGUI1_43020.3	SSPN1_41640.2, SSPN1_41640.1, SSPN1_41640.3
OG0000683	SGUI1_55340.1, SGUI1_55340.2	SSPN1_53260.1
OG0000683	SGUI1_67650.1	SSPN1_57650.1, SSPN1_57650.2
OG0000684	SGUI1_85020.1, SGUI1_85020.2	SSPN1_81490.1, SSPN1_81490.2, SSPN1_81490.3
OG0000685	SGUI1_75630.1, SGUI1_75630.2, SGUI1_75630.3	SSPN1_72400.1, SSPN1_72400.2
OG0000686	SGUI1_60500.2, SGUI1_60500.4, SGUI1_60500.3	SSPN1_64200.1, SSPN1_64200.4, SSPN1_64200.5, SSPN1_64200.3
