Orthogroup	schistosoma_guineensis	schistosoma_bovis
OG0001027	SGUI1_960.1	SBOV2_1010.1, SBOV2_1010.3, SBOV2_1010.4, SBOV2_1010.5, SBOV2_1010.2
OG0001028	SGUI1_55870.1, SGUI1_55870.3	SBOV2_49990.3
OG0001029	SGUI1_49860.1, SGUI1_49860.2, SGUI1_49860.3, SGUI1_49860.4, SGUI1_49860.5	SBOV2_49160.1, SBOV2_49160.2, SBOV2_49160.3, SBOV2_49160.4
OG0001031	SGUI1_70910.1	SBOV2_69950.1
OG0001032	SGUI1_64920.1, SGUI1_64920.2, SGUI1_64920.4, SGUI1_64920.3, SGUI1_64920.5, SGUI1_64920.6	SBOV2_64010.1
OG0001033	SGUI1_72390.1, SGUI1_72390.10, SGUI1_72390.11, SGUI1_72390.2, SGUI1_72390.5, SGUI1_72390.7, SGUI1_72390.8, SGUI1_72390.9, SGUI1_72390.3, SGUI1_72390.4, SGUI1_72390.6	SBOV2_71360.1
OG0001034	SGUI1_54280.1, SGUI1_54290.1	SBOV2_51550.1, SBOV2_51560.1, SBOV2_51560.2, SBOV2_51560.3
OG0001035	SGUI1_54840.1	SBOV2_51010.1
OG0001036	SGUI1_17050.1, SGUI1_16970.7	SBOV2_16940.1, SBOV2_16940.2, SBOV2_16940.3
OG0001037	SGUI1_19680.5, SGUI1_19680.2, SGUI1_19680.4, SGUI1_19680.6	SBOV2_20510.3
OG0001037	SGUI1_19680.1, SGUI1_19680.3	SBOV2_20510.1, SBOV2_20510.2
OG0001038	SGUI1_1530.1	SBOV2_1590.3
OG0001039	SGUI1_27080.1, SGUI1_27080.2, SGUI1_27080.3, SGUI1_27080.4, SGUI1_27080.5	SBOV2_40240.1, SBOV2_40240.2
OG0001040	SGUI1_81480.1	SBOV2_80980.11, SBOV2_80980.6, SBOV2_80980.1, SBOV2_80980.5, SBOV2_80980.3, SBOV2_80980.2, SBOV2_80980.4, SBOV2_80980.8, SBOV2_80980.10, SBOV2_80980.9, SBOV2_80980.7
OG0001041	SGUI1_94590.3, SGUI1_94590.2	SBOV2_93190.1
OG0001043	SGUI1_48390.1	SBOV2_47790.1, SBOV2_47790.3
OG0001043	SGUI1_48390.3, SGUI1_48390.4	SBOV2_47790.2, SBOV2_47790.5, SBOV2_47790.4
OG0001044	SGUI1_67840.1, SGUI1_67840.8, SGUI1_67840.7, SGUI1_67840.4, SGUI1_67840.6, SGUI1_67840.2, SGUI1_67840.3, SGUI1_67840.5	SBOV2_66980.1, SBOV2_66980.2
OG0001045	SGUI1_67360.3	SBOV2_66530.7, SBOV2_66530.3, SBOV2_66530.6
OG0001045	SGUI1_67360.2	SBOV2_66530.5
OG0001046	SGUI1_51150.3	SBOV2_54450.8
OG0001046	SGUI1_51150.1, SGUI1_51150.2, SGUI1_51150.5, SGUI1_51150.6, SGUI1_51150.4	SBOV2_54450.1, SBOV2_54450.2, SBOV2_54450.5, SBOV2_54450.4
OG0001047	SGUI1_96080.1, SGUI1_96080.2, SGUI1_96080.3	SBOV2_94750.1
OG0001048	SGUI1_78640.1	SBOV2_77220.2, SBOV2_77220.3, SBOV2_77220.7, SBOV2_77220.6, SBOV2_77220.1, SBOV2_77220.8
OG0001049	SGUI1_55490.1	SBOV2_50340.5
OG0001049	SGUI1_55490.2	SBOV2_50340.5
OG0001050	SGUI1_62720.3	SBOV2_61840.2
OG0001050	SGUI1_62720.2, SGUI1_62720.4	SBOV2_61840.1
OG0001051	SGUI1_88230.3, SGUI1_88230.1, SGUI1_88230.10, SGUI1_88230.11, SGUI1_88230.12, SGUI1_88230.2, SGUI1_88230.4, SGUI1_88230.5, SGUI1_88230.6, SGUI1_88230.7, SGUI1_88230.8, SGUI1_88230.9	SBOV2_86990.1, SBOV2_86990.2, SBOV2_86990.3, SBOV2_86990.4, SBOV2_86990.5
OG0001052	SGUI1_55460.2	SBOV2_50370.3
OG0001052	SGUI1_55460.1	SBOV2_50370.1
OG0001053	SGUI1_63900.1	SBOV2_63060.3, SBOV2_63060.9, SBOV2_63060.7, SBOV2_63060.1, SBOV2_63060.6, SBOV2_63060.4, SBOV2_63060.10, SBOV2_63060.2, SBOV2_63060.5, SBOV2_63060.8
OG0001054	SGUI1_10730.1	SBOV2_11480.2, SBOV2_11480.3, SBOV2_11450.1, SBOV2_11480.1
OG0001055	SGUI1_38620.2, SGUI1_38620.4, SGUI1_38620.3, SGUI1_38620.6, SGUI1_38620.1, SGUI1_38620.5, SGUI1_38620.7	SBOV2_28980.2
OG0001056	SGUI1_58320.3, SGUI1_58320.2	SBOV2_57440.1, SBOV2_57440.5, SBOV2_57440.6, SBOV2_57440.2, SBOV2_57440.3, SBOV2_57440.4, SBOV2_57440.7
OG0001057	SGUI1_88070.1, SGUI1_88070.2	SBOV2_86810.1
OG0001058	SGUI1_61330.1	SBOV2_60480.1, SBOV2_60480.2
OG0001059	SGUI1_16600.1	SBOV2_16500.1
OG0001060	SGUI1_64260.4, SGUI1_64260.2, SGUI1_64260.3	SBOV2_63330.1, SBOV2_63330.2
OG0001060	SGUI1_64260.1, SGUI1_64260.5	SBOV2_63340.1
OG0001061	SGUI1_10190.1	SBOV2_10820.1, SBOV2_10820.2, SBOV2_10820.6, SBOV2_10820.5, SBOV2_10810.1
OG0001062	SGUI1_48930.1, SGUI1_48930.6, SGUI1_48930.2, SGUI1_48930.3, SGUI1_48930.4, SGUI1_48930.5	SBOV2_48260.1, SBOV2_48260.2, SBOV2_48260.3, SBOV2_48260.4
OG0001063	SGUI1_85010.1, SGUI1_85000.2, SGUI1_85000.1, SGUI1_85000.3	SBOV2_83790.1, SBOV2_83810.1
OG0001064	SGUI1_47740.1, SGUI1_47740.2, SGUI1_47740.3	SBOV2_47100.1, SBOV2_47100.2
OG0001065	SGUI1_28770.1	SBOV2_38540.1
OG0001065	SGUI1_28780.1	SBOV2_38530.1, SBOV2_38530.2, SBOV2_38530.3
OG0001065	SGUI1_28790.1	SBOV2_38520.1
OG0001066	SGUI1_9320.1	SBOV2_9840.1
OG0001067	SGUI1_95470.1	SBOV2_94350.1
OG0001068	SGUI1_76300.1	SBOV2_74960.1
OG0001070	SGUI1_63540.1	SBOV2_62710.1
OG0001070	SGUI1_76740.1	SBOV2_75370.1
OG0001071	SGUI1_65560.3, SGUI1_65560.4, SGUI1_65560.1, SGUI1_65560.2	SBOV2_64710.1, SBOV2_64710.2, SBOV2_64710.3
OG0001072	SGUI1_42250.2, SGUI1_42250.3, SGUI1_42250.1, SGUI1_42250.4, SGUI1_42250.5	SBOV2_25650.3, SBOV2_25650.1, SBOV2_25650.4, SBOV2_25650.2, SBOV2_25650.6, SBOV2_25650.5, SBOV2_25650.7
OG0001073	SGUI1_16430.1	SBOV2_16320.3, SBOV2_16320.4, SBOV2_16320.10, SBOV2_16320.12, SBOV2_16320.7, SBOV2_16320.1, SBOV2_16320.11, SBOV2_16320.2, SBOV2_16320.5, SBOV2_16320.6, SBOV2_16320.8, SBOV2_16320.9
OG0001074	SGUI1_27250.1	SBOV2_40050.1
OG0001075	SGUI1_62320.1	SBOV2_61450.1
OG0001076	SGUI1_46350.1, SGUI1_46350.2, SGUI1_46350.3, SGUI1_46350.4	SBOV2_45700.1, SBOV2_45700.3, SBOV2_45700.2
OG0001077	SGUI1_50230.1	SBOV2_49460.3, SBOV2_49460.4, SBOV2_49460.1, SBOV2_49460.5, SBOV2_49460.2, SBOV2_49460.6, SBOV2_49460.7
OG0001078	SGUI1_61700.1	SBOV2_60880.1, SBOV2_60880.2, SBOV2_60880.3
OG0001079	SGUI1_75780.1	SBOV2_74430.1, SBOV2_74440.1, SBOV2_74440.2, SBOV2_74440.3, SBOV2_74440.4
OG0001080	SGUI1_74120.3	SBOV2_72980.1
OG0001080	SGUI1_74120.4	SBOV2_72980.1
OG0001080	SGUI1_74120.3	SBOV2_72980.2
OG0001080	SGUI1_74120.4	SBOV2_72980.2
OG0001081	SGUI1_33730.1, SGUI1_33730.2	SBOV2_33710.2, SBOV2_33710.1, SBOV2_33710.5, SBOV2_33710.3, SBOV2_33710.4, SBOV2_33700.1
OG0001082	SGUI1_48700.1, SGUI1_48700.3, SGUI1_48700.2, SGUI1_48700.4	SBOV2_48050.2, SBOV2_48050.1, SBOV2_48050.3
OG0001083	SGUI1_94740.1	SBOV2_93340.1, SBOV2_93340.2
OG0001083	SGUI1_94740.2	SBOV2_93340.4, SBOV2_93340.3
OG0001084	SGUI1_20020.1	SBOV2_20160.2, SBOV2_20160.3, SBOV2_20160.1, SBOV2_20160.4
OG0001085	SGUI1_95660.1, SGUI1_95660.2	SBOV2_94340.1, SBOV2_94340.2
OG0001086	SGUI1_72080.1	SBOV2_71090.1
OG0001087	SGUI1_51440.1	SBOV2_54230.1
OG0001088	SGUI1_24320.1, SGUI1_24320.3, SGUI1_24320.5, SGUI1_24320.2, SGUI1_24320.4	SBOV2_24070.1
OG0001089	SGUI1_65540.1	SBOV2_64690.3, SBOV2_64690.1, SBOV2_64690.2, SBOV2_64690.5, SBOV2_64690.4
OG0001090	SGUI1_96390.1, SGUI1_96390.2, SGUI1_96390.3, SGUI1_96390.4	SBOV2_95330.1, SBOV2_95330.2, SBOV2_95330.3, SBOV2_95330.4, SBOV2_95330.5, SBOV2_95330.6, SBOV2_95330.7, SBOV2_95330.8
OG0001091	SGUI1_48590.1, SGUI1_48590.2	SBOV2_47940.1, SBOV2_47940.2, SBOV2_47940.4, SBOV2_47940.5, SBOV2_47940.3, SBOV2_47940.6
OG0001092	SGUI1_70070.1, SGUI1_70070.4, SGUI1_70070.2, SGUI1_70070.3	SBOV2_69170.1, SBOV2_69170.2, SBOV2_69170.3, SBOV2_69150.1
OG0001093	SGUI1_81940.2, SGUI1_81940.3, SGUI1_81940.1, SGUI1_81940.5, SGUI1_81940.4	SBOV2_80560.5, SBOV2_80560.7, SBOV2_80560.8, SBOV2_80560.9, SBOV2_80560.6, SBOV2_80560.4, SBOV2_80560.2, SBOV2_80560.1, SBOV2_80560.3
OG0001094	SGUI1_36550.1	SBOV2_31030.4, SBOV2_31030.3, SBOV2_31030.5, SBOV2_31030.1, SBOV2_31030.2, SBOV2_31030.6
OG0001095	SGUI1_51080.1, SGUI1_51080.2, SGUI1_51080.3, SGUI1_51080.4	SBOV2_54530.1
OG0001096	SGUI1_19060.2, SGUI1_19060.4, SGUI1_19060.3, SGUI1_19060.7, SGUI1_19060.1, SGUI1_19060.8, SGUI1_19060.5, SGUI1_19060.6	SBOV2_18900.5, SBOV2_18900.1, SBOV2_18900.2, SBOV2_18900.3, SBOV2_18900.4
OG0001097	SGUI1_69680.1	SBOV2_68850.1
OG0001098	SGUI1_31710.1, SGUI1_31710.2, SGUI1_31710.4, SGUI1_31710.5, SGUI1_31710.7, SGUI1_31710.3	SBOV2_35700.3, SBOV2_35700.4, SBOV2_35700.5
OG0001099	SGUI1_92710.1	SBOV2_91350.1
OG0001099	SGUI1_92710.2	SBOV2_91350.1
OG0001100	SGUI1_68380.1, SGUI1_68380.2, SGUI1_68380.3	SBOV2_67560.5, SBOV2_67560.3, SBOV2_67560.1, SBOV2_67560.2, SBOV2_67560.4
OG0001101	SGUI1_45800.1	SBOV2_45150.1, SBOV2_45150.2
OG0001102	SGUI1_62880.2	SBOV2_61990.2
OG0001102	SGUI1_62880.4	SBOV2_61990.2
OG0001103	SGUI1_94610.1, SGUI1_94610.2, SGUI1_94610.3, SGUI1_94610.4	SBOV2_93210.1, SBOV2_93210.3, SBOV2_93210.4, SBOV2_93210.2
OG0001104	SGUI1_62850.6, SGUI1_62850.7	SBOV2_61970.1, SBOV2_61970.2
OG0001105	SGUI1_31800.1	SBOV2_35630.1, SBOV2_35630.2, SBOV2_35630.4, SBOV2_35630.3
OG0001106	SGUI1_68850.2, SGUI1_68850.1, SGUI1_68850.3, SGUI1_68850.4, SGUI1_68850.5, SGUI1_68850.6, SGUI1_68850.7	SBOV2_67850.6, SBOV2_67850.4, SBOV2_67850.1, SBOV2_67850.3, SBOV2_67850.2, SBOV2_67850.5
OG0001107	SGUI1_51580.1	SBOV2_54110.1, SBOV2_54110.2, SBOV2_54110.3
OG0001108	SGUI1_28280.1	SBOV2_39010.1
OG0001109	SGUI1_33820.1	SBOV2_33660.2, SBOV2_33660.6
OG0001109	SGUI1_33800.1, SGUI1_33800.9, SGUI1_33800.11, SGUI1_33800.5	SBOV2_33660.3, SBOV2_33660.4, SBOV2_33660.1
OG0001109	SGUI1_33800.10	SBOV2_33660.5
OG0001110	SGUI1_3910.1	SBOV2_3950.3, SBOV2_3950.1, SBOV2_3950.2
OG0001111	SGUI1_49050.1, SGUI1_49050.4, SGUI1_49050.3, SGUI1_49050.7, SGUI1_49050.9, SGUI1_49050.2, SGUI1_49050.5, SGUI1_49050.6, SGUI1_49050.8, SGUI1_49050.10	SBOV2_48370.1
OG0001112	SGUI1_95850.2, SGUI1_95850.1	SBOV2_94520.1
OG0001112	SGUI1_95830.1	SBOV2_94500.1, SBOV2_94510.1
OG0001112	SGUI1_95840.1	SBOV2_94500.1, SBOV2_94510.1
OG0001113	SGUI1_7290.1, SGUI1_7290.2	SBOV2_7630.1
OG0001114	SGUI1_6310.2	SBOV2_6570.1
OG0001115	SGUI1_94700.4, SGUI1_94700.5, SGUI1_94700.1, SGUI1_94700.3, SGUI1_94700.2	SBOV2_93310.5, SBOV2_93310.8, SBOV2_93310.7, SBOV2_93310.4, SBOV2_93310.9, SBOV2_93310.3, SBOV2_93310.2, SBOV2_93310.10, SBOV2_93310.1, SBOV2_93310.6
OG0001116	SGUI1_81450.1	SBOV2_81010.1
OG0001117	SGUI1_14920.1, SGUI1_14920.2	SBOV2_14860.4, SBOV2_14860.1, SBOV2_14860.3, SBOV2_14860.2
OG0001118	SGUI1_71710.1	SBOV2_70730.1
OG0001119	SGUI1_65520.1, SGUI1_65520.2	SBOV2_64660.1
OG0001120	SGUI1_31380.1	SBOV2_36030.4, SBOV2_36030.2, SBOV2_36030.1, SBOV2_36030.5, SBOV2_36030.3
OG0001121	SGUI1_56980.1	SBOV2_56050.2, SBOV2_56050.6, SBOV2_56050.7, SBOV2_56050.1, SBOV2_56050.4, SBOV2_56050.5, SBOV2_56050.3
OG0001122	SGUI1_79880.1, SGUI1_79880.2, SGUI1_79880.3	SBOV2_78480.1
OG0001123	SGUI1_90880.1, SGUI1_90880.2	SBOV2_87700.7
OG0001124	SGUI1_37790.1, SGUI1_37790.2	SBOV2_29790.1
OG0001125	SGUI1_13150.1, SGUI1_13190.1	SBOV2_13460.1
OG0001127	SGUI1_40100.1, SGUI1_40100.3, SGUI1_40100.4, SGUI1_40100.5, SGUI1_40100.6, SGUI1_40100.7, SGUI1_40100.2	SBOV2_27660.10, SBOV2_27660.7, SBOV2_27660.8, SBOV2_27660.9, SBOV2_27660.4, SBOV2_27660.3, SBOV2_27660.1, SBOV2_27660.5, SBOV2_27660.6, SBOV2_27660.2
OG0001128	SGUI1_76590.13, SGUI1_76590.7, SGUI1_76590.12, SGUI1_76590.5, SGUI1_76590.8, SGUI1_76590.11, SGUI1_76590.1, SGUI1_76590.4, SGUI1_76590.2, SGUI1_76590.10, SGUI1_76590.6, SGUI1_76590.9, SGUI1_76590.3	SBOV2_75220.1
OG0001129	SGUI1_37470.1	SBOV2_30100.1
OG0001130	SGUI1_11090.1, SGUI1_11090.2	SBOV2_11810.1
OG0001131	SGUI1_74290.1	SBOV2_73130.1, SBOV2_73130.2
OG0001131	SGUI1_74280.1	SBOV2_73120.1
OG0001132	SGUI1_83650.1	SBOV2_82320.1
OG0001133	SGUI1_96400.1	SBOV2_95350.1
OG0001133	SGUI1_15620.1	SBOV2_15590.1
OG0001134	SGUI1_65710.1, SGUI1_65710.2, SGUI1_65710.3, SGUI1_65710.4	SBOV2_64870.3, SBOV2_64870.4, SBOV2_64870.5, SBOV2_64870.7, SBOV2_64870.1, SBOV2_64870.2, SBOV2_64870.6, SBOV2_65260.1, SBOV2_65260.2
OG0001135	SGUI1_34260.1	SBOV2_33230.1, SBOV2_33230.2, SBOV2_33230.3, SBOV2_33230.4
OG0001136	SGUI1_96770.1	SBOV2_23200.2, SBOV2_23200.3, SBOV2_23200.10, SBOV2_23200.7, SBOV2_23200.9, SBOV2_23200.4, SBOV2_23200.5, SBOV2_23200.6, SBOV2_23200.1, SBOV2_23200.8, SBOV2_23200.11
OG0001137	SGUI1_53700.1	SBOV2_52080.1
OG0001137	SGUI1_53700.2	SBOV2_52080.1
OG0001137	SGUI1_53700.4	SBOV2_52080.1
OG0001137	SGUI1_53700.1	SBOV2_52080.2
OG0001137	SGUI1_53700.2	SBOV2_52080.2
OG0001137	SGUI1_53700.4	SBOV2_52080.2
OG0001137	SGUI1_53700.1	SBOV2_52090.1
OG0001137	SGUI1_53700.2	SBOV2_52090.1
OG0001137	SGUI1_53700.4	SBOV2_52090.1
OG0001137	SGUI1_53700.3	SBOV2_52080.3
OG0001137	SGUI1_53700.5	SBOV2_52080.3
OG0001138	SGUI1_20180.2, SGUI1_20180.3, SGUI1_20180.4, SGUI1_20180.6, SGUI1_20180.1, SGUI1_20180.5	SBOV2_19980.5, SBOV2_19980.7, SBOV2_19980.9, SBOV2_19980.4, SBOV2_19980.6, SBOV2_19980.2, SBOV2_19980.1, SBOV2_19980.3, SBOV2_19980.8
OG0001139	SGUI1_37200.2, SGUI1_37200.3, SGUI1_37200.5, SGUI1_37200.4, SGUI1_37200.1	SBOV2_30350.1, SBOV2_30350.2, SBOV2_30350.3
OG0001140	SGUI1_46280.1, SGUI1_46280.2	SBOV2_45630.1, SBOV2_45630.2
OG0001141	SGUI1_80290.1, SGUI1_80300.1	SBOV2_78890.2
OG0001141	SGUI1_80280.1	SBOV2_78890.1
OG0001142	SGUI1_12150.1, SGUI1_12150.2	SBOV2_12770.1
OG0001143	SGUI1_63210.1	SBOV2_62440.1
OG0001144	SGUI1_36030.2, SGUI1_36030.4, SGUI1_36030.5, SGUI1_36030.6, SGUI1_36030.7, SGUI1_36030.3, SGUI1_36030.1	SBOV2_31540.1, SBOV2_31540.2, SBOV2_31540.3, SBOV2_31540.4
OG0001145	SGUI1_65890.7, SGUI1_65890.2, SGUI1_65890.3	SBOV2_65020.1, SBOV2_65020.2, SBOV2_65020.3, SBOV2_65020.6, SBOV2_65020.4, SBOV2_65020.5
OG0001146	SGUI1_4250.1	SBOV2_4430.1, SBOV2_4430.2
OG0001147	SGUI1_7190.1	SBOV2_7750.1
OG0001148	SGUI1_70950.2, SGUI1_70950.1, SGUI1_70950.8, SGUI1_70950.4, SGUI1_70950.6, SGUI1_70950.7, SGUI1_70950.5, SGUI1_70950.3	SBOV2_70000.1
OG0001149	SGUI1_78650.1	SBOV2_77240.1, SBOV2_77240.2, SBOV2_77240.3
OG0001150	SGUI1_52170.1, SGUI1_52170.2	SBOV2_53520.1, SBOV2_53520.6
OG0001151	SGUI1_90180.4, SGUI1_90180.2	SBOV2_88380.2, SBOV2_88380.3
OG0001152	SGUI1_11930.1	SBOV2_12590.1
OG0001153	SGUI1_69480.2	SBOV2_68670.4
OG0001153	SGUI1_69480.1	SBOV2_68670.1, SBOV2_68670.2, SBOV2_68670.3
OG0001154	SGUI1_43950.1	SBOV2_43220.1, SBOV2_43220.2, SBOV2_43220.3, SBOV2_43220.4
OG0001155	SGUI1_48460.1, SGUI1_48460.2, SGUI1_48460.3, SGUI1_48460.5, SGUI1_48460.7, SGUI1_48460.8	SBOV2_47850.1
OG0001156	SGUI1_97080.1, SGUI1_97080.2, SGUI1_97080.3, SGUI1_97100.1, SGUI1_97090.1	SBOV2_96340.1, SBOV2_96340.2
OG0001156	SGUI1_7130.1	SBOV2_7800.1, SBOV2_7800.2
OG0001157	SGUI1_63240.1	SBOV2_62470.1
OG0001158	SGUI1_42390.5, SGUI1_42390.2, SGUI1_42390.3, SGUI1_42390.1, SGUI1_42390.4	SBOV2_41560.1, SBOV2_41560.2, SBOV2_41560.4, SBOV2_41560.5, SBOV2_41560.3
OG0001159	SGUI1_92530.1, SGUI1_92530.3, SGUI1_92530.5, SGUI1_92530.6, SGUI1_92530.7, SGUI1_92530.2, SGUI1_92530.4	SBOV2_91190.2, SBOV2_91190.5, SBOV2_91190.1, SBOV2_91190.3, SBOV2_91190.4
OG0001160	SGUI1_19460.4	SBOV2_20740.4
OG0001160	SGUI1_19460.2, SGUI1_19460.3	SBOV2_20740.3, SBOV2_20740.1, SBOV2_20740.2, SBOV2_20740.5, SBOV2_20740.6
OG0001161	SGUI1_68840.1	SBOV2_67860.1
OG0001161	SGUI1_66030.1	SBOV2_65150.1, SBOV2_65150.2
OG0001162	SGUI1_35590.1	SBOV2_31960.1, SBOV2_31960.2, SBOV2_31960.5, SBOV2_31960.3, SBOV2_31960.4, SBOV2_31960.6
OG0001163	SGUI1_77630.1	SBOV2_76240.10, SBOV2_76240.1, SBOV2_76240.7, SBOV2_76240.4, SBOV2_76240.8, SBOV2_76240.2, SBOV2_76240.3, SBOV2_76240.6, SBOV2_76240.5, SBOV2_76240.9
OG0001164	SGUI1_82300.1	SBOV2_80110.1
OG0001165	SGUI1_58060.1	SBOV2_57200.1, SBOV2_57200.3, SBOV2_57200.4
OG0001166	SGUI1_10170.2, SGUI1_10170.3, SGUI1_10170.4, SGUI1_10170.1, SGUI1_10170.5	SBOV2_10790.3, SBOV2_10790.1, SBOV2_10790.2
OG0001167	SGUI1_35580.1	SBOV2_31970.1, SBOV2_31970.3, SBOV2_31970.5, SBOV2_31970.2, SBOV2_31970.4
OG0001168	SGUI1_11740.5, SGUI1_11740.1, SGUI1_11740.2, SGUI1_11740.3, SGUI1_11740.4	SBOV2_12380.4, SBOV2_12380.2, SBOV2_12380.3, SBOV2_12380.1
OG0001169	SGUI1_50260.1, SGUI1_50260.2, SGUI1_50260.3, SGUI1_50260.6, SGUI1_50260.5, SGUI1_50260.4	SBOV2_49490.1
OG0001170	SGUI1_10490.1	SBOV2_11130.1, SBOV2_11130.3, SBOV2_11130.4, SBOV2_11130.5, SBOV2_11130.2
OG0001171	SGUI1_15200.1	SBOV2_15150.1, SBOV2_15150.2
OG0001172	SGUI1_60930.3, SGUI1_60930.4, SGUI1_60930.2	SBOV2_60080.4, SBOV2_60080.5
OG0001172	SGUI1_60930.1	SBOV2_60080.3
OG0001173	SGUI1_1750.2, SGUI1_1750.1	SBOV2_1790.1
OG0001174	SGUI1_9050.1	SBOV2_9610.3, SBOV2_9610.1, SBOV2_9610.2
OG0001175	SGUI1_52250.1, SGUI1_52250.2, SGUI1_52250.4, SGUI1_52250.3	SBOV2_53450.1, SBOV2_53450.3, SBOV2_53450.4, SBOV2_53450.5, SBOV2_53450.6, SBOV2_53450.2
OG0001176	SGUI1_73720.1	SBOV2_72620.1, SBOV2_72620.2, SBOV2_72620.3, SBOV2_72620.4
OG0001177	SGUI1_24540.1, SGUI1_24540.2	SBOV2_24310.2, SBOV2_24310.1, SBOV2_24310.3, SBOV2_24310.8, SBOV2_24310.4
OG0001177	SGUI1_24540.3	SBOV2_24300.1
OG0001178	SGUI1_2620.1	SBOV2_2650.1
OG0001178	SGUI1_2610.1	SBOV2_2640.1
OG0001179	SGUI1_93620.1, SGUI1_93620.2, SGUI1_93620.3, SGUI1_93620.6, SGUI1_93620.5, SGUI1_93620.4	SBOV2_92220.4, SBOV2_92220.5, SBOV2_92220.1, SBOV2_92220.2, SBOV2_92220.3
OG0001180	SGUI1_8710.5, SGUI1_8710.2, SGUI1_8710.3	SBOV2_9190.4, SBOV2_9190.3
OG0001180	SGUI1_8710.1, SGUI1_8710.4	SBOV2_9190.1, SBOV2_9190.2
OG0001181	SGUI1_58100.1	SBOV2_57250.1, SBOV2_57250.3, SBOV2_57250.2
OG0001182	SGUI1_35850.1	SBOV2_31690.1, SBOV2_31690.2, SBOV2_31690.3, SBOV2_31690.4
OG0001183	SGUI1_10200.1, SGUI1_10200.2, SGUI1_10200.6, SGUI1_10200.3, SGUI1_10200.5, SGUI1_10200.4	SBOV2_10840.2, SBOV2_10840.4, SBOV2_10840.3, SBOV2_10840.1
OG0001184	SGUI1_3530.1, SGUI1_3530.2, SGUI1_3530.3	SBOV2_3550.3, SBOV2_3550.4, SBOV2_3550.5, SBOV2_3550.1, SBOV2_3550.2
OG0001185	SGUI1_9880.1	SBOV2_10450.3, SBOV2_10450.4, SBOV2_10450.1, SBOV2_10450.2, SBOV2_10450.5
OG0001186	SGUI1_4670.1, SGUI1_4670.10, SGUI1_4670.3, SGUI1_4670.5, SGUI1_4670.6, SGUI1_4670.7, SGUI1_4670.8, SGUI1_4670.9, SGUI1_4670.2, SGUI1_4670.4	SBOV2_4930.1, SBOV2_4930.10, SBOV2_4930.11, SBOV2_4930.2, SBOV2_4930.3, SBOV2_4930.4, SBOV2_4930.6, SBOV2_4930.7, SBOV2_4930.8, SBOV2_4930.9, SBOV2_4930.5, SBOV2_4930.12
OG0001187	SGUI1_31090.1	SBOV2_36320.4, SBOV2_36320.3, SBOV2_36320.2, SBOV2_36320.1
OG0001188	SGUI1_7400.1	SBOV2_7500.2, SBOV2_7500.1, SBOV2_7500.3
OG0001189	SGUI1_14100.1, SGUI1_14100.5, SGUI1_14100.3, SGUI1_14100.4	SBOV2_14100.1
OG0001191	SGUI1_6630.1	SBOV2_6890.3, SBOV2_6890.1, SBOV2_6890.2
OG0001192	SGUI1_42760.2, SGUI1_42760.3	SBOV2_41920.1
OG0001193	SGUI1_83160.1	SBOV2_81810.1, SBOV2_81810.2
OG0001194	SGUI1_6140.1	SBOV2_6410.6, SBOV2_6410.2, SBOV2_6410.3, SBOV2_6410.4, SBOV2_6410.5, SBOV2_6410.7, SBOV2_6410.8, SBOV2_6410.1
OG0001197	SGUI1_21650.1, SGUI1_21650.2	SBOV2_21750.1, SBOV2_96380.1
OG0001198	SGUI1_82880.3, SGUI1_82880.4	SBOV2_81530.1, SBOV2_81530.2, SBOV2_81530.3
OG0001198	SGUI1_82880.1, SGUI1_82880.2	SBOV2_81530.4, SBOV2_81530.5
OG0001199	SGUI1_80510.1, SGUI1_80520.1	SBOV2_79090.1
OG0001202	SGUI1_12770.1, SGUI1_12740.1	SBOV2_13170.1, SBOV2_13170.2
OG0001203	SGUI1_1340.1	SBOV2_1390.1
OG0001203	SGUI1_82410.1	SBOV2_79990.1
OG0001204	SGUI1_66970.2	SBOV2_66220.1
OG0001204	SGUI1_66970.3, SGUI1_66970.4	SBOV2_66220.7
OG0001204	SGUI1_66970.1	SBOV2_66220.10, SBOV2_66220.2, SBOV2_66220.6, SBOV2_66220.5
OG0001205	SGUI1_36270.1	SBOV2_31310.1, SBOV2_31310.2
OG0001206	SGUI1_96170.1, SGUI1_16260.1	SBOV2_62510.1
OG0001207	SGUI1_14710.5	SBOV2_14660.6
OG0001208	SGUI1_37960.1	SBOV2_29620.1, SBOV2_29620.2, SBOV2_29620.3
OG0001209	SGUI1_48780.1	SBOV2_48120.1, SBOV2_48120.2, SBOV2_48120.3
OG0001210	SGUI1_93460.1	SBOV2_92100.1
OG0001211	SGUI1_17140.1	SBOV2_17040.1, SBOV2_17040.4, SBOV2_17040.2, SBOV2_17040.3
OG0001212	SGUI1_24200.1, SGUI1_24200.2, SGUI1_24200.3	SBOV2_23970.1, SBOV2_23970.2, SBOV2_23970.3, SBOV2_23970.4
OG0001213	SGUI1_6460.2, SGUI1_6460.4	SBOV2_6720.3
OG0001213	SGUI1_6460.1, SGUI1_6460.3	SBOV2_6720.2, SBOV2_6720.1, SBOV2_6720.4
OG0001214	SGUI1_28140.1, SGUI1_28140.2, SGUI1_28140.3	SBOV2_39150.1, SBOV2_39150.2
OG0001215	SGUI1_64230.1	SBOV2_63310.1
OG0001216	SGUI1_26480.1	SBOV2_40870.1, SBOV2_40870.2, SBOV2_40870.3
