Orthogroup	schistosoma_spindale	schmidtea_mediterranea
OG0000950	SSPN1_51570.2, SSPN1_51570.5, SSPN1_51570.3, SSPN1_51570.6, SSPN1_51570.4, SSPN1_51570.1	h1SMcT0002986.1, h1SMcT0002986.2, h1SMcT0002986.3
OG0000951	SSPN1_89560.1	h1SMcT0002521.8, h1SMcT0002521.2, h1SMcT0002521.5, h1SMcT0002521.6, h1SMcT0002521.7, h1SMcT0002521.1, h1SMcT0002521.3, h1SMcT0002521.4
OG0000952	SSPN1_28430.4, SSPN1_28430.1, SSPN1_28430.3, SSPN1_28430.2	h1SMcT0012578.1, h1SMcT0012578.2, h1SMcT0012578.3, h1SMcT0019355.3, h1SMcT0019355.2, h1SMcT0019355.1, h1SMcT0019355.4
OG0000953	SSPN1_61510.1	h1SMcT0017151.1
OG0000954	SSPN1_77590.2, SSPN1_77590.3, SSPN1_77590.1, SSPN1_77590.4	h1SMcT0018757.1, h1SMcT0009828.1, h1SMcT0009828.2, h1SMcT0009828.3, h1SMcT0009828.4, h1SMcT0009828.5, h1SMcT0009828.6
OG0000955	SSPN1_17140.1, SSPN1_17140.2, SSPN1_17140.4, SSPN1_17140.5, SSPN1_17140.6, SSPN1_17140.3	h1SMcT0006460.1, h1SMcT0006460.2
OG0000959	SSPN1_67220.1	h1SMcT0010734.1, h1SMcT0010734.2, h1SMcT0010734.3
OG0000960	SSPN1_21940.1, SSPN1_21940.2	h1SMcT0002494.1, h1SMcT0002494.2, h1SMcT0002494.3
OG0000961	SSPN1_32130.1	h1SMcT0013671.1, h1SMcT0013671.2, h1SMcT0020047.1
OG0000962	SSPN1_71730.5, SSPN1_71730.1, SSPN1_71730.2, SSPN1_71730.3, SSPN1_71730.4	h1SMcT0001348.1
OG0000963	SSPN1_2410.1, SSPN1_2410.2	h1SMcT0013824.1
OG0000964	SSPN1_39420.1, SSPN1_39420.3, SSPN1_39420.4, SSPN1_39420.2, SSPN1_39420.5, SSPN1_39420.7, SSPN1_39420.6	h1SMcT0000276.1, h1SMcT0020250.1, h1SMcT0020250.2
OG0000965	SSPN1_60720.1	h1SMcT0021160.1
OG0000966	SSPN1_34730.1	h1SMcT0014196.1
OG0000966	SSPN1_47450.1	h1SMcT0006317.1, h1SMcT0006317.2, h1SMcT0019059.1, h1SMcT0019059.2
OG0000968	SSPN1_2770.1, SSPN1_2770.2, SSPN1_2770.4, SSPN1_2770.3, SSPN1_2770.5, SSPN1_2770.6	h1SMcT0020996.1, h1SMcT0020996.2, h1SMcT0020996.3
OG0000969	SSPN1_78560.1	h1SMcT0019963.1
OG0000969	SSPN1_78570.1, SSPN1_78570.2	h1SMcT0016718.2
OG0000970	SSPN1_66910.1	h1SMcT0012015.1, h1SMcT0012015.2, h1SMcT0012015.3
OG0000971	SSPN1_1860.1	h1SMcT0011047.1, h1SMcT0012448.5, h1SMcT0012448.1, h1SMcT0012448.6, h1SMcT0012448.3, h1SMcT0012448.4, h1SMcT0012448.2
OG0000972	SSPN1_6000.1, SSPN1_6000.4, SSPN1_6000.3, SSPN1_6000.2	h1SMcT0003527.1, h1SMcT0003527.2, h1SMcT0012587.1, h1SMcT0012587.2, h1SMcT0012587.3
OG0000974	SSPN1_53610.3, SSPN1_53610.5, SSPN1_53610.2, SSPN1_53610.1, SSPN1_53610.4	h1SMcT0015359.1, h1SMcT0015359.2
OG0000975	SSPN1_5820.1, SSPN1_5820.2	h1SMcT0015875.3, h1SMcT0015875.4, h1SMcT0015875.2, h1SMcT0015875.1, h1SMcT0015875.5
OG0000976	SSPN1_20200.1, SSPN1_20200.2, SSPN1_20200.3, SSPN1_20200.4, SSPN1_20200.5, SSPN1_20200.6	h1SMcT0018042.1, h1SMcT0018042.2, h1SMcT0018147.1, h1SMcT0018147.2
OG0000977	SSPN1_16610.1	h1SMcT0020619.2, h1SMcT0020619.3, h1SMcT0020619.1, h1SMcT0020619.4
OG0000978	SSPN1_10090.1, SSPN1_10090.2, SSPN1_10090.3, SSPN1_10090.4, SSPN1_10090.5, SSPN1_10090.6	h1SMcT0016704.1
OG0000979	SSPN1_70820.1, SSPN1_70820.2	h1SMcT0004666.2, h1SMcT0004666.1, h1SMcT0004666.3
OG0000980	SSPN1_50330.1	h1SMcT0000225.1
OG0000981	SSPN1_30910.1	h1SMcT0017407.1, h1SMcT0017407.2
OG0000982	SSPN1_60220.1, SSPN1_60220.3, SSPN1_60220.2, SSPN1_60220.4	h1SMcT0016533.1, h1SMcT0016533.2
OG0000985	SSPN1_14570.1	h1SMcT0011393.1, h1SMcT0011393.2
OG0000986	SSPN1_69930.1, SSPN1_69930.2	h1SMcT0022874.1, h1SMcT0022874.2, h1SMcT0022874.3, h1SMcT0022874.4, h1SMcT0012771.2, h1SMcT0012772.2, h1SMcT0012772.3, h1SMcT0012772.1, h1SMcT0012772.4, h1SMcT0018537.3, h1SMcT0018537.5, h1SMcT0018537.1, h1SMcT0018537.2, h1SMcT0018537.4
OG0000987	SSPN1_80240.1	h1SMcT0001069.1, h1SMcT0006573.1
OG0000988	SSPN1_54910.1, SSPN1_54910.2	h1SMcT0010881.1, h1SMcT0007202.1
OG0000989	SSPN1_49670.1	h1SMcT0021252.1
OG0000990	SSPN1_4620.1	h1SMcT0004066.3, h1SMcT0004066.1, h1SMcT0004066.2, h1SMcT0004066.4
OG0000992	SSPN1_42840.1, SSPN1_42840.2	h1SMcT0005046.4, h1SMcT0005046.2, h1SMcT0005046.3, h1SMcT0005046.6, h1SMcT0005046.1, h1SMcT0005046.5
OG0000993	SSPN1_75200.3, SSPN1_75200.1, SSPN1_75200.2	h1SMcT0012007.1
OG0000994	SSPN1_37020.4, SSPN1_37020.2, SSPN1_37020.1, SSPN1_37020.3	h1SMcT0012857.2, h1SMcT0012857.1, h1SMcT0012857.3
OG0000995	SSPN1_77440.3, SSPN1_77440.1, SSPN1_77440.2, SSPN1_77460.1	h1SMcT0016941.1, h1SMcT0016941.2, h1SMcT0022633.1, h1SMcT0022633.2
OG0000996	SSPN1_60100.1, SSPN1_60100.2	h1SMcT0003558.1, h1SMcT0003558.2, h1SMcT0004365.1
OG0000997	SSPN1_85610.1, SSPN1_85610.2	h1SMcT0016747.1
OG0000998	SSPN1_53780.1	h1SMcT0005767.1, h1SMcT0013011.1
OG0001000	SSPN1_7070.2, SSPN1_7070.5, SSPN1_7070.1, SSPN1_7070.3, SSPN1_7070.4	h1SMcT0009865.1, h1SMcT0009865.2
OG0001003	SSPN1_38640.2, SSPN1_38640.4, SSPN1_38640.6, SSPN1_38640.5, SSPN1_38640.3, SSPN1_38640.7, SSPN1_38640.1	h1SMcT0021497.1
OG0001009	SSPN1_84820.1, SSPN1_84820.3, SSPN1_84820.4, SSPN1_84820.2, SSPN1_84820.5	h1SMcT0020897.4, h1SMcT0020897.1, h1SMcT0020897.3, h1SMcT0020897.2
OG0001010	SSPN1_63980.1	h1SMcT0022396.1, h1SMcT0022396.2
OG0001013	SSPN1_18320.1	h1SMcT0017060.1
OG0001014	SSPN1_3950.1	h1SMcT0007158.1, h1SMcT0007159.1
OG0001015	SSPN1_32620.1, SSPN1_32620.2	h1SMcT0000462.1
OG0001016	SSPN1_33310.1	h1SMcT0006269.1
OG0001017	SSPN1_15080.4, SSPN1_15080.5, SSPN1_15080.8, SSPN1_15080.2, SSPN1_15080.3, SSPN1_15080.6, SSPN1_15080.1, SSPN1_15080.7, SSPN1_15080.9	h1SMcT0008318.1, h1SMcT0008318.2
OG0001018	SSPN1_28650.1, SSPN1_28650.2, SSPN1_28650.3, SSPN1_28650.4	h1SMcT0018036.2, h1SMcT0018036.1, h1SMcT0018036.3
OG0001019	SSPN1_40910.3, SSPN1_40910.1, SSPN1_40910.2	h1SMcT0003777.1, h1SMcT0003777.2
OG0001020	SSPN1_19640.1, SSPN1_19640.9, SSPN1_19640.10, SSPN1_19640.4, SSPN1_19640.2, SSPN1_19640.5, SSPN1_19640.7, SSPN1_19640.3, SSPN1_19640.6, SSPN1_19640.8	h1SMcT0016457.1
OG0001022	SSPN1_9910.1, SSPN1_9910.5, SSPN1_9910.2, SSPN1_9910.4, SSPN1_9910.3, SSPN1_9910.8, SSPN1_9910.6, SSPN1_9910.7	h1SMcT0002253.2, h1SMcT0020531.1, h1SMcT0020535.1
OG0001023	SSPN1_61090.1, SSPN1_61090.2, SSPN1_61090.3, SSPN1_61090.6, SSPN1_61090.4, SSPN1_61090.5	h1SMcT0000757.1, h1SMcT0000757.3, h1SMcT0000757.2
OG0001024	SSPN1_75330.1, SSPN1_75330.2, SSPN1_75330.3, SSPN1_75330.4	h1SMcT0021266.1, h1SMcT0021266.2
OG0001025	SSPN1_85250.1, SSPN1_85250.2, SSPN1_85250.3, SSPN1_85250.4	h1SMcT0009863.1
OG0001026	SSPN1_48000.1	h1SMcT0011423.1, h1SMcT0011423.2
OG0001027	SSPN1_370.1, SSPN1_370.2, SSPN1_370.3, SSPN1_370.4, SSPN1_370.5	h1SMcT0014321.3, h1SMcT0014321.4, h1SMcT0014321.1, h1SMcT0014321.2
OG0001028	SSPN1_53680.2, SSPN1_53680.3, SSPN1_53680.1, SSPN1_53680.5, SSPN1_53680.4	h1SMcT0016235.3, h1SMcT0016235.4, h1SMcT0016235.1, h1SMcT0016235.5, h1SMcT0016235.2
OG0001029	SSPN1_48170.2, SSPN1_48170.1	h1SMcT0013620.1, h1SMcT0013533.3, h1SMcT0013533.2, h1SMcT0013533.1, h1SMcT0013533.4
OG0001032	SSPN1_60080.1, SSPN1_60080.3, SSPN1_60080.2	h1SMcT0016029.1
OG0001033	SSPN1_69240.1, SSPN1_69240.2, SSPN1_69240.3	h1SMcT0012601.1, h1SMcT0012601.2
OG0001035	SSPN1_52820.1	h1SMcT0000534.2, h1SMcT0000534.3, h1SMcT0000534.4, h1SMcT0000534.1
OG0001037	SSPN1_9880.1, SSPN1_9880.2	h1SMcT0018339.1, h1SMcT0018339.2
OG0001038	SSPN1_1510.1	h1SMcT0010377.1, h1SMcT0010377.2, h1SMcT0010377.3, h1SMcT0010377.4, h1SMcT0010377.5, h1SMcT0010377.6, h1SMcT0010377.7, h1SMcT0010377.8
OG0001039	SSPN1_26250.1, SSPN1_26250.3, SSPN1_26250.4, SSPN1_26250.2	h1SMcT0000170.1, h1SMcT0021430.1, h1SMcT0021430.2
OG0001040	SSPN1_78800.3, SSPN1_78800.1, SSPN1_78800.2	h1SMcT0003306.1, h1SMcT0003306.2, h1SMcT0003306.3
OG0001041	SSPN1_90690.5, SSPN1_90690.6, SSPN1_90690.4, SSPN1_90690.1, SSPN1_90690.2, SSPN1_90690.3	h1SMcT0020459.3, h1SMcT0020459.5, h1SMcT0020459.4, h1SMcT0020459.6, h1SMcT0020459.2, h1SMcT0020459.7
OG0001042	SSPN1_16500.1	h1SMcT0013596.5, h1SMcT0013596.4, h1SMcT0013596.3, h1SMcT0013596.6, h1SMcT0013596.7, h1SMcT0013596.2, h1SMcT0013596.1
OG0001043	SSPN1_46830.3, SSPN1_46830.1, SSPN1_46830.2	h1SMcT0017036.1, h1SMcT0017036.2
OG0001045	SSPN1_57890.2, SSPN1_57890.1, SSPN1_57890.7, SSPN1_57890.8, SSPN1_57890.12, SSPN1_57890.3, SSPN1_57890.13, SSPN1_57890.5, SSPN1_57890.10, SSPN1_57890.11, SSPN1_57890.14, SSPN1_57890.9, SSPN1_57890.4, SSPN1_57890.6	h1SMcT0020660.1, h1SMcT0020660.2, h1SMcT0020660.3
OG0001048	SSPN1_75260.1	h1SMcT0019140.2, h1SMcT0014134.3, h1SMcT0018373.2
OG0001049	SSPN1_53380.2, SSPN1_53380.3, SSPN1_53380.1, SSPN1_53380.4	h1SMcT0001457.3, h1SMcT0001457.1, h1SMcT0001457.2
OG0001050	SSPN1_61860.1, SSPN1_61860.3, SSPN1_61860.2, SSPN1_61860.4	h1SMcT0005225.1, h1SMcT0005227.1, h1SMcT0005232.1, h1SMcT0005232.2, h1SMcT0005232.5, h1SMcT0005232.4, h1SMcT0005232.3
OG0001051	SSPN1_84670.1, SSPN1_84670.2	h1SMcT0022496.1, h1SMcT0022496.2
OG0001052	SSPN1_53350.3, SSPN1_53350.2, SSPN1_53350.1	h1SMcT0016992.1, h1SMcT0016992.2
OG0001054	SSPN1_18880.1, SSPN1_18880.2, SSPN1_18880.3	h1SMcT0001703.1
OG0001055	SSPN1_32240.1	h1SMcT0011980.1, h1SMcT0004850.2, h1SMcT0004850.1, h1SMcT0004850.3, h1SMcT0004850.6, h1SMcT0004850.10, h1SMcT0004850.9, h1SMcT0004850.4, h1SMcT0004850.7
OG0001056	SSPN1_55950.1	h1SMcT0019142.1, h1SMcT0019142.2
OG0001058	SSPN1_63300.1, SSPN1_63310.1, SSPN1_63310.2, SSPN1_63310.3	h1SMcT0001869.1, h1SMcT0020151.1
OG0001059	SSPN1_13750.2, SSPN1_13750.3, SSPN1_13750.4, SSPN1_13750.1	h1SMcT0019262.1
OG0001060	SSPN1_65520.1, SSPN1_65520.2, SSPN1_65520.3	h1SMcT0001275.9, h1SMcT0001275.6, h1SMcT0001275.7, h1SMcT0001275.3, h1SMcT0001275.4, h1SMcT0001275.5, h1SMcT0001275.1, h1SMcT0001275.2, h1SMcT0001275.8
OG0001061	SSPN1_19490.1, SSPN1_19490.2	h1SMcT0003461.1, h1SMcT0015027.1, h1SMcT0015024.1, h1SMcT0015024.2, h1SMcT0015024.3
OG0001063	SSPN1_81480.1, SSPN1_81480.2, SSPN1_81460.1, SSPN1_81450.1, SSPN1_81430.1, SSPN1_81470.1	h1SMcT0014042.2, h1SMcT0014042.3
OG0001064	SSPN1_46230.1, SSPN1_46230.2, SSPN1_46230.3	h1SMcT0004424.1
OG0001065	SSPN1_27980.1, SSPN1_27990.1, SSPN1_28000.1	h1SMcT0011544.1, h1SMcT0011544.2
OG0001068	SSPN1_73020.1	h1SMcT0014508.2, h1SMcT0014508.3
OG0001070	SSPN1_61020.1, SSPN1_61020.2, SSPN1_61020.3	h1SMcT0023128.1
OG0001070	SSPN1_73450.1	h1SMcT0006347.1, h1SMcT0006347.3, h1SMcT0006347.2
OG0001071	SSPN1_59460.1, SSPN1_59460.2	h1SMcT0012308.1
OG0001073	SSPN1_13920.1	h1SMcT0001997.3, h1SMcT0001997.1, h1SMcT0001997.2
OG0001075	SSPN1_62290.1	h1SMcT0018959.1
OG0001076	SSPN1_44890.1, SSPN1_44890.3, SSPN1_44890.2, SSPN1_44890.4	h1SMcT0002591.1
OG0001077	SSPN1_48470.1	h1SMcT0018403.2, h1SMcT0018403.1, h1SMcT0018403.3
OG0001078	SSPN1_62940.1	h1SMcT0015049.1, h1SMcT0015049.2
OG0001079	SSPN1_72520.1, SSPN1_72510.1	h1SMcT0003860.1, h1SMcT0018699.1
OG0001080	SSPN1_70950.4, SSPN1_70950.1, SSPN1_70950.3, SSPN1_70950.2, SSPN1_70950.5	h1SMcT0001110.3
OG0001081	SSPN1_36990.1	h1SMcT0000773.1
OG0001082	SSPN1_47080.1, SSPN1_47080.2, SSPN1_47080.3	h1SMcT0012303.1, h1SMcT0012303.2, h1SMcT0012303.3
OG0001083	SSPN1_90830.2, SSPN1_90830.3, SSPN1_90830.1, SSPN1_90830.4	h1SMcT0005265.3, h1SMcT0005265.1, h1SMcT0005265.2, h1SMcT0001238.1, h1SMcT0001238.2, h1SMcT0001238.3
OG0001084	SSPN1_10240.6, SSPN1_10240.7, SSPN1_10240.1, SSPN1_10240.4, SSPN1_10240.8, SSPN1_10240.9, SSPN1_10240.5, SSPN1_10240.2, SSPN1_10240.3	h1SMcT0013531.1
OG0001085	SSPN1_91810.1, SSPN1_91810.2	h1SMcT0021299.1, h1SMcT0021299.2, h1SMcT0021197.1
OG0001087	SSPN1_49580.1	h1SMcT0012320.1, h1SMcT0012320.3, h1SMcT0012320.5, h1SMcT0012320.6, h1SMcT0006967.1, h1SMcT0006967.2, h1SMcT0007568.1
OG0001087	SSPN1_34600.1	h1SMcT0012320.4, h1SMcT0001188.1
OG0001088	SSPN1_23640.1, SSPN1_23640.2, SSPN1_23640.3	h1SMcT0004069.1
OG0001089	SSPN1_59480.1	h1SMcT0008400.1
OG0001091	SSPN1_46970.1	h1SMcT0009445.1, h1SMcT0009445.4, h1SMcT0009445.2, h1SMcT0009445.3
OG0001092	SSPN1_67080.1, SSPN1_67080.2, SSPN1_67080.3, SSPN1_67080.4, SSPN1_67080.5	h1SMcT0014020.1
OG0001093	SSPN1_78400.1	h1SMcT0000902.2, h1SMcT0016505.14, h1SMcT0016505.9, h1SMcT0016505.3, h1SMcT0016505.8, h1SMcT0016505.1, h1SMcT0016505.10, h1SMcT0016505.11, h1SMcT0016505.12, h1SMcT0016505.13, h1SMcT0016505.2, h1SMcT0016505.4, h1SMcT0016505.5, h1SMcT0016505.6, h1SMcT0016505.7
OG0001094	SSPN1_34310.1, SSPN1_34310.2, SSPN1_34310.3	h1SMcT0013737.1, h1SMcT0013737.2
OG0001097	SSPN1_66810.2, SSPN1_66810.3, SSPN1_66810.1, SSPN1_66810.4	h1SMcT0011905.6, h1SMcT0011905.8, h1SMcT0011905.1, h1SMcT0011905.4, h1SMcT0011905.3, h1SMcT0011905.9, h1SMcT0011905.5, h1SMcT0011905.2, h1SMcT0011905.7
OG0001100	SSPN1_60390.6, SSPN1_60390.2, SSPN1_60390.1, SSPN1_60390.3, SSPN1_60390.4, SSPN1_60390.5	h1SMcT0007101.1
OG0001101	SSPN1_44370.1	h1SMcT0005269.1, h1SMcT0005269.5, h1SMcT0005269.2, h1SMcT0005269.3, h1SMcT0005269.4, h1SMcT0005269.6
OG0001102	SSPN1_61720.1	h1SMcT0006433.1
OG0001103	SSPN1_90710.1	h1SMcT0014541.1, h1SMcT0014541.3, h1SMcT0014541.2, h1SMcT0014541.4
OG0001104	SSPN1_61740.1	h1SMcT0006087.1, h1SMcT0008504.1
OG0001106	SSPN1_66010.2, SSPN1_66010.1, SSPN1_66010.3	h1SMcT0021183.1
OG0001107	SSPN1_49710.1	h1SMcT0006055.1, h1SMcT0006059.1, h1SMcT0006059.2
OG0001108	SSPN1_27500.5, SSPN1_27500.1, SSPN1_27500.2, SSPN1_27500.3, SSPN1_27500.7, SSPN1_27500.4, SSPN1_27500.6	h1SMcT0007960.1
OG0001109	SSPN1_36930.1	h1SMcT0022201.1, h1SMcT0022201.2
OG0001111	SSPN1_47400.2, SSPN1_47400.3, SSPN1_47400.5, SSPN1_47400.6, SSPN1_47400.4, SSPN1_47400.1	h1SMcT0000799.3, h1SMcT0000799.2, h1SMcT0000799.1
OG0001112	SSPN1_91980.1, SSPN1_91970.2, SSPN1_91960.1, SSPN1_91970.1	h1SMcT0016310.1
OG0001113	SSPN1_7720.1	h1SMcT0005978.4, h1SMcT0005978.1, h1SMcT0005978.2, h1SMcT0005978.3
OG0001114	SSPN1_6590.3, SSPN1_6590.4, SSPN1_6590.1, SSPN1_6590.2	h1SMcT0022624.6, h1SMcT0022624.4, h1SMcT0022624.2, h1SMcT0022624.3, h1SMcT0022624.1, h1SMcT0022624.5
OG0001115	SSPN1_90800.1, SSPN1_90800.2	h1SMcT0002273.1
OG0001116	SSPN1_78840.1, SSPN1_78840.2	h1SMcT0015831.1, h1SMcT0007147.1, h1SMcT0007147.2
OG0001117	SSPN1_15410.1	h1SMcT0015235.1
OG0001119	SSPN1_59500.1	h1SMcT0012480.11, h1SMcT0012480.16, h1SMcT0012480.18, h1SMcT0012480.1, h1SMcT0012480.10, h1SMcT0012480.22, h1SMcT0012480.4, h1SMcT0012480.17, h1SMcT0012480.19, h1SMcT0012480.20, h1SMcT0012480.15, h1SMcT0012480.23, h1SMcT0012480.6, h1SMcT0012480.25, h1SMcT0012480.12, h1SMcT0012480.7, h1SMcT0012480.9, h1SMcT0012480.13, h1SMcT0012480.21, h1SMcT0012480.14, h1SMcT0012480.5, h1SMcT0012480.8
OG0001120	SSPN1_30500.1	h1SMcT0018623.1, h1SMcT0018623.2
OG0001121	SSPN1_54770.4, SSPN1_54770.2, SSPN1_54770.1, SSPN1_54770.3	h1SMcT0017792.1
OG0001122	SSPN1_76450.1, SSPN1_76450.2, SSPN1_76450.3	h1SMcT0007710.1
OG0001123	SSPN1_87200.1, SSPN1_87200.2, SSPN1_87200.3	h1SMcT0013484.1, h1SMcT0013484.2, h1SMcT0013484.3
OG0001124	SSPN1_33080.1	h1SMcT0003380.2, h1SMcT0003380.1, h1SMcT0003380.3
OG0001126	SSPN1_20330.3, SSPN1_20330.5, SSPN1_20330.1, SSPN1_20330.2, SSPN1_20330.4	h1SMcT0009216.1, h1SMcT0009216.3, h1SMcT0009216.2, h1SMcT0009216.4
OG0001128	SSPN1_73290.1	h1SMcT0006939.1
OG0001129	SSPN1_33420.1, SSPN1_33410.1, SSPN1_33410.4, SSPN1_33410.6, SSPN1_33410.7, SSPN1_33410.8, SSPN1_33410.2, SSPN1_33410.3, SSPN1_33410.5	h1SMcT0005055.1, h1SMcT0016650.1, h1SMcT0016650.2
OG0001130	SSPN1_16590.1	h1SMcT0009496.4, h1SMcT0009496.1, h1SMcT0009496.3, h1SMcT0009496.2
OG0001131	SSPN1_71120.1, SSPN1_71110.1	h1SMcT0022497.3, h1SMcT0022497.1, h1SMcT0022497.2
OG0001132	SSPN1_80070.1, SSPN1_80070.2	h1SMcT0018074.1
OG0001133	SSPN1_14700.2, SSPN1_14700.3, SSPN1_14700.4, SSPN1_14700.1	h1SMcT0022075.1, h1SMcT0018044.1
OG0001134	SSPN1_59300.1	h1SMcT0014276.1
OG0001137	SSPN1_51740.1, SSPN1_51740.2, SSPN1_51740.3	h1SMcT0021593.2, h1SMcT0021593.3, h1SMcT0021593.1, h1SMcT0011160.3, h1SMcT0011160.5, h1SMcT0011160.1, h1SMcT0011160.4, h1SMcT0011160.2, h1SMcT0011160.6
OG0001138	SSPN1_10400.2, SSPN1_10400.4, SSPN1_10400.1, SSPN1_10400.3	h1SMcT0014800.1
OG0001139	SSPN1_33660.1	h1SMcT0004790.1
OG0001140	SSPN1_44800.1, SSPN1_44800.2	h1SMcT0016073.1
OG0001142	SSPN1_17610.1, SSPN1_17610.2	h1SMcT0002269.1, h1SMcT0012529.1
OG0001143	SSPN1_61310.1, SSPN1_18650.1	h1SMcT0004192.1, h1SMcT0002802.1, h1SMcT0002801.1, h1SMcT0002801.2, h1SMcT0004192.3, h1SMcT0004192.4, h1SMcT0004192.2
OG0001146	SSPN1_4290.1	h1SMcT0020392.1
OG0001147	SSPN1_7620.1	h1SMcT0008934.1, h1SMcT0008934.2
OG0001148	SSPN1_67890.1	h1SMcT0008135.1, h1SMcT0008135.2, h1SMcT0008135.3, h1SMcT0008135.4, h1SMcT0008135.5
OG0001149	SSPN1_75270.1	h1SMcT0016098.1
OG0001150	SSPN1_50300.1, SSPN1_50300.2, SSPN1_50300.3	h1SMcT0020112.4, h1SMcT0020112.6, h1SMcT0020112.5, h1SMcT0020112.10, h1SMcT0020112.8, h1SMcT0020112.9, h1SMcT0020112.7
OG0001151	SSPN1_86290.1, SSPN1_86290.2	h1SMcT0012444.3, h1SMcT0012444.5, h1SMcT0020906.5, h1SMcT0020906.3, h1SMcT0020906.4, h1SMcT0020906.1, h1SMcT0020906.6, h1SMcT0020906.2
OG0001152	SSPN1_17410.1, SSPN1_17410.8, SSPN1_17410.4, SSPN1_17410.7, SSPN1_17410.3, SSPN1_17410.5, SSPN1_17410.6, SSPN1_17410.2	h1SMcT0019731.1
OG0001153	SSPN1_66610.1	h1SMcT0007139.1, h1SMcT0007139.2, h1SMcT0007139.3
OG0001155	SSPN1_46900.1	h1SMcT0020048.1, h1SMcT0020048.2
OG0001156	SSPN1_7560.1, SSPN1_7560.2, SSPN1_7560.3	h1SMcT0009520.1, h1SMcT0009520.2, h1SMcT0009520.3, h1SMcT0003396.1, h1SMcT0016657.1
OG0001157	SSPN1_61280.1	h1SMcT0020020.1
OG0001159	SSPN1_88730.1, SSPN1_88730.2	h1SMcT0022453.1
OG0001160	SSPN1_9360.1	h1SMcT0011011.1, h1SMcT0020389.1, h1SMcT0014106.1, h1SMcT0010778.1, h1SMcT0010778.2, h1SMcT0019483.1, h1SMcT0006823.1, h1SMcT0006823.2, h1SMcT0006823.3
OG0001161	SSPN1_66000.1, SSPN1_59050.1	h1SMcT0012653.1, h1SMcT0012643.1, h1SMcT0012642.1, h1SMcT0012644.1
OG0001162	SSPN1_35200.1	h1SMcT0001866.2, h1SMcT0001866.1, h1SMcT0001866.3
OG0001164	SSPN1_77790.1	h1SMcT0017557.2, h1SMcT0017557.1, h1SMcT0017557.3
OG0001165	SSPN1_55600.1	h1SMcT0022136.3, h1SMcT0022136.2, h1SMcT0022136.1, h1SMcT0022136.4
OG0001166	SSPN1_19510.1, SSPN1_19510.2, SSPN1_19510.3, SSPN1_19510.4, SSPN1_19510.5	h1SMcT0008465.1
OG0001167	SSPN1_35210.1	h1SMcT0014014.2
OG0001168	SSPN1_17210.7, SSPN1_17210.1, SSPN1_17210.6, SSPN1_17210.5, SSPN1_17210.3, SSPN1_17210.2, SSPN1_17210.4	h1SMcT0022606.1
OG0001170	SSPN1_19180.1, SSPN1_19180.3, SSPN1_19180.4, SSPN1_19180.5, SSPN1_19180.7, SSPN1_19180.2, SSPN1_19180.6	h1SMcT0000032.2, h1SMcT0000032.4, h1SMcT0000032.1, h1SMcT0000032.3
OG0001171	SSPN1_15120.1, SSPN1_15120.2, SSPN1_15120.3	h1SMcT0020849.1
OG0001172	SSPN1_63750.1, SSPN1_63750.2	h1SMcT0013719.2
OG0001173	SSPN1_100.1, SSPN1_1690.1, SSPN1_1690.3, SSPN1_1690.2	h1SMcT0002851.1, h1SMcT0002851.2, h1SMcT0002851.3
OG0001175	SSPN1_50380.1, SSPN1_50380.2, SSPN1_50380.3	h1SMcT0016636.1, h1SMcT0016636.2, h1SMcT0016636.3, h1SMcT0016636.4, h1SMcT0006531.1, h1SMcT0006531.2, h1SMcT0006531.3
OG0001176	SSPN1_70550.1	h1SMcT0006325.1, h1SMcT0006325.2
OG0001179	SSPN1_89690.1	h1SMcT0016975.2, h1SMcT0016975.3
OG0001181	SSPN1_55580.2, SSPN1_55580.5, SSPN1_55580.6, SSPN1_55580.3, SSPN1_55580.1, SSPN1_55580.4	h1SMcT0022490.6, h1SMcT0022490.7, h1SMcT0022490.8, h1SMcT0022490.9, h1SMcT0022490.2, h1SMcT0022490.3, h1SMcT0022490.4, h1SMcT0022490.5, h1SMcT0022490.1, h1SMcT0022490.10
OG0001182	SSPN1_34960.1, SSPN1_34960.2	h1SMcT0007006.3, h1SMcT0007006.1, h1SMcT0007006.2
OG0001183	SSPN1_19470.5, SSPN1_19470.4, SSPN1_19470.10, SSPN1_19470.7, SSPN1_19470.8, SSPN1_19470.1, SSPN1_19470.2, SSPN1_19470.6, SSPN1_19470.9, SSPN1_19470.3	h1SMcT0001927.2, h1SMcT0001927.1, h1SMcT0001927.3
OG0001184	SSPN1_3420.1	h1SMcT0001751.1
OG0001185	SSPN1_19840.1, SSPN1_19840.3, SSPN1_19840.4, SSPN1_19840.2, SSPN1_19840.5	h1SMcT0000234.1, h1SMcT0000234.3, h1SMcT0000234.4, h1SMcT0000234.5, h1SMcT0000234.2
OG0001186	SSPN1_4780.1	h1SMcT0021546.1
OG0001187	SSPN1_30210.1, SSPN1_30210.3, SSPN1_30210.2, SSPN1_30210.5, SSPN1_30210.4	h1SMcT0008954.1, h1SMcT0008954.3, h1SMcT0008954.4, h1SMcT0008954.5, h1SMcT0008954.6, h1SMcT0008954.2
OG0001188	SSPN1_7860.1, SSPN1_7850.2, SSPN1_7850.4, SSPN1_7850.1, SSPN1_7850.3	h1SMcT0002763.3
