Orthogroup	schistosoma_spindale	s.mekongi
OG0001064	SSPN1_46230.1, SSPN1_46230.2, SSPN1_46230.3	KAK4469625.1
OG0001065	SSPN1_27980.1	KAK4472778.1
OG0001065	SSPN1_27990.1	KAK4472745.1
OG0001065	SSPN1_28000.1	KAK4472746.1
OG0001066	SSPN1_20390.1, SSPN1_20390.2, SSPN1_20390.3	KAK4476315.1
OG0001068	SSPN1_73020.1	KAK4470504.1
OG0001070	SSPN1_61020.1, SSPN1_61020.2, SSPN1_61020.3	KAK4471390.1
OG0001070	SSPN1_73450.1	KAK4470698.1
OG0001071	SSPN1_59460.1, SSPN1_59460.2	KAK4471222.1
OG0001072	SSPN1_40950.1, SSPN1_40950.2	KAK4473457.1
OG0001073	SSPN1_13920.1	KAK4474855.1
OG0001074	SSPN1_26440.2, SSPN1_26440.3, SSPN1_26440.4, SSPN1_26440.1	KAK4473040.1
OG0001075	SSPN1_62290.1	KAK4471794.1
OG0001076	SSPN1_44890.1, SSPN1_44890.3, SSPN1_44890.2, SSPN1_44890.4	KAK4469186.1
OG0001077	SSPN1_48470.1	KAK4469392.1, KAK4469391.1
OG0001078	SSPN1_62940.1	KAK4471959.1
OG0001079	SSPN1_72520.1	KAK4470554.1
OG0001080	SSPN1_70950.4, SSPN1_70950.1, SSPN1_70950.3, SSPN1_70950.2, SSPN1_70950.5	KAK4470619.1
OG0001081	SSPN1_36990.1	KAK4472280.1, KAK4472281.1
OG0001082	SSPN1_47080.1, SSPN1_47080.2, SSPN1_47080.3	KAK4469312.1
OG0001083	SSPN1_90830.2, SSPN1_90830.3, SSPN1_90830.1, SSPN1_90830.4	KAK4467695.1
OG0001084	SSPN1_10240.6, SSPN1_10240.7, SSPN1_10240.1, SSPN1_10240.4, SSPN1_10240.8, SSPN1_10240.9, SSPN1_10240.5, SSPN1_10240.2, SSPN1_10240.3	KAK4475334.1
OG0001085	SSPN1_91810.1, SSPN1_91810.2	KAK4467681.1
OG0001086	SSPN1_68970.1	KAK4470175.1
OG0001087	SSPN1_49580.1	KAK4469641.1
OG0001087	SSPN1_34600.1	KAK4474021.1
OG0001088	SSPN1_23640.1, SSPN1_23640.2, SSPN1_23640.3	KAK4473163.1
OG0001089	SSPN1_59480.1	KAK4471220.1
OG0001090	SSPN1_92530.1	KAK4467837.1
OG0001091	SSPN1_46970.1	KAK4469323.1
OG0001092	SSPN1_67080.1, SSPN1_67080.2, SSPN1_67080.3, SSPN1_67080.4, SSPN1_67080.5	KAK4470091.1
OG0001093	SSPN1_78400.1	KAK4468335.1
OG0001094	SSPN1_34310.1, SSPN1_34310.2, SSPN1_34310.3	KAK4473987.1
OG0001095	SSPN1_49300.1	KAK4469671.1
OG0001096	SSPN1_12310.1, SSPN1_12310.2	KAK4475079.1
OG0001097	SSPN1_66810.2, SSPN1_66810.3, SSPN1_66810.1, SSPN1_66810.4	KAK4471387.1
OG0001098	SSPN1_38930.1, SSPN1_38930.5, SSPN1_38930.6, SSPN1_38930.3, SSPN1_38930.2, SSPN1_38930.4	KAK4472593.1
OG0001099	SSPN1_88890.1	KAK4468772.1
OG0001099	SSPN1_88880.1, SSPN1_88880.2	KAK4468783.1
OG0001100	SSPN1_60390.6, SSPN1_60390.2, SSPN1_60390.1, SSPN1_60390.3, SSPN1_60390.4, SSPN1_60390.5	KAK4471534.1
OG0001101	SSPN1_44370.1	KAK4469623.1
OG0001102	SSPN1_61720.1	KAK4471719.1
OG0001103	SSPN1_90710.1	KAK4467708.1
OG0001104	SSPN1_61740.1	KAK4471723.1
OG0001105	SSPN1_38860.1	KAK4472587.1
OG0001106	SSPN1_66010.2, SSPN1_66010.1, SSPN1_66010.3	KAK4471497.1
OG0001107	SSPN1_49710.1	KAK4469144.1, KAK4469142.1
OG0001108	SSPN1_27500.5, SSPN1_27500.1, SSPN1_27500.2, SSPN1_27500.3, SSPN1_27500.7, SSPN1_27500.4, SSPN1_27500.6	KAK4472830.1
OG0001110	SSPN1_3840.1	KAK4475672.1
OG0001111	SSPN1_47400.2, SSPN1_47400.3, SSPN1_47400.5, SSPN1_47400.6, SSPN1_47400.4, SSPN1_47400.1	KAK4469284.1
OG0001112	SSPN1_91980.1	KAK4467791.1
OG0001112	SSPN1_91970.2, SSPN1_91960.1, SSPN1_91970.1	KAK4467789.1, KAK4467788.1
OG0001113	SSPN1_7720.1	KAK4476086.1, KAK4476087.1
OG0001114	SSPN1_6590.1, SSPN1_6590.2	KAK4476057.1
OG0001115	SSPN1_90800.1, SSPN1_90800.2	KAK4467699.1
OG0001116	SSPN1_78840.1, SSPN1_78840.2	KAK4468369.1
OG0001117	SSPN1_15410.1	KAK4475302.1
OG0001118	SSPN1_68630.1, SSPN1_68630.2, SSPN1_68630.3, SSPN1_68620.1	KAK4470222.1
OG0001119	SSPN1_59500.1	KAK4471218.1
OG0001120	SSPN1_30500.1	KAK4472630.1, KAK4472629.1
OG0001121	SSPN1_54770.4, SSPN1_54770.2, SSPN1_54770.1, SSPN1_54770.3	KAK4467341.1
OG0001122	SSPN1_76450.1, SSPN1_76450.2, SSPN1_76450.3	KAK4470945.1
OG0001123	SSPN1_87200.1, SSPN1_87200.2, SSPN1_87200.3	KAK4468721.1
OG0001124	SSPN1_33080.1	KAK4473908.1
OG0001125	SSPN1_18290.1, SSPN1_18260.2, SSPN1_18260.1, SSPN1_18260.3	KAK4475252.1, KAK4475264.1
OG0001126	SSPN1_20330.3, SSPN1_20330.5, SSPN1_20330.1, SSPN1_20330.2, SSPN1_20330.4	KAK4476304.1
OG0001127	SSPN1_30820.1	KAK4473667.1
OG0001128	SSPN1_73290.1	KAK4470681.1
OG0001129	SSPN1_33420.1, SSPN1_33410.1, SSPN1_33410.4, SSPN1_33410.6, SSPN1_33410.7, SSPN1_33410.8, SSPN1_33410.2, SSPN1_33410.3, SSPN1_33410.5	KAK4473880.1
OG0001130	SSPN1_16590.1	KAK4467488.1, KAK4467490.1, KAK4474435.1
OG0001131	SSPN1_71120.1	KAK4470638.1
OG0001131	SSPN1_71110.1	KAK4470637.1
OG0001132	SSPN1_80070.1, SSPN1_80070.2	KAK4468209.1
OG0001133	SSPN1_14700.2, SSPN1_14700.3, SSPN1_14700.4, SSPN1_14700.1	KAK4474780.1
OG0001134	SSPN1_59300.1	KAK4471240.1
OG0001135	SSPN1_36490.2, SSPN1_36490.5, SSPN1_36490.6, SSPN1_36490.1, SSPN1_36490.3, SSPN1_36490.4	KAK4472564.1
OG0001136	SSPN1_22820.3, SSPN1_22820.4, SSPN1_22820.2, SSPN1_22820.1, SSPN1_22820.6, SSPN1_22820.5, SSPN1_22820.7, SSPN1_22820.8	KAK4473309.1
OG0001137	SSPN1_51740.1, SSPN1_51740.2, SSPN1_51740.3	KAK4469354.1
OG0001138	SSPN1_10400.2, SSPN1_10400.4, SSPN1_10400.1, SSPN1_10400.3	KAK4474983.1
OG0001139	SSPN1_33660.1	KAK4473852.1
OG0001140	SSPN1_44800.1, SSPN1_44800.2	KAK4469259.1
OG0001141	SSPN1_76870.1, SSPN1_76860.1, SSPN1_76860.2	KAK4470986.1
OG0001142	SSPN1_17610.1, SSPN1_17610.2	KAK4474696.1, KAK4474694.1
OG0001143	SSPN1_61310.1, SSPN1_18650.1	KAK4471679.1
OG0001144	SSPN1_34800.1, SSPN1_34800.2	KAK4474042.1
OG0001145	SSPN1_59160.1, SSPN1_59160.2, SSPN1_59160.3	KAK4471255.1
OG0001146	SSPN1_4290.1	KAK4475726.1
OG0001147	SSPN1_7620.1	KAK4474241.1
OG0001148	SSPN1_67890.1	KAK4470683.1
OG0001149	SSPN1_75270.1	KAK4470825.1
OG0001150	SSPN1_50300.1, SSPN1_50300.2, SSPN1_50300.3	KAK4469715.1
OG0001151	SSPN1_86290.1, SSPN1_86290.2	KAK4468560.1
OG0001152	SSPN1_17410.1, SSPN1_17410.8, SSPN1_17410.4, SSPN1_17410.7, SSPN1_17410.3, SSPN1_17410.5, SSPN1_17410.6, SSPN1_17410.2	KAK4467419.1, KAK4474691.1
OG0001153	SSPN1_66610.1	KAK4471271.1
OG0001154	SSPN1_42550.1, SSPN1_42540.1	KAK4472675.1
OG0001155	SSPN1_46900.1	KAK4469552.1
OG0001156	SSPN1_7560.1, SSPN1_7560.2, SSPN1_7560.3	KAK4470111.1, KAK4475961.1
OG0001157	SSPN1_61280.1	KAK4471675.1
OG0001158	SSPN1_41080.1, SSPN1_41080.2, SSPN1_41080.3, SSPN1_41080.4, SSPN1_41080.5	KAK4473471.1
OG0001159	SSPN1_88730.1, SSPN1_88730.2	KAK4468670.1
OG0001160	SSPN1_9360.1	KAK4475388.1
OG0001161	SSPN1_66000.1	KAK4471498.1
OG0001161	SSPN1_59050.1	KAK4471267.1, KAK4471268.1
OG0001162	SSPN1_35200.1	KAK4474084.1
OG0001164	SSPN1_77790.1	KAK4468217.1
OG0001165	SSPN1_55600.1	KAK4467564.1, KAK4467567.1
OG0001166	SSPN1_19510.1, SSPN1_19510.2, SSPN1_19510.3, SSPN1_19510.4, SSPN1_19510.5	KAK4474416.1
OG0001167	SSPN1_35210.1	KAK4474085.1
OG0001168	SSPN1_17210.7, SSPN1_17210.1, SSPN1_17210.6, SSPN1_17210.5, SSPN1_17210.3, SSPN1_17210.2, SSPN1_17210.4	KAK4467300.1, KAK4474652.1
OG0001169	SSPN1_48500.2, SSPN1_48500.1, SSPN1_48500.5, SSPN1_48500.4, SSPN1_48500.3	KAK4469395.1
OG0001170	SSPN1_19180.1, SSPN1_19180.3, SSPN1_19180.4, SSPN1_19180.5, SSPN1_19180.7, SSPN1_19180.2, SSPN1_19180.6	KAK4474599.1
OG0001171	SSPN1_15120.1, SSPN1_15120.2, SSPN1_15120.3	KAK4475235.1
OG0001172	SSPN1_63750.1, SSPN1_63750.2	KAK4471888.1
OG0001173	SSPN1_100.1, SSPN1_1690.1, SSPN1_1690.3, SSPN1_1690.2	KAK4474895.1
OG0001174	SSPN1_20640.1	KAK4474366.1
OG0001176	SSPN1_70550.1	KAK4470589.1
OG0001177	SSPN1_23860.1, SSPN1_23860.2	KAK4473187.1
OG0001178	SSPN1_2570.1	KAK4475543.1
OG0001178	SSPN1_2560.1	KAK4475541.1
OG0001179	SSPN1_89690.1	KAK4467736.1, KAK4467737.1
OG0001180	SSPN1_21490.1	KAK4476155.1
OG0001181	SSPN1_55580.2, SSPN1_55580.5, SSPN1_55580.6, SSPN1_55580.3, SSPN1_55580.1, SSPN1_55580.4	KAK4471120.1
OG0001182	SSPN1_34960.1, SSPN1_34960.2	KAK4474056.1
OG0001183	SSPN1_19470.5, SSPN1_19470.4, SSPN1_19470.10, SSPN1_19470.7, SSPN1_19470.8, SSPN1_19470.1, SSPN1_19470.2, SSPN1_19470.6, SSPN1_19470.9, SSPN1_19470.3	KAK4474411.1
OG0001184	SSPN1_3420.1	KAK4475631.1, KAK4476071.1
OG0001185	SSPN1_19840.1, SSPN1_19840.3, SSPN1_19840.4, SSPN1_19840.2, SSPN1_19840.5	KAK4476220.1
OG0001186	SSPN1_4780.1	KAK4475791.1, KAK4467365.1
OG0001187	SSPN1_30210.1, SSPN1_30210.3, SSPN1_30210.2, SSPN1_30210.5, SSPN1_30210.4	KAK4472654.1
OG0001188	SSPN1_7860.1, SSPN1_7850.2, SSPN1_7850.4, SSPN1_7850.1, SSPN1_7850.3	KAK4476107.1
OG0001189	SSPN1_16220.2, SSPN1_16220.4, SSPN1_16220.3, SSPN1_16220.1, SSPN1_16220.5	KAK4474589.1
OG0001190	SSPN1_34770.1	KAK4474039.1
OG0001191	SSPN1_6970.1, SSPN1_6970.2, SSPN1_6970.3	KAK4476037.1
OG0001192	SSPN1_41430.1	KAK4473508.1
OG0001193	SSPN1_79590.1	KAK4468256.1, KAK4468257.1
OG0001194	SSPN1_6400.1	KAK4476093.1
OG0001197	SSPN1_21390.6, SSPN1_21390.3, SSPN1_21390.4, SSPN1_21390.5, SSPN1_21390.1, SSPN1_21390.2	KAK4475434.1
OG0001198	SSPN1_79300.1, SSPN1_79300.2, SSPN1_79300.3, SSPN1_79300.4	KAK4468283.1
OG0001202	SSPN1_18010.1, SSPN1_18010.2, SSPN1_18010.3	KAK4474738.1
OG0001203	SSPN1_1320.1	KAK4474544.1
OG0001203	SSPN1_77670.1	KAK4468110.1
OG0001204	SSPN1_58190.1	KAK4471653.1
OG0001205	SSPN1_34580.1, SSPN1_34580.2, SSPN1_34580.3	KAK4474018.1, KAK4474017.1
OG0001207	SSPN1_15640.4, SSPN1_15640.1, SSPN1_15640.2, SSPN1_15640.3	KAK4475278.1
OG0001208	SSPN1_32890.1, SSPN1_32890.2, SSPN1_32890.3	KAK4473921.1, KAK4473920.1
OG0001210	SSPN1_89550.1	KAK4467724.1
OG0001212	SSPN1_23550.1, SSPN1_23550.2	KAK4473153.1
OG0001213	SSPN1_6770.1, SSPN1_6770.2	KAK4476051.1
OG0001214	SSPN1_27350.1	KAK4472906.1
OG0001215	SSPN1_65540.1, SSPN1_65540.4, SSPN1_65540.2, SSPN1_65540.3	KAK4471303.1
OG0001216	SSPN1_25630.1, SSPN1_25630.2	KAK4472954.1
OG0001217	SSPN1_70170.1	KAK4470315.1
OG0001218	SSPN1_17100.5, SSPN1_17100.1, SSPN1_17100.2, SSPN1_17100.3, SSPN1_17100.4	KAK4474639.1
OG0001219	SSPN1_270.1	KAK4476080.1
OG0001220	SSPN1_91320.1, SSPN1_91320.2, SSPN1_91320.3, SSPN1_91320.5, SSPN1_91320.4	KAK4467635.1
OG0001221	SSPN1_61690.5, SSPN1_61690.1, SSPN1_61690.6, SSPN1_61690.2, SSPN1_61690.4, SSPN1_61690.3, SSPN1_61690.7	KAK4471716.1
OG0001222	SSPN1_88500.1	KAK4468493.1
OG0001223	SSPN1_38180.2, SSPN1_38180.1, SSPN1_38180.3, SSPN1_38180.4	KAK4472509.1
OG0001225	SSPN1_56890.1, SSPN1_56890.2, SSPN1_56890.3	KAK4472086.1
OG0001226	SSPN1_44590.1	KAK4469416.1
OG0001227	SSPN1_62260.1	KAK4471789.1
OG0001228	SSPN1_43490.1	KAK4472331.1
OG0001229	SSPN1_29430.1	KAK4472410.1
OG0001230	SSPN1_13860.1	KAK4474860.1
OG0001231	SSPN1_31470.1	KAK4473724.1
OG0001232	SSPN1_77750.1, SSPN1_77760.1	KAK4468184.1
OG0001233	SSPN1_5830.1	KAK4475904.1
OG0001234	SSPN1_42750.1, SSPN1_42750.2	KAK4472481.1, KAK4472579.1, KAK4472471.1
OG0001235	SSPN1_27760.1	KAK4472813.1
OG0001235	SSPN1_27750.2, SSPN1_27750.1, SSPN1_27750.3	KAK4472812.1
OG0001236	SSPN1_60660.1, SSPN1_60660.2	KAK4471432.1
OG0001237	SSPN1_25590.1	KAK4472962.1
OG0001238	SSPN1_80670.1, SSPN1_80670.2	KAK4468030.1
OG0001239	SSPN1_17130.1, SSPN1_17130.2, SSPN1_17130.3	KAK4474642.1
OG0001240	SSPN1_52240.1, SSPN1_52240.2	KAK4469937.1
OG0001241	SSPN1_64570.1	KAK4472005.1
OG0001241	SSPN1_71690.1	KAK4470468.1
OG0001242	SSPN1_54380.1	KAK4469975.1
OG0001243	SSPN1_6720.1	KAK4476064.1
OG0001244	SSPN1_86430.1	KAK4468578.1
OG0001245	SSPN1_16740.1, SSPN1_16750.4, SSPN1_16750.2, SSPN1_16750.3, SSPN1_16750.1, SSPN1_16750.5, SSPN1_16750.6, SSPN1_16760.1	KAK4474453.1, KAK4474454.1
OG0001246	SSPN1_37830.1, SSPN1_37830.3, SSPN1_37830.2	KAK4472369.1
OG0001247	SSPN1_33710.1	KAK4473847.1
OG0001248	SSPN1_5550.1, SSPN1_5550.2	KAK4467435.1, KAK4475814.1
OG0001249	SSPN1_34860.2, SSPN1_34860.3, SSPN1_34860.1, SSPN1_34860.4	KAK4474050.1
OG0001250	SSPN1_1980.1	KAK4475185.1
OG0001251	SSPN1_74510.1	KAK4470393.1
OG0001252	SSPN1_50170.2, SSPN1_50170.1	KAK4469959.1
OG0001253	SSPN1_53060.1	KAK4469853.1
OG0001254	SSPN1_38120.1	KAK4472504.1, KAK4472506.1
OG0001255	SSPN1_27850.5, SSPN1_27850.6, SSPN1_27850.1, SSPN1_27850.2, SSPN1_27850.3, SSPN1_27850.4	KAK4472793.1
OG0001256	SSPN1_46810.3, SSPN1_46810.1, SSPN1_46810.2	KAK4469560.1
OG0001258	SSPN1_73910.1	KAK4470450.1
OG0001259	SSPN1_64700.1, SSPN1_64700.2	KAK4472020.1
OG0001260	SSPN1_1410.1, SSPN1_1410.3, SSPN1_1410.2, SSPN1_1410.4	KAK4474629.1
OG0001261	SSPN1_44010.3, SSPN1_44010.4, SSPN1_44010.1, SSPN1_44010.5, SSPN1_44010.2	KAK4473580.1
OG0001262	SSPN1_79630.2	KAK4468252.1
OG0001263	SSPN1_86310.1	KAK4468562.1
OG0001263	SSPN1_86300.1	KAK4468561.1
OG0001265	SSPN1_63280.4, SSPN1_63280.3, SSPN1_63280.1, SSPN1_63280.2	KAK4471920.1
OG0001266	SSPN1_67780.1	KAK4470747.1
OG0001267	SSPN1_51480.4, SSPN1_51480.5, SSPN1_51480.6, SSPN1_51480.1, SSPN1_51480.2, SSPN1_51480.3, SSPN1_51480.8, SSPN1_51480.10, SSPN1_51480.11, SSPN1_51480.9, SSPN1_51480.7	KAK4469544.1
OG0001268	SSPN1_86470.1	KAK4468580.1
OG0001268	SSPN1_7880.1	KAK4476115.1
OG0001269	SSPN1_22860.2, SSPN1_22860.1	KAK4473303.1
OG0001270	SSPN1_87160.2, SSPN1_87160.3, SSPN1_87160.5, SSPN1_87160.1, SSPN1_87160.4, SSPN1_87160.6, SSPN1_87160.7	KAK4468598.1
OG0001271	SSPN1_59570.6, SSPN1_59570.1, SSPN1_59570.2, SSPN1_59570.3, SSPN1_59570.4, SSPN1_59570.5, SSPN1_59570.7	KAK4471210.1
OG0001272	SSPN1_77260.1, SSPN1_77260.2, SSPN1_77260.3, SSPN1_77260.4	KAK4470053.1
OG0001273	SSPN1_70880.2, SSPN1_70880.1, SSPN1_70880.3	KAK4470612.1
OG0001274	SSPN1_65960.1	KAK4471502.1
OG0001275	SSPN1_52610.1	KAK4469887.1
OG0001276	SSPN1_60110.1	KAK4471898.1
OG0001277	SSPN1_3110.3, SSPN1_3110.1, SSPN1_3110.2	KAK4475596.1
OG0001278	SSPN1_87460.1, SSPN1_87460.3, SSPN1_87460.2	KAK4468621.1
OG0001279	SSPN1_35950.1	KAK4474150.1
OG0001280	SSPN1_50050.3, SSPN1_50050.4, SSPN1_50050.5, SSPN1_50050.1, SSPN1_50050.2	KAK4469925.1
OG0001281	SSPN1_75420.1, SSPN1_75360.1, SSPN1_75370.1, SSPN1_75380.1	KAK4470830.1, KAK4470831.1
OG0001282	SSPN1_91160.4, SSPN1_91160.1, SSPN1_91160.2, SSPN1_91160.3	KAK4467754.1
OG0001283	SSPN1_35350.3, SSPN1_35350.5, SSPN1_35350.4, SSPN1_35350.9, SSPN1_35350.1, SSPN1_35350.10, SSPN1_35350.7, SSPN1_35350.2, SSPN1_35350.6, SSPN1_35350.8	KAK4474099.1
OG0001284	SSPN1_10580.1, SSPN1_10580.2	KAK4474955.1
OG0001285	SSPN1_1000.1	KAK4475824.1
OG0001288	SSPN1_90510.1	KAK4467620.1
OG0001289	SSPN1_28540.1	KAK4472424.1
OG0001290	SSPN1_4850.1	KAK4475785.1
OG0001291	SSPN1_6960.3, SSPN1_6960.5, SSPN1_6960.1, SSPN1_6960.4, SSPN1_6960.2	KAK4476039.1
OG0001292	SSPN1_7090.1, SSPN1_7100.1	KAK4476023.1
OG0001293	SSPN1_53580.1, SSPN1_53590.1	KAK4469805.1
OG0001294	SSPN1_38670.1	KAK4472567.1
OG0001295	SSPN1_39030.1, SSPN1_39030.2, SSPN1_39030.3	KAK4472604.1
OG0001296	SSPN1_7420.1, SSPN1_7420.6, SSPN1_7420.2, SSPN1_7420.3, SSPN1_7420.4, SSPN1_7420.7, SSPN1_7420.5	KAK4475956.1, KAK4475955.1
OG0001297	SSPN1_18500.2, SSPN1_18500.1, SSPN1_18500.4, SSPN1_18500.3	KAK4474512.1
OG0001298	SSPN1_34690.1, SSPN1_34690.3, SSPN1_34690.4, SSPN1_34690.2	KAK4474031.1
OG0001300	SSPN1_5910.1	KAK4475917.1
OG0001301	SSPN1_52670.1	KAK4469880.1
OG0001302	SSPN1_2390.1	KAK4475526.1
OG0001303	SSPN1_39050.1	KAK4472605.1, KAK4472606.1
OG0001304	SSPN1_85410.1, SSPN1_85410.2, SSPN1_85410.3	KAK4468665.1
OG0001305	SSPN1_1440.1	KAK4474662.1
OG0001306	SSPN1_62670.1	KAK4471984.1
OG0001307	SSPN1_78510.1	KAK4468348.1
OG0001307	SSPN1_78490.1	KAK4468345.1
OG0001308	SSPN1_91280.1, SSPN1_91280.2	KAK4467630.1
OG0001309	SSPN1_71210.1	KAK4470646.1
OG0001310	SSPN1_26380.1, SSPN1_26390.1, SSPN1_26390.2, SSPN1_26390.4, SSPN1_26390.3	KAK4473092.1
OG0001311	SSPN1_42740.1, SSPN1_42740.2	KAK4472492.1
OG0001312	SSPN1_30470.2, SSPN1_30470.8, SSPN1_30470.9, SSPN1_30470.3, SSPN1_30470.4, SSPN1_30470.5, SSPN1_30470.6, SSPN1_30470.7, SSPN1_30470.1	KAK4472637.1
OG0001313	SSPN1_40530.4, SSPN1_40530.3, SSPN1_40530.1, SSPN1_40530.2, SSPN1_40530.5	KAK4472134.1, KAK4473418.1
OG0001314	SSPN1_19990.1	KAK4476271.1
OG0001315	SSPN1_30420.7, SSPN1_30420.3, SSPN1_30420.5, SSPN1_30420.2, SSPN1_30420.1, SSPN1_30420.4, SSPN1_30420.6	KAK4472633.1
OG0001316	SSPN1_35850.1	KAK4474142.1
OG0001318	SSPN1_1050.4, SSPN1_1050.10, SSPN1_1050.3, SSPN1_1050.8, SSPN1_1050.9, SSPN1_1050.5, SSPN1_1050.6, SSPN1_1050.7, SSPN1_1050.2	KAK4475775.1
OG0001319	SSPN1_31430.4, SSPN1_31430.2, SSPN1_31430.1, SSPN1_31430.3	KAK4473722.1
OG0001320	SSPN1_60630.1	KAK4471435.1
OG0001321	SSPN1_9300.2, SSPN1_9320.1, SSPN1_9300.1	KAK4475382.1
OG0001322	SSPN1_46220.1	KAK4469624.1
OG0001323	SSPN1_1190.2, SSPN1_1190.1, SSPN1_1190.3	KAK4474405.1
OG0001324	SSPN1_83690.3, SSPN1_83690.1, SSPN1_83690.2, SSPN1_83690.4	KAK4468826.1
OG0001325	SSPN1_92640.1, SSPN1_92640.2, SSPN1_92640.3	KAK4467845.1
OG0001326	SSPN1_51950.1, SSPN1_51950.2, SSPN1_51950.6, SSPN1_51950.7, SSPN1_51950.3, SSPN1_51950.4, SSPN1_51950.5, SSPN1_51950.8	KAK4469191.1
OG0001327	SSPN1_87710.1	KAK4468417.1
OG0001328	SSPN1_4390.1	KAK4467516.1, KAK4475737.1, KAK4467405.1
OG0001330	SSPN1_29860.1, SSPN1_29860.2, SSPN1_29860.3	KAK4472695.1
OG0001331	SSPN1_46630.1	KAK4469579.1
OG0001332	SSPN1_57210.1	KAK4472042.1
OG0001332	SSPN1_69140.2, SSPN1_69140.3, SSPN1_69140.4, SSPN1_69140.5, SSPN1_69140.1	KAK4470197.1
OG0001333	SSPN1_65140.1	KAK4471477.1
OG0001334	SSPN1_1490.1, SSPN1_1490.2, SSPN1_1490.3, SSPN1_1490.4	KAK4474703.1
OG0001335	SSPN1_29710.1	KAK4472711.1
OG0001336	SSPN1_44810.2, SSPN1_44810.1, SSPN1_44820.1	KAK4469248.1
OG0001337	SSPN1_52070.1, SSPN1_52070.2	KAK4469179.1
OG0001338	SSPN1_33830.1	KAK4473835.1
OG0001339	SSPN1_19290.1	KAK4474554.1
OG0001340	SSPN1_21570.2, SSPN1_21570.1, SSPN1_21570.3, SSPN1_21570.4, SSPN1_21570.6, SSPN1_21570.7, SSPN1_21570.5	KAK4476160.1
OG0001341	SSPN1_74100.3, SSPN1_74100.5, SSPN1_74100.6, SSPN1_74100.2, SSPN1_74100.7, SSPN1_74100.4, SSPN1_74100.1, SSPN1_74100.8	KAK4470433.1
OG0001342	SSPN1_50740.1	KAK4469498.1
OG0001343	SSPN1_69170.1, SSPN1_69170.8, SSPN1_69170.5, SSPN1_69170.7, SSPN1_69170.4, SSPN1_69170.2, SSPN1_69170.3, SSPN1_69170.6	KAK4470199.1, KAK4470200.1
OG0001344	SSPN1_74160.3, SSPN1_74160.1, SSPN1_74160.2, SSPN1_74160.4	KAK4470426.1
OG0001345	SSPN1_41050.1, SSPN1_41050.2	KAK4473469.1
OG0001346	SSPN1_15990.1	KAK4474563.1
OG0001347	SSPN1_37040.1	KAK4472285.1
OG0001348	SSPN1_34990.1, SSPN1_34990.2	KAK4474058.1
OG0001349	SSPN1_15390.1	KAK4475304.1
OG0001350	SSPN1_30070.1, SSPN1_30070.2, SSPN1_30070.3, SSPN1_30070.4	KAK4472671.1
OG0001351	SSPN1_22900.1, SSPN1_22890.1	KAK4473300.1
OG0001352	SSPN1_22980.1	KAK4473285.1
OG0001353	SSPN1_61520.1	KAK4471694.1
OG0001354	SSPN1_59940.1, SSPN1_59940.2	KAK4471128.1
OG0001355	SSPN1_64650.1, SSPN1_64650.2	KAK4472013.1
OG0001356	SSPN1_69340.4, SSPN1_69340.2, SSPN1_69340.5, SSPN1_69340.1, SSPN1_69340.3	KAK4470235.1
OG0001357	SSPN1_31540.1	KAK4473732.1
OG0001358	SSPN1_85460.5, SSPN1_85460.6, SSPN1_85460.3, SSPN1_85460.4, SSPN1_85460.1, SSPN1_85460.2, SSPN1_85460.7	KAK4468661.1
OG0001359	SSPN1_69980.2, SSPN1_69980.1, SSPN1_69980.3, SSPN1_69980.5, SSPN1_69980.6, SSPN1_69980.4	KAK4470296.1
OG0001361	SSPN1_27450.1	KAK4472834.1
OG0001362	SSPN1_29560.1	KAK4472727.1
OG0001363	SSPN1_91350.1, SSPN1_91360.1	KAK4467637.1
OG0001364	SSPN1_82310.9, SSPN1_82310.7, SSPN1_82310.3, SSPN1_82310.6, SSPN1_82310.1, SSPN1_82310.2, SSPN1_82310.4, SSPN1_82310.5, SSPN1_82310.8	KAK4468089.1
OG0001365	SSPN1_75110.1	KAK4470803.1
OG0001367	SSPN1_91890.1, SSPN1_91890.2, SSPN1_91890.3, SSPN1_91890.4	KAK4467781.1
OG0001368	SSPN1_10780.1, SSPN1_10770.3, SSPN1_10770.4, SSPN1_10770.2, SSPN1_10770.1	KAK4475327.1
OG0001369	SSPN1_86770.1	KAK4468924.1
OG0001370	SSPN1_56510.1, SSPN1_56520.1, SSPN1_56510.2, SSPN1_56530.1	KAK4471090.1
OG0001371	SSPN1_34540.1, SSPN1_34530.1	KAK4474011.1
OG0001372	SSPN1_33790.3, SSPN1_33790.1, SSPN1_33790.2, SSPN1_33790.4	KAK4473839.1
OG0001373	SSPN1_2370.1	KAK4475524.1
OG0001374	SSPN1_63380.4, SSPN1_63380.2, SSPN1_63380.1, SSPN1_63380.3	KAK4471908.1
OG0001375	SSPN1_74410.1, SSPN1_74410.4, SSPN1_74410.5, SSPN1_74410.6, SSPN1_74410.2, SSPN1_74410.3	KAK4470400.1
OG0001376	SSPN1_83570.1	KAK4468841.1
OG0001377	SSPN1_61970.1	KAK4471750.1
OG0001378	SSPN1_3160.1	KAK4475624.1
OG0001379	SSPN1_67400.1	KAK4470300.1
OG0001380	SSPN1_57280.1	KAK4472050.1
OG0001381	SSPN1_70430.1	KAK4470574.1
OG0001382	SSPN1_25600.1	KAK4472961.1
OG0001383	SSPN1_4020.1	KAK4467561.1, KAK4467562.1, KAK4475694.1
