Orthogroup	schistosoma_spindale	fasciola_hepatica
OG0001099	SSPN1_88880.1, SSPN1_88880.2	FhHiC23_g4376.t2, FhHiC23_g4376.t1
OG0001100	SSPN1_60390.6, SSPN1_60390.2, SSPN1_60390.1, SSPN1_60390.3, SSPN1_60390.4, SSPN1_60390.5	FhHiC23_g8517.t1, FhHiC23_g8517.t2
OG0001101	SSPN1_44370.1	FhHiC23_g1166.t1
OG0001102	SSPN1_61720.1	FhHiC23_g8118.t1, FhHiC23_g8119.t1
OG0001103	SSPN1_90710.1	FhHiC23_g9426.t1
OG0001104	SSPN1_61740.1	FhHiC23_g7807.t1
OG0001105	SSPN1_38860.1	FhHiC23_g5722.t1
OG0001106	SSPN1_66010.2, SSPN1_66010.1, SSPN1_66010.3	FhHiC23_g8470.t1, FhHiC23_g8469.t1
OG0001107	SSPN1_49710.1	FhHiC23_g2353.t1
OG0001108	SSPN1_27500.5, SSPN1_27500.1, SSPN1_27500.2, SSPN1_27500.3, SSPN1_27500.7, SSPN1_27500.4, SSPN1_27500.6	FhHiC23_g5315.t1, FhHiC23_g5315.t2
OG0001109	SSPN1_36930.1	FhHiC23_g5353.t1
OG0001110	SSPN1_3840.1	FhHiC23_g12675.t1, FhHiC23_g12675.t3, FhHiC23_g12675.t2
OG0001111	SSPN1_47400.2, SSPN1_47400.3, SSPN1_47400.5, SSPN1_47400.6, SSPN1_47400.4, SSPN1_47400.1	FhHiC23_g704.t1, FhHiC23_g704.t2
OG0001112	SSPN1_91980.1, SSPN1_91970.2, SSPN1_91960.1, SSPN1_91970.1	FhHiC23_g9029.t1, FhHiC23_g9029.t2
OG0001113	SSPN1_7720.1	FhHiC23_g13268.t1, FhHiC23_g13268.t2
OG0001114	SSPN1_6590.3, SSPN1_6590.4, SSPN1_6590.1, SSPN1_6590.2	FhHiC23_g12455.t1, FhHiC23_g12454.t1
OG0001115	SSPN1_90800.1, SSPN1_90800.2	FhHiC23_g9413.t1
OG0001116	SSPN1_78840.1, SSPN1_78840.2	FhHiC23_g3848.t1, FhHiC23_g3848.t2
OG0001117	SSPN1_15410.1	FhHiC23_g15056.t1
OG0001118	SSPN1_68630.1, SSPN1_68630.2, SSPN1_68630.3, SSPN1_68620.1	FhHiC23_g858.t1
OG0001119	SSPN1_59500.1	FhHiC23_g7613.t1
OG0001120	SSPN1_30500.1	FhHiC23_g6514.t1, FhHiC23_g6513.t1
OG0001121	SSPN1_54770.4, SSPN1_54770.2, SSPN1_54770.1, SSPN1_54770.3	FhHiC23_g1269.t1
OG0001122	SSPN1_76450.1, SSPN1_76450.2, SSPN1_76450.3	FhHiC23_g1505.t1
OG0001123	SSPN1_87200.1, SSPN1_87200.2, SSPN1_87200.3	FhHiC23_g16262.t1
OG0001124	SSPN1_33080.1	FhHiC23_g4816.t1, FhHiC23_g4816.t2
OG0001125	SSPN1_18290.1, SSPN1_18260.2, SSPN1_18260.1, SSPN1_18260.3	FhHiC23_g15067.t1, FhHiC23_g15283.t1
OG0001126	SSPN1_20330.3, SSPN1_20330.5, SSPN1_20330.1, SSPN1_20330.2, SSPN1_20330.4	FhHiC23_g15149.t1
OG0001127	SSPN1_30820.1	FhHiC23_g5403.t3
OG0001129	SSPN1_33420.1, SSPN1_33410.1, SSPN1_33410.4, SSPN1_33410.6, SSPN1_33410.7, SSPN1_33410.8, SSPN1_33410.2, SSPN1_33410.3, SSPN1_33410.5	FhHiC23_g5851.t1, FhHiC23_g5851.t2
OG0001130	SSPN1_16590.1	FhHiC23_g11767.t1
OG0001131	SSPN1_71120.1, SSPN1_71110.1	FhHiC23_g1578.t1, FhHiC23_g904.t1
OG0001132	SSPN1_80070.1, SSPN1_80070.2	FhHiC23_g4204.t1
OG0001133	SSPN1_14700.2, SSPN1_14700.3, SSPN1_14700.4, SSPN1_14700.1	FhHiC23_g12862.t1, FhHiC23_g12866.t1
OG0001134	SSPN1_59300.1	FhHiC23_g7886.t2, FhHiC23_g7886.t1
OG0001135	SSPN1_36490.2, SSPN1_36490.5, SSPN1_36490.6, SSPN1_36490.1, SSPN1_36490.3, SSPN1_36490.4	FhHiC23_g5147.t1, FhHiC23_g5147.t3, FhHiC23_g5147.t2, FhHiC23_g13641.t1
OG0001136	SSPN1_22820.3, SSPN1_22820.4, SSPN1_22820.2, SSPN1_22820.1, SSPN1_22820.6, SSPN1_22820.5, SSPN1_22820.7, SSPN1_22820.8	FhHiC23_g9049.t1, FhHiC23_g9049.t3, FhHiC23_g9049.t2, FhHiC23_g9048.t1
OG0001137	SSPN1_51740.1, SSPN1_51740.2, SSPN1_51740.3	FhHiC23_g1813.t1, FhHiC23_g4293.t1
OG0001138	SSPN1_10400.2, SSPN1_10400.4, SSPN1_10400.1, SSPN1_10400.3	FhHiC23_g15520.t1, FhHiC23_g15520.t2
OG0001139	SSPN1_33660.1	FhHiC23_g5718.t1
OG0001140	SSPN1_44800.1, SSPN1_44800.2	FhHiC23_g241.t1, FhHiC23_g241.t2
OG0001141	SSPN1_76870.1, SSPN1_76860.1, SSPN1_76860.2	FhHiC23_g1076.t1, FhHiC23_g1076.t2, FhHiC23_g1075.t1
OG0001142	SSPN1_17610.1, SSPN1_17610.2	FhHiC23_g11870.t1
OG0001143	SSPN1_61310.1, SSPN1_18650.1	FhHiC23_g7415.t1
OG0001144	SSPN1_34800.1, SSPN1_34800.2	FhHiC23_g5155.t1
OG0001145	SSPN1_59160.1, SSPN1_59160.2, SSPN1_59160.3	FhHiC23_g7658.t3
OG0001146	SSPN1_4290.1	FhHiC23_g13278.t1
OG0001147	SSPN1_7620.1	FhHiC23_g12808.t1
OG0001148	SSPN1_67890.1	FhHiC23_g381.t1
OG0001149	SSPN1_75270.1	FhHiC23_g1224.t1, FhHiC23_g1224.t2
OG0001150	SSPN1_50300.1, SSPN1_50300.2, SSPN1_50300.3	FhHiC23_g1835.t2, FhHiC23_g1835.t1
OG0001151	SSPN1_86290.1, SSPN1_86290.2	FhHiC23_g16662.t1, FhHiC23_g16661.t1
OG0001152	SSPN1_17410.1, SSPN1_17410.8, SSPN1_17410.4, SSPN1_17410.7, SSPN1_17410.3, SSPN1_17410.5, SSPN1_17410.6, SSPN1_17410.2	FhHiC23_g10976.t1
OG0001153	SSPN1_66610.1	FhHiC23_g6756.t1
OG0001155	SSPN1_46900.1	FhHiC23_g990.t1
OG0001156	SSPN1_7560.1, SSPN1_7560.2, SSPN1_7560.3	FhHiC23_g13609.t1
OG0001157	SSPN1_61280.1	FhHiC23_g7566.t1, FhHiC23_g7566.t2
OG0001158	SSPN1_41080.1, SSPN1_41080.2, SSPN1_41080.3, SSPN1_41080.4, SSPN1_41080.5	FhHiC23_g13969.t1, FhHiC23_g13969.t2, FhHiC23_g13969.t3
OG0001159	SSPN1_88730.1, SSPN1_88730.2	FhHiC23_g15933.t1
OG0001160	SSPN1_9360.1	FhHiC23_g15448.t1
OG0001161	SSPN1_66000.1, SSPN1_59050.1	FhHiC23_g8332.t1, FhHiC23_g8332.t2
OG0001162	SSPN1_35200.1	FhHiC23_g14256.t1
OG0001164	SSPN1_77790.1	FhHiC23_g3712.t1
OG0001165	SSPN1_55600.1	FhHiC23_g7780.t1, FhHiC23_g7779.t1
OG0001166	SSPN1_19510.1, SSPN1_19510.2, SSPN1_19510.3, SSPN1_19510.4, SSPN1_19510.5	FhHiC23_g10639.t2, FhHiC23_g10639.t1
OG0001167	SSPN1_35210.1	FhHiC23_g8877.t2, FhHiC23_g8877.t1
OG0001168	SSPN1_17210.7, SSPN1_17210.1, SSPN1_17210.6, SSPN1_17210.5, SSPN1_17210.3, SSPN1_17210.2, SSPN1_17210.4	FhHiC23_g10761.t1
OG0001169	SSPN1_48500.2, SSPN1_48500.1, SSPN1_48500.5, SSPN1_48500.4, SSPN1_48500.3	FhHiC23_g1122.t1
OG0001170	SSPN1_19180.1, SSPN1_19180.3, SSPN1_19180.4, SSPN1_19180.5, SSPN1_19180.7, SSPN1_19180.2, SSPN1_19180.6	FhHiC23_g11438.t1, FhHiC23_g11438.t2
OG0001171	SSPN1_15120.1, SSPN1_15120.2, SSPN1_15120.3	FhHiC23_g15069.t1, FhHiC23_g15069.t2
OG0001172	SSPN1_63750.1, SSPN1_63750.2	FhHiC23_g4510.t1, FhHiC23_g4510.t2
OG0001173	SSPN1_100.1, SSPN1_1690.1, SSPN1_1690.3, SSPN1_1690.2	FhHiC23_g12817.t1, FhHiC23_g12817.t2
OG0001174	SSPN1_20640.1	FhHiC23_g12471.t1, FhHiC23_g12471.t2
OG0001175	SSPN1_50380.1, SSPN1_50380.2, SSPN1_50380.3	FhHiC23_g2041.t2, FhHiC23_g2041.t1
OG0001176	SSPN1_70550.1	FhHiC23_g2663.t2, FhHiC23_g2663.t1, FhHiC23_g2663.t3
OG0001177	SSPN1_23860.1, SSPN1_23860.2	FhHiC23_g9740.t1
OG0001178	SSPN1_2570.1, SSPN1_2560.1	FhHiC23_g13729.t1
OG0001179	SSPN1_89690.1	FhHiC23_g9508.t1, FhHiC23_g9508.t2
OG0001180	SSPN1_21490.1	FhHiC23_g13376.t1
OG0001181	SSPN1_55580.2, SSPN1_55580.5, SSPN1_55580.6, SSPN1_55580.3, SSPN1_55580.1, SSPN1_55580.4	FhHiC23_g7599.t1
OG0001182	SSPN1_34960.1, SSPN1_34960.2	FhHiC23_g13909.t1
OG0001183	SSPN1_19470.5, SSPN1_19470.4, SSPN1_19470.10, SSPN1_19470.7, SSPN1_19470.8, SSPN1_19470.1, SSPN1_19470.2, SSPN1_19470.6, SSPN1_19470.9, SSPN1_19470.3	FhHiC23_g10990.t1
OG0001184	SSPN1_3420.1	FhHiC23_g12651.t1
OG0001185	SSPN1_19840.1, SSPN1_19840.3, SSPN1_19840.4, SSPN1_19840.2, SSPN1_19840.5	FhHiC23_g13085.t1, FhHiC23_g13087.t2, FhHiC23_g13087.t1, FhHiC23_g4259.t1, FhHiC23_g4260.t1
OG0001186	SSPN1_4780.1	FhHiC23_g13509.t1, FhHiC23_g13509.t2
OG0001187	SSPN1_30210.1, SSPN1_30210.3, SSPN1_30210.2, SSPN1_30210.5, SSPN1_30210.4	FhHiC23_g368.t1, FhHiC23_g5631.t1, FhHiC23_g5631.t2
OG0001188	SSPN1_7860.1, SSPN1_7850.2, SSPN1_7850.4, SSPN1_7850.1, SSPN1_7850.3	FhHiC23_g13489.t2, FhHiC23_g13489.t1, FhHiC23_g13489.t3
OG0001189	SSPN1_16220.2, SSPN1_16220.4, SSPN1_16220.3, SSPN1_16220.1, SSPN1_16220.5	FhHiC23_g10719.t1
OG0001190	SSPN1_34770.1	FhHiC23_g6596.t1
OG0001191	SSPN1_6970.1, SSPN1_6970.2, SSPN1_6970.3	FhHiC23_g10688.t1
OG0001192	SSPN1_41430.1	FhHiC23_g14600.t1
OG0001193	SSPN1_79590.1	FhHiC23_g3600.t1, FhHiC23_g3599.t1
OG0001194	SSPN1_6400.1	FhHiC23_g13585.t1, FhHiC23_g13585.t3, FhHiC23_g13585.t2
OG0001197	SSPN1_21390.6, SSPN1_21390.3, SSPN1_21390.4, SSPN1_21390.5, SSPN1_21390.1, SSPN1_21390.2	FhHiC23_g15701.t1
OG0001202	SSPN1_18010.1, SSPN1_18010.2, SSPN1_18010.3	FhHiC23_g11630.t1, FhHiC23_g11630.t2
OG0001203	SSPN1_1320.1	FhHiC23_g12753.t1
OG0001203	SSPN1_77670.1	FhHiC23_g4036.t1
OG0001204	SSPN1_58190.1	FhHiC23_g7557.t1, FhHiC23_g7557.t2
OG0001205	SSPN1_34580.1, SSPN1_34580.2, SSPN1_34580.3	FhHiC23_g5338.t1
OG0001207	SSPN1_15640.4, SSPN1_15640.1, SSPN1_15640.2, SSPN1_15640.3	FhHiC23_g15577.t1, FhHiC23_g15577.t2
OG0001208	SSPN1_32890.1, SSPN1_32890.2, SSPN1_32890.3	FhHiC23_g14632.t2, FhHiC23_g14632.t1
OG0001209	SSPN1_47150.3, SSPN1_47150.2, SSPN1_47150.4, SSPN1_47150.5, SSPN1_47150.1, SSPN1_47150.6	FhHiC23_g976.t1
OG0001210	SSPN1_89550.1	FhHiC23_g10098.t1
OG0001211	SSPN1_13250.1	FhHiC23_g10685.t1
OG0001212	SSPN1_23550.1, SSPN1_23550.2	FhHiC23_g6150.t1
OG0001213	SSPN1_6770.1, SSPN1_6770.2	FhHiC23_g11965.t1
OG0001214	SSPN1_27350.1	FhHiC23_g6213.t1, FhHiC23_g6213.t2
OG0001215	SSPN1_65540.1, SSPN1_65540.4, SSPN1_65540.2, SSPN1_65540.3	FhHiC23_g8433.t1
OG0001216	SSPN1_25630.1, SSPN1_25630.2	FhHiC23_g10346.t1
OG0001217	SSPN1_70170.1	FhHiC23_g435.t1
OG0001218	SSPN1_17100.5, SSPN1_17100.1, SSPN1_17100.2, SSPN1_17100.3, SSPN1_17100.4	FhHiC23_g11418.t1
OG0001219	SSPN1_270.1	FhHiC23_g12821.t1, FhHiC23_g12821.t2
OG0001220	SSPN1_91320.1, SSPN1_91320.2, SSPN1_91320.3, SSPN1_91320.5, SSPN1_91320.4	FhHiC23_g10412.t1
OG0001221	SSPN1_61690.5, SSPN1_61690.1, SSPN1_61690.6, SSPN1_61690.2, SSPN1_61690.4, SSPN1_61690.3, SSPN1_61690.7	FhHiC23_g7442.t1
OG0001222	SSPN1_88500.1	FhHiC23_g16560.t1
OG0001223	SSPN1_38180.2, SSPN1_38180.1, SSPN1_38180.3, SSPN1_38180.4	FhHiC23_g4936.t1, FhHiC23_g4935.t1, FhHiC23_g4935.t2
OG0001225	SSPN1_56890.1, SSPN1_56890.2, SSPN1_56890.3	FhHiC23_g7081.t1
OG0001226	SSPN1_44590.1	FhHiC23_g206.t1
OG0001227	SSPN1_62260.1	FhHiC23_g7001.t1
OG0001228	SSPN1_43490.1	FhHiC23_g14129.t1, FhHiC23_g14102.t1, FhHiC23_g14100.t1, FhHiC23_g14134.t1, FhHiC23_g14108.t1, FhHiC23_g14109.t1, FhHiC23_g14115.t1, FhHiC23_g14126.t1, FhHiC23_g14131.t1, FhHiC23_g14123.t1, FhHiC23_g14127.t1, FhHiC23_g14132.t1, FhHiC23_g4499.t1, FhHiC23_g14125.t1, FhHiC23_g4498.t1, FhHiC23_g14122.t1, FhHiC23_g14124.t1, FhHiC23_g14118.t1, FhHiC23_g14130.t1
OG0001229	SSPN1_29430.1	FhHiC23_g5603.t1, FhHiC23_g5603.t2
OG0001230	SSPN1_13860.1	FhHiC23_g15009.t1
OG0001231	SSPN1_31470.1	FhHiC23_g5551.t1, FhHiC23_g5551.t2
OG0001232	SSPN1_77750.1, SSPN1_77760.1	FhHiC23_g4104.t1
OG0001233	SSPN1_5830.1	FhHiC23_g13620.t1, FhHiC23_g13619.t1, FhHiC23_g13620.t2
OG0001234	SSPN1_42750.1, SSPN1_42750.2	FhHiC23_g14590.t1
OG0001235	SSPN1_27760.1, SSPN1_27750.2, SSPN1_27750.1, SSPN1_27750.3	FhHiC23_g6098.t1, FhHiC23_g6102.t1, FhHiC23_g6102.t2
OG0001236	SSPN1_60660.1, SSPN1_60660.2	FhHiC23_g7637.t2, FhHiC23_g7637.t1
OG0001237	SSPN1_25590.1, SSPN1_25560.1	FhHiC23_g10491.t1
OG0001238	SSPN1_80670.1, SSPN1_80670.2	FhHiC23_g3520.t1
OG0001239	SSPN1_17130.1, SSPN1_17130.2, SSPN1_17130.3	FhHiC23_g11410.t1, FhHiC23_g11410.t2
OG0001240	SSPN1_52240.1, SSPN1_52240.2	FhHiC23_g178.t1, FhHiC23_g178.t2
OG0001241	SSPN1_64570.1	FhHiC23_g8237.t1
OG0001241	SSPN1_71690.1	FhHiC23_g3364.t1
OG0001242	SSPN1_54380.1	FhHiC23_g2164.t1, FhHiC23_g415.t1, FhHiC23_g11.t1, FhHiC23_g417.t1, FhHiC23_g416.t1
OG0001243	SSPN1_6720.1	FhHiC23_g12197.t1, FhHiC23_g12197.t2, FhHiC23_g12197.t3
OG0001244	SSPN1_86430.1	FhHiC23_g4409.t1, FhHiC23_g8199.t1
OG0001245	SSPN1_16740.1, SSPN1_16750.4, SSPN1_16750.2, SSPN1_16750.3, SSPN1_16750.1, SSPN1_16750.5, SSPN1_16750.6, SSPN1_16760.1	FhHiC23_g11312.t1, FhHiC23_g11312.t4, FhHiC23_g11312.t3, FhHiC23_g11312.t2
OG0001246	SSPN1_37830.1, SSPN1_37830.3, SSPN1_37830.2	FhHiC23_g6259.t1, FhHiC23_g6258.t1
OG0001247	SSPN1_33710.1	FhHiC23_g5459.t1
OG0001248	SSPN1_5550.1, SSPN1_5550.2	FhHiC23_g13056.t1, FhHiC23_g13057.t1
OG0001249	SSPN1_34860.2, SSPN1_34860.3, SSPN1_34860.1, SSPN1_34860.4	FhHiC23_g5900.t1
OG0001250	SSPN1_1970.1, SSPN1_1970.2, SSPN1_1980.1	FhHiC23_g11255.t1
OG0001251	SSPN1_74510.1	FhHiC23_g378.t1, FhHiC23_g378.t2, FhHiC23_g378.t3
OG0001252	SSPN1_50170.2, SSPN1_50170.1	FhHiC23_g1624.t1, FhHiC23_g1624.t2
OG0001253	SSPN1_53060.1	FhHiC23_g850.t1, FhHiC23_g850.t2
OG0001254	SSPN1_38120.1	FhHiC23_g5448.t2, FhHiC23_g5448.t1, FhHiC23_g5448.t3, FhHiC23_g5448.t4
OG0001256	SSPN1_46810.3, SSPN1_46810.1, SSPN1_46810.2	FhHiC23_g3312.t1
OG0001257	SSPN1_25860.1, SSPN1_25860.3, SSPN1_25860.2	FhHiC23_g9477.t1
OG0001258	SSPN1_73910.1	FhHiC23_g774.t1
OG0001259	SSPN1_64700.1, SSPN1_64700.2	FhHiC23_g7609.t2, FhHiC23_g4602.t3, FhHiC23_g4602.t1, FhHiC23_g4602.t2, FhHiC23_g7609.t1, FhHiC23_g4602.t4
OG0001260	SSPN1_1410.1, SSPN1_1410.3, SSPN1_1410.2, SSPN1_1410.4	FhHiC23_g12509.t1, FhHiC23_g12509.t2, FhHiC23_g12508.t2, FhHiC23_g12508.t1
OG0001261	SSPN1_44010.3, SSPN1_44010.4, SSPN1_44010.1, SSPN1_44010.5, SSPN1_44010.2	FhHiC23_g14561.t1
OG0001262	SSPN1_79630.1, SSPN1_79630.4, SSPN1_79630.3, SSPN1_79630.2	FhHiC23_g4162.t1
OG0001263	SSPN1_86310.1, SSPN1_86300.1	FhHiC23_g16663.t1
OG0001264	SSPN1_52090.5, SSPN1_52090.6, SSPN1_52090.8, SSPN1_52090.3, SSPN1_52090.4, SSPN1_52090.2, SSPN1_52090.1, SSPN1_52090.7	FhHiC23_g1581.t1
OG0001265	SSPN1_63280.4, SSPN1_63280.3, SSPN1_63280.1, SSPN1_63280.2	FhHiC23_g7618.t1
OG0001266	SSPN1_67780.1	FhHiC23_g3157.t1
OG0001267	SSPN1_51480.4, SSPN1_51480.5, SSPN1_51480.6, SSPN1_51480.1, SSPN1_51480.2, SSPN1_51480.3, SSPN1_51480.8, SSPN1_51480.10, SSPN1_51480.11, SSPN1_51480.9, SSPN1_51480.7	FhHiC23_g1977.t1
OG0001268	SSPN1_7880.1	FhHiC23_g13820.t1, FhHiC23_g13821.t1
OG0001269	SSPN1_22860.2, SSPN1_22860.1	FhHiC23_g10365.t1, FhHiC23_g10365.t2
OG0001270	SSPN1_87160.2, SSPN1_87160.3, SSPN1_87160.5, SSPN1_87160.1, SSPN1_87160.4, SSPN1_87160.6, SSPN1_87160.7	FhHiC23_g4396.t1
OG0001271	SSPN1_59570.6, SSPN1_59570.1, SSPN1_59570.2, SSPN1_59570.3, SSPN1_59570.4, SSPN1_59570.5, SSPN1_59570.7	FhHiC23_g7132.t1
OG0001272	SSPN1_77260.1, SSPN1_77260.2, SSPN1_77260.3, SSPN1_77260.4	FhHiC23_g543.t1
OG0001273	SSPN1_70880.2, SSPN1_70880.1, SSPN1_70880.3	FhHiC23_g2791.t3, FhHiC23_g2793.t3, FhHiC23_g2793.t1, FhHiC23_g2793.t2, FhHiC23_g2791.t1, FhHiC23_g2791.t2, FhHiC23_g2792.t1
OG0001274	SSPN1_65960.1	FhHiC23_g8222.t1
OG0001275	SSPN1_52610.1	FhHiC23_g1198.t1
OG0001276	SSPN1_60110.1	FhHiC23_g6762.t1
OG0001277	SSPN1_3110.3, SSPN1_3110.1, SSPN1_3110.2	FhHiC23_g10833.t1
OG0001278	SSPN1_87460.1, SSPN1_87460.3, SSPN1_87460.2	FhHiC23_g4402.t2, FhHiC23_g4402.t1
OG0001279	SSPN1_35950.1	FhHiC23_g4944.t1
OG0001280	SSPN1_50050.3, SSPN1_50050.4, SSPN1_50050.5, SSPN1_50050.1, SSPN1_50050.2	FhHiC23_g2210.t1, FhHiC23_g2210.t2
OG0001288	SSPN1_90510.1	FhHiC23_g9111.t1, FhHiC23_g9111.t2
OG0001289	SSPN1_28540.1	FhHiC23_g6217.t1, FhHiC23_g6217.t2
OG0001290	SSPN1_4840.1, SSPN1_4850.1	FhHiC23_g13023.t1
OG0001291	SSPN1_6960.3, SSPN1_6960.5, SSPN1_6960.1, SSPN1_6960.4, SSPN1_6960.2	FhHiC23_g11644.t1
OG0001292	SSPN1_7090.1, SSPN1_7100.1	FhHiC23_g11967.t1, FhHiC23_g11968.t1
OG0001293	SSPN1_53580.1, SSPN1_53590.1	FhHiC23_g1441.t1, FhHiC23_g1443.t1
OG0001294	SSPN1_38670.1	FhHiC23_g5778.t1, FhHiC23_g5778.t2
OG0001295	SSPN1_39030.1, SSPN1_39030.2, SSPN1_39030.3	FhHiC23_g5328.t1, FhHiC23_g6076.t2, FhHiC23_g5329.t1, FhHiC23_g6076.t3, FhHiC23_g6076.t1
OG0001296	SSPN1_7420.1, SSPN1_7420.6, SSPN1_7420.2, SSPN1_7420.3, SSPN1_7420.4, SSPN1_7420.7, SSPN1_7420.5	FhHiC23_g11126.t1
OG0001297	SSPN1_18500.2, SSPN1_18500.1, SSPN1_18500.4, SSPN1_18500.3	FhHiC23_g12110.t1
OG0001298	SSPN1_34690.1, SSPN1_34690.3, SSPN1_34690.4, SSPN1_34690.2	FhHiC23_g5902.t1
OG0001299	SSPN1_38160.1, SSPN1_38170.1	FhHiC23_g4934.t1
OG0001300	SSPN1_5910.1	FhHiC23_g12926.t2, FhHiC23_g12926.t1
OG0001301	SSPN1_52670.1	FhHiC23_g1966.t1
OG0001302	SSPN1_2390.1	FhHiC23_g12384.t1, FhHiC23_g12384.t2
OG0001303	SSPN1_39050.1	FhHiC23_g4775.t1
OG0001304	SSPN1_85410.1, SSPN1_85410.2, SSPN1_85410.3	FhHiC23_g16647.t1
OG0001305	SSPN1_1440.1	FhHiC23_g12504.t2, FhHiC23_g12504.t1
OG0001306	SSPN1_62670.1	FhHiC23_g8150.t1, FhHiC23_g8150.t2
OG0001307	SSPN1_78510.1	FhHiC23_g4116.t1
OG0001307	SSPN1_78490.1	FhHiC23_g3573.t2, FhHiC23_g3573.t1
OG0001308	SSPN1_91280.1, SSPN1_91280.2	FhHiC23_g9383.t1
OG0001309	SSPN1_71210.1	FhHiC23_g2258.t1
OG0001310	SSPN1_26380.1, SSPN1_26390.1, SSPN1_26390.2, SSPN1_26390.4, SSPN1_26390.3	FhHiC23_g9093.t1, FhHiC23_g9093.t4, FhHiC23_g9093.t2, FhHiC23_g9093.t3
OG0001311	SSPN1_42740.1, SSPN1_42740.2	FhHiC23_g14592.t3, FhHiC23_g14592.t1, FhHiC23_g14592.t2
OG0001312	SSPN1_30470.2, SSPN1_30470.8, SSPN1_30470.9, SSPN1_30470.3, SSPN1_30470.4, SSPN1_30470.5, SSPN1_30470.6, SSPN1_30470.7, SSPN1_30470.1	FhHiC23_g5586.t1
OG0001313	SSPN1_40530.4, SSPN1_40530.3, SSPN1_40530.1, SSPN1_40530.2, SSPN1_40530.5	FhHiC23_g14691.t2, FhHiC23_g14691.t1, FhHiC23_g14691.t3
OG0001314	SSPN1_19990.1	FhHiC23_g13334.t1, FhHiC23_g13334.t2
OG0001315	SSPN1_30420.7, SSPN1_30420.3, SSPN1_30420.5, SSPN1_30420.2, SSPN1_30420.1, SSPN1_30420.4, SSPN1_30420.6	FhHiC23_g5052.t1, FhHiC23_g5051.t1
OG0001316	SSPN1_82300.1, SSPN1_82290.1	FhHiC23_g4079.t1
OG0001318	SSPN1_1050.1, SSPN1_1050.4, SSPN1_1050.10, SSPN1_1050.3, SSPN1_1050.8, SSPN1_1050.9, SSPN1_1050.5, SSPN1_1050.6, SSPN1_1050.7, SSPN1_1050.2	FhHiC23_g12572.t1
OG0001319	SSPN1_31430.4, SSPN1_31430.2, SSPN1_31430.1, SSPN1_31430.3	FhHiC23_g6549.t1
OG0001320	SSPN1_60630.1	FhHiC23_g7006.t1
OG0001322	SSPN1_46220.1	FhHiC23_g229.t1
OG0001323	SSPN1_1190.2, SSPN1_1190.1, SSPN1_1190.3	FhHiC23_g12796.t1, FhHiC23_g12796.t2
OG0001324	SSPN1_83690.3, SSPN1_83690.1, SSPN1_83690.2, SSPN1_83690.4	FhHiC23_g4371.t1
OG0001325	SSPN1_92640.1, SSPN1_92640.2, SSPN1_92640.3	FhHiC23_g9619.t1, FhHiC23_g7790.t1, FhHiC23_g7788.t1
OG0001326	SSPN1_51950.1, SSPN1_51950.2, SSPN1_51950.6, SSPN1_51950.7, SSPN1_51950.3, SSPN1_51950.4, SSPN1_51950.5, SSPN1_51950.8	FhHiC23_g868.t1
OG0001327	SSPN1_87710.1	FhHiC23_g16056.t1, FhHiC23_g16056.t2
OG0001328	SSPN1_4390.1	FhHiC23_g13235.t1
OG0001329	SSPN1_6200.5, SSPN1_6200.1, SSPN1_6200.2, SSPN1_6200.3, SSPN1_6200.4	FhHiC23_g12626.t1
OG0001330	SSPN1_29860.1, SSPN1_29860.2, SSPN1_29860.3	FhHiC23_g4987.t1, FhHiC23_g4987.t2
OG0001331	SSPN1_46630.1	FhHiC23_g687.t1, FhHiC23_g686.t1
OG0001332	SSPN1_57210.1	FhHiC23_g6945.t1
OG0001332	SSPN1_69140.2, SSPN1_69140.3, SSPN1_69140.4, SSPN1_69140.5, SSPN1_69140.1	FhHiC23_g2428.t1
OG0001333	SSPN1_65140.1	FhHiC23_g6765.t1
OG0001334	SSPN1_1490.1, SSPN1_1490.2, SSPN1_1490.3, SSPN1_1490.4	FhHiC23_g12518.t1
OG0001335	SSPN1_29710.1	FhHiC23_g5464.t1, FhHiC23_g5465.t1
OG0001336	SSPN1_44810.2, SSPN1_44810.1, SSPN1_44820.1	FhHiC23_g245.t2, FhHiC23_g245.t1
OG0001337	SSPN1_52070.1, SSPN1_52070.2	FhHiC23_g719.t1, FhHiC23_g719.t2
OG0001338	SSPN1_33830.1	FhHiC23_g4737.t1
OG0001339	SSPN1_19290.1	FhHiC23_g11824.t1, FhHiC23_g11824.t2, FhHiC23_g13224.t1
OG0001340	SSPN1_21570.2, SSPN1_21570.1, SSPN1_21570.3, SSPN1_21570.4, SSPN1_21570.6, SSPN1_21570.7, SSPN1_21570.5	FhHiC23_g13480.t1
OG0001341	SSPN1_74100.3, SSPN1_74100.5, SSPN1_74100.6, SSPN1_74100.2, SSPN1_74100.7, SSPN1_74100.4, SSPN1_74100.1, SSPN1_74100.8	FhHiC23_g3143.t1
OG0001342	SSPN1_50740.1	FhHiC23_g2119.t2, FhHiC23_g2119.t1, FhHiC23_g2119.t3
OG0001343	SSPN1_69170.1, SSPN1_69170.8, SSPN1_69170.5, SSPN1_69170.7, SSPN1_69170.4, SSPN1_69170.2, SSPN1_69170.3, SSPN1_69170.6	FhHiC23_g2823.t1, FhHiC23_g2823.t2
OG0001344	SSPN1_74160.3, SSPN1_74160.1, SSPN1_74160.2, SSPN1_74160.4	FhHiC23_g2301.t2, FhHiC23_g2301.t1
