Orthogroup	schistosoma_spindale	schistosoma_haematobium
OG0001058	SSPN1_63310.1, SSPN1_63310.2, SSPN1_63310.3	SHAE2_65000.1
OG0001059	SSPN1_13750.3, SSPN1_13750.4	SHAE2_19150.1
OG0001060	SSPN1_65520.1, SSPN1_65520.2, SSPN1_65520.3	SHAE2_67970.4, SHAE2_67970.5, SHAE2_67970.7, SHAE2_67970.3, SHAE2_67970.2, SHAE2_67970.6, SHAE2_67970.1
OG0001061	SSPN1_19490.1, SSPN1_19490.2	SHAE2_12890.1, SHAE2_12860.1, SHAE2_12880.1, SHAE2_12880.2
OG0001062	SSPN1_47260.10, SSPN1_47260.8, SSPN1_47260.7, SSPN1_47260.9, SSPN1_47260.3, SSPN1_47260.6, SSPN1_47260.2, SSPN1_47260.5, SSPN1_47260.1, SSPN1_47260.4	SHAE2_52070.1, SHAE2_52120.1, SHAE2_52120.2
OG0001063	SSPN1_81480.1, SSPN1_81480.2, SSPN1_81460.1, SSPN1_81450.1, SSPN1_81430.1	SHAE2_89860.1
OG0001064	SSPN1_46230.1, SSPN1_46230.2, SSPN1_46230.3	SHAE2_51020.1
OG0001065	SSPN1_27980.1	SHAE2_31330.1
OG0001065	SSPN1_27990.1	SHAE2_31340.1, SHAE2_31340.2
OG0001065	SSPN1_28000.1	SHAE2_31350.1, SHAE2_31350.2
OG0001066	SSPN1_20390.2	SHAE2_11910.3, SHAE2_11910.4
OG0001066	SSPN1_20390.3	SHAE2_11910.2
OG0001067	SSPN1_91820.1	SHAE2_100600.1, SHAE2_100620.1, SHAE2_100620.2
OG0001068	SSPN1_73020.1	SHAE2_80390.1, SHAE2_80390.4, SHAE2_80390.2, SHAE2_80390.3
OG0001070	SSPN1_61020.1, SSPN1_61020.2, SSPN1_61020.3	SHAE2_67410.1
OG0001070	SSPN1_73450.1	SHAE2_80760.1
OG0001071	SSPN1_59460.1, SSPN1_59460.2	SHAE2_69440.2, SHAE2_69440.4, SHAE2_69440.1, SHAE2_69440.3
OG0001072	SSPN1_40950.1, SSPN1_40950.2	SHAE2_45110.10, SHAE2_45110.11, SHAE2_45110.3, SHAE2_45110.5, SHAE2_45110.9, SHAE2_45110.8, SHAE2_45110.7, SHAE2_45110.2, SHAE2_45110.4, SHAE2_45110.1, SHAE2_45110.12, SHAE2_45110.6
OG0001073	SSPN1_13920.1	SHAE2_18960.1, SHAE2_18960.3, SHAE2_18960.4, SHAE2_18960.5, SHAE2_18960.7, SHAE2_18960.11, SHAE2_18960.9, SHAE2_18960.8, SHAE2_18960.12, SHAE2_18960.2, SHAE2_18960.10, SHAE2_18960.6
OG0001074	SSPN1_26440.2, SSPN1_26440.3, SSPN1_26440.4, SSPN1_26440.1	SHAE2_29780.5, SHAE2_29780.4, SHAE2_29780.8, SHAE2_29780.2, SHAE2_29780.7, SHAE2_29780.6, SHAE2_29780.1, SHAE2_29780.3
OG0001075	SSPN1_62290.1	SHAE2_65990.2, SHAE2_65990.1
OG0001076	SSPN1_44890.1, SSPN1_44890.3, SSPN1_44890.2, SSPN1_44890.4	SHAE2_49650.1, SHAE2_49650.2, SHAE2_49650.3
OG0001077	SSPN1_48470.1	SHAE2_53350.1
OG0001078	SSPN1_62940.1	SHAE2_65410.3, SHAE2_65410.1, SHAE2_65410.5, SHAE2_65410.2, SHAE2_65410.4, SHAE2_65410.6, SHAE2_65410.7, SHAE2_65410.8
OG0001079	SSPN1_72520.1	SHAE2_79840.1, SHAE2_79840.2, SHAE2_79840.3
OG0001080	SSPN1_70950.4, SSPN1_70950.1, SSPN1_70950.3, SSPN1_70950.2, SSPN1_70950.5	SHAE2_78270.2, SHAE2_78270.1, SHAE2_78270.3
OG0001081	SSPN1_36990.1	SHAE2_36740.3, SHAE2_36740.2, SHAE2_36740.1, SHAE2_36740.4
OG0001082	SSPN1_47080.1, SSPN1_47080.2, SSPN1_47080.3	SHAE2_51910.1
OG0001083	SSPN1_90830.2, SSPN1_90830.3, SSPN1_90830.1, SSPN1_90830.4	SHAE2_99710.3, SHAE2_99710.1, SHAE2_99710.2, SHAE2_99710.4
OG0001085	SSPN1_91810.1, SSPN1_91810.2	SHAE2_100840.8, SHAE2_100840.1, SHAE2_100840.2, SHAE2_100840.3, SHAE2_100840.4, SHAE2_100840.6, SHAE2_100840.7, SHAE2_100840.5
OG0001086	SSPN1_68970.1	SHAE2_76120.6, SHAE2_76120.7, SHAE2_76120.1, SHAE2_76120.2, SHAE2_76120.5, SHAE2_76120.3, SHAE2_76120.4
OG0001087	SSPN1_49580.1	SHAE2_54550.1
OG0001087	SSPN1_34600.1	SHAE2_39230.1
OG0001088	SSPN1_23640.1, SSPN1_23640.2, SSPN1_23640.3	SHAE2_26870.1
OG0001089	SSPN1_59480.1	SHAE2_69420.2, SHAE2_69420.4, SHAE2_69420.1, SHAE2_69420.3
OG0001090	SSPN1_92530.1	SHAE2_101540.1, SHAE2_101540.2, SHAE2_101540.3, SHAE2_101540.4, SHAE2_101540.5, SHAE2_101540.6
OG0001091	SSPN1_46970.1	SHAE2_51800.1, SHAE2_51800.2, SHAE2_51800.3, SHAE2_51800.6, SHAE2_51800.7, SHAE2_51800.4, SHAE2_51800.5, SHAE2_51800.8
OG0001092	SSPN1_67080.1, SSPN1_67080.2, SSPN1_67080.3, SSPN1_67080.4, SSPN1_67080.5	SHAE2_74140.1
OG0001093	SSPN1_78400.1	SHAE2_85740.1
OG0001094	SSPN1_34310.1, SSPN1_34310.2, SSPN1_34310.3	SHAE2_39600.2, SHAE2_39600.1, SHAE2_39600.3
OG0001095	SSPN1_49300.1	SHAE2_54250.1, SHAE2_54250.2, SHAE2_54250.7, SHAE2_54250.10, SHAE2_54250.3, SHAE2_54250.4, SHAE2_54250.6, SHAE2_54250.9, SHAE2_54250.5, SHAE2_54250.11, SHAE2_54250.8
OG0001096	SSPN1_12310.1, SSPN1_12310.2	SHAE2_21620.5, SHAE2_21620.1, SHAE2_21620.3, SHAE2_21620.2, SHAE2_21620.4, SHAE2_21620.6
OG0001097	SSPN1_66810.2, SSPN1_66810.3, SSPN1_66810.1, SSPN1_66810.4	SHAE2_73840.3, SHAE2_73840.2, SHAE2_73840.5, SHAE2_73840.1, SHAE2_73840.4
OG0001098	SSPN1_38930.1, SSPN1_38930.5, SSPN1_38930.6, SSPN1_38930.3, SSPN1_38930.2, SSPN1_38930.4	SHAE2_34190.2, SHAE2_34190.1
OG0001099	SSPN1_88890.1	SHAE2_97740.1
OG0001099	SSPN1_88880.1, SSPN1_88880.2	SHAE2_97750.1, SHAE2_97750.2
OG0001100	SSPN1_60390.6, SSPN1_60390.2, SSPN1_60390.1, SSPN1_60390.3, SSPN1_60390.4, SSPN1_60390.5	SHAE2_72500.3, SHAE2_72500.5, SHAE2_72500.4, SHAE2_72500.1, SHAE2_72500.2
OG0001101	SSPN1_44370.1	SHAE2_49190.1, SHAE2_49160.1
OG0001102	SSPN1_61720.1	SHAE2_66600.2, SHAE2_66600.4, SHAE2_66600.3, SHAE2_66600.7, SHAE2_66600.5, SHAE2_66600.6, SHAE2_66600.1, SHAE2_66600.9, SHAE2_66600.8
OG0001103	SSPN1_90710.1	SHAE2_99580.1, SHAE2_99580.2, SHAE2_99580.3, SHAE2_99580.4, SHAE2_99580.5
OG0001104	SSPN1_61740.1	SHAE2_66580.5, SHAE2_66580.4, SHAE2_66580.3, SHAE2_66580.2, SHAE2_66580.1, SHAE2_66580.6
OG0001105	SSPN1_38860.1	SHAE2_34300.1, SHAE2_34300.2, SHAE2_34300.4, SHAE2_34300.5, SHAE2_34300.6, SHAE2_34300.7, SHAE2_34300.8, SHAE2_34300.3
OG0001106	SSPN1_66010.2, SSPN1_66010.1, SSPN1_66010.3	SHAE2_72950.3, SHAE2_72950.6, SHAE2_72950.4, SHAE2_72950.1, SHAE2_72950.2, SHAE2_72950.5
OG0001107	SSPN1_49710.1	SHAE2_54690.1, SHAE2_54690.2, SHAE2_54690.3
OG0001108	SSPN1_27500.5, SSPN1_27500.1, SSPN1_27500.2, SSPN1_27500.3, SSPN1_27500.7, SSPN1_27500.4, SSPN1_27500.6	SHAE2_30880.2, SHAE2_30880.3, SHAE2_30880.4, SHAE2_30880.1
OG0001109	SSPN1_36930.1	SHAE2_36810.1, SHAE2_36810.2
OG0001110	SSPN1_3840.1	SHAE2_4450.2, SHAE2_4450.3, SHAE2_4450.1, SHAE2_4450.4
OG0001111	SSPN1_47400.2, SSPN1_47400.3, SSPN1_47400.5, SSPN1_47400.6, SSPN1_47400.4, SSPN1_47400.1	SHAE2_52220.1
OG0001112	SSPN1_91980.1	SHAE2_101020.1
OG0001112	SSPN1_91970.2, SSPN1_91960.1, SSPN1_91970.1	SHAE2_100990.1, SHAE2_101000.1
OG0001113	SSPN1_7720.1	SHAE2_8320.1, SHAE2_8320.3, SHAE2_8320.2
OG0001114	SSPN1_6590.1, SSPN1_6590.2	SHAE2_7160.1
OG0001115	SSPN1_90800.1, SSPN1_90800.2	SHAE2_99680.1
OG0001116	SSPN1_78840.1, SSPN1_78840.2	SHAE2_86210.1
OG0001117	SSPN1_15410.1	SHAE2_17240.3, SHAE2_17240.5, SHAE2_17240.7, SHAE2_17240.8, SHAE2_17240.1, SHAE2_17240.6, SHAE2_17240.4, SHAE2_17240.2
OG0001118	SSPN1_68630.1, SSPN1_68630.2, SSPN1_68630.3	SHAE2_75760.1
OG0001118	SSPN1_68620.1	SHAE2_75770.1
OG0001119	SSPN1_59500.1	SHAE2_69390.1
OG0001120	SSPN1_30500.1	SHAE2_33860.3, SHAE2_33860.5, SHAE2_33860.1, SHAE2_33860.2, SHAE2_33860.4, SHAE2_33860.7, SHAE2_33860.6
OG0001121	SSPN1_54770.4, SSPN1_54770.2, SSPN1_54770.1, SSPN1_54770.3	SHAE2_60250.2, SHAE2_60250.1, SHAE2_60250.3, SHAE2_60250.4
OG0001122	SSPN1_76450.1, SSPN1_76450.2, SSPN1_76450.3	SHAE2_103440.1, SHAE2_103440.2
OG0001123	SSPN1_87200.1, SSPN1_87200.2, SSPN1_87200.3	SHAE2_95920.3, SHAE2_95920.1, SHAE2_95920.2
OG0001124	SSPN1_33080.1	SHAE2_40830.1
OG0001125	SSPN1_18290.1, SSPN1_18260.2, SSPN1_18260.1, SSPN1_18260.3	SHAE2_15580.1, SHAE2_15620.1, SHAE2_15620.2
OG0001126	SSPN1_20330.1, SSPN1_20330.2, SSPN1_20330.4	SHAE2_11970.15, SHAE2_11970.16, SHAE2_11970.18, SHAE2_11970.3, SHAE2_11970.4, SHAE2_11970.5, SHAE2_11970.6, SHAE2_11970.2, SHAE2_11970.8
OG0001127	SSPN1_30820.1	SHAE2_43070.1, SHAE2_43070.2, SHAE2_43070.3
OG0001128	SSPN1_73290.1	SHAE2_80610.1
OG0001129	SSPN1_33410.1, SSPN1_33410.4, SSPN1_33410.6, SSPN1_33410.7, SSPN1_33410.8, SSPN1_33410.2, SSPN1_33410.3, SSPN1_33410.5	SHAE2_40520.3, SHAE2_40520.2, SHAE2_40520.1, SHAE2_40520.4
OG0001130	SSPN1_16590.1	SHAE2_13820.1, SHAE2_13820.2, SHAE2_13820.7, SHAE2_13820.6, SHAE2_13820.8, SHAE2_13820.9, SHAE2_13820.5, SHAE2_13820.3, SHAE2_13820.4
OG0001131	SSPN1_71120.1	SHAE2_78420.1
OG0001131	SSPN1_71110.1	SHAE2_78410.1
OG0001132	SSPN1_80070.1, SSPN1_80070.2	SHAE2_87800.4, SHAE2_87800.6, SHAE2_87800.5, SHAE2_87800.1, SHAE2_87800.2, SHAE2_87800.3, SHAE2_87800.7
OG0001133	SSPN1_92540.1	SHAE2_101550.1
OG0001133	SSPN1_14700.2, SSPN1_14700.3, SSPN1_14700.4, SSPN1_14700.1	SHAE2_18010.1
OG0001134	SSPN1_59300.1	SHAE2_69600.5, SHAE2_69600.1, SHAE2_69600.4, SHAE2_69600.2, SHAE2_69600.6, SHAE2_69600.3
OG0001135	SSPN1_36490.2, SSPN1_36490.5, SSPN1_36490.6, SSPN1_36490.1, SSPN1_36490.3, SSPN1_36490.4	SHAE2_37250.3, SHAE2_37250.1, SHAE2_37250.2
OG0001136	SSPN1_22820.3, SSPN1_22820.4, SSPN1_22820.2, SSPN1_22820.1, SSPN1_22820.6, SSPN1_22820.5, SSPN1_22820.7, SSPN1_22820.8	SHAE2_26110.1
OG0001137	SSPN1_51740.1, SSPN1_51740.2, SSPN1_51740.3	SHAE2_56760.5, SHAE2_56760.6, SHAE2_56760.7, SHAE2_56760.1, SHAE2_56760.4, SHAE2_56760.8
OG0001138	SSPN1_10400.2, SSPN1_10400.4, SSPN1_10400.1, SSPN1_10400.3	SHAE2_22740.1
OG0001139	SSPN1_33660.1	SHAE2_40230.9, SHAE2_40230.1, SHAE2_40230.4, SHAE2_40230.5, SHAE2_40230.7, SHAE2_40230.8, SHAE2_40230.3, SHAE2_40230.6, SHAE2_40230.2
OG0001140	SSPN1_44800.1, SSPN1_44800.2	SHAE2_49560.3, SHAE2_49560.4, SHAE2_49560.2, SHAE2_49560.1
OG0001141	SSPN1_76870.1, SSPN1_76860.1, SSPN1_76860.2	SHAE2_84270.1, SHAE2_84280.1
OG0001142	SSPN1_17610.1, SSPN1_17610.2	SHAE2_14830.6, SHAE2_14830.5, SHAE2_14830.1, SHAE2_14830.3, SHAE2_14830.4, SHAE2_14830.2, SHAE2_14810.1
OG0001143	SSPN1_61310.1, SSPN1_18650.1	SHAE2_66990.9, SHAE2_66990.7, SHAE2_66990.10, SHAE2_66990.2, SHAE2_66990.8, SHAE2_66990.1, SHAE2_66990.5, SHAE2_66990.6, SHAE2_66990.3, SHAE2_66990.4
OG0001144	SSPN1_34800.1, SSPN1_34800.2	SHAE2_39010.1, SHAE2_39010.2, SHAE2_39010.3, SHAE2_39010.4, SHAE2_39010.5, SHAE2_39010.6
OG0001145	SSPN1_59160.1, SSPN1_59160.2, SSPN1_59160.3	SHAE2_69750.2, SHAE2_69750.6, SHAE2_69750.1, SHAE2_69750.3, SHAE2_69750.4, SHAE2_69750.5
OG0001146	SSPN1_4290.1	SHAE2_4940.1, SHAE2_4940.4, SHAE2_4940.2, SHAE2_4940.3, SHAE2_4940.5, SHAE2_4940.6, SHAE2_4940.7, SHAE2_4940.8
OG0001147	SSPN1_7620.1	SHAE2_8220.1, SHAE2_8220.2, SHAE2_8220.3
OG0001148	SSPN1_67890.1	SHAE2_74940.2, SHAE2_74940.1, SHAE2_74940.3
OG0001149	SSPN1_75270.1	SHAE2_82610.1, SHAE2_82610.2, SHAE2_82610.5, SHAE2_82610.7, SHAE2_82610.6, SHAE2_82610.4, SHAE2_82610.3
OG0001150	SSPN1_50300.1, SSPN1_50300.2, SSPN1_50300.3	SHAE2_55310.1, SHAE2_55310.2, SHAE2_55310.3
OG0001151	SSPN1_86290.1, SSPN1_86290.2	SHAE2_95190.2, SHAE2_95190.1
OG0001153	SSPN1_66610.1	SHAE2_73650.4, SHAE2_73650.6, SHAE2_73650.7, SHAE2_73650.5, SHAE2_73650.2, SHAE2_73650.1, SHAE2_73650.3
OG0001154	SSPN1_42540.1	SHAE2_46790.1, SHAE2_46820.1
OG0001155	SSPN1_46900.1	SHAE2_51710.1
OG0001156	SSPN1_7560.1, SSPN1_7560.2, SSPN1_7560.3	SHAE2_8160.1, SHAE2_8160.2
OG0001157	SSPN1_61280.1	SHAE2_67020.1
OG0001158	SSPN1_41080.1, SSPN1_41080.2, SSPN1_41080.3, SSPN1_41080.4, SSPN1_41080.5	SHAE2_45240.1, SHAE2_45240.2, SHAE2_45240.3, SHAE2_45240.4
OG0001159	SSPN1_88730.1, SSPN1_88730.2	SHAE2_97930.6, SHAE2_97930.7, SHAE2_97930.3, SHAE2_97930.4, SHAE2_97930.5, SHAE2_97930.8, SHAE2_97930.1, SHAE2_97930.2
OG0001160	SSPN1_9360.1	SHAE2_21980.1
OG0001161	SSPN1_66000.1	SHAE2_72940.1
OG0001161	SSPN1_59050.1	SHAE2_69860.1, SHAE2_69860.2
OG0001162	SSPN1_35200.1	SHAE2_38550.3, SHAE2_38550.2, SHAE2_38550.4, SHAE2_38550.6, SHAE2_38550.1, SHAE2_38550.5
OG0001164	SSPN1_77790.1	SHAE2_85280.2, SHAE2_85280.1
OG0001165	SSPN1_55600.1	SHAE2_61540.1, SHAE2_61540.2
OG0001166	SSPN1_19510.4, SSPN1_19510.5	SHAE2_12840.1, SHAE2_12840.2, SHAE2_12840.5, SHAE2_12840.3, SHAE2_12840.4
OG0001167	SSPN1_35210.1	SHAE2_38540.6, SHAE2_38540.1, SHAE2_38540.2, SHAE2_38540.4, SHAE2_38540.5, SHAE2_38540.3, SHAE2_38540.7
OG0001168	SSPN1_17210.7, SSPN1_17210.1, SSPN1_17210.6, SSPN1_17210.5, SSPN1_17210.3, SSPN1_17210.2, SSPN1_17210.4	SHAE2_14400.1
OG0001169	SSPN1_48500.2, SSPN1_48500.1, SSPN1_48500.5, SSPN1_48500.4, SSPN1_48500.3	SHAE2_53380.6, SHAE2_53380.8, SHAE2_53380.7, SHAE2_53380.10, SHAE2_53380.3, SHAE2_53380.4, SHAE2_53380.2, SHAE2_53380.9, SHAE2_53380.1, SHAE2_53380.5
OG0001170	SSPN1_19180.1, SSPN1_19180.3, SSPN1_19180.4, SSPN1_19180.5, SSPN1_19180.7, SSPN1_19180.2, SSPN1_19180.6	SHAE2_13210.3, SHAE2_13210.2, SHAE2_13210.1, SHAE2_13210.4
OG0001171	SSPN1_15120.1, SSPN1_15120.2, SSPN1_15120.3	SHAE2_17540.7, SHAE2_17540.3, SHAE2_17540.2, SHAE2_17540.4, SHAE2_17540.6, SHAE2_17540.1, SHAE2_17540.5
OG0001172	SSPN1_63750.1, SSPN1_63750.2	SHAE2_64570.1
OG0001173	SSPN1_100.1, SSPN1_1690.1, SSPN1_1690.3, SSPN1_1690.2	SHAE2_2040.1
OG0001174	SSPN1_20640.1	SHAE2_11650.1
OG0001175	SSPN1_50380.1, SSPN1_50380.2, SSPN1_50380.3	SHAE2_55380.1, SHAE2_55380.2, SHAE2_55380.3, SHAE2_55380.4, SHAE2_55380.5, SHAE2_55380.6
OG0001176	SSPN1_70550.1	SHAE2_77870.1, SHAE2_77870.2, SHAE2_77870.4, SHAE2_77870.3
OG0001177	SSPN1_23860.1, SSPN1_23860.2	SHAE2_103260.1, SHAE2_27100.1, SHAE2_27100.2
OG0001178	SSPN1_2570.1	SHAE2_2920.1
OG0001178	SSPN1_2560.1	SHAE2_2910.1, SHAE2_2910.2, SHAE2_2910.4, SHAE2_2910.3
OG0001179	SSPN1_89690.1	SHAE2_98480.1, SHAE2_98480.2
OG0001180	SSPN1_21490.1	SHAE2_11290.4, SHAE2_11290.1, SHAE2_11290.3, SHAE2_11290.6, SHAE2_11290.2, SHAE2_11290.5
OG0001181	SSPN1_55580.2, SSPN1_55580.5, SSPN1_55580.6, SSPN1_55580.3, SSPN1_55580.1, SSPN1_55580.4	SHAE2_61600.1
OG0001182	SSPN1_34960.1, SSPN1_34960.2	SHAE2_38800.1
OG0001184	SSPN1_3420.1	SHAE2_4040.1, SHAE2_4040.2, SHAE2_4040.3
OG0001185	SSPN1_19840.1, SSPN1_19840.3, SSPN1_19840.4, SSPN1_19840.2, SSPN1_19840.5	SHAE2_12490.2, SHAE2_12490.1, SHAE2_12490.3
OG0001186	SSPN1_4780.1	SHAE2_5460.1, SHAE2_5460.2, SHAE2_5460.3
OG0001187	SSPN1_30210.1, SSPN1_30210.3, SSPN1_30210.2, SSPN1_30210.5, SSPN1_30210.4	SHAE2_33600.3, SHAE2_33600.1, SHAE2_33600.2, SHAE2_33600.5, SHAE2_33600.4
OG0001188	SSPN1_7860.1, SSPN1_7850.2, SSPN1_7850.4, SSPN1_7850.1, SSPN1_7850.3	SHAE2_8460.1, SHAE2_8460.2, SHAE2_8460.3
OG0001189	SSPN1_16220.2, SSPN1_16220.4, SSPN1_16220.3, SSPN1_16220.1, SSPN1_16220.5	SHAE2_16220.1
OG0001190	SSPN1_34770.1	SHAE2_39030.1, SHAE2_39030.2, SHAE2_39030.3, SHAE2_39030.4, SHAE2_39030.6, SHAE2_39030.5
OG0001191	SSPN1_6970.3	SHAE2_7530.2, SHAE2_7530.3, SHAE2_7530.4, SHAE2_7530.5
OG0001192	SSPN1_41430.1	SHAE2_45570.2, SHAE2_45570.1, SHAE2_45570.7, SHAE2_45570.8, SHAE2_45570.3, SHAE2_45570.4, SHAE2_45570.5, SHAE2_45570.6
OG0001193	SSPN1_79590.1	SHAE2_87070.4, SHAE2_87070.5, SHAE2_87070.2, SHAE2_87070.3, SHAE2_87070.1
OG0001194	SSPN1_6400.1	SHAE2_7020.5, SHAE2_7020.6, SHAE2_7020.3, SHAE2_7020.4, SHAE2_7020.2, SHAE2_7020.7, SHAE2_7020.1
OG0001197	SSPN1_21390.6, SSPN1_21390.3, SSPN1_21390.4, SSPN1_21390.5, SSPN1_21390.1, SSPN1_21390.2	SHAE2_24140.1, SHAE2_24140.3, SHAE2_24140.2, SHAE2_24140.4, SHAE2_24140.5
OG0001198	SSPN1_79300.1, SSPN1_79300.2, SSPN1_79300.3, SSPN1_79300.4	SHAE2_86750.1, SHAE2_86750.2, SHAE2_86750.3, SHAE2_86750.4, SHAE2_86750.5
OG0001199	SSPN1_76810.1	SHAE2_84180.1
OG0001202	SSPN1_18010.1, SSPN1_18010.2, SSPN1_18010.3	SHAE2_15270.1, SHAE2_15270.2, SHAE2_15270.3
OG0001203	SSPN1_1320.1	SHAE2_1690.1
OG0001203	SSPN1_77670.1	SHAE2_85070.1
OG0001204	SSPN1_58190.1	SHAE2_70850.2, SHAE2_70850.4, SHAE2_70850.5, SHAE2_70850.1, SHAE2_70850.3
OG0001205	SSPN1_34580.1, SSPN1_34580.2, SSPN1_34580.3	SHAE2_39250.4, SHAE2_39250.5, SHAE2_39250.6, SHAE2_39250.1, SHAE2_39250.3, SHAE2_39250.2
OG0001207	SSPN1_15640.4, SSPN1_15640.1, SSPN1_15640.2, SSPN1_15640.3	SHAE2_16810.3, SHAE2_16810.4, SHAE2_16810.6, SHAE2_16810.5, SHAE2_16810.2, SHAE2_16810.7, SHAE2_16810.1
OG0001208	SSPN1_32890.1, SSPN1_32890.2, SSPN1_32890.3	SHAE2_41000.4, SHAE2_41000.1, SHAE2_41000.2, SHAE2_41000.3
OG0001209	SSPN1_47150.3, SSPN1_47150.2, SSPN1_47150.4, SSPN1_47150.5, SSPN1_47150.1, SSPN1_47150.6	SHAE2_51970.1, SHAE2_51970.4, SHAE2_51970.2, SHAE2_51970.3, SHAE2_51970.5
OG0001210	SSPN1_89550.1	SHAE2_98630.6, SHAE2_98630.1, SHAE2_98630.2, SHAE2_98630.4, SHAE2_98630.5, SHAE2_98630.3
OG0001211	SSPN1_13250.1	SHAE2_19720.1, SHAE2_19720.2, SHAE2_19720.3, SHAE2_19720.4, SHAE2_19720.6, SHAE2_19720.7, SHAE2_19720.5
OG0001212	SSPN1_23550.1, SSPN1_23550.2	SHAE2_26780.1, SHAE2_26780.2, SHAE2_26780.3, SHAE2_26780.4, SHAE2_26780.5
OG0001213	SSPN1_6770.1, SSPN1_6770.2	SHAE2_7340.1, SHAE2_7340.4, SHAE2_7340.6, SHAE2_7340.3, SHAE2_7340.2, SHAE2_7340.5
OG0001214	SSPN1_27350.1	SHAE2_30720.10, SHAE2_30720.11, SHAE2_30720.3, SHAE2_30720.4, SHAE2_30720.6, SHAE2_30720.9, SHAE2_30720.12, SHAE2_30720.2, SHAE2_30720.5, SHAE2_30720.7, SHAE2_30720.8, SHAE2_30720.1
OG0001215	SSPN1_65540.1, SSPN1_65540.4, SSPN1_65540.2, SSPN1_65540.3	SHAE2_67950.2, SHAE2_67950.3, SHAE2_67950.1, SHAE2_67950.4
OG0001216	SSPN1_25630.1, SSPN1_25630.2	SHAE2_28970.1
OG0001217	SSPN1_70170.1	SHAE2_77470.1, SHAE2_77470.2
OG0001218	SSPN1_17100.5, SSPN1_17100.1, SSPN1_17100.2, SSPN1_17100.3, SSPN1_17100.4	SHAE2_14300.1
OG0001219	SSPN1_270.1	SHAE2_1490.1, SHAE2_1490.2, SHAE2_1490.3, SHAE2_1490.4
OG0001220	SSPN1_91320.1, SSPN1_91320.2, SSPN1_91320.3, SSPN1_91320.5, SSPN1_91320.4	SHAE2_100300.3, SHAE2_100300.4, SHAE2_100300.5, SHAE2_100300.1, SHAE2_100300.2, SHAE2_100300.6
OG0001221	SSPN1_61690.5	SHAE2_66630.4, SHAE2_66630.5
OG0001221	SSPN1_61690.1, SSPN1_61690.6, SSPN1_61690.2, SSPN1_61690.4, SSPN1_61690.3, SSPN1_61690.7	SHAE2_66630.1, SHAE2_66630.2, SHAE2_66630.3
OG0001222	SSPN1_88500.1	SHAE2_97330.1
OG0001223	SSPN1_38180.2, SSPN1_38180.1, SSPN1_38180.3, SSPN1_38180.4	SHAE2_35000.4, SHAE2_35000.2, SHAE2_35000.3, SHAE2_35000.1
OG0001225	SSPN1_56890.1, SSPN1_56890.2, SSPN1_56890.3	SHAE2_62820.6, SHAE2_62820.7, SHAE2_62820.3, SHAE2_62820.2, SHAE2_62820.4, SHAE2_62820.1, SHAE2_62820.5
OG0001226	SSPN1_44590.1	SHAE2_48780.1
OG0001227	SSPN1_62260.1	SHAE2_66010.4, SHAE2_66010.2, SHAE2_66010.6, SHAE2_66010.1, SHAE2_66010.3
OG0001228	SSPN1_43490.1	SHAE2_47850.1
OG0001229	SSPN1_29430.1	SHAE2_32730.1, SHAE2_32730.2, SHAE2_32730.3, SHAE2_32730.4
OG0001230	SSPN1_13860.1	SHAE2_19040.6, SHAE2_19040.1, SHAE2_19040.5, SHAE2_19040.2, SHAE2_19040.3, SHAE2_19040.4
OG0001231	SSPN1_31470.1	SHAE2_42430.3, SHAE2_42430.4, SHAE2_42430.7, SHAE2_42430.8, SHAE2_42430.1, SHAE2_42430.2, SHAE2_42430.5, SHAE2_42430.6
OG0001232	SSPN1_77750.1	SHAE2_85210.1
OG0001232	SSPN1_77760.1	SHAE2_85240.1
OG0001233	SSPN1_5830.1	SHAE2_6450.1, SHAE2_6450.2, SHAE2_6450.3
OG0001234	SSPN1_42750.1, SSPN1_42750.2	SHAE2_47000.1, SHAE2_47000.2, SHAE2_47000.3, SHAE2_47000.4
OG0001235	SSPN1_27760.1	SHAE2_31120.1
OG0001235	SSPN1_27750.2, SSPN1_27750.1, SSPN1_27750.3	SHAE2_31110.1
OG0001236	SSPN1_60660.1, SSPN1_60660.2	SHAE2_67670.1, SHAE2_67670.4, SHAE2_67670.2, SHAE2_67670.3
OG0001237	SSPN1_25590.1	SHAE2_28930.1
OG0001237	SSPN1_25560.1	SHAE2_28850.1
OG0001238	SSPN1_80670.1, SSPN1_80670.2	SHAE2_89190.2, SHAE2_89190.1, SHAE2_89190.4, SHAE2_89190.3
OG0001239	SSPN1_17130.1, SSPN1_17130.2, SSPN1_17130.3	SHAE2_14320.1, SHAE2_14320.2, SHAE2_14320.3, SHAE2_14320.4
OG0001240	SSPN1_52240.1, SSPN1_52240.2	SHAE2_57260.1, SHAE2_57260.3, SHAE2_57260.4, SHAE2_57260.2
OG0001241	SSPN1_64570.1	SHAE2_63670.1
OG0001241	SSPN1_71690.1	SHAE2_79010.1
OG0001242	SSPN1_54380.1	SHAE2_59820.1
OG0001244	SSPN1_86430.1	SHAE2_95030.5, SHAE2_95030.4, SHAE2_95030.3, SHAE2_95030.6, SHAE2_95030.1, SHAE2_95030.7, SHAE2_95030.2
OG0001245	SSPN1_16750.4, SSPN1_16750.2, SSPN1_16750.3, SSPN1_16750.1, SSPN1_16750.5, SSPN1_16750.6	SHAE2_13960.1
OG0001246	SSPN1_37830.2	SHAE2_36000.2
