Orthogroup	schistosoma_spindale	trichobilharzia_regenti
OG0000438	SSPN1_60570.11, SSPN1_60570.5, SSPN1_60570.1, SSPN1_60570.10, SSPN1_60570.2, SSPN1_60570.4, SSPN1_60570.8, SSPN1_60570.6, SSPN1_60570.9, SSPN1_60570.3, SSPN1_60570.7	TREG1_82010.13, TREG1_82010.17, TREG1_82010.15, TREG1_82010.12, TREG1_82010.2, TREG1_82010.5, TREG1_82010.6, TREG1_82010.8, TREG1_82010.3, TREG1_82010.9, TREG1_82010.16, TREG1_82010.1, TREG1_82010.4, TREG1_82010.7, TREG1_82010.11, TREG1_82010.14, TREG1_82010.10
OG0000439	SSPN1_81330.7, SSPN1_81330.8, SSPN1_81330.3, SSPN1_81330.1, SSPN1_81330.2, SSPN1_81330.4, SSPN1_81330.5, SSPN1_81330.6	TREG1_115470.1, TREG1_115480.1, TREG1_115520.1
OG0000440	SSPN1_87650.1, SSPN1_87630.1, SSPN1_87640.1, SSPN1_87620.1, SSPN1_87620.2	TREG1_129230.1
OG0000441	SSPN1_8870.1	TREG1_11650.1
OG0000441	SSPN1_16110.1	TREG1_29700.1, TREG1_29700.2
OG0000442	SSPN1_34700.1, SSPN1_34700.3, SSPN1_34700.2, SSPN1_34700.4, SSPN1_34700.5	TREG1_51820.2, TREG1_51820.1, TREG1_51820.3
OG0000443	SSPN1_5620.3, SSPN1_5620.1, SSPN1_5620.2	TREG1_4110.1, TREG1_4110.2, TREG1_4110.3
OG0000444	SSPN1_68430.1, SSPN1_68430.10, SSPN1_68430.11, SSPN1_68430.12, SSPN1_68430.13, SSPN1_68430.2, SSPN1_68430.5, SSPN1_68430.8, SSPN1_68430.9, SSPN1_68430.4, SSPN1_68430.14, SSPN1_68430.7, SSPN1_68430.6, SSPN1_68430.3	TREG1_100000.1
OG0000445	SSPN1_59060.1	TREG1_88110.10, TREG1_88110.11, TREG1_88110.1, TREG1_88110.5, TREG1_88110.4, TREG1_88110.7, TREG1_88110.8, TREG1_88110.3, TREG1_88110.9, TREG1_88110.6, TREG1_88110.2
OG0000446	SSPN1_8890.1, SSPN1_8990.1, SSPN1_8990.2	TREG1_11500.3, TREG1_11500.1, TREG1_11500.4, TREG1_11500.7, TREG1_11500.5, TREG1_11500.6, TREG1_11500.2
OG0000447	SSPN1_54930.1, SSPN1_54930.2	TREG1_72710.1, TREG1_72710.2, TREG1_72710.3, TREG1_72710.4
OG0000448	SSPN1_30330.1, SSPN1_30330.2, SSPN1_30330.3	TREG1_51250.1, TREG1_51250.2, TREG1_51250.3, TREG1_51250.5, TREG1_51250.4, TREG1_51250.8, TREG1_51250.6, TREG1_51250.7
OG0000450	SSPN1_23840.1	TREG1_54550.8, TREG1_54550.3, TREG1_54550.4, TREG1_54550.6, TREG1_54550.7, TREG1_54550.5, TREG1_54550.1, TREG1_54550.2
OG0000451	SSPN1_84570.1	TREG1_46800.1
OG0000452	SSPN1_31560.1	TREG1_43930.5, TREG1_43930.6, TREG1_43930.1, TREG1_43930.2, TREG1_43930.7, TREG1_43930.3, TREG1_43930.8, TREG1_43930.4
OG0000453	SSPN1_61940.1, SSPN1_61940.2, SSPN1_61940.5, SSPN1_61940.7, SSPN1_61940.4, SSPN1_61940.6, SSPN1_61940.3	TREG1_86740.4, TREG1_86740.5, TREG1_86740.2, TREG1_86740.3, TREG1_86740.1, TREG1_86740.6
OG0000454	SSPN1_80830.1, SSPN1_80840.1	TREG1_112450.1, TREG1_112460.1, TREG1_112470.1
OG0000454	SSPN1_69160.1	TREG1_100660.1
OG0000455	SSPN1_17010.1	TREG1_122450.1, TREG1_122460.1
OG0000456	SSPN1_68240.1, SSPN1_68240.2	TREG1_95540.1, TREG1_95540.6, TREG1_95540.5, TREG1_95540.3, TREG1_95540.4, TREG1_95540.2
OG0000457	SSPN1_27510.3, SSPN1_27510.1, SSPN1_27510.2, SSPN1_27510.4	TREG1_49650.2, TREG1_49650.4, TREG1_49650.5, TREG1_49650.3, TREG1_49650.1, TREG1_49650.10, TREG1_49650.6, TREG1_49650.7, TREG1_49650.8, TREG1_49650.9
OG0000458	SSPN1_36610.1, SSPN1_36610.3, SSPN1_36610.4, SSPN1_36610.5, SSPN1_36610.2	TREG1_49780.4, TREG1_49780.1, TREG1_49780.2, TREG1_49780.3
OG0000459	SSPN1_21560.1, SSPN1_21560.2	TREG1_12000.1
OG0000460	SSPN1_17180.1	TREG1_25630.1, TREG1_25630.2
OG0000461	SSPN1_71180.2, SSPN1_71180.1	TREG1_97220.1
OG0000462	SSPN1_89310.3, SSPN1_89310.4, SSPN1_89310.1, SSPN1_89310.2	TREG1_131150.1
OG0000463	SSPN1_50410.1, SSPN1_50410.2, SSPN1_50420.1	TREG1_66810.1, TREG1_66810.2, TREG1_66810.3, TREG1_66810.4, TREG1_66810.5, TREG1_66810.6
OG0000464	SSPN1_18680.1	TREG1_10450.7, TREG1_10450.1, TREG1_10450.6, TREG1_10450.2, TREG1_10450.4, TREG1_10450.3, TREG1_10450.5
OG0000465	SSPN1_72970.1, SSPN1_72970.2	TREG1_99250.1
OG0000466	SSPN1_51540.1, SSPN1_51540.2, SSPN1_51540.3	TREG1_75670.2, TREG1_75670.1, TREG1_75670.3, TREG1_75670.4
OG0000467	SSPN1_33920.1, SSPN1_33920.2	TREG1_50320.1
OG0000468	SSPN1_67970.1, SSPN1_67970.4, SSPN1_67970.5, SSPN1_67970.2, SSPN1_67970.3	TREG1_95150.1, TREG1_95150.2
OG0000469	SSPN1_3920.1	TREG1_108520.1
OG0000470	SSPN1_49600.11, SSPN1_49600.1, SSPN1_49600.9, SSPN1_49600.2, SSPN1_49600.5, SSPN1_49600.6, SSPN1_49600.3, SSPN1_49600.7, SSPN1_49600.8, SSPN1_49600.4, SSPN1_49600.10	TREG1_64280.1, TREG1_64280.2, TREG1_64280.3, TREG1_64280.4
OG0000471	SSPN1_85310.3, SSPN1_85310.4, SSPN1_85310.1, SSPN1_85310.2	TREG1_119940.1
OG0000472	SSPN1_33970.2, SSPN1_33970.1, SSPN1_33970.3	TREG1_52880.1, TREG1_52870.1
OG0000473	SSPN1_4880.1, SSPN1_4880.2	TREG1_3600.1, TREG1_3610.1
OG0000474	SSPN1_10340.1	TREG1_21690.1
OG0000474	SSPN1_44260.1	TREG1_63300.1
OG0000475	SSPN1_65510.1	TREG1_83310.6, TREG1_83310.1, TREG1_83310.2, TREG1_83310.3, TREG1_83310.4, TREG1_83310.5
OG0000476	SSPN1_9490.1	TREG1_28820.4, TREG1_28820.1, TREG1_28820.5, TREG1_28820.2, TREG1_28820.6, TREG1_28820.3, TREG1_28820.7
OG0000477	SSPN1_44140.1	TREG1_61430.3, TREG1_61430.1, TREG1_61430.4, TREG1_61430.2, TREG1_61430.5
OG0000478	SSPN1_6330.1, SSPN1_6330.4, SSPN1_6330.5, SSPN1_6330.3, SSPN1_6330.2	TREG1_8640.4, TREG1_8640.1, TREG1_8640.2, TREG1_8640.3
OG0000479	SSPN1_30490.1, SSPN1_30490.2	TREG1_55210.3, TREG1_55210.5, TREG1_55210.4, TREG1_55210.2, TREG1_55210.1, TREG1_55210.6
OG0000480	SSPN1_65230.1	TREG1_90290.1
OG0000481	SSPN1_59490.1	TREG1_82480.1
OG0000482	SSPN1_20580.1, SSPN1_20580.3, SSPN1_20580.5, SSPN1_20580.6, SSPN1_20580.2, SSPN1_20580.4	TREG1_12770.1, TREG1_12770.2, TREG1_12770.3, TREG1_12770.4, TREG1_12770.5, TREG1_12770.6, TREG1_12770.7
OG0000483	SSPN1_55210.1	TREG1_79390.6, TREG1_79390.1, TREG1_79390.2, TREG1_79390.3, TREG1_79390.5, TREG1_79390.4
OG0000484	SSPN1_92830.1	TREG1_134100.1
OG0000485	SSPN1_18050.2, SSPN1_18050.3, SSPN1_18050.4, SSPN1_18050.6, SSPN1_18050.1, SSPN1_18050.5	TREG1_108870.1, TREG1_108870.3, TREG1_108870.4, TREG1_108870.5, TREG1_108870.6, TREG1_108870.7, TREG1_108870.8, TREG1_108870.2, TREG1_15250.10, TREG1_15250.2, TREG1_15250.8, TREG1_15250.9, TREG1_15250.3, TREG1_15250.1, TREG1_15250.4, TREG1_15250.5, TREG1_15250.6, TREG1_15250.11, TREG1_15250.12, TREG1_15250.7
OG0000488	SSPN1_82600.3, SSPN1_82620.1, SSPN1_82600.2, SSPN1_82600.1, SSPN1_82590.1	TREG1_122260.1, TREG1_122260.2, TREG1_122260.3, TREG1_122260.4, TREG1_122260.5
OG0000489	SSPN1_54920.1	TREG1_72730.2, TREG1_72730.3, TREG1_72730.4, TREG1_72730.1, TREG1_72730.5, TREG1_72730.6, TREG1_72730.7
OG0000490	SSPN1_65800.1, SSPN1_65820.1, SSPN1_65800.3, SSPN1_65800.2	TREG1_90670.5, TREG1_90670.6, TREG1_90770.1
OG0000491	SSPN1_29160.1	TREG1_49150.7, TREG1_49150.1, TREG1_49150.5, TREG1_49150.2, TREG1_49150.3, TREG1_49150.6, TREG1_49150.4
OG0000492	SSPN1_61650.1	TREG1_85530.7, TREG1_85530.2, TREG1_85530.3, TREG1_85530.5, TREG1_85530.8, TREG1_85530.4, TREG1_85530.1, TREG1_85530.6
OG0000493	SSPN1_45910.1, SSPN1_45920.1, SSPN1_45900.1, SSPN1_45900.2, SSPN1_45900.3	TREG1_67440.1, TREG1_67440.2
OG0000493	SSPN1_27920.1	TREG1_47230.1, TREG1_47230.2
OG0000494	SSPN1_60460.1, SSPN1_60460.2, SSPN1_89850.1	TREG1_106470.1, TREG1_109490.1, TREG1_10520.1, TREG1_129710.1, TREG1_25400.1, TREG1_118750.1, TREG1_68500.1, TREG1_19110.1, TREG1_120520.1, TREG1_120520.2, TREG1_120520.3, TREG1_91360.1, TREG1_12040.1, TREG1_142740.1, TREG1_137810.1, TREG1_137810.2, TREG1_137810.3, TREG1_137830.1, TREG1_10190.1, TREG1_93780.1, TREG1_99390.1, TREG1_99390.4, TREG1_99390.2, TREG1_99390.3, TREG1_133530.1, TREG1_18370.1, TREG1_18370.2, TREG1_47930.1, TREG1_110920.1, TREG1_110920.2, TREG1_110920.3, TREG1_133860.1, TREG1_133860.2, TREG1_136960.1, TREG1_136960.2, TREG1_67300.1, TREG1_33670.1, TREG1_62110.1, TREG1_55240.1, TREG1_94460.1, TREG1_116920.1, TREG1_63380.1
OG0000495	SSPN1_3040.1, SSPN1_3040.3, SSPN1_3040.4, SSPN1_3040.2, SSPN1_3040.5	TREG1_18450.1, TREG1_18450.2, TREG1_18450.3
OG0000496	SSPN1_33180.6, SSPN1_33180.3, SSPN1_33180.10, SSPN1_33180.5, SSPN1_33180.1, SSPN1_33180.11, SSPN1_33180.8, SSPN1_33180.9, SSPN1_33180.4, SSPN1_33180.2, SSPN1_33180.7	TREG1_33060.1
OG0000497	SSPN1_5390.1, SSPN1_5390.2	TREG1_3380.1
OG0000498	SSPN1_24200.1	TREG1_35870.1
OG0000498	SSPN1_26110.1	TREG1_58820.1
OG0000499	SSPN1_67910.1	TREG1_103170.4, TREG1_103170.5, TREG1_103170.1, TREG1_137200.1, TREG1_103170.2, TREG1_103170.3
OG0000500	SSPN1_11990.1	TREG1_21520.1
OG0000501	SSPN1_24900.1, SSPN1_24900.2, SSPN1_24900.3	TREG1_51730.1
OG0000502	SSPN1_35300.1	TREG1_47280.9, TREG1_47280.7, TREG1_47280.6, TREG1_47280.12, TREG1_47280.1, TREG1_47280.3, TREG1_47280.10, TREG1_47280.2, TREG1_47280.4, TREG1_47280.8, TREG1_47280.5, TREG1_47280.11
OG0000503	SSPN1_3740.1	TREG1_870.1
OG0000504	SSPN1_45360.2, SSPN1_45360.1, SSPN1_45360.3	TREG1_71760.1, TREG1_71760.2
OG0000505	SSPN1_39850.1	TREG1_33200.1
OG0000506	SSPN1_21440.1	TREG1_470.4, TREG1_470.1, TREG1_470.2, TREG1_470.3
OG0000507	SSPN1_30220.2, SSPN1_30200.1, SSPN1_30220.1, SSPN1_30220.4, SSPN1_30220.3	TREG1_44110.1, TREG1_44130.1
OG0000508	SSPN1_15470.1, SSPN1_15470.8, SSPN1_15470.9, SSPN1_15470.3, SSPN1_15470.4, SSPN1_15470.6, SSPN1_15470.2, SSPN1_15470.5, SSPN1_15470.7	TREG1_20060.6, TREG1_20060.1, TREG1_20060.4, TREG1_20060.5, TREG1_20060.2, TREG1_20060.3
OG0000509	SSPN1_47870.2, SSPN1_47870.1, SSPN1_47870.3	TREG1_65250.1
OG0000509	SSPN1_49340.3, SSPN1_49340.1, SSPN1_49340.2, SSPN1_49340.4	TREG1_65270.1, TREG1_65270.2
OG0000510	SSPN1_75860.1, SSPN1_75860.2	TREG1_108400.1
OG0000510	SSPN1_75880.2, SSPN1_75880.1, SSPN1_75880.3	TREG1_108440.3, TREG1_108440.1, TREG1_108440.2
OG0000511	SSPN1_69670.1, SSPN1_69690.3, SSPN1_69690.1, SSPN1_69690.2	TREG1_104110.3, TREG1_104110.1, TREG1_104110.2, TREG1_104150.1, TREG1_104170.1, TREG1_104120.1, TREG1_104110.4, TREG1_104110.5
OG0000512	SSPN1_49840.2, SSPN1_49840.3, SSPN1_49840.7, SSPN1_49840.1, SSPN1_49840.4, SSPN1_49840.6, SSPN1_49840.8, SSPN1_49840.9, SSPN1_49840.5	TREG1_64630.1
OG0000513	SSPN1_57660.1	TREG1_91600.1
OG0000514	SSPN1_44130.1	TREG1_61400.1, TREG1_61400.2, TREG1_61400.3, TREG1_61400.5, TREG1_61400.4
OG0000515	SSPN1_15870.7, SSPN1_15870.2, SSPN1_15870.3, SSPN1_15870.1, SSPN1_15870.5, SSPN1_15870.4, SSPN1_15870.6	TREG1_33970.1, TREG1_33970.2
OG0000516	SSPN1_60920.6, SSPN1_60920.1, SSPN1_60920.4, SSPN1_60920.7, SSPN1_60920.3, SSPN1_60920.8, SSPN1_60920.10, SSPN1_60920.5, SSPN1_60920.9, SSPN1_60920.11, SSPN1_60920.12, SSPN1_60920.2	TREG1_80730.1
OG0000517	SSPN1_24930.5, SSPN1_24930.2, SSPN1_24930.4, SSPN1_24930.1, SSPN1_24930.3	TREG1_51710.1, TREG1_51710.2, TREG1_51710.3
OG0000521	SSPN1_68890.1, SSPN1_68890.3, SSPN1_68890.2, SSPN1_68890.4	TREG1_103350.7, TREG1_103350.9, TREG1_103350.6, TREG1_103350.2, TREG1_103350.3, TREG1_103350.4, TREG1_103350.8, TREG1_103350.1, TREG1_103350.5
OG0000522	SSPN1_55100.1, SSPN1_55110.1, SSPN1_55120.1, SSPN1_55130.1, SSPN1_55090.1, SSPN1_93160.1, SSPN1_93140.1, SSPN1_55080.1	TREG1_75610.1
OG0000523	SSPN1_74180.1	TREG1_100250.1
OG0000524	SSPN1_17080.1	TREG1_24710.1, TREG1_16670.2, TREG1_16670.9, TREG1_16670.4, TREG1_16670.6, TREG1_16670.1, TREG1_16670.3, TREG1_16670.11, TREG1_16670.8, TREG1_16670.10, TREG1_16670.12, TREG1_16670.5, TREG1_16670.7, TREG1_16680.1, TREG1_111210.2, TREG1_111210.1, TREG1_111210.3, TREG1_111210.4, TREG1_111230.1, TREG1_111220.1, TREG1_24720.1
OG0000525	SSPN1_48870.1, SSPN1_48870.2, SSPN1_48870.4, SSPN1_48870.3	TREG1_74580.1, TREG1_143600.1, TREG1_143600.2
OG0000526	SSPN1_13830.1, SSPN1_13830.2, SSPN1_13830.3	TREG1_9110.2, TREG1_9110.3, TREG1_9110.1, TREG1_9110.4, TREG1_9110.5
OG0000527	SSPN1_11880.6, SSPN1_11880.7, SSPN1_11880.8, SSPN1_11880.9, SSPN1_11880.4, SSPN1_11880.5, SSPN1_11880.1, SSPN1_11880.2, SSPN1_11880.3	TREG1_17760.1, TREG1_17760.2
OG0000528	SSPN1_38720.1	TREG1_50620.1
OG0000529	SSPN1_14980.1	TREG1_28450.1
OG0000530	SSPN1_89530.1	TREG1_133430.1
OG0000530	SSPN1_92260.1, SSPN1_92280.1, SSPN1_92270.1	TREG1_134910.1, TREG1_134920.1
OG0000531	SSPN1_74840.1, SSPN1_74840.2	TREG1_106010.1
OG0000532	SSPN1_4830.2, SSPN1_4830.3, SSPN1_4830.1	TREG1_7720.1, TREG1_7720.2
OG0000533	SSPN1_12040.1, SSPN1_12040.6, SSPN1_12040.2, SSPN1_12040.3, SSPN1_12040.4, SSPN1_12040.5	TREG1_21800.1, TREG1_21800.3, TREG1_21800.5, TREG1_21800.8, TREG1_21800.9, TREG1_21800.2, TREG1_21800.4, TREG1_21800.6, TREG1_21800.7
OG0000534	SSPN1_68160.5, SSPN1_68160.2, SSPN1_68160.3, SSPN1_68160.1, SSPN1_68160.4	TREG1_95460.1
OG0000535	SSPN1_56830.1, SSPN1_56830.2, SSPN1_56830.3, SSPN1_56830.4	TREG1_78360.1, TREG1_80440.1
OG0000536	SSPN1_58740.7, SSPN1_58740.1, SSPN1_58740.5, SSPN1_58740.6, SSPN1_58740.8, SSPN1_58740.2, SSPN1_58740.3, SSPN1_58740.9, SSPN1_58740.4	TREG1_81140.1
OG0000537	SSPN1_51690.1, SSPN1_51690.2, SSPN1_51690.3, SSPN1_51690.4, SSPN1_51690.5, SSPN1_51690.6	TREG1_73770.1, TREG1_73770.3, TREG1_73770.2, TREG1_73770.4
OG0000538	SSPN1_82510.1, SSPN1_82530.1, SSPN1_82540.1, SSPN1_82540.2, SSPN1_82500.1, SSPN1_82500.2	TREG1_1900.1
OG0000539	SSPN1_45260.1	TREG1_69190.1, TREG1_69180.3, TREG1_69180.4, TREG1_69180.1, TREG1_69180.5, TREG1_69180.2
OG0000540	SSPN1_5590.1	TREG1_11390.2, TREG1_11390.1, TREG1_11390.3
OG0000541	SSPN1_27730.1, SSPN1_27730.5, SSPN1_27730.2, SSPN1_27730.3, SSPN1_27730.4	TREG1_50140.8, TREG1_50140.10, TREG1_50140.11, TREG1_50140.12, TREG1_50140.13, TREG1_50140.3, TREG1_50140.5, TREG1_50140.6, TREG1_50140.7, TREG1_50140.1, TREG1_50140.2, TREG1_50140.4, TREG1_50140.9
OG0000542	SSPN1_84070.1	TREG1_120480.1, TREG1_120490.1, TREG1_120480.3, TREG1_120490.2, TREG1_120490.3
OG0000543	SSPN1_15540.11, SSPN1_15540.12, SSPN1_15540.13, SSPN1_15540.14, SSPN1_15540.2, SSPN1_15540.4, SSPN1_15540.5, SSPN1_15540.6, SSPN1_15540.7, SSPN1_15540.8, SSPN1_15540.1, SSPN1_15540.10, SSPN1_15540.3, SSPN1_15540.9	TREG1_21010.4, TREG1_21010.1, TREG1_21010.2, TREG1_21010.3, TREG1_21010.5, TREG1_21010.6
OG0000544	SSPN1_76880.1	TREG1_97610.1
OG0000545	SSPN1_45050.1	TREG1_62060.1
OG0000545	SSPN1_67090.2, SSPN1_67090.1	TREG1_95860.1
OG0000546	SSPN1_28500.3, SSPN1_28500.1	TREG1_46630.1
OG0000546	SSPN1_28500.2, SSPN1_28500.4	TREG1_46620.1
OG0000547	SSPN1_85510.1	TREG1_125930.1
OG0000548	SSPN1_28600.1, SSPN1_28600.2, SSPN1_28600.3, SSPN1_28600.7, SSPN1_28600.4, SSPN1_28600.6, SSPN1_28600.5	TREG1_48060.1
OG0000549	SSPN1_19560.4, SSPN1_19560.3, SSPN1_19560.1, SSPN1_19560.2	TREG1_25530.2, TREG1_25530.1, TREG1_25530.3, TREG1_25530.4, TREG1_25530.5
OG0000550	SSPN1_11520.3, SSPN1_11520.1, SSPN1_11520.2, SSPN1_11510.2, SSPN1_11510.3, SSPN1_11510.1	TREG1_16250.1, TREG1_16240.2, TREG1_16240.4, TREG1_16240.6, TREG1_16240.8, TREG1_16240.10, TREG1_16240.7, TREG1_16240.3, TREG1_16240.5, TREG1_16240.1, TREG1_16240.9, TREG1_16230.1, TREG1_16230.3, TREG1_16230.2
OG0000551	SSPN1_31700.1	TREG1_70940.1
OG0000552	SSPN1_5410.2, SSPN1_5410.1	TREG1_2340.1, TREG1_68430.1, TREG1_68430.2, TREG1_68430.3
OG0000552	SSPN1_82870.1	TREG1_121870.1
OG0000553	SSPN1_91040.1, SSPN1_91040.2	TREG1_132920.1, TREG1_132920.2, TREG1_132920.3
OG0000554	SSPN1_19430.8, SSPN1_19430.9, SSPN1_19430.6, SSPN1_19430.7, SSPN1_19430.2, SSPN1_19430.4, SSPN1_19430.5, SSPN1_19430.3, SSPN1_19430.1	TREG1_55910.1, TREG1_21130.1, TREG1_21120.2, TREG1_21120.3, TREG1_21120.4, TREG1_21120.1, TREG1_21120.5, TREG1_21120.6
OG0000555	SSPN1_42160.1, SSPN1_42140.1, SSPN1_42140.2, SSPN1_42150.1, SSPN1_42150.3, SSPN1_42150.2, SSPN1_42150.4, SSPN1_42150.5, SSPN1_42150.6	TREG1_42790.1, TREG1_42770.1, TREG1_42770.2
OG0000556	SSPN1_58840.4, SSPN1_58840.1, SSPN1_58840.3, SSPN1_58840.5, SSPN1_58840.2	TREG1_90600.1, TREG1_90620.1, TREG1_90610.1
OG0000557	SSPN1_33250.1	TREG1_40110.1
OG0000558	SSPN1_10590.1	TREG1_15740.1
OG0000559	SSPN1_77690.1, SSPN1_77690.2, SSPN1_77690.3, SSPN1_77690.4	TREG1_112190.3, TREG1_112190.4, TREG1_112190.1, TREG1_112190.2, TREG1_112190.6, TREG1_112190.5
OG0000560	SSPN1_92770.1, SSPN1_92770.4, SSPN1_92770.2, SSPN1_92770.5, SSPN1_92770.3	TREG1_133190.1, TREG1_133190.2
OG0000561	SSPN1_91460.1	TREG1_135790.1
OG0000561	SSPN1_91470.1	TREG1_136100.1, TREG1_135780.1
OG0000562	SSPN1_81550.1	TREG1_114580.3, TREG1_114580.4, TREG1_114580.5, TREG1_114580.7, TREG1_114580.2, TREG1_114580.6, TREG1_114580.1, TREG1_114580.11, TREG1_114580.10, TREG1_114580.13, TREG1_114580.9, TREG1_114580.12, TREG1_114580.14, TREG1_114580.8
OG0000563	SSPN1_12780.1	TREG1_22360.1, TREG1_22360.2, TREG1_22360.3, TREG1_22360.4, TREG1_22360.5, TREG1_22360.6
OG0000564	SSPN1_40680.3, SSPN1_40680.1, SSPN1_40680.2, SSPN1_40680.4	TREG1_56450.1, TREG1_56440.1
OG0000565	SSPN1_3340.1, SSPN1_3340.3, SSPN1_3340.4, SSPN1_3340.2, SSPN1_3340.5	TREG1_6420.1, TREG1_6420.2, TREG1_6420.3, TREG1_6420.4, TREG1_6420.5
OG0000566	SSPN1_79180.1	TREG1_111000.1, TREG1_111000.2, TREG1_111000.3
OG0000567	SSPN1_58930.6, SSPN1_58930.4, SSPN1_58930.1, SSPN1_58930.3, SSPN1_58930.5, SSPN1_58930.2	TREG1_82820.1
OG0000568	SSPN1_54820.1	TREG1_76800.1
OG0000568	SSPN1_57830.1	TREG1_82130.1
OG0000568	SSPN1_35980.1	TREG1_40240.1
OG0000569	SSPN1_20800.1	TREG1_8360.2, TREG1_8360.10, TREG1_8360.3, TREG1_8360.4, TREG1_8360.8, TREG1_8360.1, TREG1_8360.7, TREG1_8360.9, TREG1_8360.5, TREG1_8360.6
OG0000570	SSPN1_17600.2, SSPN1_17600.4, SSPN1_17600.1, SSPN1_17600.3	TREG1_10770.1
OG0000571	SSPN1_8820.6, SSPN1_8820.5, SSPN1_8820.7, SSPN1_8820.1, SSPN1_8820.2, SSPN1_8820.3, SSPN1_8820.4, SSPN1_8820.8	TREG1_11760.3, TREG1_11760.4, TREG1_11760.2, TREG1_11760.1, TREG1_11760.5, TREG1_11760.6
OG0000572	SSPN1_57310.6, SSPN1_57310.1, SSPN1_57310.5, SSPN1_57310.2, SSPN1_57310.3, SSPN1_57310.4	TREG1_84160.1
OG0000574	SSPN1_2840.1, SSPN1_2840.2	TREG1_20290.1
OG0000574	SSPN1_2860.1	TREG1_21410.1, TREG1_144080.2, TREG1_144080.4, TREG1_145380.3, TREG1_144080.1, TREG1_144080.3, TREG1_19080.1, TREG1_145380.1, TREG1_17240.1, TREG1_145380.2, TREG1_144090.1, TREG1_19090.1, TREG1_19090.2
OG0000575	SSPN1_90930.1	TREG1_134340.1
OG0000576	SSPN1_42700.2, SSPN1_42700.3, SSPN1_42700.5, SSPN1_42700.1, SSPN1_42700.4	TREG1_40480.1
OG0000577	SSPN1_51340.1	TREG1_66260.1
OG0000579	SSPN1_69420.1, SSPN1_72680.1, SSPN1_69410.1, SSPN1_72710.1, SSPN1_72690.1, SSPN1_72720.1	TREG1_98810.1
OG0000580	SSPN1_31770.1	TREG1_45050.1, TREG1_45050.6, TREG1_45050.2, TREG1_45050.4, TREG1_45050.3, TREG1_45050.5
OG0000580	SSPN1_38500.1	TREG1_51770.1
OG0000581	SSPN1_63150.3, SSPN1_63150.2, SSPN1_63150.1, SSPN1_63150.5, SSPN1_63150.4, SSPN1_63150.6, SSPN1_63150.7, SSPN1_63150.8, SSPN1_63150.9, SSPN1_63150.10	TREG1_85110.1, TREG1_85110.2, TREG1_85110.3
OG0000582	SSPN1_79960.1	TREG1_115240.1
OG0000582	SSPN1_79970.1	TREG1_115230.1
OG0000582	SSPN1_79980.1	TREG1_110220.1, TREG1_115220.1
OG0000583	SSPN1_63520.1, SSPN1_63520.2	TREG1_85440.1
OG0000584	SSPN1_27370.6, SSPN1_27370.7, SSPN1_27370.1, SSPN1_27370.8, SSPN1_27370.2, SSPN1_27370.4, SSPN1_27370.5, SSPN1_27370.3	TREG1_48340.1
OG0000585	SSPN1_5790.1	TREG1_12160.7, TREG1_12160.6, TREG1_12160.3, TREG1_12160.4, TREG1_12160.2, TREG1_12160.1, TREG1_12160.8, TREG1_12160.5
OG0000586	SSPN1_29930.2, SSPN1_29930.4, SSPN1_29930.6, SSPN1_29930.1, SSPN1_29930.5, SSPN1_29930.7, SSPN1_29930.3	TREG1_49800.1
OG0000587	SSPN1_59630.1	TREG1_136850.1
OG0000587	SSPN1_21450.1	TREG1_56930.1
OG0000588	SSPN1_21760.1	TREG1_29180.1, TREG1_29190.1, TREG1_29170.1, TREG1_29310.1
OG0000589	SSPN1_53080.1	TREG1_77090.1, TREG1_77090.2
OG0000590	SSPN1_28100.1	TREG1_46410.1
OG0000590	SSPN1_39330.7, SSPN1_39330.2	TREG1_45820.1
OG0000591	SSPN1_3350.1	TREG1_19270.1
OG0000592	SSPN1_29800.1	TREG1_45210.1
OG0000593	SSPN1_39060.2, SSPN1_39060.1, SSPN1_39060.5, SSPN1_39060.4, SSPN1_39060.6, SSPN1_39060.3	TREG1_58530.1, TREG1_58530.2, TREG1_58530.3, TREG1_58530.4
OG0000594	SSPN1_47740.1	TREG1_24250.1, TREG1_72460.1
OG0000595	SSPN1_46200.4, SSPN1_46200.2, SSPN1_46200.1, SSPN1_46200.3, SSPN1_46200.5	TREG1_63690.1, TREG1_63690.2, TREG1_63690.3
OG0000597	SSPN1_55310.1, SSPN1_55480.1	TREG1_33750.3, TREG1_33750.1, TREG1_33780.1, TREG1_33750.2, TREG1_33750.4, TREG1_84260.1, TREG1_84200.1, TREG1_141400.1, TREG1_145040.1, TREG1_84210.1, TREG1_141390.1, TREG1_84250.1, TREG1_84250.2
OG0000598	SSPN1_17430.1, SSPN1_17430.2	TREG1_137630.1, TREG1_76110.1, TREG1_76110.2, TREG1_76150.1, TREG1_76140.1
OG0000599	SSPN1_61540.1	TREG1_90170.2, TREG1_90170.1, TREG1_90170.3
OG0000600	SSPN1_64900.1, SSPN1_64900.4, SSPN1_64900.2, SSPN1_64900.3, SSPN1_64900.5	TREG1_92180.1, TREG1_92180.2, TREG1_92180.3, TREG1_92180.4, TREG1_92180.5, TREG1_92180.6, TREG1_92180.7, TREG1_92180.8, TREG1_92180.9
OG0000601	SSPN1_91380.1	TREG1_131690.1
OG0000601	SSPN1_39690.3, SSPN1_39690.1, SSPN1_39690.2	TREG1_56660.1
