Orthogroup	schistosoma_spindale	schistosoma_japonicum
OG0001675	SSPN1_57990.3, SSPN1_57990.5, SSPN1_57990.4, SSPN1_57990.6, SSPN1_57990.1, SSPN1_57990.2	EWB00_009829.1, EWB00_009829.2, EWB00_009829.3, EWB00_009829.4
OG0001676	SSPN1_19630.3, SSPN1_19630.1, SSPN1_19630.2, SSPN1_19630.4	EWB00_005536.1, EWB00_005536.2
OG0001677	SSPN1_85520.1	EWB00_009285
OG0001678	SSPN1_55840.1, SSPN1_55840.4, SSPN1_55840.2, SSPN1_55840.3, SSPN1_55840.5	EWB00_005559.1, EWB00_005559.3, EWB00_005559.4, EWB00_005559.2
OG0001679	SSPN1_12610.1, SSPN1_12610.2	EWB00_010312.1, EWB00_010312.3, EWB00_010312.2, EWB00_010312.4
OG0001680	SSPN1_27330.1, SSPN1_27330.2, SSPN1_27330.3, SSPN1_27330.4, SSPN1_27330.5	EWB00_003316.3, EWB00_003316.2, EWB00_003316.1
OG0001681	SSPN1_11820.1	EWB00_001043
OG0001682	SSPN1_13670.1, SSPN1_13670.2, SSPN1_13670.3	EWB00_000072.1, EWB00_000072.2
OG0001683	SSPN1_24340.1, SSPN1_24330.4, SSPN1_24330.3, SSPN1_24330.2, SSPN1_24330.1	EWB00_000248
OG0001684	SSPN1_28290.1	EWB00_009146
OG0001685	SSPN1_15270.1	EWB00_006465, EWB00_010778
OG0001685	SSPN1_15290.1	EWB00_002377
OG0001686	SSPN1_79290.3, SSPN1_79290.2, SSPN1_79290.1	EWB00_001494.1, EWB00_001494.2, EWB00_001494.3
OG0001687	SSPN1_53770.1	EWB00_007842.4, EWB00_007842.1, EWB00_007842.3, EWB00_007842.2
OG0001688	SSPN1_21210.3, SSPN1_21210.4, SSPN1_21210.1, SSPN1_21210.2	EWB00_005820.1, EWB00_005820.2
OG0001689	SSPN1_9560.1	EWB00_003512
OG0001689	SSPN1_9520.1	EWB00_003511
OG0001690	SSPN1_37010.1, SSPN1_37010.2, SSPN1_37010.3	EWB00_001748.1, EWB00_001748.4, EWB00_001748.3, EWB00_001748.2
OG0001691	SSPN1_17670.6, SSPN1_17670.1, SSPN1_17670.2, SSPN1_17670.5, SSPN1_17670.3, SSPN1_17670.4	EWB00_003815
OG0001692	SSPN1_73300.1	EWB00_010961
OG0001693	SSPN1_79440.1	EWB00_008477
OG0001694	SSPN1_79470.2, SSPN1_79470.3, SSPN1_79470.1, SSPN1_79470.4	EWB00_003684.1, EWB00_003684.4, EWB00_003684.2, EWB00_003684.3, EWB00_003684.5, EWB00_003684.6, EWB00_003684.7
OG0001695	SSPN1_39040.1, SSPN1_39040.2	EWB00_008158
OG0001696	SSPN1_41660.1, SSPN1_41660.3, SSPN1_41660.2	EWB00_006376.1, EWB00_006376.2
OG0001697	SSPN1_90770.1, SSPN1_90770.2	EWB00_003024.1, EWB00_003024.2, EWB00_003024.3
OG0001698	SSPN1_75300.1	EWB00_007397
OG0001699	SSPN1_62500.1	EWB00_006586
OG0001700	SSPN1_15400.1, SSPN1_15400.3, SSPN1_15400.4, SSPN1_15400.2, SSPN1_15400.5, SSPN1_15400.6, SSPN1_15400.7	EWB00_002364.1, EWB00_002364.2
OG0001701	SSPN1_81170.1, SSPN1_81160.1	EWB00_007308.1, EWB00_007308.2
OG0001702	SSPN1_43380.2, SSPN1_43380.1, SSPN1_43380.3	EWB00_008286.2, EWB00_008286.4, EWB00_008286.1, EWB00_008286.3
OG0001703	SSPN1_35310.2, SSPN1_35310.1, SSPN1_35310.3	EWB00_006853.1, EWB00_006853.2
OG0001704	SSPN1_15210.1, SSPN1_15210.2	EWB00_004801
OG0001705	SSPN1_23760.1, SSPN1_23770.1	EWB00_001120, EWB00_001119
OG0001706	SSPN1_38890.3, SSPN1_38890.2, SSPN1_38890.1	EWB00_011216.2, EWB00_011216.5, EWB00_011216.3, EWB00_011216.4, EWB00_011216.1, EWB00_011216.6
OG0001707	SSPN1_59530.1, SSPN1_59530.3, SSPN1_59530.2	EWB00_000916.1, EWB00_000916.2
OG0001708	SSPN1_90940.1	EWB00_009638.2, EWB00_009638.3, EWB00_009638.1, EWB00_009638.4, EWB00_009638.5, EWB00_009638.6
OG0001709	SSPN1_28580.1	EWB00_006047
OG0001710	SSPN1_83080.1	EWB00_011363.1, EWB00_011363.3, EWB00_011363.4, EWB00_011363.2
OG0001711	SSPN1_89940.1, SSPN1_89940.2	EWB00_005879.3, EWB00_005879.1, EWB00_005879.2
OG0001712	SSPN1_40340.1, SSPN1_40340.2	EWB00_004726
OG0001713	SSPN1_56300.1	EWB00_005183.1, EWB00_005183.2, EWB00_005183.3, EWB00_005183.4
OG0001714	SSPN1_56310.1	EWB00_005184
OG0001715	SSPN1_22880.1	EWB00_007067.2, EWB00_007067.4
OG0001715	SSPN1_22880.2, SSPN1_22880.3, SSPN1_22880.4	EWB00_007067.1, EWB00_007067.3
OG0001716	SSPN1_66870.1, SSPN1_66870.2, SSPN1_66960.1	EWB00_009167.1, EWB00_009167.2
OG0001717	SSPN1_27740.1	EWB00_003282.3
OG0001718	SSPN1_15500.4, SSPN1_15500.5, SSPN1_15500.1, SSPN1_15500.2, SSPN1_15500.3	EWB00_002352.1, EWB00_002352.2
OG0001719	SSPN1_42180.1, SSPN1_42180.2	EWB00_009251
OG0001720	SSPN1_18810.1	EWB00_008445.1, EWB00_008445.2
OG0001721	SSPN1_54720.1	EWB00_005126.2, EWB00_005126.1, EWB00_005126.3, EWB00_005126.4
OG0001721	SSPN1_54740.1	EWB00_005128.1, EWB00_005128.2
OG0001722	SSPN1_19390.2, SSPN1_19390.5, SSPN1_19390.1, SSPN1_19390.3, SSPN1_19390.4	EWB00_009862.4, EWB00_009862.3, EWB00_009862.2, EWB00_009862.1
OG0001723	SSPN1_19600.1, SSPN1_19600.3, SSPN1_19600.2	EWB00_005542
OG0001724	SSPN1_69710.3, SSPN1_69710.1, SSPN1_69710.2	EWB00_009579.1, EWB00_009579.2, EWB00_009579.4, EWB00_009579.3
OG0001725	SSPN1_68200.1, SSPN1_68190.1	EWB00_006118.1, EWB00_006118.2
OG0001726	SSPN1_35110.1	EWB00_004248
OG0001726	SSPN1_78550.1	EWB00_010136, EWB00_010137
OG0001727	SSPN1_85650.1, SSPN1_85650.2, SSPN1_85650.3, SSPN1_85650.4, SSPN1_85640.1	EWB00_001981.1, EWB00_001981.2, EWB00_001981.3, EWB00_001982
OG0001728	SSPN1_60210.1, SSPN1_60210.2	EWB00_005587
OG0001729	SSPN1_19770.2, SSPN1_19770.1, SSPN1_19770.3	EWB00_004669
OG0001730	SSPN1_10920.1, SSPN1_10920.2	EWB00_005425
OG0001731	SSPN1_29730.1, SSPN1_29730.2	EWB00_010113.1, EWB00_010113.2, EWB00_010113.3
OG0001732	SSPN1_46800.1	EWB00_010708
OG0001733	SSPN1_64420.4, SSPN1_64420.1, SSPN1_64420.2, SSPN1_64420.3	EWB00_006579.1, EWB00_006579.2
OG0001734	SSPN1_88900.1	EWB00_000355.1, EWB00_000355.2
OG0001735	SSPN1_25270.1	EWB00_008027
OG0001736	SSPN1_13710.1, SSPN1_13710.3, SSPN1_13710.4, SSPN1_13710.2	EWB00_000076
OG0001737	SSPN1_88400.1, SSPN1_88400.4, SSPN1_88400.2, SSPN1_88400.3	EWB00_008580
OG0001738	SSPN1_40370.1	EWB00_004730
OG0001739	SSPN1_39870.1	EWB00_004148
OG0001740	SSPN1_53050.1, SSPN1_53050.2, SSPN1_53050.3	EWB00_000764
OG0001741	SSPN1_4450.1	EWB00_000113.2, EWB00_000113.1
OG0001742	SSPN1_52520.1	EWB00_009309
OG0001743	SSPN1_87270.1	EWB00_005069.1, EWB00_005069.2
OG0001744	SSPN1_65970.1	EWB00_008931.1, EWB00_008931.2, EWB00_008931.3, EWB00_008931.5, EWB00_008931.4
OG0001745	SSPN1_27680.1	EWB00_001325
OG0001746	SSPN1_79510.1	EWB00_008300
OG0001747	SSPN1_5900.1	EWB00_010827
OG0001748	SSPN1_56720.1, SSPN1_56720.2	EWB00_009580
OG0001749	SSPN1_25360.1	EWB00_008038.2, EWB00_008038.1, EWB00_008038.3
OG0001750	SSPN1_4070.1, SSPN1_4070.2	EWB00_004829.1, EWB00_004829.2, EWB00_004830
OG0001751	SSPN1_25490.1	EWB00_005046.1, EWB00_005046.2
OG0001752	SSPN1_20220.1	EWB00_009191.1, EWB00_009191.2
OG0001753	SSPN1_19170.1	EWB00_004195
OG0001754	SSPN1_64610.3, SSPN1_64610.2, SSPN1_64610.1	EWB00_003866
OG0001755	SSPN1_3980.1	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2
OG0001756	SSPN1_48520.2, SSPN1_48520.5, SSPN1_48520.1, SSPN1_48520.3, SSPN1_48520.4	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6
OG0001757	SSPN1_47190.1, SSPN1_47190.2, SSPN1_47190.3, SSPN1_47190.4	EWB00_008089.1, EWB00_008089.2
OG0001758	SSPN1_82040.3, SSPN1_82040.5, SSPN1_82040.6, SSPN1_82040.4, SSPN1_82040.1, SSPN1_82040.2	EWB00_008645.1, EWB00_008645.2
OG0001759	SSPN1_65060.1, SSPN1_65060.2	EWB00_006252
OG0001760	SSPN1_57440.1	EWB00_009898, EWB00_005773
OG0001761	SSPN1_68740.1, SSPN1_68740.2	EWB00_011085, EWB00_008774.1, EWB00_008774.2
OG0001762	SSPN1_92790.1, SSPN1_92800.1	EWB00_006675.1, EWB00_006675.2
OG0001763	SSPN1_29950.2, SSPN1_29950.1, SSPN1_29950.3	EWB00_007453.1, EWB00_007453.2
OG0001764	SSPN1_14640.2, SSPN1_14640.1	EWB00_003107
OG0001765	SSPN1_60350.5, SSPN1_60350.1, SSPN1_60350.6, SSPN1_60350.4, SSPN1_60350.7, SSPN1_60350.2, SSPN1_60350.3	EWB00_006261
OG0001766	SSPN1_36460.1	EWB00_003400
OG0001767	SSPN1_3930.1	EWB00_009027
OG0001768	SSPN1_83090.1, SSPN1_83090.2, SSPN1_83090.3	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3
OG0001769	SSPN1_2550.1, SSPN1_2550.4, SSPN1_2550.2, SSPN1_2550.3	EWB00_007867
OG0001770	SSPN1_37350.1, SSPN1_37350.2	EWB00_008145.1, EWB00_008145.2
OG0001771	SSPN1_51030.1	EWB00_010612
OG0001772	SSPN1_85890.1, SSPN1_85890.2	EWB00_001858
OG0001773	SSPN1_60600.1	EWB00_008867
OG0001774	SSPN1_6910.1, SSPN1_6910.3, SSPN1_6910.2	EWB00_008539
OG0001775	SSPN1_10900.2, SSPN1_10900.1, SSPN1_10900.3	EWB00_005423
OG0001776	SSPN1_91540.1	EWB00_001450
OG0001777	SSPN1_5260.4, SSPN1_5260.3, SSPN1_5260.1, SSPN1_5260.2	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1
OG0001778	SSPN1_86380.1	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3
OG0001779	SSPN1_22850.1, SSPN1_22850.2, SSPN1_22850.3, SSPN1_22850.4, SSPN1_22850.5, SSPN1_22850.6	EWB00_007071.1, EWB00_007071.2
OG0001780	SSPN1_27220.1	EWB00_003266
OG0001781	SSPN1_91800.1, SSPN1_91800.3, SSPN1_91800.4, SSPN1_91800.2	EWB00_005839.1, EWB00_005839.2
OG0001782	SSPN1_58270.1, SSPN1_58270.3, SSPN1_58270.2	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3
OG0001783	SSPN1_29610.1	EWB00_002890
OG0001784	SSPN1_41020.1, SSPN1_41020.2, SSPN1_41020.4, SSPN1_41020.6, SSPN1_41020.3, SSPN1_41020.5	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6
OG0001785	SSPN1_22110.1	EWB00_007557
OG0001786	SSPN1_65420.1	EWB00_010439
OG0001787	SSPN1_22130.1	EWB00_007555
OG0001788	SSPN1_74220.1	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1
OG0001789	SSPN1_20840.1	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5
OG0001790	SSPN1_30650.5, SSPN1_30650.1, SSPN1_30650.2, SSPN1_30650.3, SSPN1_30650.4	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5
OG0001791	SSPN1_83350.1, SSPN1_88700.1	EWB00_004963.1, EWB00_004963.2, EWB00_004963.3
OG0001792	SSPN1_75510.1, SSPN1_75510.3, SSPN1_75510.2	EWB00_001226.2, EWB00_001226.1, EWB00_001226.3
OG0001793	SSPN1_86930.1, SSPN1_86930.2, SSPN1_86930.4, SSPN1_86930.3, SSPN1_86930.5, SSPN1_86930.6	EWB00_011395.1, EWB00_011395.2
OG0001794	SSPN1_60340.1, SSPN1_60340.2, SSPN1_60340.3	EWB00_006260.4, EWB00_006260.2, EWB00_006260.3, EWB00_006260.1, EWB00_006260.5
OG0001795	SSPN1_48590.2, SSPN1_48590.1, SSPN1_48590.5, SSPN1_48590.6, SSPN1_48590.3, SSPN1_48590.4	EWB00_004440, EWB00_005333
OG0001800	SSPN1_54070.6, SSPN1_54070.5, SSPN1_54070.9, SSPN1_54070.10, SSPN1_54070.11, SSPN1_54070.7, SSPN1_54070.8, SSPN1_54070.1, SSPN1_54070.3, SSPN1_54070.2, SSPN1_54070.4	EWB00_000890.1, EWB00_000890.2
OG0001801	SSPN1_16280.2, SSPN1_16280.1, SSPN1_16280.3, SSPN1_16280.6, SSPN1_16280.5, SSPN1_16280.4, SSPN1_16280.7	EWB00_009398
OG0001802	SSPN1_34350.1, SSPN1_34350.2	EWB00_004332.1, EWB00_004332.2
OG0001803	SSPN1_39300.1	EWB00_002836
OG0001804	SSPN1_38000.1	EWB00_002126
OG0001805	SSPN1_42480.1, SSPN1_42480.2, SSPN1_42480.3	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3
OG0001806	SSPN1_92600.1	EWB00_006638
OG0001807	SSPN1_16270.1, SSPN1_16270.4, SSPN1_16270.5, SSPN1_16270.6, SSPN1_16270.2, SSPN1_16270.3	EWB00_004204
OG0001808	SSPN1_11940.1	EWB00_000043, EWB00_001027
OG0001809	SSPN1_37770.3, SSPN1_37770.6, SSPN1_37770.5, SSPN1_37770.1, SSPN1_37770.2, SSPN1_37770.4	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3
OG0001810	SSPN1_90570.1	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1
OG0001811	SSPN1_66400.1	EWB00_010046.1, EWB00_010046.2
OG0001811	SSPN1_8660.1	EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5
OG0001812	SSPN1_72100.1, SSPN1_72100.6, SSPN1_72100.2, SSPN1_72100.3, SSPN1_72100.4, SSPN1_72100.5	EWB00_001383.1, EWB00_001383.2
OG0001813	SSPN1_18920.1	EWB00_008448
OG0001814	SSPN1_71790.1	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1
OG0001815	SSPN1_45870.1	EWB00_006877
OG0001816	SSPN1_45660.1	EWB00_008962
OG0001817	SSPN1_31990.2, SSPN1_31990.3, SSPN1_31990.1	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5
OG0001818	SSPN1_47890.1, SSPN1_47890.2, SSPN1_47890.5, SSPN1_47890.3, SSPN1_47890.6, SSPN1_47890.4	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1
OG0001819	SSPN1_12600.1, SSPN1_12600.2	EWB00_010311.1, EWB00_010311.2
OG0001820	SSPN1_63390.1	EWB00_011327.1, EWB00_011327.2
OG0001821	SSPN1_78330.1	EWB00_008776.2, EWB00_008776.1
OG0001821	SSPN1_55450.1	EWB00_003220.3
OG0001822	SSPN1_90170.1	EWB00_000791
OG0001823	SSPN1_9860.1	EWB00_006130
OG0001824	SSPN1_15300.1, SSPN1_15300.2, SSPN1_15300.3	EWB00_002376
OG0001825	SSPN1_49560.2, SSPN1_49560.1, SSPN1_49560.3	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3
OG0001826	SSPN1_5120.1, SSPN1_5120.2	EWB00_006283
OG0001827	SSPN1_74920.1, SSPN1_74920.2, SSPN1_74930.1	EWB00_004569
OG0001828	SSPN1_51150.1, SSPN1_51150.3, SSPN1_51150.4, SSPN1_51150.2	EWB00_010656
OG0001829	SSPN1_26750.1	EWB00_003359
OG0001831	SSPN1_58820.1, SSPN1_58820.2, SSPN1_58820.3, SSPN1_58820.4, SSPN1_58820.5	EWB00_008871
OG0001832	SSPN1_56160.1, SSPN1_56180.1	EWB00_006761
OG0001833	SSPN1_56020.2, SSPN1_56020.1, SSPN1_56020.3	EWB00_006762
OG0001834	SSPN1_71570.1	EWB00_011028
OG0001835	SSPN1_14010.2, SSPN1_14010.3, SSPN1_14010.5, SSPN1_14010.6, SSPN1_14010.4, SSPN1_14010.1	EWB00_007631
OG0001836	SSPN1_2740.1, SSPN1_2750.1, SSPN1_2730.1	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3
OG0001837	SSPN1_78890.1	EWB00_008945.1, EWB00_008945.2
OG0001838	SSPN1_25530.1, SSPN1_25530.3, SSPN1_25530.2	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5
OG0001839	SSPN1_51760.1, SSPN1_51760.2, SSPN1_51760.3, SSPN1_51760.4	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2
OG0001840	SSPN1_32850.1, SSPN1_32850.2, SSPN1_32850.3	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4
OG0001841	SSPN1_14420.1	EWB00_003124, EWB00_009787
OG0001842	SSPN1_91080.1	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3
OG0001843	SSPN1_40380.1	EWB00_004731.1, EWB00_004731.2
OG0001844	SSPN1_21480.1, SSPN1_21480.3, SSPN1_21480.4, SSPN1_21480.5, SSPN1_21480.2, SSPN1_21480.6, SSPN1_21480.7	EWB00_006557
OG0001845	SSPN1_91450.1, SSPN1_91450.5, SSPN1_91450.4, SSPN1_91450.2, SSPN1_91450.3	EWB00_001437
OG0001846	SSPN1_25840.3, SSPN1_25840.5, SSPN1_25840.1, SSPN1_25840.2, SSPN1_25840.4, SSPN1_25840.6	EWB00_005010.1, EWB00_005010.2
OG0001847	SSPN1_4610.1, SSPN1_4610.8, SSPN1_4610.7, SSPN1_4610.6, SSPN1_4610.4, SSPN1_4610.2, SSPN1_4610.5, SSPN1_4610.3	EWB00_009082
OG0001848	SSPN1_5520.1	EWB00_006326
OG0001849	SSPN1_59900.1, SSPN1_59900.2	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4
OG0001850	SSPN1_70470.1	EWB00_004542
OG0001851	SSPN1_51170.1	EWB00_010657.1, EWB00_010657.2
OG0001852	SSPN1_28310.1	EWB00_009114
OG0001853	SSPN1_3580.1, SSPN1_3390.1	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6
OG0001854	SSPN1_92890.1, SSPN1_92870.1, SSPN1_92890.2, SSPN1_92860.1, SSPN1_92840.1	EWB00_003747
OG0001855	SSPN1_68710.1	EWB00_001590.3
OG0001856	SSPN1_72760.5, SSPN1_72760.6, SSPN1_72760.2, SSPN1_72760.3, SSPN1_72760.1, SSPN1_72760.4	EWB00_007149.2, EWB00_007149.1
OG0001857	SSPN1_73700.2, SSPN1_73700.1	EWB00_011005.1, EWB00_011005.2
OG0001858	SSPN1_43400.2, SSPN1_43400.1, SSPN1_43400.3	EWB00_008289.1, EWB00_008289.2
OG0001859	SSPN1_8430.1, SSPN1_8430.2, SSPN1_8430.3	EWB00_008660
OG0001860	SSPN1_26030.5, SSPN1_26030.3, SSPN1_26030.1, SSPN1_26030.2, SSPN1_26030.4, SSPN1_26040.2, SSPN1_26040.1	EWB00_010601, EWB00_000663.1, EWB00_000663.2
OG0001861	SSPN1_72250.1	EWB00_001369.1, EWB00_001369.2
OG0001862	SSPN1_4300.2, SSPN1_4300.7, SSPN1_4300.5, SSPN1_4300.9, SSPN1_4300.6, SSPN1_4300.8, SSPN1_4300.1, SSPN1_4300.3, SSPN1_4300.4	EWB00_004860
OG0001863	SSPN1_79330.1	EWB00_009680
OG0001863	SSPN1_25980.1	EWB00_000659
OG0001864	SSPN1_72440.1, SSPN1_72440.2, SSPN1_72440.3, SSPN1_72440.4, SSPN1_72440.5, SSPN1_72440.6	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4
OG0001865	SSPN1_7010.1	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2
OG0001866	SSPN1_86520.1	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3
OG0001867	SSPN1_47930.1	EWB00_007616.1, EWB00_007616.2
OG0001868	SSPN1_2590.2, SSPN1_2590.1	EWB00_007873.1
OG0001869	SSPN1_13140.1	EWB00_002497, EWB00_002496
OG0001870	SSPN1_49530.1, SSPN1_49530.2	EWB00_005310.1, EWB00_005310.2
OG0001871	SSPN1_41610.3, SSPN1_41610.4, SSPN1_41610.1, SSPN1_41610.2	EWB00_006383
OG0001872	SSPN1_79150.1, SSPN1_79150.2	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2
OG0001873	SSPN1_37390.4, SSPN1_37390.1, SSPN1_37390.5, SSPN1_37390.6, SSPN1_37390.2, SSPN1_37390.3	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3
OG0001874	SSPN1_22380.1	EWB00_001528.1, EWB00_001528.2
OG0001875	SSPN1_84920.1	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3
OG0001876	SSPN1_21080.1, SSPN1_21080.2, SSPN1_21080.4, SSPN1_21080.5, SSPN1_21080.7, SSPN1_21080.3, SSPN1_21080.6	EWB00_002412.2, EWB00_002412.3, EWB00_002412.1, EWB00_002412.4
OG0001878	SSPN1_54680.1, SSPN1_54680.2	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374, EWB00_005119.1, EWB00_005119.2
OG0001879	SSPN1_25350.1	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5
OG0001880	SSPN1_12370.1	EWB00_010357.1, EWB00_010357.2
OG0001881	SSPN1_56990.1	EWB00_011255
OG0001882	SSPN1_71490.1	EWB00_010945
OG0001883	SSPN1_3250.1, SSPN1_3250.2, SSPN1_3250.3	EWB00_007343
OG0001884	SSPN1_84910.1	EWB00_003270
OG0001885	SSPN1_17720.2, SSPN1_17720.1	EWB00_009963, EWB00_009964, EWB00_004694
OG0001886	SSPN1_69800.1, SSPN1_69810.1, SSPN1_69810.2	EWB00_004977.1, EWB00_004977.2
OG0001887	SSPN1_61530.2, SSPN1_61530.1	EWB00_005903.1, EWB00_005903.2
OG0001888	SSPN1_58090.1	EWB00_003971
OG0001889	SSPN1_81350.1	EWB00_009141.1, EWB00_009141.2
OG0001890	SSPN1_46090.1	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3
OG0001891	SSPN1_88820.1	EWB00_002104
OG0001892	SSPN1_75740.1	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4
OG0001893	SSPN1_37230.1, SSPN1_37230.3, SSPN1_37230.2	EWB00_001721.3, EWB00_001721.2, EWB00_001721.1
OG0001894	SSPN1_79000.2, SSPN1_79000.3, SSPN1_79000.1, SSPN1_79000.4	EWB00_003770
OG0001895	SSPN1_42930.1, SSPN1_42930.2	EWB00_009690, EWB00_009691
OG0001896	SSPN1_29780.2, SSPN1_29780.3, SSPN1_29780.4, SSPN1_29780.5, SSPN1_29780.1	EWB00_004132
OG0001897	SSPN1_75250.1	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2
OG0001898	SSPN1_55940.1, SSPN1_55940.2, SSPN1_55940.5, SSPN1_55940.6, SSPN1_55940.3, SSPN1_55940.4	EWB00_005570
OG0001899	SSPN1_32000.1	EWB00_006215
OG0001900	SSPN1_71830.1, SSPN1_71830.2	EWB00_007260.2, EWB00_007260.1
OG0001901	SSPN1_29140.1	EWB00_005993
OG0001903	SSPN1_81580.1, SSPN1_81580.2, SSPN1_81580.3	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3
OG0001904	SSPN1_18250.1, SSPN1_18250.2	EWB00_002306
OG0001905	SSPN1_56660.1, SSPN1_56660.2, SSPN1_56660.3, SSPN1_56660.4	EWB00_010033, EWB00_010032
OG0001906	SSPN1_28270.1	EWB00_009148.1, EWB00_009148.2, EWB00_009148.4, EWB00_009148.3
OG0001907	SSPN1_6830.1, SSPN1_6820.1, SSPN1_6810.1	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3
OG0001908	SSPN1_59610.1, SSPN1_59620.1	EWB00_000904.1, EWB00_000904.2
OG0001909	SSPN1_91790.1, SSPN1_91790.2	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3
OG0001910	SSPN1_32520.1	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2
OG0001911	SSPN1_51660.2, SSPN1_51660.1, SSPN1_51660.3, SSPN1_51660.4, SSPN1_51660.5, SSPN1_51660.6	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4
OG0001912	SSPN1_77040.1, SSPN1_77040.2, SSPN1_77040.3	EWB00_007504
OG0001913	SSPN1_70460.1, SSPN1_70460.2	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5
OG0001914	SSPN1_63460.1	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2
OG0001915	SSPN1_80000.1, SSPN1_80000.2	EWB00_007038
OG0001916	SSPN1_9710.1	EWB00_010789
OG0001917	SSPN1_8150.1, SSPN1_8150.2	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3
OG0001918	SSPN1_44580.1, SSPN1_44580.2	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3
OG0001919	SSPN1_64910.2, SSPN1_64910.1, SSPN1_64910.3	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2
OG0001920	SSPN1_8250.1	EWB00_010851.1, EWB00_010851.3, EWB00_010851.2
OG0001921	SSPN1_31310.1, SSPN1_31350.1	EWB00_004589, EWB00_006142
OG0001922	SSPN1_56410.1, SSPN1_56410.2	EWB00_005191.1, EWB00_005191.2
OG0001923	SSPN1_6980.1, SSPN1_6980.3, SSPN1_6980.2, SSPN1_6980.4	EWB00_007771
OG0001924	SSPN1_52920.1, SSPN1_52920.2	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3
OG0001925	SSPN1_21330.1	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3
OG0001926	SSPN1_38050.1	EWB00_002121.1, EWB00_002121.5, EWB00_002121.2, EWB00_002121.3, EWB00_002121.4
OG0001927	SSPN1_830.2, SSPN1_830.1, SSPN1_830.3, SSPN1_830.4	EWB00_003588
