Orthogroup	schistosoma_spindale	opisthorchis_viverrini
OG0001133	SSPN1_14700.2, SSPN1_14700.3, SSPN1_14700.4, SSPN1_14700.1	T265_14376, T265_07758, T265_14375
OG0001134	SSPN1_59300.1	T265_10110
OG0001135	SSPN1_36490.2, SSPN1_36490.5, SSPN1_36490.6, SSPN1_36490.1, SSPN1_36490.3, SSPN1_36490.4	T265_08862
OG0001136	SSPN1_22820.3, SSPN1_22820.4, SSPN1_22820.2, SSPN1_22820.1, SSPN1_22820.6, SSPN1_22820.5, SSPN1_22820.7, SSPN1_22820.8	T265_05385
OG0001137	SSPN1_51740.1, SSPN1_51740.2, SSPN1_51740.3	T265_00383
OG0001138	SSPN1_10400.2, SSPN1_10400.4, SSPN1_10400.1, SSPN1_10400.3	T265_10030
OG0001139	SSPN1_33660.1	T265_13523
OG0001140	SSPN1_44800.1, SSPN1_44800.2	T265_04041
OG0001141	SSPN1_76870.1, SSPN1_76860.1, SSPN1_76860.2	T265_05904
OG0001142	SSPN1_17610.1, SSPN1_17610.2	T265_08036
OG0001143	SSPN1_61310.1, SSPN1_18650.1	T265_00671
OG0001144	SSPN1_34800.1, SSPN1_34800.2	T265_07617
OG0001145	SSPN1_59160.1, SSPN1_59160.2, SSPN1_59160.3	T265_00186
OG0001146	SSPN1_4290.1	T265_06313
OG0001147	SSPN1_7620.1	T265_07177
OG0001149	SSPN1_75270.1	T265_05953
OG0001150	SSPN1_50300.1, SSPN1_50300.2, SSPN1_50300.3	T265_00437
OG0001151	SSPN1_86290.1, SSPN1_86290.2	T265_15472, T265_13441
OG0001152	SSPN1_17410.1, SSPN1_17410.8, SSPN1_17410.4, SSPN1_17410.7, SSPN1_17410.3, SSPN1_17410.5, SSPN1_17410.6, SSPN1_17410.2	T265_14381
OG0001153	SSPN1_66610.1	T265_01176
OG0001154	SSPN1_42550.1, SSPN1_42540.1	T265_04740
OG0001155	SSPN1_46900.1	T265_04064
OG0001156	SSPN1_7560.1, SSPN1_7560.2, SSPN1_7560.3	T265_06433
OG0001157	SSPN1_61280.1	T265_14481
OG0001158	SSPN1_41080.1, SSPN1_41080.2, SSPN1_41080.3, SSPN1_41080.4, SSPN1_41080.5	T265_06397
OG0001159	SSPN1_88730.1, SSPN1_88730.2	T265_09195
OG0001161	SSPN1_66000.1, SSPN1_59050.1	T265_00653, T265_08935, T265_08936, T265_13517
OG0001162	SSPN1_35200.1	T265_04454
OG0001164	SSPN1_77790.1	T265_12833
OG0001165	SSPN1_55600.1	T265_08213
OG0001166	SSPN1_19510.1, SSPN1_19510.2, SSPN1_19510.3, SSPN1_19510.4, SSPN1_19510.5	T265_05263, T265_09404
OG0001167	SSPN1_35210.1	T265_08105
OG0001168	SSPN1_17210.7, SSPN1_17210.1, SSPN1_17210.6, SSPN1_17210.5, SSPN1_17210.3, SSPN1_17210.2, SSPN1_17210.4	T265_15277
OG0001169	SSPN1_48500.2, SSPN1_48500.1, SSPN1_48500.5, SSPN1_48500.4, SSPN1_48500.3	T265_08843, T265_16294
OG0001170	SSPN1_19180.1, SSPN1_19180.3, SSPN1_19180.4, SSPN1_19180.5, SSPN1_19180.7, SSPN1_19180.2, SSPN1_19180.6	T265_01846
OG0001171	SSPN1_15120.1, SSPN1_15120.2, SSPN1_15120.3	T265_10087, T265_11342
OG0001172	SSPN1_63750.1, SSPN1_63750.2	T265_08932, T265_15849
OG0001173	SSPN1_100.1, SSPN1_1690.1, SSPN1_1690.3, SSPN1_1690.2	T265_14048, T265_14047
OG0001174	SSPN1_20640.1	T265_12676
OG0001175	SSPN1_50380.1, SSPN1_50380.2, SSPN1_50380.3	T265_01290
OG0001176	SSPN1_70550.1	T265_00168
OG0001177	SSPN1_23860.1, SSPN1_23860.2	T265_09629
OG0001178	SSPN1_2570.1, SSPN1_2560.1	T265_13363
OG0001179	SSPN1_89690.1	T265_05221
OG0001180	SSPN1_21490.1	T265_13220
OG0001181	SSPN1_55580.2, SSPN1_55580.5, SSPN1_55580.6, SSPN1_55580.3, SSPN1_55580.1, SSPN1_55580.4	T265_11423
OG0001183	SSPN1_19470.5, SSPN1_19470.4, SSPN1_19470.10, SSPN1_19470.7, SSPN1_19470.8, SSPN1_19470.1, SSPN1_19470.2, SSPN1_19470.6, SSPN1_19470.9, SSPN1_19470.3	T265_02454
OG0001184	SSPN1_3420.1	T265_00213
OG0001185	SSPN1_19840.1, SSPN1_19840.3, SSPN1_19840.4, SSPN1_19840.2, SSPN1_19840.5	T265_04552
OG0001186	SSPN1_4780.1	T265_12678
OG0001187	SSPN1_30210.1, SSPN1_30210.3, SSPN1_30210.2, SSPN1_30210.5, SSPN1_30210.4	T265_02980
OG0001188	SSPN1_7860.1, SSPN1_7850.2, SSPN1_7850.4, SSPN1_7850.1, SSPN1_7850.3	T265_15159
OG0001189	SSPN1_16220.2, SSPN1_16220.4, SSPN1_16220.3, SSPN1_16220.1, SSPN1_16220.5	T265_00193
OG0001190	SSPN1_34770.1	T265_11824
OG0001191	SSPN1_6970.1, SSPN1_6970.2, SSPN1_6970.3	T265_07275
OG0001192	SSPN1_41430.1	T265_07070
OG0001193	SSPN1_79590.1	T265_15398, T265_11656, T265_03245, T265_13788
OG0001194	SSPN1_6400.1	T265_06139, T265_06140
OG0001197	SSPN1_21390.6, SSPN1_21390.3, SSPN1_21390.4, SSPN1_21390.5, SSPN1_21390.1, SSPN1_21390.2	T265_11253
OG0001202	SSPN1_18010.1, SSPN1_18010.2, SSPN1_18010.3	T265_05149
OG0001203	SSPN1_1320.1	T265_05114
OG0001203	SSPN1_77670.1	T265_07810
OG0001204	SSPN1_58190.1	T265_10589
OG0001205	SSPN1_34580.1, SSPN1_34580.2, SSPN1_34580.3	T265_10082
OG0001207	SSPN1_15640.4, SSPN1_15640.1, SSPN1_15640.2, SSPN1_15640.3	T265_11953
OG0001208	SSPN1_32890.1, SSPN1_32890.2, SSPN1_32890.3	T265_11311
OG0001209	SSPN1_47150.3, SSPN1_47150.2, SSPN1_47150.4, SSPN1_47150.5, SSPN1_47150.1, SSPN1_47150.6	T265_08686
OG0001210	SSPN1_89550.1	T265_04627
OG0001211	SSPN1_13250.1	T265_10917
OG0001212	SSPN1_23550.1, SSPN1_23550.2	T265_05206
OG0001213	SSPN1_6770.1, SSPN1_6770.2	T265_03062
OG0001214	SSPN1_27350.1	T265_01374
OG0001215	SSPN1_65540.1, SSPN1_65540.4, SSPN1_65540.2, SSPN1_65540.3	T265_09785
OG0001216	SSPN1_25630.1, SSPN1_25630.2	T265_01025
OG0001217	SSPN1_70170.1	T265_15227
OG0001218	SSPN1_17100.5, SSPN1_17100.1, SSPN1_17100.2, SSPN1_17100.3, SSPN1_17100.4	T265_03088
OG0001219	SSPN1_270.1	T265_06431
OG0001220	SSPN1_91320.1, SSPN1_91320.2, SSPN1_91320.3, SSPN1_91320.5, SSPN1_91320.4	T265_12016, T265_12232
OG0001221	SSPN1_61690.5, SSPN1_61690.1, SSPN1_61690.6, SSPN1_61690.2, SSPN1_61690.4, SSPN1_61690.3, SSPN1_61690.7	T265_15143
OG0001222	SSPN1_88500.1	T265_02622
OG0001223	SSPN1_38180.2, SSPN1_38180.1, SSPN1_38180.3, SSPN1_38180.4	T265_00721
OG0001225	SSPN1_56890.1, SSPN1_56890.2, SSPN1_56890.3	T265_15456
OG0001226	SSPN1_44590.1	T265_12558
OG0001227	SSPN1_62260.1	T265_08672
OG0001229	SSPN1_29430.1	T265_13483
OG0001230	SSPN1_13860.1	T265_06173
OG0001231	SSPN1_31470.1	T265_11984
OG0001232	SSPN1_77750.1, SSPN1_77760.1	T265_02414, T265_08762, T265_14855
OG0001233	SSPN1_5830.1	T265_12818
OG0001234	SSPN1_42750.1, SSPN1_42750.2	T265_09478
OG0001235	SSPN1_27760.1, SSPN1_27750.2, SSPN1_27750.1, SSPN1_27750.3	T265_03531
OG0001236	SSPN1_60660.1, SSPN1_60660.2	T265_13174
OG0001237	SSPN1_25590.1, SSPN1_25560.1	T265_13308
OG0001238	SSPN1_80670.1, SSPN1_80670.2	T265_01675
OG0001239	SSPN1_17130.1, SSPN1_17130.2, SSPN1_17130.3	T265_03082
OG0001240	SSPN1_52240.1, SSPN1_52240.2	T265_08224
OG0001241	SSPN1_64570.1	T265_00540
OG0001241	SSPN1_71690.1	T265_00343
OG0001242	SSPN1_54380.1	T265_00140, T265_06857
OG0001243	SSPN1_6720.1	T265_14770
OG0001244	SSPN1_86430.1	T265_13277
OG0001245	SSPN1_16740.1, SSPN1_16750.4, SSPN1_16750.2, SSPN1_16750.3, SSPN1_16750.1, SSPN1_16750.5, SSPN1_16750.6, SSPN1_16760.1	T265_14234
OG0001246	SSPN1_37830.1, SSPN1_37830.3, SSPN1_37830.2	T265_02606
OG0001247	SSPN1_33710.1	T265_04001
OG0001248	SSPN1_5550.1, SSPN1_5550.2	T265_13129
OG0001249	SSPN1_34860.2, SSPN1_34860.3, SSPN1_34860.1, SSPN1_34860.4	T265_06475
OG0001250	SSPN1_1970.1, SSPN1_1970.2, SSPN1_1980.1	T265_08176
OG0001251	SSPN1_74510.1	T265_12979
OG0001252	SSPN1_50170.2, SSPN1_50170.1	T265_02686
OG0001253	SSPN1_53060.1	T265_13874
OG0001254	SSPN1_38120.1	T265_11321
OG0001255	SSPN1_27850.5, SSPN1_27850.6, SSPN1_27850.1, SSPN1_27850.2, SSPN1_27850.3, SSPN1_27850.4	T265_13521
OG0001256	SSPN1_46810.3, SSPN1_46810.1, SSPN1_46810.2	T265_02816
OG0001257	SSPN1_25860.1, SSPN1_25860.3, SSPN1_25860.2	T265_11892, T265_16136
OG0001258	SSPN1_73910.1	T265_13130
OG0001259	SSPN1_64700.1, SSPN1_64700.2	T265_09345, T265_09949, T265_09950
OG0001260	SSPN1_1410.1, SSPN1_1410.3, SSPN1_1410.2, SSPN1_1410.4	T265_14449, T265_07985, T265_15945
OG0001261	SSPN1_44010.3, SSPN1_44010.4, SSPN1_44010.1, SSPN1_44010.5, SSPN1_44010.2	T265_14931
OG0001262	SSPN1_79630.1, SSPN1_79630.4, SSPN1_79630.3, SSPN1_79630.2	T265_09952
OG0001263	SSPN1_86310.1, SSPN1_86300.1	T265_04153
OG0001264	SSPN1_52090.5, SSPN1_52090.6, SSPN1_52090.8, SSPN1_52090.3, SSPN1_52090.4, SSPN1_52090.2, SSPN1_52090.1, SSPN1_52090.7	T265_03602
OG0001265	SSPN1_63280.4, SSPN1_63280.3, SSPN1_63280.1, SSPN1_63280.2	T265_14950
OG0001266	SSPN1_67780.1	T265_01368
OG0001267	SSPN1_51480.4, SSPN1_51480.5, SSPN1_51480.6, SSPN1_51480.1, SSPN1_51480.2, SSPN1_51480.3, SSPN1_51480.8, SSPN1_51480.10, SSPN1_51480.11, SSPN1_51480.9, SSPN1_51480.7	T265_02946
OG0001268	SSPN1_7880.1	T265_10920
OG0001269	SSPN1_22860.2, SSPN1_22860.1	T265_04251
OG0001270	SSPN1_87160.2, SSPN1_87160.3, SSPN1_87160.5, SSPN1_87160.1, SSPN1_87160.4, SSPN1_87160.6, SSPN1_87160.7	T265_15549
OG0001271	SSPN1_59570.6, SSPN1_59570.1, SSPN1_59570.2, SSPN1_59570.3, SSPN1_59570.4, SSPN1_59570.5, SSPN1_59570.7	T265_01405
OG0001272	SSPN1_77260.1, SSPN1_77260.2, SSPN1_77260.3, SSPN1_77260.4	T265_09223
OG0001273	SSPN1_70880.2, SSPN1_70880.1, SSPN1_70880.3	T265_12104
OG0001275	SSPN1_52610.1	T265_07335, T265_10840, T265_11809
OG0001276	SSPN1_60110.1	T265_00611
OG0001277	SSPN1_3110.3, SSPN1_3110.1, SSPN1_3110.2	T265_00220
OG0001278	SSPN1_87460.1, SSPN1_87460.3, SSPN1_87460.2	T265_01837
OG0001281	SSPN1_75420.1, SSPN1_75360.1, SSPN1_75370.1, SSPN1_75380.1	T265_03870, T265_13351
OG0001288	SSPN1_90510.1	T265_04400
OG0001289	SSPN1_28540.1	T265_07802
OG0001290	SSPN1_4840.1, SSPN1_4850.1	T265_06266
OG0001291	SSPN1_6960.3, SSPN1_6960.5, SSPN1_6960.1, SSPN1_6960.4, SSPN1_6960.2	T265_02085
OG0001292	SSPN1_7090.1, SSPN1_7100.1	T265_15256
OG0001293	SSPN1_53580.1, SSPN1_53590.1	T265_08598, T265_02864
OG0001294	SSPN1_38670.1	T265_10701, T265_16370
OG0001295	SSPN1_39030.1, SSPN1_39030.2, SSPN1_39030.3	T265_09730
OG0001296	SSPN1_7420.1, SSPN1_7420.6, SSPN1_7420.2, SSPN1_7420.3, SSPN1_7420.4, SSPN1_7420.7, SSPN1_7420.5	T265_08476
OG0001297	SSPN1_18500.2, SSPN1_18500.1, SSPN1_18500.4, SSPN1_18500.3	T265_04571
OG0001298	SSPN1_34690.1, SSPN1_34690.3, SSPN1_34690.4, SSPN1_34690.2	T265_07619
OG0001300	SSPN1_5910.1	T265_08424
OG0001301	SSPN1_52670.1	T265_00039
OG0001302	SSPN1_2390.1	T265_12500
OG0001303	SSPN1_39050.1	T265_10770
OG0001304	SSPN1_85410.1, SSPN1_85410.2, SSPN1_85410.3	T265_03829
OG0001305	SSPN1_1440.1	T265_07987
OG0001306	SSPN1_62670.1	T265_00541
OG0001307	SSPN1_78510.1	T265_01195
OG0001307	SSPN1_78490.1	T265_01660
OG0001309	SSPN1_71210.1	T265_13784
OG0001310	SSPN1_26380.1, SSPN1_26390.1, SSPN1_26390.2, SSPN1_26390.4, SSPN1_26390.3	T265_05987
OG0001311	SSPN1_42740.1, SSPN1_42740.2	T265_11912
OG0001312	SSPN1_30470.2, SSPN1_30470.8, SSPN1_30470.9, SSPN1_30470.3, SSPN1_30470.4, SSPN1_30470.5, SSPN1_30470.6, SSPN1_30470.7, SSPN1_30470.1	T265_09660, T265_12061
OG0001313	SSPN1_40530.4, SSPN1_40530.3, SSPN1_40530.1, SSPN1_40530.2, SSPN1_40530.5	T265_13569, T265_16167
OG0001314	SSPN1_19990.1	T265_04550
OG0001315	SSPN1_30420.7, SSPN1_30420.3, SSPN1_30420.5, SSPN1_30420.2, SSPN1_30420.1, SSPN1_30420.4, SSPN1_30420.6	T265_13138
OG0001316	SSPN1_35850.1	T265_04509
OG0001318	SSPN1_1050.1, SSPN1_1050.4, SSPN1_1050.10, SSPN1_1050.3, SSPN1_1050.8, SSPN1_1050.9, SSPN1_1050.5, SSPN1_1050.6, SSPN1_1050.7, SSPN1_1050.2	T265_13991
OG0001319	SSPN1_31430.4, SSPN1_31430.2, SSPN1_31430.1, SSPN1_31430.3	T265_06528
OG0001320	SSPN1_60630.1	T265_08464
OG0001322	SSPN1_46220.1	T265_03302
OG0001323	SSPN1_1190.2, SSPN1_1190.1, SSPN1_1190.3	T265_12486
OG0001324	SSPN1_83690.3, SSPN1_83690.1, SSPN1_83690.2, SSPN1_83690.4	T265_14768
OG0001325	SSPN1_92640.1, SSPN1_92640.2, SSPN1_92640.3	T265_13829
OG0001326	SSPN1_51950.1, SSPN1_51950.2, SSPN1_51950.6, SSPN1_51950.7, SSPN1_51950.3, SSPN1_51950.4, SSPN1_51950.5, SSPN1_51950.8	T265_12747
OG0001327	SSPN1_87710.1	T265_04765
OG0001328	SSPN1_4390.1	T265_08521, T265_16151
OG0001329	SSPN1_6200.5, SSPN1_6200.1, SSPN1_6200.2, SSPN1_6200.3, SSPN1_6200.4	T265_08470
OG0001330	SSPN1_29860.1, SSPN1_29860.2, SSPN1_29860.3	T265_02990
OG0001331	SSPN1_46630.1	T265_13007
OG0001332	SSPN1_57210.1	T265_10139
OG0001332	SSPN1_69140.2, SSPN1_69140.3, SSPN1_69140.4, SSPN1_69140.5, SSPN1_69140.1	T265_00767
OG0001333	SSPN1_65140.1	T265_03325
OG0001334	SSPN1_1490.1, SSPN1_1490.2, SSPN1_1490.3, SSPN1_1490.4	T265_06833
OG0001335	SSPN1_29710.1	T265_08232
OG0001336	SSPN1_44810.2, SSPN1_44810.1, SSPN1_44820.1	T265_08608, T265_14629
OG0001338	SSPN1_33830.1	T265_14448
OG0001339	SSPN1_19290.1	T265_15348
OG0001340	SSPN1_21570.2, SSPN1_21570.1, SSPN1_21570.3, SSPN1_21570.4, SSPN1_21570.6, SSPN1_21570.7, SSPN1_21570.5	T265_10344
OG0001341	SSPN1_74100.3, SSPN1_74100.5, SSPN1_74100.6, SSPN1_74100.2, SSPN1_74100.7, SSPN1_74100.4, SSPN1_74100.1, SSPN1_74100.8	T265_12020
OG0001342	SSPN1_50740.1	T265_14230
OG0001343	SSPN1_69170.1, SSPN1_69170.8, SSPN1_69170.5, SSPN1_69170.7, SSPN1_69170.4, SSPN1_69170.2, SSPN1_69170.3, SSPN1_69170.6	T265_13062
OG0001344	SSPN1_74160.3, SSPN1_74160.1, SSPN1_74160.2, SSPN1_74160.4	T265_10971
OG0001345	SSPN1_41050.1, SSPN1_41050.2	T265_01513
OG0001346	SSPN1_15990.1	T265_14870
OG0001347	SSPN1_37040.1	T265_13036
OG0001348	SSPN1_34990.1, SSPN1_34990.2	T265_01495
OG0001350	SSPN1_30070.1, SSPN1_30070.2, SSPN1_30070.3, SSPN1_30070.4	T265_14606
OG0001351	SSPN1_22900.1, SSPN1_22890.1	T265_13461
OG0001352	SSPN1_22980.1	T265_05586
OG0001353	SSPN1_61520.1	T265_04201
OG0001354	SSPN1_59940.1, SSPN1_59940.2	T265_07793
OG0001355	SSPN1_64650.1, SSPN1_64650.2	T265_14810, T265_10683
OG0001356	SSPN1_69340.4, SSPN1_69340.2, SSPN1_69340.5, SSPN1_69340.1, SSPN1_69340.3	T265_02268, T265_01960
OG0001357	SSPN1_31540.1	T265_02597, T265_15181
OG0001361	SSPN1_27450.1	T265_09022
OG0001362	SSPN1_29560.1	T265_07497
OG0001363	SSPN1_91350.1, SSPN1_91360.1	T265_13550
OG0001364	SSPN1_82310.9, SSPN1_82310.7, SSPN1_82310.3, SSPN1_82310.6, SSPN1_82310.1, SSPN1_82310.2, SSPN1_82310.4, SSPN1_82310.5, SSPN1_82310.8	T265_11114
OG0001365	SSPN1_75110.1	T265_06976, T265_16366
OG0001367	SSPN1_91890.1, SSPN1_91890.2, SSPN1_91890.3, SSPN1_91890.4	T265_06622
OG0001368	SSPN1_10780.1, SSPN1_10770.3, SSPN1_10770.4, SSPN1_10770.2, SSPN1_10770.1	T265_00192
OG0001369	SSPN1_86770.1	T265_01904, T265_15996
OG0001370	SSPN1_56510.1, SSPN1_56520.1, SSPN1_56510.2, SSPN1_56530.1	T265_14639
OG0001371	SSPN1_34540.1, SSPN1_34530.1	T265_04340
OG0001372	SSPN1_33790.3, SSPN1_33790.1, SSPN1_33790.2, SSPN1_33790.4	T265_07978, T265_16138
OG0001373	SSPN1_2370.1	T265_00255
OG0001374	SSPN1_63380.4, SSPN1_63380.2, SSPN1_63380.1, SSPN1_63380.3	T265_12908
OG0001376	SSPN1_83570.1	T265_03803
OG0001377	SSPN1_61970.1	T265_11911
OG0001378	SSPN1_3160.1	T265_12257
OG0001379	SSPN1_67400.1	T265_00091
OG0001380	SSPN1_57280.1	T265_12561
OG0001381	SSPN1_70430.1	T265_12544, T265_00449
OG0001383	SSPN1_4020.1	T265_11947
OG0001384	SSPN1_84640.1	T265_09759
OG0001385	SSPN1_22520.1, SSPN1_22520.2	T265_01081
OG0001386	SSPN1_42720.1, SSPN1_42720.2	T265_07152
OG0001387	SSPN1_83700.1	T265_14769
OG0001388	SSPN1_19020.1	T265_14723, T265_14724
OG0001389	SSPN1_44450.1	T265_12521
OG0001390	SSPN1_31220.1	T265_02614
OG0001391	SSPN1_36330.3, SSPN1_36330.4, SSPN1_36330.1, SSPN1_36330.2	T265_01912
OG0001392	SSPN1_17190.1	T265_10877
OG0001393	SSPN1_14470.1, SSPN1_14480.1	T265_06210, T265_06211
OG0001394	SSPN1_73390.1, SSPN1_73390.2, SSPN1_73390.3, SSPN1_73390.4, SSPN1_73390.5	T265_00453
OG0001395	SSPN1_24640.1	T265_05397
OG0001396	SSPN1_46270.1, SSPN1_46280.4, SSPN1_46280.1, SSPN1_46280.3, SSPN1_46280.2, SSPN1_46280.5	T265_04051
OG0001397	SSPN1_61850.1	T265_05166
OG0001398	SSPN1_19260.2, SSPN1_19260.1, SSPN1_19260.5, SSPN1_19260.3, SSPN1_19260.4	T265_14744
OG0001399	SSPN1_88480.3, SSPN1_88480.5, SSPN1_88480.4, SSPN1_88480.7, SSPN1_88480.6, SSPN1_88480.2, SSPN1_88480.1	T265_07384
OG0001400	SSPN1_82560.1, SSPN1_77980.5, SSPN1_77980.4, SSPN1_77980.1, SSPN1_77980.3, SSPN1_77980.2, SSPN1_77980.6	T265_13928
OG0001401	SSPN1_48990.1, SSPN1_49000.1, SSPN1_48980.1	T265_02697
OG0001402	SSPN1_25000.1, SSPN1_25000.2	T265_07539, T265_03846
OG0001403	SSPN1_53250.1	T265_11145
OG0001404	SSPN1_12420.1	T265_08776
OG0001405	SSPN1_37480.1	T265_06509, T265_12170
OG0001406	SSPN1_28150.1	T265_02953
OG0001408	SSPN1_23340.1, SSPN1_23310.1	T265_01105
OG0001410	SSPN1_35930.1, SSPN1_35940.1	T265_01911
OG0001411	SSPN1_27430.3, SSPN1_27430.4, SSPN1_27430.1, SSPN1_27430.2	T265_09016
OG0001412	SSPN1_27530.3, SSPN1_27530.4, SSPN1_27530.2, SSPN1_27530.1	T265_15135, T265_15134
OG0001413	SSPN1_90720.1	T265_15458
OG0001414	SSPN1_4210.1, SSPN1_4210.2, SSPN1_4210.4, SSPN1_4210.5, SSPN1_4210.3	T265_06660
OG0001415	SSPN1_30230.1	T265_12583
OG0001416	SSPN1_16050.3, SSPN1_16050.1, SSPN1_16050.5, SSPN1_16050.4, SSPN1_16050.2	T265_15557
OG0001417	SSPN1_16940.1, SSPN1_16940.2	T265_01847
OG0001418	SSPN1_550.1, SSPN1_550.2, SSPN1_550.3, SSPN1_550.4	T265_05264
OG0001419	SSPN1_58470.1, SSPN1_58470.2, SSPN1_58470.4, SSPN1_58470.3	T265_10451
OG0001420	SSPN1_79380.1, SSPN1_79380.2, SSPN1_79380.3	T265_16318
OG0001421	SSPN1_34170.1, SSPN1_34170.2	T265_06472
OG0001422	SSPN1_72190.1	T265_11255
OG0001423	SSPN1_19330.1, SSPN1_19330.2	T265_04431
OG0001424	SSPN1_21460.1	T265_03034
OG0001425	SSPN1_24450.5	T265_07510
OG0001426	SSPN1_6120.1, SSPN1_6120.3, SSPN1_6120.2, SSPN1_6120.5, SSPN1_6120.8, SSPN1_6120.10, SSPN1_6120.6, SSPN1_6120.9, SSPN1_6120.4, SSPN1_6120.7	T265_14581
OG0001427	SSPN1_25010.6, SSPN1_25010.5, SSPN1_25010.4, SSPN1_25010.1, SSPN1_25010.2, SSPN1_25010.3	T265_05041
OG0001428	SSPN1_2490.1	T265_02928
OG0001429	SSPN1_51300.1, SSPN1_51300.2	T265_12422
OG0001431	SSPN1_59260.1	T265_01123
OG0001432	SSPN1_20960.1	T265_10509
OG0001433	SSPN1_10210.1, SSPN1_10210.3, SSPN1_10210.2	T265_15424
OG0001434	SSPN1_91600.1, SSPN1_91580.1, SSPN1_91580.2	T265_04812
OG0001435	SSPN1_74430.1, SSPN1_74430.3, SSPN1_74430.2	T265_14120
OG0001436	SSPN1_74810.1, SSPN1_74810.2, SSPN1_74810.3	T265_10576
OG0001437	SSPN1_48420.1, SSPN1_52790.1, SSPN1_52800.1	T265_12582
OG0001438	SSPN1_11790.1	T265_03681
OG0001439	SSPN1_72860.1	T265_02218
OG0001440	SSPN1_33650.1	T265_02878
OG0001441	SSPN1_86040.1	T265_07339
OG0001443	SSPN1_12290.1, SSPN1_12290.2, SSPN1_12290.3, SSPN1_12290.4	T265_09543
OG0001444	SSPN1_69830.1, SSPN1_69830.2	T265_13620
OG0001445	SSPN1_70830.1, SSPN1_70830.2	T265_09117
OG0001453	SSPN1_50590.1	T265_00365
OG0001454	SSPN1_79600.1	T265_02228
OG0001455	SSPN1_92760.1, SSPN1_92760.2, SSPN1_92760.3	T265_11649
OG0001456	SSPN1_66150.1	T265_05111
OG0001457	SSPN1_5160.3, SSPN1_5160.1, SSPN1_5160.2, SSPN1_5160.4	T265_04536
OG0001458	SSPN1_29110.2, SSPN1_29110.5, SSPN1_29110.3, SSPN1_29110.4, SSPN1_29110.1, SSPN1_29110.6, SSPN1_29110.8, SSPN1_29110.7	T265_04521
OG0001459	SSPN1_55200.1, SSPN1_55190.1	T265_15689
OG0001460	SSPN1_34850.1, SSPN1_34850.2	T265_14339
OG0001461	SSPN1_27150.1	T265_06464
OG0001462	SSPN1_55620.2, SSPN1_55620.3, SSPN1_55620.1	T265_07001
OG0001463	SSPN1_64680.1	T265_05105
OG0001464	SSPN1_51550.1, SSPN1_51550.3, SSPN1_51550.2	T265_09082
OG0001465	SSPN1_72410.1	T265_07647
OG0001466	SSPN1_4900.1, SSPN1_4900.2, SSPN1_4900.3	T265_14982
OG0001467	SSPN1_61230.1	T265_00617
OG0001468	SSPN1_4510.4, SSPN1_4510.3, SSPN1_4510.1, SSPN1_4510.2	T265_06819
OG0001469	SSPN1_79200.4, SSPN1_79200.2, SSPN1_79200.3, SSPN1_79200.1	T265_01693
OG0001470	SSPN1_59950.1, SSPN1_59950.2, SSPN1_59950.3, SSPN1_59950.5, SSPN1_59950.4	T265_14595, T265_15746
OG0001471	SSPN1_63650.1, SSPN1_63690.1, SSPN1_55050.3, SSPN1_63720.1, SSPN1_63710.1, SSPN1_81090.1, SSPN1_55050.2, SSPN1_55050.1, SSPN1_21180.1, SSPN1_63700.1	T265_15237
OG0001472	SSPN1_60060.3, SSPN1_60060.4, SSPN1_60060.1, SSPN1_60060.2	T265_08050
OG0001473	SSPN1_71160.1, SSPN1_71160.2	T265_00769
OG0001474	SSPN1_39250.1	T265_11473
OG0001475	SSPN1_52730.1, SSPN1_52730.3, SSPN1_52730.2	T265_14342
OG0001476	SSPN1_8350.5, SSPN1_8350.3, SSPN1_8350.1, SSPN1_8350.2, SSPN1_8350.4	T265_05560
OG0001477	SSPN1_53880.1	T265_06773
OG0001478	SSPN1_21000.1	T265_00873
OG0001479	SSPN1_21580.1, SSPN1_21580.2, SSPN1_21580.3, SSPN1_21580.4, SSPN1_21580.5	T265_08475
OG0001480	SSPN1_19700.1, SSPN1_19700.3, SSPN1_19700.2	T265_01604
OG0001481	SSPN1_46060.1, SSPN1_46050.1, SSPN1_46050.2, SSPN1_46060.2	T265_14626, T265_14628, T265_14627
OG0001482	SSPN1_88790.1	T265_05352
OG0001483	SSPN1_68870.1	T265_01269, T265_01266
OG0001484	SSPN1_22010.1, SSPN1_22010.2	T265_10296
OG0001485	SSPN1_37050.1	T265_10549
OG0001486	SSPN1_51120.1, SSPN1_51120.2, SSPN1_51120.4, SSPN1_51120.3, SSPN1_51130.2, SSPN1_51130.1	T265_02851
OG0001487	SSPN1_23650.1, SSPN1_23650.2	T265_09627, T265_15615
OG0001488	SSPN1_34980.1	T265_01494
OG0001488	SSPN1_91920.1	T265_04399, T265_08966
OG0001489	SSPN1_24370.1	T265_05991
OG0001490	SSPN1_30450.2, SSPN1_30450.7, SSPN1_30450.3, SSPN1_30450.4, SSPN1_30450.6, SSPN1_30450.1, SSPN1_30450.5, SSPN1_30450.10, SSPN1_30450.8, SSPN1_30450.9	T265_13139
OG0001491	SSPN1_5510.1, SSPN1_5510.2, SSPN1_5510.3, SSPN1_5510.4	T265_07832
OG0001492	SSPN1_46910.1, SSPN1_47090.1	T265_04063, T265_04062
OG0001493	SSPN1_44480.1	T265_03979
OG0001494	SSPN1_25380.3, SSPN1_25380.4, SSPN1_25380.1, SSPN1_25380.2	T265_14892, T265_09586
