Orthogroup	schistosoma_spindale	schistosoma_bovis
OG0000377	SSPN1_50100.1, SSPN1_50100.2, SSPN1_50100.3, SSPN1_50100.4, SSPN1_50100.5, SSPN1_50100.6	SBOV2_53730.3, SBOV2_53730.2, SBOV2_53730.1
OG0000378	SSPN1_23530.3, SSPN1_23530.1, SSPN1_23530.2	SBOV2_23960.1, SBOV2_23960.2
OG0000379	SSPN1_14070.1, SSPN1_1610.1, SSPN1_37310.1	SBOV2_65250.1, SBOV2_95270.1, SBOV2_95860.1, SBOV2_21570.1, SBOV2_54710.1, SBOV2_54520.1
OG0000380	SSPN1_9650.1	SBOV2_21070.1
OG0000381	SSPN1_51390.2, SSPN1_51390.1, SSPN1_51390.3, SSPN1_51390.4	SBOV2_52480.5, SBOV2_52480.1, SBOV2_52480.4, SBOV2_52480.2, SBOV2_52480.3, SBOV2_52480.7
OG0000381	SSPN1_51400.1	SBOV2_52470.1
OG0000383	SSPN1_32840.1, SSPN1_32840.5, SSPN1_32840.2, SSPN1_32840.6, SSPN1_32840.3, SSPN1_32840.4	SBOV2_29570.1, SBOV2_29570.2
OG0000384	SSPN1_38920.1, SSPN1_38920.2, SSPN1_38920.3, SSPN1_38920.4, SSPN1_38900.1, SSPN1_38900.3, SSPN1_38900.2, SSPN1_38900.4, SSPN1_38900.5, SSPN1_38900.6, SSPN1_38900.7	SBOV2_35660.1, SBOV2_35690.1
OG0000385	SSPN1_21970.1, SSPN1_61890.1	SBOV2_61800.1
OG0000385	SSPN1_61440.1, SSPN1_93260.1, SSPN1_21960.1, SSPN1_61450.1	SBOV2_61810.1, SBOV2_61820.1
OG0000386	SSPN1_9900.1	SBOV2_20490.1, SBOV2_20490.2
OG0000387	SSPN1_2790.2, SSPN1_2790.4, SSPN1_2790.1, SSPN1_2790.3	SBOV2_2910.6, SBOV2_2910.8, SBOV2_2910.9, SBOV2_2910.1, SBOV2_2910.3, SBOV2_2910.7, SBOV2_2910.4, SBOV2_2910.2, SBOV2_2910.5
OG0000388	SSPN1_85970.4	SBOV2_88060.4
OG0000388	SSPN1_85970.1, SSPN1_85970.3, SSPN1_85970.2	SBOV2_88060.1, SBOV2_88060.2, SBOV2_88060.6, SBOV2_88060.7, SBOV2_88060.3, SBOV2_88060.5
OG0000389	SSPN1_70690.3, SSPN1_70690.1, SSPN1_70690.2	SBOV2_72750.4, SBOV2_72750.9, SBOV2_72750.7, SBOV2_72750.2, SBOV2_72750.8, SBOV2_72750.3, SBOV2_72750.1, SBOV2_72750.5, SBOV2_72750.6
OG0000390	SSPN1_80110.2, SSPN1_80110.3, SSPN1_80110.4, SSPN1_80110.1, SSPN1_80110.5, SSPN1_80110.6	SBOV2_82360.1
OG0000391	SSPN1_18400.1	SBOV2_13620.1, SBOV2_13620.2, SBOV2_13620.4, SBOV2_13620.3, SBOV2_13620.5
OG0000392	SSPN1_62470.1, SSPN1_62470.2	SBOV2_61300.4, SBOV2_61300.2, SBOV2_61300.1, SBOV2_61300.3
OG0000392	SSPN1_62470.3	SBOV2_61300.5
OG0000393	SSPN1_44220.1	SBOV2_44880.2, SBOV2_44880.5, SBOV2_44880.8, SBOV2_44880.1, SBOV2_44880.3, SBOV2_44880.4, SBOV2_44880.6, SBOV2_44880.7
OG0000394	SSPN1_63100.1, SSPN1_63100.2, SSPN1_63100.3, SSPN1_63100.4	SBOV2_60700.1, SBOV2_60700.3, SBOV2_60700.2, SBOV2_60700.7, SBOV2_60700.4, SBOV2_60700.5, SBOV2_60700.6
OG0000395	SSPN1_76560.5, SSPN1_76560.2, SSPN1_76560.4, SSPN1_76560.1, SSPN1_76560.3	SBOV2_78590.1
OG0000396	SSPN1_4340.2, SSPN1_4340.3, SSPN1_4340.1, SSPN1_4340.4	SBOV2_4480.3, SBOV2_4480.5, SBOV2_4480.1, SBOV2_4480.2, SBOV2_4480.4, SBOV2_4480.6, SBOV2_4480.7
OG0000397	SSPN1_76330.1, SSPN1_76330.2, SSPN1_76330.3, SSPN1_76330.4, SSPN1_76330.5, SSPN1_76330.6	SBOV2_78330.1, SBOV2_78330.2, SBOV2_78330.3, SBOV2_78330.4, SBOV2_78330.6, SBOV2_78330.5
OG0000398	SSPN1_12650.1	SBOV2_19290.1
OG0000398	SSPN1_21790.1	SBOV2_21960.1
OG0000398	SSPN1_21740.1	SBOV2_21920.1
OG0000399	SSPN1_27000.1	SBOV2_39480.1
OG0000400	SSPN1_93170.1, SSPN1_93170.2	SBOV2_44810.1
OG0000400	SSPN1_43190.1	SBOV2_43910.1
OG0000401	SSPN1_91150.1, SSPN1_91150.2, SSPN1_91150.3	SBOV2_93690.1
OG0000402	SSPN1_19230.2, SSPN1_19230.6, SSPN1_19230.1, SSPN1_19230.4, SSPN1_19230.3, SSPN1_19230.5	SBOV2_11090.2, SBOV2_11090.3, SBOV2_11090.6, SBOV2_11090.5, SBOV2_11090.1, SBOV2_11090.4
OG0000403	SSPN1_3130.1	SBOV2_3230.1, SBOV2_3240.1, SBOV2_3240.2, SBOV2_3240.4, SBOV2_3240.5, SBOV2_3240.6, SBOV2_3240.3, SBOV2_3240.7, SBOV2_3240.8
OG0000404	SSPN1_78760.1	SBOV2_80930.1, SBOV2_80930.2, SBOV2_80950.1, SBOV2_80940.1
OG0000405	SSPN1_33240.1	SBOV2_29930.1, SBOV2_29930.2, SBOV2_29930.4, SBOV2_29930.7, SBOV2_29930.8, SBOV2_29930.3, SBOV2_29930.5, SBOV2_29930.6
OG0000406	SSPN1_32370.1	SBOV2_29100.2, SBOV2_29100.5, SBOV2_29100.1, SBOV2_29100.3, SBOV2_29100.6, SBOV2_29100.7, SBOV2_29100.4
OG0000407	SSPN1_61840.1	SBOV2_61870.2, SBOV2_61870.3, SBOV2_61870.1, SBOV2_61870.4, SBOV2_61870.5
OG0000408	SSPN1_25470.7, SSPN1_25470.6, SSPN1_25470.2, SSPN1_25470.8, SSPN1_25470.10, SSPN1_25470.12, SSPN1_25470.13, SSPN1_25470.4, SSPN1_25470.14, SSPN1_25470.15, SSPN1_25470.11, SSPN1_25470.9, SSPN1_25470.1, SSPN1_25470.3, SSPN1_25470.5	SBOV2_41040.3, SBOV2_41040.1, SBOV2_41040.2, SBOV2_41040.4
OG0000409	SSPN1_84960.1	SBOV2_87270.11, SBOV2_87270.1, SBOV2_87270.5, SBOV2_87270.9, SBOV2_87270.2, SBOV2_87270.4, SBOV2_87270.10, SBOV2_87270.6, SBOV2_87270.8, SBOV2_87270.3, SBOV2_87270.7
OG0000410	SSPN1_66560.3, SSPN1_66560.4, SSPN1_66560.1, SSPN1_66560.2, SSPN1_66560.7, SSPN1_66560.6, SSPN1_66560.5	SBOV2_68580.2, SBOV2_68580.1, SBOV2_68580.3, SBOV2_68580.4
OG0000411	SSPN1_26100.1, SSPN1_26100.2, SSPN1_26100.5, SSPN1_26100.7, SSPN1_26100.3, SSPN1_26100.4, SSPN1_26100.6	SBOV2_40390.1
OG0000412	SSPN1_69290.3, SSPN1_69290.6, SSPN1_69290.5, SSPN1_69290.7, SSPN1_69290.2, SSPN1_69290.1, SSPN1_69290.4	SBOV2_71410.1, SBOV2_71410.2, SBOV2_71410.3
OG0000413	SSPN1_63250.1, SSPN1_63250.2, SSPN1_63250.3, SSPN1_63250.4, SSPN1_63250.6, SSPN1_63250.5	SBOV2_60530.1, SBOV2_60530.2
OG0000414	SSPN1_19750.1, SSPN1_19750.2, SSPN1_19750.4, SSPN1_19750.8, SSPN1_19750.7, SSPN1_19750.3, SSPN1_19750.5, SSPN1_19750.6	SBOV2_10550.1, SBOV2_10550.8, SBOV2_10550.2, SBOV2_10550.5, SBOV2_10550.7, SBOV2_10550.6, SBOV2_10550.3, SBOV2_10550.4
OG0000415	SSPN1_29670.2, SSPN1_29670.3, SSPN1_29670.4, SSPN1_29670.5, SSPN1_29670.1, SSPN1_29670.6	SBOV2_36830.2, SBOV2_36830.1, SBOV2_36830.6, SBOV2_36830.3, SBOV2_36830.4, SBOV2_36830.5
OG0000416	SSPN1_84360.1, SSPN1_84360.2	SBOV2_86620.1
OG0000416	SSPN1_87920.1	SBOV2_90360.1
OG0000416	SSPN1_84350.1	SBOV2_86610.1
OG0000417	SSPN1_50440.4, SSPN1_50440.2, SSPN1_50440.3, SSPN1_50440.6, SSPN1_50440.1, SSPN1_50440.5, SSPN1_50440.7, SSPN1_50440.8	SBOV2_53390.1, SBOV2_53390.2
OG0000418	SSPN1_90790.7, SSPN1_90790.6, SSPN1_90790.1, SSPN1_90790.5, SSPN1_90790.4, SSPN1_90790.3, SSPN1_90790.2	SBOV2_93300.10, SBOV2_93300.5, SBOV2_93300.6, SBOV2_93300.9, SBOV2_93300.1, SBOV2_93300.2, SBOV2_93300.3, SBOV2_93300.4, SBOV2_93300.7, SBOV2_93300.8
OG0000419	SSPN1_5970.6, SSPN1_5970.2, SSPN1_5970.1, SSPN1_5970.5	SBOV2_6030.13
OG0000421	SSPN1_57620.1, SSPN1_57620.4, SSPN1_57620.5	SBOV2_66820.1, SBOV2_66820.2, SBOV2_66820.5, SBOV2_66820.6
OG0000421	SSPN1_57620.2, SSPN1_57620.3	SBOV2_66820.3, SBOV2_66820.4, SBOV2_66820.7
OG0000422	SSPN1_48400.1, SSPN1_48400.3, SSPN1_48400.6, SSPN1_48400.4, SSPN1_48400.7, SSPN1_48400.2, SSPN1_48400.8, SSPN1_48400.5	SBOV2_49390.3, SBOV2_49390.5, SBOV2_49390.4, SBOV2_49390.1, SBOV2_49390.6, SBOV2_49390.2, SBOV2_49390.7
OG0000423	SSPN1_33050.1, SSPN1_33050.2, SSPN1_33050.3, SSPN1_33050.5, SSPN1_33050.6, SSPN1_33050.7, SSPN1_33050.4, SSPN1_33050.8	SBOV2_29750.1
OG0000425	SSPN1_28400.1, SSPN1_28400.2	SBOV2_38140.3, SBOV2_38140.1, SBOV2_38140.4, SBOV2_38140.2
OG0000426	SSPN1_52630.1	SBOV2_51190.1, SBOV2_51180.1
OG0000426	SSPN1_52620.1	SBOV2_51210.1
OG0000427	SSPN1_51490.4, SSPN1_51490.2, SSPN1_51490.1, SSPN1_51490.3	SBOV2_52380.1
OG0000428	SSPN1_40830.3, SSPN1_40830.4, SSPN1_40830.5, SSPN1_40830.1, SSPN1_40830.2, SSPN1_40830.6, SSPN1_40830.7	SBOV2_25750.6, SBOV2_25750.7, SBOV2_25750.2, SBOV2_25750.5, SBOV2_25750.3, SBOV2_25750.1, SBOV2_25750.4
OG0000429	SSPN1_89380.1	SBOV2_91660.1
OG0000429	SSPN1_43640.1, SSPN1_43640.2	SBOV2_44500.1
OG0000430	SSPN1_38530.1	SBOV2_35310.5, SBOV2_35310.6, SBOV2_35310.1, SBOV2_35310.4, SBOV2_35310.2, SBOV2_35310.3
OG0000431	SSPN1_47410.3, SSPN1_47410.7, SSPN1_47410.1, SSPN1_47410.5, SSPN1_47410.6, SSPN1_47410.4, SSPN1_47410.8, SSPN1_47410.9, SSPN1_47410.2	SBOV2_48380.2, SBOV2_48380.1, SBOV2_48380.3, SBOV2_48380.6, SBOV2_48380.4, SBOV2_48380.5
OG0000432	SSPN1_90460.4, SSPN1_90460.7, SSPN1_90460.1, SSPN1_90460.2, SSPN1_90460.5, SSPN1_90460.3, SSPN1_90460.6	SBOV2_92960.1, SBOV2_92960.4, SBOV2_92960.6, SBOV2_92960.2, SBOV2_92960.3, SBOV2_92960.5
OG0000433	SSPN1_30740.4, SSPN1_30740.5, SSPN1_30740.1, SSPN1_30740.2, SSPN1_30740.3	SBOV2_27580.6, SBOV2_27580.1, SBOV2_27580.7, SBOV2_27580.2, SBOV2_27580.3, SBOV2_27580.4, SBOV2_27580.5
OG0000434	SSPN1_89960.3, SSPN1_89960.5, SSPN1_89960.1, SSPN1_89960.4, SSPN1_89960.2, SSPN1_89960.6	SBOV2_92450.1, SBOV2_92450.3, SBOV2_92450.5, SBOV2_92450.4, SBOV2_92450.7, SBOV2_92450.6, SBOV2_92450.2
OG0000435	SSPN1_52870.3, SSPN1_52870.4, SSPN1_52870.2, SSPN1_52870.1, SSPN1_52870.5	SBOV2_50940.2, SBOV2_50940.7, SBOV2_50940.1, SBOV2_50940.3, SBOV2_50940.4, SBOV2_50940.6, SBOV2_50940.9, SBOV2_50940.5, SBOV2_50940.10, SBOV2_50940.11, SBOV2_50940.8
OG0000436	SSPN1_24580.4, SSPN1_24580.6, SSPN1_24580.9, SSPN1_24580.3, SSPN1_24580.5, SSPN1_24580.1, SSPN1_24580.7, SSPN1_24580.2, SSPN1_24580.8	SBOV2_25140.2, SBOV2_25140.5, SBOV2_25140.6, SBOV2_25140.4, SBOV2_25140.1, SBOV2_25140.3
OG0000437	SSPN1_3030.1, SSPN1_3030.2, SSPN1_3030.3	SBOV2_3160.8, SBOV2_3160.9, SBOV2_3160.3, SBOV2_3160.5, SBOV2_3160.6, SBOV2_3160.7, SBOV2_3160.1, SBOV2_3160.2, SBOV2_3160.4
OG0000438	SSPN1_60570.11, SSPN1_60570.5, SSPN1_60570.1, SSPN1_60570.10, SSPN1_60570.2, SSPN1_60570.4, SSPN1_60570.8, SSPN1_60570.6, SSPN1_60570.9, SSPN1_60570.3, SSPN1_60570.7	SBOV2_63140.1
OG0000439	SSPN1_81330.7, SSPN1_81330.8, SSPN1_81330.3, SSPN1_81330.1, SSPN1_81330.2, SSPN1_81330.4, SSPN1_81330.5, SSPN1_81330.6	SBOV2_83710.5, SBOV2_83710.1, SBOV2_83710.3, SBOV2_83710.4, SBOV2_83710.2
OG0000440	SSPN1_87640.1	SBOV2_90040.1
OG0000440	SSPN1_87620.1, SSPN1_87620.2	SBOV2_96500.1, SBOV2_96500.2, SBOV2_96500.3, SBOV2_96500.4, SBOV2_96500.5
OG0000441	SSPN1_8870.1	SBOV2_8920.1
OG0000441	SSPN1_16110.1	SBOV2_14190.1, SBOV2_14190.2
OG0000443	SSPN1_5620.3	SBOV2_5730.8, SBOV2_5730.9
OG0000443	SSPN1_5620.1, SSPN1_5620.2	SBOV2_5730.6, SBOV2_5730.7
OG0000444	SSPN1_68430.1, SSPN1_68430.10, SSPN1_68430.11, SSPN1_68430.12, SSPN1_68430.13, SSPN1_68430.2, SSPN1_68430.5, SSPN1_68430.8, SSPN1_68430.9, SSPN1_68430.4, SSPN1_68430.14, SSPN1_68430.7, SSPN1_68430.6, SSPN1_68430.3	SBOV2_70540.1
OG0000445	SSPN1_59060.1	SBOV2_65140.1
OG0000446	SSPN1_8890.1	SBOV2_8890.1
OG0000446	SSPN1_8990.1, SSPN1_8990.2	SBOV2_8970.1
OG0000447	SSPN1_54930.1, SSPN1_54930.2	SBOV2_56190.1, SBOV2_56190.2, SBOV2_56190.3
OG0000448	SSPN1_30330.1, SSPN1_30330.2	SBOV2_36190.1, SBOV2_36190.3
OG0000448	SSPN1_30330.3	SBOV2_36190.4
OG0000449	SSPN1_55670.2, SSPN1_55670.6, SSPN1_55670.5, SSPN1_55670.7, SSPN1_55670.3, SSPN1_55670.4, SSPN1_55670.1	SBOV2_57070.1, SBOV2_57100.1, SBOV2_57060.1
OG0000450	SSPN1_23840.1	SBOV2_24280.6, SBOV2_24280.4, SBOV2_24280.5, SBOV2_24280.1, SBOV2_24280.2, SBOV2_24280.3
OG0000451	SSPN1_84570.1	SBOV2_96360.1, SBOV2_96360.2, SBOV2_86860.1
OG0000452	SSPN1_31560.1	SBOV2_28350.1
OG0000453	SSPN1_61940.1, SSPN1_61940.2, SSPN1_61940.5, SSPN1_61940.7, SSPN1_61940.4, SSPN1_61940.6, SSPN1_61940.3	SBOV2_61750.1
OG0000454	SSPN1_67610.1	SBOV2_23810.1
OG0000454	SSPN1_80830.1, SSPN1_80840.1	SBOV2_83110.1, SBOV2_83120.1
OG0000454	SSPN1_69160.1	SBOV2_71280.1, SBOV2_71500.1
OG0000455	SSPN1_17010.1	SBOV2_12200.1, SBOV2_12200.2, SBOV2_12200.3, SBOV2_12200.4, SBOV2_12200.5
OG0000456	SSPN1_68240.1, SSPN1_68240.2	SBOV2_70340.5, SBOV2_70340.1, SBOV2_70340.3, SBOV2_70340.6, SBOV2_70340.4, SBOV2_70340.2
OG0000457	SSPN1_27510.3, SSPN1_27510.1, SSPN1_27510.2, SSPN1_27510.4	SBOV2_39000.1, SBOV2_39000.2, SBOV2_39000.3, SBOV2_39000.5, SBOV2_39000.4
OG0000458	SSPN1_36610.1, SSPN1_36610.3, SSPN1_36610.4, SSPN1_36610.5, SSPN1_36610.2	SBOV2_33350.1
OG0000459	SSPN1_21560.1, SSPN1_21560.2	SBOV2_9300.6, SBOV2_9300.4, SBOV2_9300.8, SBOV2_9300.7, SBOV2_9300.2, SBOV2_9300.3, SBOV2_9300.5, SBOV2_9300.1
OG0000460	SSPN1_17180.1	SBOV2_12350.1, SBOV2_12350.2, SBOV2_12350.3, SBOV2_12350.4, SBOV2_12350.5
OG0000461	SSPN1_71180.2, SSPN1_71180.1	SBOV2_73180.1, SBOV2_73180.2
OG0000462	SSPN1_89310.3, SSPN1_89310.4, SSPN1_89310.1, SSPN1_89310.2	SBOV2_92030.3, SBOV2_92030.4, SBOV2_92030.1, SBOV2_92030.2
OG0000463	SSPN1_50410.1, SSPN1_50410.2	SBOV2_53420.1, SBOV2_53430.1
OG0000463	SSPN1_50420.1	SBOV2_53410.1, SBOV2_53410.2
OG0000464	SSPN1_18680.1	SBOV2_13870.2, SBOV2_13870.1, SBOV2_13870.3
OG0000465	SSPN1_72970.1, SSPN1_72970.2	SBOV2_74910.1, SBOV2_74910.4, SBOV2_74910.5, SBOV2_74910.2, SBOV2_74910.3
OG0000466	SSPN1_51540.1, SSPN1_51540.2, SSPN1_51540.3	SBOV2_52330.1
OG0000467	SSPN1_33920.1, SSPN1_33920.2	SBOV2_30620.6, SBOV2_30620.4, SBOV2_30620.7, SBOV2_30620.8, SBOV2_30620.2, SBOV2_30620.5, SBOV2_30620.3, SBOV2_30620.1
OG0000468	SSPN1_67970.1, SSPN1_67970.4, SSPN1_67970.5, SSPN1_67970.2, SSPN1_67970.3	SBOV2_70080.6, SBOV2_70080.7, SBOV2_70080.2, SBOV2_70080.3, SBOV2_70080.4, SBOV2_70080.1, SBOV2_70080.5
OG0000469	SSPN1_3920.1	SBOV2_4050.1, SBOV2_4050.2, SBOV2_4050.3, SBOV2_4050.6, SBOV2_4050.5, SBOV2_4050.4
OG0000470	SSPN1_49600.11, SSPN1_49600.1, SSPN1_49600.9, SSPN1_49600.2, SSPN1_49600.5, SSPN1_49600.6, SSPN1_49600.3, SSPN1_49600.7, SSPN1_49600.8, SSPN1_49600.4, SSPN1_49600.10	SBOV2_54210.1, SBOV2_54210.2, SBOV2_54210.3, SBOV2_54210.5, SBOV2_54210.6, SBOV2_54210.4
OG0000471	SSPN1_85310.3, SSPN1_85310.4, SSPN1_85310.1, SSPN1_85310.2	SBOV2_89620.2, SBOV2_89620.3, SBOV2_89620.7, SBOV2_89620.5, SBOV2_89620.4, SBOV2_89620.6, SBOV2_89620.1
OG0000472	SSPN1_33970.2, SSPN1_33970.1, SSPN1_33970.3	SBOV2_30680.1, SBOV2_30690.1
OG0000473	SSPN1_4880.1, SSPN1_4880.2	SBOV2_4980.6, SBOV2_4980.5, SBOV2_4980.9, SBOV2_4980.1, SBOV2_4980.2, SBOV2_4980.4, SBOV2_4980.7, SBOV2_4980.3, SBOV2_4980.8
OG0000474	SSPN1_10340.1	SBOV2_20040.1
OG0000474	SSPN1_44260.1	SBOV2_45070.1
OG0000475	SSPN1_65510.1	SBOV2_63350.3, SBOV2_63350.2, SBOV2_63350.1
OG0000476	SSPN1_9490.1	SBOV2_20900.1, SBOV2_20890.1, SBOV2_20900.7, SBOV2_20900.2, SBOV2_20900.3, SBOV2_20900.4, SBOV2_20900.5, SBOV2_20900.9, SBOV2_20900.6, SBOV2_20900.10, SBOV2_20900.8
OG0000477	SSPN1_44140.1	SBOV2_44960.4, SBOV2_44960.3, SBOV2_44960.5, SBOV2_44960.1, SBOV2_44960.2, SBOV2_44960.6
OG0000478	SSPN1_6330.1, SSPN1_6330.4, SSPN1_6330.5, SSPN1_6330.3, SSPN1_6330.2	SBOV2_6340.1
OG0000479	SSPN1_30490.1, SSPN1_30490.2	SBOV2_36040.1
OG0000480	SSPN1_65230.1	SBOV2_63600.1
OG0000481	SSPN1_59490.1	SBOV2_64670.5, SBOV2_64670.7, SBOV2_64670.1, SBOV2_64670.2, SBOV2_64670.3, SBOV2_64670.6, SBOV2_64670.8, SBOV2_64670.4
OG0000482	SSPN1_20580.1	SBOV2_9670.3, SBOV2_9670.7, SBOV2_9670.6
OG0000482	SSPN1_20580.3, SSPN1_20580.5, SSPN1_20580.6, SSPN1_20580.2, SSPN1_20580.4	SBOV2_9670.2
OG0000483	SSPN1_55210.1	SBOV2_110.1, SBOV2_110.10, SBOV2_110.11, SBOV2_110.12, SBOV2_110.13, SBOV2_110.14, SBOV2_110.15, SBOV2_110.2, SBOV2_110.3, SBOV2_110.4, SBOV2_110.5, SBOV2_110.6, SBOV2_110.7, SBOV2_110.8, SBOV2_110.9, SBOV2_92050.1, SBOV2_92050.2, SBOV2_92050.3, SBOV2_92060.1, SBOV2_56670.1, SBOV2_56690.1
OG0000484	SSPN1_92830.1	SBOV2_95630.1, SBOV2_95680.1, SBOV2_95220.1, SBOV2_95070.1, SBOV2_95050.1, SBOV2_95690.1, SBOV2_95640.1
OG0000485	SSPN1_18050.2, SSPN1_18050.3, SSPN1_18050.4, SSPN1_18050.6, SSPN1_18050.1, SSPN1_18050.5	SBOV2_13220.1, SBOV2_13220.2
OG0000487	SSPN1_6040.2, SSPN1_6040.3, SSPN1_6040.1	SBOV2_6110.1
OG0000488	SSPN1_82600.3, SSPN1_82620.1, SSPN1_82600.2, SSPN1_82600.1	SBOV2_85050.1
OG0000488	SSPN1_82590.1	SBOV2_85040.1
OG0000489	SSPN1_54920.1	SBOV2_56180.4, SBOV2_56180.3, SBOV2_56180.1, SBOV2_56180.5, SBOV2_56150.1, SBOV2_56150.3, SBOV2_56180.2, SBOV2_56150.2
OG0000490	SSPN1_65800.1, SSPN1_65820.1	SBOV2_67770.1
OG0000490	SSPN1_65800.2	SBOV2_67740.1, SBOV2_67750.1, SBOV2_67780.1
OG0000491	SSPN1_29160.1	SBOV2_37380.1, SBOV2_37380.3, SBOV2_37380.4, SBOV2_37380.7, SBOV2_37380.2, SBOV2_37380.5, SBOV2_37380.6
OG0000492	SSPN1_61650.1	SBOV2_62050.1, SBOV2_62050.3, SBOV2_62050.4, SBOV2_62050.6, SBOV2_62050.7, SBOV2_62050.8, SBOV2_62050.2, SBOV2_62050.5
OG0000493	SSPN1_45900.1, SSPN1_45900.2, SSPN1_45900.3	SBOV2_46820.1
OG0000493	SSPN1_27920.1	SBOV2_38600.1
OG0000495	SSPN1_3040.5	SBOV2_3170.2, SBOV2_3170.3, SBOV2_3170.1, SBOV2_3170.4
OG0000496	SSPN1_33180.6, SSPN1_33180.3, SSPN1_33180.10, SSPN1_33180.5, SSPN1_33180.1, SSPN1_33180.11, SSPN1_33180.8, SSPN1_33180.9, SSPN1_33180.4, SSPN1_33180.2, SSPN1_33180.7	SBOV2_29870.5, SBOV2_29870.1, SBOV2_29870.2, SBOV2_29870.3, SBOV2_29870.4
OG0000497	SSPN1_5390.1, SSPN1_5390.2	SBOV2_5440.4, SBOV2_5450.1, SBOV2_5440.1, SBOV2_5440.2, SBOV2_5440.5, SBOV2_5440.3
OG0000498	SSPN1_24200.1	SBOV2_24720.4, SBOV2_24720.3, SBOV2_24720.1, SBOV2_24720.2
OG0000498	SSPN1_26110.1	SBOV2_40380.1
OG0000499	SSPN1_67910.1	SBOV2_70020.1
OG0000500	SSPN1_11990.1	SBOV2_18600.3, SBOV2_18600.4, SBOV2_18600.7, SBOV2_18600.6, SBOV2_18600.5, SBOV2_18600.9, SBOV2_18600.2, SBOV2_18600.1, SBOV2_18600.8
OG0000501	SSPN1_24900.1, SSPN1_24900.2, SSPN1_24900.3	SBOV2_25400.1
OG0000502	SSPN1_35300.1	SBOV2_32050.1, SBOV2_32050.4, SBOV2_32050.5, SBOV2_32050.2, SBOV2_32050.6, SBOV2_32050.7, SBOV2_32050.3, SBOV2_32050.8
OG0000503	SSPN1_3740.1	SBOV2_3850.1
OG0000504	SSPN1_45360.2, SSPN1_45360.1, SSPN1_45360.3	SBOV2_46250.4, SBOV2_46250.1, SBOV2_46250.5, SBOV2_46250.2, SBOV2_46250.3, SBOV2_46250.6
OG0000505	SSPN1_39850.1	SBOV2_26710.8, SBOV2_26710.9, SBOV2_26710.1, SBOV2_26710.2, SBOV2_26710.3, SBOV2_26710.4, SBOV2_26710.5, SBOV2_26710.6, SBOV2_26710.7
OG0000506	SSPN1_21440.1	SBOV2_9140.2, SBOV2_9140.7, SBOV2_9140.10, SBOV2_9140.1, SBOV2_9140.3, SBOV2_9140.4, SBOV2_9140.8, SBOV2_9140.9, SBOV2_9140.11, SBOV2_9140.5, SBOV2_9140.6
OG0000507	SSPN1_30220.2, SSPN1_30200.1, SSPN1_30220.1, SSPN1_30220.4, SSPN1_30220.3	SBOV2_36330.3, SBOV2_36330.1, SBOV2_36330.2
OG0000508	SSPN1_15470.1, SSPN1_15470.8, SSPN1_15470.9, SSPN1_15470.3, SSPN1_15470.4, SSPN1_15470.6, SSPN1_15470.2, SSPN1_15470.5, SSPN1_15470.7	SBOV2_14800.1
OG0000509	SSPN1_47870.2, SSPN1_47870.1, SSPN1_47870.3	SBOV2_48830.1
OG0000509	SSPN1_49340.3, SSPN1_49340.1, SSPN1_49340.2, SSPN1_49340.4	SBOV2_54480.1, SBOV2_54480.2
OG0000510	SSPN1_75860.1, SSPN1_75860.2	SBOV2_77900.1, SBOV2_77900.2
OG0000510	SSPN1_75880.2, SSPN1_75880.1, SSPN1_75880.3	SBOV2_77920.2, SBOV2_77920.4, SBOV2_77920.1, SBOV2_77920.3
OG0000511	SSPN1_69670.1, SSPN1_69690.3, SSPN1_69690.1, SSPN1_69690.2	SBOV2_71800.1, SBOV2_71790.1, SBOV2_71790.2
OG0000512	SSPN1_49840.2, SSPN1_49840.3, SSPN1_49840.7, SSPN1_49840.1, SSPN1_49840.4, SSPN1_49840.6, SSPN1_49840.8, SSPN1_49840.9, SSPN1_49840.5	SBOV2_53990.6, SBOV2_53990.8, SBOV2_53990.9, SBOV2_53990.2, SBOV2_53990.1, SBOV2_53990.4, SBOV2_53990.5, SBOV2_53990.7, SBOV2_53990.10, SBOV2_53990.3
OG0000513	SSPN1_57660.1	SBOV2_66780.1, SBOV2_66780.3, SBOV2_66780.4, SBOV2_66780.5, SBOV2_66780.2
OG0000514	SSPN1_44130.1	SBOV2_44970.1
OG0000515	SSPN1_15870.7, SSPN1_15870.2, SSPN1_15870.3, SSPN1_15870.1, SSPN1_15870.5, SSPN1_15870.4, SSPN1_15870.6	SBOV2_14440.4, SBOV2_14440.2, SBOV2_14440.5, SBOV2_14440.3, SBOV2_14440.6, SBOV2_14440.1, SBOV2_14440.7
OG0000516	SSPN1_60920.6, SSPN1_60920.1, SSPN1_60920.4, SSPN1_60920.7, SSPN1_60920.3, SSPN1_60920.8, SSPN1_60920.10, SSPN1_60920.5, SSPN1_60920.9, SSPN1_60920.11, SSPN1_60920.12, SSPN1_60920.2	SBOV2_62780.10, SBOV2_62780.11, SBOV2_62780.6, SBOV2_62780.7, SBOV2_62780.9, SBOV2_62780.3, SBOV2_62780.2, SBOV2_62780.4, SBOV2_62780.8, SBOV2_62780.1, SBOV2_62780.5
