Orthogroup	trichobilharzia_regenti	schistosoma_turkestanicum
OG0001882	TREG1_101420.3, TREG1_101420.2, TREG1_101420.1	STRK1_75620.1
OG0001883	TREG1_6520.3, TREG1_6520.4, TREG1_6520.1, TREG1_6520.2	STRK1_16930.1
OG0001884	TREG1_124580.1, TREG1_124580.2	STRK1_88080.1
OG0001885	TREG1_28050.1	STRK1_8480.1, STRK1_102660.1
OG0001886	TREG1_105900.1, TREG1_139880.1, TREG1_105890.1, TREG1_139890.1	STRK1_70490.1, STRK1_70520.1
OG0001887	TREG1_87170.1, TREG1_87180.1	STRK1_111220.1
OG0001888	TREG1_89570.1, TREG1_89570.2	STRK1_64530.1
OG0001889	TREG1_115580.1, TREG1_115580.4, TREG1_115580.7, TREG1_115580.3, TREG1_115580.2, TREG1_115580.5, TREG1_115580.6	STRK1_81670.1
OG0001890	TREG1_66900.1	STRK1_45700.1
OG0001892	TREG1_108340.1	STRK1_76330.1
OG0001893	TREG1_58040.1, TREG1_58040.2, TREG1_58040.3, TREG1_58040.5, TREG1_58040.6, TREG1_58040.7, TREG1_58040.8, TREG1_58040.9, TREG1_58040.4	STRK1_34950.1, STRK1_34950.2, STRK1_34950.3
OG0001894	TREG1_114170.1	STRK1_79310.1, STRK1_79310.2, STRK1_79310.3, STRK1_79310.4
OG0001895	TREG1_39340.1, TREG1_39340.2, TREG1_39370.1	STRK1_42600.1, STRK1_42600.2, STRK1_42650.1
OG0001896	TREG1_45230.1	STRK1_29160.1, STRK1_29160.2
OG0001897	TREG1_102270.1, TREG1_102270.2, TREG1_102270.3, TREG1_102270.4, TREG1_102270.5	STRK1_72470.1
OG0001898	TREG1_79240.1	STRK1_56070.1
OG0001899	TREG1_41650.1	STRK1_28480.1, STRK1_28480.2
OG0001900	TREG1_99010.3, TREG1_99010.1, TREG1_99010.2	STRK1_73790.1, STRK1_73790.2
OG0001901	TREG1_49170.4, TREG1_49170.1, TREG1_49170.3, TREG1_49170.2	STRK1_29790.1, STRK1_29790.2
OG0001902	TREG1_41710.1, TREG1_41710.2	STRK1_28500.1
OG0001903	TREG1_114570.1	STRK1_81870.1
OG0001904	TREG1_17840.1, TREG1_17840.2, TREG1_17840.3, TREG1_17840.4	STRK1_11500.1
OG0001905	TREG1_78660.1	STRK1_104070.1, STRK1_56210.2, STRK1_56200.1, STRK1_56200.2, STRK1_56210.1, STRK1_53590.1
OG0001906	TREG1_46210.2, TREG1_46210.3, TREG1_46210.1, TREG1_46210.4, TREG1_46210.5	STRK1_36580.2, STRK1_36580.1, STRK1_36580.3
OG0001907	TREG1_8730.1, TREG1_8720.1	STRK1_6270.1
OG0001908	TREG1_88890.1	STRK1_62080.1, STRK1_62090.1
OG0001909	TREG1_132110.1, TREG1_132110.4, TREG1_132110.5, TREG1_132110.2, TREG1_132110.3	STRK1_93170.1
OG0001910	TREG1_44790.1, TREG1_44790.2, TREG1_44790.3	STRK1_28890.1
OG0001911	TREG1_73820.3, TREG1_73820.1, TREG1_73820.2, TREG1_73820.4, TREG1_73820.5	STRK1_47770.1, STRK1_47770.2
OG0001912	TREG1_97760.2, TREG1_97760.1, TREG1_97760.3	STRK1_76490.1, STRK1_76490.2, STRK1_76490.3
OG0001913	TREG1_107770.1, TREG1_107770.3, TREG1_107770.2, TREG1_107770.4, TREG1_107770.5, TREG1_107770.6, TREG1_107770.7, TREG1_107770.8	STRK1_71560.1
OG0001914	TREG1_83960.1	STRK1_60010.1
OG0001915	TREG1_115790.1, TREG1_115780.1	STRK1_80790.1
OG0001916	TREG1_23700.1, TREG1_23750.4, TREG1_23750.1, TREG1_23750.2, TREG1_23750.3	STRK1_6160.1
OG0001917	TREG1_96840.1, TREG1_96840.2, TREG1_13390.1, TREG1_13420.1, TREG1_13420.2, TREG1_13450.1, TREG1_13450.2	STRK1_12730.1, STRK1_12730.2, STRK1_12730.4, STRK1_12730.3
OG0001918	TREG1_62890.1, TREG1_62890.3, TREG1_62890.2, TREG1_62890.4	STRK1_43990.1, STRK1_43990.2
OG0001919	TREG1_92120.1, TREG1_92130.1, TREG1_92170.1, TREG1_92170.2	STRK1_66110.1, STRK1_66110.2
OG0001920	TREG1_6920.1	STRK1_100410.1, STRK1_12580.1, STRK1_12580.2, STRK1_12590.1
OG0001921	TREG1_41430.1	STRK1_38000.1
OG0001922	TREG1_80210.1, TREG1_80210.2	STRK1_102080.1
OG0001923	TREG1_25130.1, TREG1_25130.2, TREG1_137580.4, TREG1_137580.5, TREG1_137580.6, TREG1_137580.8, TREG1_137580.7, TREG1_137580.3, TREG1_137580.1, TREG1_137580.2, TREG1_137590.1	STRK1_15570.1
OG0001924	TREG1_49620.1, TREG1_21220.1, TREG1_76320.1, TREG1_76320.2, TREG1_76320.3, TREG1_76320.4, TREG1_76320.5	STRK1_48810.5, STRK1_48810.6, STRK1_48810.7, STRK1_48810.1, STRK1_48810.2, STRK1_48810.3, STRK1_48810.4
OG0001925	TREG1_24020.2, TREG1_24020.8, TREG1_24020.3, TREG1_24020.4, TREG1_24020.7, TREG1_24020.6, TREG1_24020.1, TREG1_24020.5	STRK1_20340.1, STRK1_20340.2
OG0001926	TREG1_55470.1, TREG1_55470.2, TREG1_55470.3, TREG1_55470.4, TREG1_55470.5, TREG1_55470.6	STRK1_34130.1
OG0001927	TREG1_570.1	STRK1_80850.1, STRK1_80850.2
OG0001928	TREG1_76620.1, TREG1_76620.5, TREG1_76620.4, TREG1_76620.2, TREG1_76620.3	STRK1_52100.1, STRK1_52100.2, STRK1_52100.4, STRK1_52100.3
OG0001929	TREG1_95030.1, TREG1_95020.1	STRK1_70270.1, STRK1_70270.2, STRK1_70270.3
OG0001930	TREG1_49260.1	STRK1_29860.1, STRK1_29860.2, STRK1_29860.3
OG0001931	TREG1_46200.2, TREG1_46200.5, TREG1_46200.1, TREG1_46200.4, TREG1_46200.3, TREG1_46190.1, TREG1_46190.3, TREG1_46190.2, TREG1_46190.4, TREG1_46190.6, TREG1_46190.5	STRK1_36570.3, STRK1_36570.1, STRK1_36570.2
OG0001932	TREG1_88990.1, TREG1_88990.2, TREG1_88990.3	STRK1_61990.1
OG0001933	TREG1_31620.1	STRK1_22480.1, STRK1_22480.2
OG0001934	TREG1_42090.1, TREG1_42090.2, TREG1_42090.3	STRK1_37580.1
OG0001935	TREG1_23300.9, TREG1_23300.11, TREG1_23300.1, TREG1_23300.10, TREG1_23300.2, TREG1_23300.3, TREG1_23300.4, TREG1_23300.5, TREG1_23300.6, TREG1_23300.7, TREG1_23300.8	STRK1_7730.2, STRK1_7730.3, STRK1_7730.1, STRK1_7730.4
OG0001936	TREG1_13870.1, TREG1_13870.2, TREG1_13870.3, TREG1_13870.4	STRK1_10980.1
OG0001941	TREG1_124190.1	STRK1_87790.1
OG0001942	TREG1_37170.1	STRK1_23630.1
OG0001943	TREG1_22730.3, TREG1_22730.4, TREG1_22730.1, TREG1_22730.2, TREG1_22730.5	STRK1_13300.1, STRK1_13300.3, STRK1_13300.2, STRK1_13300.4
OG0001944	TREG1_90750.1	STRK1_66250.1
OG0001945	TREG1_134660.1, TREG1_134670.1	STRK1_92480.1, STRK1_92480.2
OG0001946	TREG1_49140.3, TREG1_49140.4, TREG1_49140.5, TREG1_49140.6, TREG1_49140.7, TREG1_49140.2, TREG1_49140.1	STRK1_29760.3, STRK1_29760.4, STRK1_29760.1, STRK1_29760.2, STRK1_29760.5
OG0001947	TREG1_56110.1	STRK1_37240.2, STRK1_37240.1
OG0001948	TREG1_124070.1	STRK1_87890.1
OG0001949	TREG1_132160.1, TREG1_132160.5, TREG1_132160.6, TREG1_132160.7, TREG1_132160.8, TREG1_132160.9, TREG1_132160.2, TREG1_132160.3, TREG1_132160.4	STRK1_90360.1
OG0001950	TREG1_115120.1, TREG1_115120.3, TREG1_115120.2, TREG1_115120.4	STRK1_81210.1
OG0001951	TREG1_16760.1, TREG1_16770.2, TREG1_16770.1	STRK1_5790.1, STRK1_5790.2, STRK1_5790.3, STRK1_5790.4
OG0001952	TREG1_63160.3, TREG1_63160.1, TREG1_63160.2	STRK1_43440.1, STRK1_43440.2
OG0001953	TREG1_51780.1	STRK1_31500.1
OG0001954	TREG1_19970.1, TREG1_19970.3, TREG1_19970.2, TREG1_19970.4, TREG1_19970.5	STRK1_4450.1
OG0001955	TREG1_5060.1, TREG1_5060.2, TREG1_5060.4, TREG1_5060.3, TREG1_5060.5, TREG1_5060.6	STRK1_15370.1
OG0001956	TREG1_98440.1, TREG1_98440.2, TREG1_98440.4, TREG1_98440.3	STRK1_75910.1, STRK1_75910.2
OG0001957	TREG1_20150.1, TREG1_20150.2	STRK1_4590.1, STRK1_4590.2, STRK1_4590.4, STRK1_4590.3
OG0001958	TREG1_88490.1	STRK1_63180.1, STRK1_63180.2, STRK1_63180.3, STRK1_63180.4, STRK1_63180.5, STRK1_63180.7, STRK1_63180.8, STRK1_63180.6
OG0001959	TREG1_52530.5, TREG1_52530.6, TREG1_52530.2, TREG1_52530.3, TREG1_52530.1, TREG1_52530.4	STRK1_29460.1
OG0001960	TREG1_46310.1	STRK1_36730.1, STRK1_36730.2, STRK1_36730.3, STRK1_36730.4
OG0001961	TREG1_90450.1	STRK1_66370.1, STRK1_66380.1
OG0001962	TREG1_28370.5, TREG1_28370.4, TREG1_28370.1, TREG1_28370.2, TREG1_28370.3	STRK1_19080.1, STRK1_19080.2
OG0001963	TREG1_48840.1, TREG1_48840.2	STRK1_26880.1, STRK1_26880.2
OG0001964	TREG1_123970.1	STRK1_88000.1
OG0001964	TREG1_123950.1	STRK1_87980.1
OG0001965	TREG1_115040.3, TREG1_115040.1, TREG1_115040.2	STRK1_81330.1, STRK1_81330.2
OG0001966	TREG1_26240.1, TREG1_26240.2	STRK1_7060.1
OG0001967	TREG1_135540.1, TREG1_135540.4, TREG1_135540.2, TREG1_135540.3	STRK1_92780.1, STRK1_92780.2
OG0001968	TREG1_54200.1	STRK1_32200.1
OG0001969	TREG1_47010.1, TREG1_47020.3, TREG1_47020.1, TREG1_47020.2, TREG1_47020.4	STRK1_98290.1, STRK1_30280.1
OG0001970	TREG1_43120.1, TREG1_43120.2, TREG1_43120.3, TREG1_43120.4, TREG1_43120.5, TREG1_43120.6	STRK1_33610.1, STRK1_33610.2
OG0001971	TREG1_85360.1, TREG1_85360.2	STRK1_61440.1, STRK1_61440.2
OG0001972	TREG1_89390.1	STRK1_62890.1, STRK1_62890.2, STRK1_62890.3
OG0001973	TREG1_113400.1	STRK1_78890.1
OG0001974	TREG1_67020.1, TREG1_67020.2	STRK1_45210.1
OG0001975	TREG1_65600.1	STRK1_49290.1, STRK1_49290.2, STRK1_49290.3, STRK1_49290.4
OG0001976	TREG1_3780.1, TREG1_3780.2	STRK1_16210.1
OG0001977	TREG1_129460.1	STRK1_87120.1
OG0001978	TREG1_109580.1	STRK1_77150.1
OG0001979	TREG1_70650.1	STRK1_52570.1, STRK1_52570.2
OG0001980	TREG1_91220.1	STRK1_61260.1
OG0001981	TREG1_56120.1, TREG1_56130.1	STRK1_37230.1
OG0001982	TREG1_57220.1	STRK1_35660.1, STRK1_103410.1
OG0001983	TREG1_110830.1, TREG1_110820.1	STRK1_81340.1, STRK1_105420.1, STRK1_81340.2
OG0001984	TREG1_122520.1	STRK1_87560.1, STRK1_105350.1, STRK1_40520.1
OG0001985	TREG1_43210.1, TREG1_43210.2, TREG1_43210.6, TREG1_43210.3, TREG1_43210.4, TREG1_43210.5	STRK1_28620.1
OG0001986	TREG1_72610.1, TREG1_72600.1	STRK1_47290.5, STRK1_47290.2, STRK1_47290.1, STRK1_47290.4, STRK1_47290.3
OG0001987	TREG1_43230.1, TREG1_43230.2	STRK1_28660.1
OG0001988	TREG1_84000.1, TREG1_84000.2, TREG1_84000.3, TREG1_84000.4	STRK1_56990.1, STRK1_56980.1, STRK1_56980.2
OG0001989	TREG1_8690.1	STRK1_9860.1
OG0001990	TREG1_65890.10, TREG1_65890.8, TREG1_65890.7, TREG1_65890.9, TREG1_65890.12, TREG1_65890.4, TREG1_65890.6, TREG1_65890.11, TREG1_65890.3, TREG1_65890.5, TREG1_65890.1, TREG1_65890.2	STRK1_49580.1, STRK1_99370.1
OG0001991	TREG1_21040.2, TREG1_21040.4, TREG1_21040.1, TREG1_21040.3	STRK1_102090.1, STRK1_107370.1
OG0001992	TREG1_69140.1	STRK1_45810.1
OG0001993	TREG1_103860.1	STRK1_71960.1
OG0001994	TREG1_25370.1, TREG1_25370.2, TREG1_25370.5, TREG1_25370.3, TREG1_25370.4, TREG1_25370.6	STRK1_18820.1, STRK1_101670.1
OG0001995	TREG1_132190.5, TREG1_132190.1, TREG1_132190.4, TREG1_132190.6, TREG1_132190.2, TREG1_132190.3	STRK1_90330.1
OG0001996	TREG1_137220.1, TREG1_110370.1, TREG1_110380.1	STRK1_93830.1
OG0001996	TREG1_110360.1, TREG1_137210.1	STRK1_93820.1
OG0001997	TREG1_11260.4, TREG1_11260.2, TREG1_11260.1, TREG1_11260.3	STRK1_12200.1
OG0001998	TREG1_124990.1	STRK1_86940.1
OG0001999	TREG1_66050.1	STRK1_49470.1
OG0002000	TREG1_11620.1, TREG1_11620.4, TREG1_11620.7, TREG1_11620.2, TREG1_11620.5, TREG1_11620.8, TREG1_11620.3, TREG1_11620.6	STRK1_8570.1, STRK1_8570.2
OG0002001	TREG1_6550.1, TREG1_6560.1	STRK1_11390.1, STRK1_11390.2
OG0002002	TREG1_44170.1	STRK1_30720.1
OG0002003	TREG1_66010.1, TREG1_66010.2, TREG1_66010.3, TREG1_66010.4	STRK1_49500.1
OG0002004	TREG1_4620.1, TREG1_4620.2, TREG1_4620.4, TREG1_4620.3, TREG1_4620.5, TREG1_4610.1, TREG1_4610.2	STRK1_15720.1, STRK1_15720.2
OG0002005	TREG1_64420.1, TREG1_74310.1, TREG1_74310.2	STRK1_53420.1, STRK1_53430.2, STRK1_53430.1, STRK1_53650.1
OG0002006	TREG1_107920.2, TREG1_107920.3, TREG1_107920.1, TREG1_107920.4	STRK1_70840.1
OG0002007	TREG1_140890.1, TREG1_93960.1, TREG1_93940.1, TREG1_140900.1, TREG1_140900.2	STRK1_67070.1
OG0002008	TREG1_85200.1, TREG1_85200.3, TREG1_85200.5, TREG1_85200.6, TREG1_85200.2, TREG1_85200.4	STRK1_65320.1
OG0002009	TREG1_55310.1, TREG1_55310.2	STRK1_35040.1
OG0002010	TREG1_66490.1	STRK1_46260.1
OG0002011	TREG1_100580.1, TREG1_100580.2, TREG1_100580.3, TREG1_100580.4	STRK1_73470.3, STRK1_73470.1, STRK1_73470.2, STRK1_73470.4
OG0002012	TREG1_1800.1	STRK1_8670.1
OG0002012	TREG1_1810.1	STRK1_8740.1
OG0002013	TREG1_70640.1, TREG1_70640.2	STRK1_52560.1
OG0002014	TREG1_89910.1	STRK1_58790.1, STRK1_58790.2
OG0002015	TREG1_120450.3, TREG1_120450.2, TREG1_120450.1	STRK1_85130.1, STRK1_85130.2, STRK1_85130.3, STRK1_85140.1
OG0002016	TREG1_90160.1	STRK1_59390.1
OG0002017	TREG1_85980.1, TREG1_85980.2	STRK1_62490.1
OG0002018	TREG1_99970.1	STRK1_69140.1
OG0002018	TREG1_99960.1	STRK1_69150.1
OG0002019	TREG1_105620.1	STRK1_70750.1, STRK1_70750.2
OG0002020	TREG1_82830.1	STRK1_63480.1
OG0002021	TREG1_44370.1, TREG1_100710.1, TREG1_100710.2	STRK1_96350.1, STRK1_69810.1
OG0002023	TREG1_79940.1, TREG1_92250.1	STRK1_66030.1
OG0002024	TREG1_59190.1, TREG1_59180.1	STRK1_106230.1, STRK1_100730.1, STRK1_103030.1, STRK1_108160.1
OG0002025	TREG1_90140.1	STRK1_59400.1
OG0002026	TREG1_7600.5, TREG1_7600.2, TREG1_7600.1, TREG1_7600.3, TREG1_7600.4	STRK1_6580.1
OG0002027	TREG1_118350.1	STRK1_83110.1
OG0002028	TREG1_70320.1	STRK1_47040.1, STRK1_47040.2, STRK1_47040.3, STRK1_47040.4, STRK1_47040.5
OG0002029	TREG1_47800.1, TREG1_47800.2, TREG1_47800.3, TREG1_47800.4	STRK1_33970.1
OG0002030	TREG1_86870.1, TREG1_86870.2	STRK1_59790.1, STRK1_59790.2, STRK1_59790.3, STRK1_59790.4, STRK1_59790.5
OG0002032	TREG1_134540.1, TREG1_134540.2	STRK1_91950.1, STRK1_91940.1
OG0002033	TREG1_84280.1, TREG1_84280.2	STRK1_58290.1, STRK1_58290.2
OG0002034	TREG1_93160.3, TREG1_93160.1, TREG1_93160.2, TREG1_93160.4	STRK1_65680.1
OG0002035	TREG1_26460.1, TREG1_26460.2, TREG1_26460.3, TREG1_26460.4, TREG1_26460.5	STRK1_11290.5, STRK1_11290.6, STRK1_11290.1, STRK1_11290.2, STRK1_11290.3, STRK1_11290.4
OG0002036	TREG1_125230.1, TREG1_125240.1	STRK1_85050.1
OG0002037	TREG1_71070.1	STRK1_48310.1, STRK1_48310.2, STRK1_48310.3, STRK1_48310.4, STRK1_48310.5
OG0002038	TREG1_34510.1, TREG1_34510.2, TREG1_34510.3	STRK1_40110.1
OG0002039	TREG1_65790.1	STRK1_49390.1
OG0002040	TREG1_420.1, TREG1_420.2	STRK1_17390.1
OG0002041	TREG1_99100.1	STRK1_73740.1
OG0002042	TREG1_14740.4, TREG1_14740.1, TREG1_14740.2, TREG1_14740.3, TREG1_14740.5	STRK1_11430.1
OG0002043	TREG1_84480.1	STRK1_64210.1
OG0002044	TREG1_10860.1	STRK1_7260.2, STRK1_7260.3, STRK1_7260.1, STRK1_7260.4
OG0002045	TREG1_118040.1, TREG1_118050.1, TREG1_142380.1, TREG1_142340.1, TREG1_28520.1, TREG1_143410.1, TREG1_142370.1, TREG1_143410.2, TREG1_142360.1	STRK1_102790.1, STRK1_82780.1
OG0002046	TREG1_107510.1, TREG1_107510.2, TREG1_107510.3	STRK1_74240.1
OG0002047	TREG1_116630.1	STRK1_101930.1, STRK1_104400.1
OG0002048	TREG1_9250.1, TREG1_9250.7, TREG1_9250.2, TREG1_9250.3, TREG1_9250.4, TREG1_9250.5, TREG1_9250.6	STRK1_14740.1, STRK1_14740.2, STRK1_14740.3, STRK1_14740.4, STRK1_14740.5
OG0002049	TREG1_126270.1, TREG1_126270.2, TREG1_126270.3, TREG1_126270.4, TREG1_126260.1	STRK1_88350.1
OG0002050	TREG1_69630.1	STRK1_51810.1
OG0002051	TREG1_52330.1, TREG1_52340.1, TREG1_52340.2, TREG1_52340.3, TREG1_52340.4, TREG1_52340.5, TREG1_52340.6, TREG1_52340.7	STRK1_29610.1
OG0002052	TREG1_39380.3, TREG1_39380.4, TREG1_39380.5, TREG1_39380.1, TREG1_39380.2	STRK1_40680.1
OG0002053	TREG1_100420.1	STRK1_73920.1
OG0002054	TREG1_95270.1, TREG1_95270.2	STRK1_68680.1, STRK1_68680.2
OG0002055	TREG1_78950.1, TREG1_78950.2, TREG1_78950.3, TREG1_78950.4	STRK1_55820.1
OG0002056	TREG1_125780.1	STRK1_86610.1
OG0002057	TREG1_71060.1	STRK1_49220.1, STRK1_49220.2
OG0002058	TREG1_10270.1, TREG1_10270.2, TREG1_10270.3, TREG1_10270.4	STRK1_12790.1, STRK1_12790.2, STRK1_12790.3
OG0002059	TREG1_31300.1, TREG1_31300.2	STRK1_42640.1
OG0002060	TREG1_10890.1, TREG1_10890.2	STRK1_7150.1, STRK1_7150.2, STRK1_7150.3
OG0002061	TREG1_1890.1	STRK1_6390.1
OG0002062	TREG1_91530.1, TREG1_91540.1	STRK1_65100.1, STRK1_65100.2
OG0002063	TREG1_30840.1, TREG1_30780.1, TREG1_30850.1, TREG1_30870.1	STRK1_102420.1, STRK1_42750.1, STRK1_97310.1
OG0002064	TREG1_2140.1, TREG1_2140.2, TREG1_2140.3, TREG1_2150.1, TREG1_2150.2, TREG1_2150.3	STRK1_9430.1
OG0002066	TREG1_98800.1, TREG1_136980.1, TREG1_144430.1	STRK1_73340.1
OG0002067	TREG1_81750.1	STRK1_57240.1
OG0002068	TREG1_23340.1, TREG1_140350.1, TREG1_140360.1, TREG1_23330.1, TREG1_23320.1, TREG1_23360.1	STRK1_7710.1, STRK1_7720.1
OG0002070	TREG1_79920.2, TREG1_79930.1	STRK1_57210.1
OG0002073	TREG1_131700.6, TREG1_131700.2, TREG1_131700.4, TREG1_131700.5, TREG1_131700.1, TREG1_131700.3	STRK1_90760.1
OG0002074	TREG1_17790.1, TREG1_17790.2, TREG1_17790.3	STRK1_3740.1
OG0002075	TREG1_9310.1, TREG1_9310.2, TREG1_9310.3, TREG1_9310.4, TREG1_9310.5, TREG1_9310.6, TREG1_9310.7	STRK1_9920.1
OG0002076	TREG1_43260.1, TREG1_43260.2	STRK1_41870.1, STRK1_41870.2
OG0002077	TREG1_17870.1	STRK1_11530.1
OG0002079	TREG1_16410.1, TREG1_33020.1	STRK1_33160.1
OG0002080	TREG1_70620.1, TREG1_70620.2	STRK1_52540.1
OG0002081	TREG1_117300.1, TREG1_117300.4, TREG1_117300.3, TREG1_117300.5, TREG1_117300.2	STRK1_80380.1, STRK1_90910.1, STRK1_106750.1
OG0002082	TREG1_84680.1	STRK1_57490.1, STRK1_86050.1, STRK1_86060.1
OG0002082	TREG1_80910.1	STRK1_57500.1
OG0002083	TREG1_30750.1	STRK1_42540.1
OG0002084	TREG1_15810.12, TREG1_15810.15, TREG1_15840.1, TREG1_15810.14, TREG1_15810.17, TREG1_15810.18, TREG1_15810.19, TREG1_15810.13, TREG1_15810.16	STRK1_4170.1
OG0002085	TREG1_86570.1	STRK1_60360.1
OG0002086	TREG1_31240.1, TREG1_31240.2, TREG1_31240.3	STRK1_39450.1
OG0002087	TREG1_54080.1, TREG1_54080.2	STRK1_34790.1
OG0002088	TREG1_37990.1	STRK1_23900.1, STRK1_23900.2
OG0002089	TREG1_62810.1	STRK1_43970.1
OG0002090	TREG1_71090.4, TREG1_71090.3, TREG1_71090.1, TREG1_71090.5, TREG1_71090.2, TREG1_71090.7, TREG1_71090.8, TREG1_71090.6, TREG1_71090.9, TREG1_71110.1, TREG1_71090.12, TREG1_71090.13, TREG1_71100.2, TREG1_71100.3, TREG1_71100.4, TREG1_1660.1, TREG1_71090.11, TREG1_71100.1	STRK1_48180.1, STRK1_48190.1
OG0002091	TREG1_66870.1	STRK1_47130.1
OG0002092	TREG1_57930.1, TREG1_57940.1	STRK1_37170.1, STRK1_37140.1
OG0002093	TREG1_35280.1	STRK1_22600.1, STRK1_22610.1
OG0002094	TREG1_3110.1	STRK1_6730.1
OG0002095	TREG1_27170.4, TREG1_27170.1, TREG1_27170.2, TREG1_27170.3	STRK1_14760.1
OG0002096	TREG1_49500.1	STRK1_27420.1
OG0002097	TREG1_18860.1, TREG1_18860.2, TREG1_18860.3, TREG1_18860.4, TREG1_18860.5, TREG1_18860.6	STRK1_15270.1
OG0002098	TREG1_81900.1, TREG1_81900.2, TREG1_81900.3	STRK1_61730.1
OG0002099	TREG1_41680.1, TREG1_41680.5, TREG1_41680.3, TREG1_41680.2, TREG1_41680.4	STRK1_28520.1
OG0002100	TREG1_48750.1, TREG1_48750.2, TREG1_48750.3	STRK1_110120.1, STRK1_110120.2, STRK1_110120.3, STRK1_26630.1, STRK1_26630.2, STRK1_26630.3
OG0002101	TREG1_124340.1, TREG1_124330.1	STRK1_85600.1, STRK1_85610.1
OG0002102	TREG1_58990.1, TREG1_58990.2	STRK1_25080.1
OG0002102	TREG1_35880.1	STRK1_23070.1
OG0002103	TREG1_42670.1, TREG1_42670.2, TREG1_42670.3, TREG1_42670.4, TREG1_42670.5, TREG1_42670.6, TREG1_42670.7	STRK1_99050.1, STRK1_100170.1
OG0002104	TREG1_45180.1, TREG1_45180.2, TREG1_45180.3	STRK1_29110.1
OG0002105	TREG1_48490.1	STRK1_26710.1
OG0002106	TREG1_121220.1, TREG1_121220.3, TREG1_121220.2	STRK1_84750.1
OG0002107	TREG1_79720.1	STRK1_58010.1
OG0002108	TREG1_126250.1	STRK1_88340.1
OG0002108	TREG1_113350.1	STRK1_78810.1
OG0002109	TREG1_31400.1	STRK1_98690.1, STRK1_43220.1
OG0002110	TREG1_95570.3, TREG1_95570.1, TREG1_95570.2	STRK1_68910.1
OG0002111	TREG1_41990.1, TREG1_41990.2	STRK1_37490.1, STRK1_37490.2
OG0002112	TREG1_78440.1, TREG1_78440.2, TREG1_78440.3	STRK1_106420.1, STRK1_106420.2, STRK1_106420.3, STRK1_106420.4
OG0002113	TREG1_120750.1	STRK1_86010.1
OG0002114	TREG1_59270.1, TREG1_59270.2, TREG1_59280.1	STRK1_24830.1, STRK1_96770.1
OG0002115	TREG1_77130.1	STRK1_48360.3, STRK1_48360.2, STRK1_48360.1
OG0002116	TREG1_47600.1, TREG1_47600.2, TREG1_47600.3	STRK1_33820.1
OG0002117	TREG1_2160.2, TREG1_2160.1, TREG1_2160.3	STRK1_15680.1, STRK1_15680.2
OG0002118	TREG1_62350.1	STRK1_43840.1
OG0002118	TREG1_62340.1	STRK1_43830.1
OG0002119	TREG1_110660.1	STRK1_103970.1
OG0002119	TREG1_110670.1	STRK1_81430.1, STRK1_101560.1
OG0002120	TREG1_25060.1, TREG1_25060.2	STRK1_5850.1
OG0002121	TREG1_107940.1, TREG1_107940.2	STRK1_5860.1
OG0002122	TREG1_51210.1	STRK1_32260.1
OG0002123	TREG1_46320.1	STRK1_100220.2, STRK1_100220.3, STRK1_100220.5, STRK1_100220.1, STRK1_100220.4
OG0002124	TREG1_58590.1	STRK1_19270.1
OG0002125	TREG1_135230.3, TREG1_135230.1, TREG1_135230.2	STRK1_90580.1, STRK1_56130.1, STRK1_96650.1, STRK1_105090.1
OG0002126	TREG1_18430.1	STRK1_99190.1, STRK1_17010.1
OG0002127	TREG1_86180.1, TREG1_86180.2, TREG1_86180.4, TREG1_86180.3, TREG1_86180.5	STRK1_57720.1, STRK1_57720.2, STRK1_57720.3, STRK1_57720.4, STRK1_57720.5, STRK1_57720.6
OG0002128	TREG1_6010.1, TREG1_6010.2, TREG1_6010.3, TREG1_6010.4, TREG1_143120.2, TREG1_143120.3, TREG1_143120.5, TREG1_143120.4, TREG1_143120.1, TREG1_6030.1, TREG1_143110.1	STRK1_6110.1
OG0002129	TREG1_66580.1, TREG1_66560.1	STRK1_46320.1, STRK1_46330.1
OG0002130	TREG1_58720.1, TREG1_6980.1	STRK1_24210.1, STRK1_24220.1
OG0002131	TREG1_45840.1, TREG1_45840.2	STRK1_38710.1, STRK1_38710.3, STRK1_38710.2
OG0002132	TREG1_70390.1	STRK1_96480.1, STRK1_54740.1, STRK1_54740.2, STRK1_54730.1, STRK1_110650.1, STRK1_54880.1
OG0002133	TREG1_67160.1	STRK1_45290.1
OG0002134	TREG1_52800.3, TREG1_52800.1, TREG1_52800.2	STRK1_28130.1
OG0002135	TREG1_51630.1	STRK1_26940.1
OG0002136	TREG1_130550.1, TREG1_130550.2, TREG1_130550.3, TREG1_130550.4, TREG1_130550.5, TREG1_130550.6, TREG1_130550.7, TREG1_130550.8	STRK1_93460.1
OG0002138	TREG1_49820.1, TREG1_49830.1, TREG1_49820.3, TREG1_49820.2, TREG1_49820.4	STRK1_32620.1
OG0002139	TREG1_93600.1, TREG1_93600.2	STRK1_64460.1
OG0002140	TREG1_26290.1, TREG1_26290.2	STRK1_7110.1
OG0002141	TREG1_136860.1, TREG1_78310.1	STRK1_104910.1, STRK1_56340.1
OG0002142	TREG1_123260.1	STRK1_83800.1, STRK1_96740.1
OG0002143	TREG1_63130.1	STRK1_50090.1
OG0002144	TREG1_38780.1, TREG1_141260.1	STRK1_26400.1, STRK1_26400.2
OG0002145	TREG1_52500.1, TREG1_52500.2, TREG1_52500.3	STRK1_29480.1
