Orthogroup	trichobilharzia_regenti	opisthorchis_viverrini
OG0000786	TREG1_57140.1, TREG1_57140.2, TREG1_57140.3, TREG1_57140.4, TREG1_57140.5	T265_03503
OG0000787	TREG1_111330.1, TREG1_131450.1, TREG1_80770.1	T265_06799
OG0000788	TREG1_15270.1	T265_03219
OG0000789	TREG1_35320.1, TREG1_35340.1	T265_01031
OG0000790	TREG1_43840.9, TREG1_43840.8, TREG1_43840.6, TREG1_43840.1, TREG1_43840.2, TREG1_43840.3, TREG1_43840.4, TREG1_43840.5, TREG1_43840.7	T265_00688
OG0000791	TREG1_137090.1, TREG1_137100.1, TREG1_137110.1, TREG1_42330.5, TREG1_139740.1, TREG1_42330.3, TREG1_42330.4, TREG1_42330.12, TREG1_42330.13, TREG1_42330.1, TREG1_42330.6, TREG1_42330.2, TREG1_42330.8, TREG1_42330.9, TREG1_42330.10, TREG1_42330.11, TREG1_42330.7, TREG1_42340.1	T265_14202, T265_14203
OG0000792	TREG1_18510.2, TREG1_18510.1, TREG1_18510.7, TREG1_18510.5, TREG1_18510.6, TREG1_18510.3, TREG1_18510.4, TREG1_18510.8	T265_14379
OG0000793	TREG1_53900.1	T265_07034
OG0000794	TREG1_5950.1, TREG1_5950.2, TREG1_5950.3, TREG1_5930.1, TREG1_5950.4, TREG1_5950.5	T265_00948
OG0000795	TREG1_131920.5, TREG1_131920.8, TREG1_131920.1, TREG1_131920.2, TREG1_131920.3, TREG1_131920.4, TREG1_131920.6, TREG1_131920.7, TREG1_131920.9, TREG1_131920.10	T265_16059
OG0000796	TREG1_15670.1, TREG1_79460.1, TREG1_79440.1, TREG1_79440.2, TREG1_79440.3, TREG1_79440.4, TREG1_79450.1, TREG1_79470.1	T265_14897
OG0000797	TREG1_22370.1, TREG1_22370.3, TREG1_22370.2, TREG1_22370.4, TREG1_22370.5	T265_15019
OG0000798	TREG1_8990.1	T265_15843
OG0000799	TREG1_83320.1	T265_01805
OG0000800	TREG1_2110.1	T265_10271, T265_16198
OG0000801	TREG1_17530.1, TREG1_17530.2	T265_05496
OG0000802	TREG1_107760.1	T265_12896
OG0000802	TREG1_78650.1	T265_06568
OG0000803	TREG1_109770.1	T265_00805
OG0000804	TREG1_57510.1	T265_08025
OG0000805	TREG1_58310.6, TREG1_58310.7, TREG1_58410.1	T265_13484
OG0000806	TREG1_106630.1	T265_09116
OG0000807	TREG1_5850.1, TREG1_145350.5, TREG1_145350.7, TREG1_145350.2, TREG1_145350.3, TREG1_145350.4, TREG1_145350.8, TREG1_145350.6, TREG1_145350.9, TREG1_145350.1, TREG1_145350.10, TREG1_80500.4, TREG1_80500.5, TREG1_80500.1, TREG1_80500.2, TREG1_80500.3, TREG1_46650.1	T265_06277
OG0000808	TREG1_131320.1	T265_09441
OG0000808	TREG1_131310.1	T265_09443
OG0000809	TREG1_119130.1	T265_05763
OG0000810	TREG1_35050.1, TREG1_35060.1	T265_11471
OG0000811	TREG1_6250.1	T265_14828
OG0000812	TREG1_29560.1	T265_15805
OG0000813	TREG1_121640.1	T265_10364
OG0000814	TREG1_87570.1, TREG1_87570.4, TREG1_87570.2, TREG1_87570.3, TREG1_87570.5, TREG1_87570.6	T265_15846, T265_11631
OG0000815	TREG1_80780.1	T265_14139, T265_14138
OG0000816	TREG1_112480.1	T265_10520, T265_15172
OG0000817	TREG1_124240.1	T265_03538
OG0000819	TREG1_87920.1	T265_02518
OG0000820	TREG1_110010.1	T265_01694
OG0000820	TREG1_37670.1, TREG1_37670.2	T265_13819
OG0000821	TREG1_69560.1	T265_13288
OG0000822	TREG1_99140.5, TREG1_99140.2, TREG1_99140.3, TREG1_99140.7, TREG1_99140.6, TREG1_99140.1, TREG1_99140.4	T265_03848
OG0000823	TREG1_73540.1	T265_00829
OG0000823	TREG1_131750.1	T265_11555
OG0000824	TREG1_18420.1, TREG1_18420.2	T265_07875
OG0000826	TREG1_70500.1, TREG1_70510.1	T265_06114
OG0000827	TREG1_102960.1, TREG1_102980.1	T265_04215, T265_13453, T265_08146, T265_00316
OG0000830	TREG1_64210.1	T265_03604
OG0000831	TREG1_42010.1	T265_11740
OG0000832	TREG1_86200.1	T265_06731
OG0000833	TREG1_34380.6, TREG1_34380.7, TREG1_34380.2, TREG1_34380.4, TREG1_34380.1, TREG1_34380.3, TREG1_34380.5	T265_15296
OG0000834	TREG1_70990.1	T265_08688
OG0000835	TREG1_137160.1, TREG1_55260.1	T265_05875
OG0000836	TREG1_51450.1, TREG1_51450.2, TREG1_51450.3	T265_07620, T265_16203
OG0000837	TREG1_139910.1	T265_08390
OG0000838	TREG1_58280.1, TREG1_58270.1	T265_02612
OG0000839	TREG1_44780.2, TREG1_44780.3, TREG1_44780.1, TREG1_44780.4	T265_03005
OG0000840	TREG1_96330.4, TREG1_96330.1, TREG1_96330.2, TREG1_96330.3	T265_12899
OG0000841	TREG1_16120.3, TREG1_16120.1, TREG1_16120.5, TREG1_16120.2, TREG1_16120.6, TREG1_16120.4	T265_06170
OG0000842	TREG1_82150.3, TREG1_82150.6, TREG1_82150.4, TREG1_82150.7, TREG1_82150.8, TREG1_82150.1, TREG1_82150.5, TREG1_82150.2	T265_14136
OG0000843	TREG1_110860.1	T265_02386
OG0000844	TREG1_5000.1, TREG1_5000.2, TREG1_5000.3, TREG1_5000.4	T265_00279
OG0000845	TREG1_127650.1, TREG1_127650.2, TREG1_127650.3	T265_12579
OG0000846	TREG1_29770.4, TREG1_29770.2, TREG1_29770.1, TREG1_29770.3	T265_05703
OG0000847	TREG1_9830.4, TREG1_9830.5, TREG1_9830.2, TREG1_9830.3, TREG1_9830.1	T265_07199
OG0000848	TREG1_57370.1	T265_00764
OG0000849	TREG1_45030.2, TREG1_45030.1, TREG1_45030.3	T265_12610
OG0000850	TREG1_36460.1	T265_10398
OG0000851	TREG1_119140.1, TREG1_119150.1, TREG1_119160.1	T265_04154
OG0000852	TREG1_6090.1	T265_08766
OG0000853	TREG1_113850.2, TREG1_113850.3, TREG1_113850.5, TREG1_113850.10, TREG1_113850.6, TREG1_113850.9, TREG1_113850.8, TREG1_113850.1, TREG1_113850.4, TREG1_113850.11, TREG1_113850.12, TREG1_113850.13, TREG1_113850.14, TREG1_113850.7	T265_06027
OG0000854	TREG1_44470.1, TREG1_51430.2, TREG1_51430.1, TREG1_51430.3	T265_15559, T265_14260, T265_15560
OG0000855	TREG1_61750.1	T265_13837, T265_15500
OG0000856	TREG1_3710.3, TREG1_3710.2, TREG1_3710.1, TREG1_3710.4	T265_14822
OG0000857	TREG1_5160.1	T265_14322
OG0000858	TREG1_14070.5, TREG1_14070.1, TREG1_14070.4, TREG1_14070.2, TREG1_14070.3	T265_15000
OG0000860	TREG1_80920.1	T265_06072
OG0000860	TREG1_90130.1	T265_05630
OG0000860	TREG1_83610.1	T265_05631
OG0000861	TREG1_13860.1	T265_04574
OG0000862	TREG1_49680.1	T265_09368, T265_09366, T265_09369
OG0000863	TREG1_25490.1	T265_05435
OG0000864	TREG1_54890.1	T265_05363
OG0000865	TREG1_53080.1, TREG1_53070.1	T265_05335
OG0000866	TREG1_4670.1	T265_09230
OG0000867	TREG1_26310.1	T265_03080
OG0000869	TREG1_121370.1, TREG1_121370.2	T265_14256
OG0000870	TREG1_13310.1, TREG1_13310.2, TREG1_13310.3, TREG1_13310.4, TREG1_13310.6, TREG1_13310.7, TREG1_13310.8, TREG1_13310.9, TREG1_13310.5, TREG1_85010.1	T265_06698
OG0000872	TREG1_3920.1, TREG1_3920.2, TREG1_3920.3	T265_16288, T265_12059
OG0000873	TREG1_121670.1	T265_15131
OG0000874	TREG1_42590.4, TREG1_42590.5, TREG1_42590.1, TREG1_42590.2, TREG1_42590.3	T265_04488, T265_09986, T265_09985
OG0000876	TREG1_60610.1, TREG1_60630.1, TREG1_60670.1	T265_03229
OG0000877	TREG1_26220.1	T265_14662, T265_14663
OG0000879	TREG1_80220.1, TREG1_80220.3, TREG1_80220.2, TREG1_80220.4, TREG1_80220.5	T265_08209
OG0000881	TREG1_126190.3, TREG1_126190.1, TREG1_126190.2, TREG1_126210.1	T265_09970
OG0000882	TREG1_23920.1	T265_15326
OG0000882	TREG1_40830.2, TREG1_40830.1, TREG1_40830.3	T265_00439, T265_08858
OG0000883	TREG1_40840.1	T265_08857
OG0000884	TREG1_43890.1	T265_10076, T265_15490
OG0000885	TREG1_14080.1	T265_12962, T265_02246
OG0000886	TREG1_94870.1	T265_01994
OG0000887	TREG1_14980.1	T265_15509
OG0000888	TREG1_108240.1, TREG1_108070.1, TREG1_108210.1, TREG1_108230.1	T265_14777, T265_14776
OG0000889	TREG1_37950.6, TREG1_37950.2, TREG1_37950.1, TREG1_37950.3, TREG1_37950.4, TREG1_37950.5	T265_10291, T265_03241
OG0000890	TREG1_56730.1	T265_04042, T265_05866
OG0000891	TREG1_52000.1, TREG1_52010.2, TREG1_52010.1	T265_13383, T265_13385
OG0000892	TREG1_66610.1, TREG1_66610.2	T265_13465, T265_04286
OG0000894	TREG1_119780.1, TREG1_119780.2, TREG1_119780.3, TREG1_119780.5, TREG1_119780.4, TREG1_119780.6	T265_14564, T265_08709
OG0000895	TREG1_40640.1	T265_08916
OG0000896	TREG1_28700.1, TREG1_28700.2, TREG1_28700.3, TREG1_28700.6, TREG1_28700.8, TREG1_28700.4, TREG1_28700.5, TREG1_28700.7, TREG1_28700.10, TREG1_28700.11, TREG1_28700.9	T265_11745, T265_15524
OG0000897	TREG1_2650.1, TREG1_2660.1	T265_09054
OG0000898	TREG1_102060.1, TREG1_102060.2, TREG1_102060.3, TREG1_102060.4, TREG1_102060.6, TREG1_102060.5	T265_03575
OG0000899	TREG1_107040.1, TREG1_107050.1, TREG1_141190.1, TREG1_107010.1, TREG1_107240.1, TREG1_107250.1, TREG1_107250.2, TREG1_142190.1, TREG1_142190.2, TREG1_107100.1, TREG1_141200.1, TREG1_141200.2	T265_00966
OG0000900	TREG1_4380.5, TREG1_4380.7, TREG1_4380.9, TREG1_4380.4, TREG1_4380.6, TREG1_4470.1, TREG1_4380.10, TREG1_4380.11, TREG1_4380.8, TREG1_4480.1, TREG1_62970.1, TREG1_62940.1, TREG1_62950.1, TREG1_62960.1, TREG1_62960.2, TREG1_62960.3	T265_15960
OG0000901	TREG1_90080.1	T265_03340
OG0000902	TREG1_77320.1	T265_03522
OG0000903	TREG1_30190.3, TREG1_30190.4, TREG1_30190.1, TREG1_30190.5, TREG1_30190.6, TREG1_30190.2, TREG1_30190.7	T265_02094
OG0000904	TREG1_2830.1, TREG1_2830.2, TREG1_2830.3, TREG1_2830.4	T265_06409
OG0000905	TREG1_108470.1, TREG1_108470.2	T265_08905
OG0000906	TREG1_79790.1	T265_09792
OG0000907	TREG1_99120.1, TREG1_99120.2	T265_00831
OG0000908	TREG1_59550.1, TREG1_59560.1, TREG1_59530.1, TREG1_59540.1	T265_13306
OG0000910	TREG1_10250.2, TREG1_10250.4, TREG1_10250.5, TREG1_10250.6, TREG1_10250.7, TREG1_10250.8, TREG1_10250.9, TREG1_10250.1, TREG1_10250.3	T265_10833
OG0000911	TREG1_78840.1	T265_11627, T265_11628
OG0000912	TREG1_5340.2, TREG1_5340.4, TREG1_5340.3, TREG1_5340.6, TREG1_5340.5, TREG1_5340.1	T265_06227
OG0000913	TREG1_51280.2, TREG1_51280.3, TREG1_51280.7, TREG1_51280.4, TREG1_51280.5, TREG1_51280.1, TREG1_51280.6	T265_10377, T265_05795, T265_15140
OG0000914	TREG1_44740.1	T265_06456
OG0000915	TREG1_46590.2, TREG1_46590.3, TREG1_46590.4, TREG1_46590.5, TREG1_46590.1	T265_00756
OG0000916	TREG1_41440.1, TREG1_41440.3, TREG1_41440.2	T265_11901
OG0000917	TREG1_110530.6, TREG1_110560.1, TREG1_110530.7, TREG1_110530.8, TREG1_110530.4, TREG1_110530.5	T265_02425
OG0000918	TREG1_60430.1, TREG1_60430.3, TREG1_60430.2	T265_13665
OG0000919	TREG1_115330.2, TREG1_115330.1, TREG1_115330.3, TREG1_115330.4, TREG1_115330.5, TREG1_115330.6	T265_11299
OG0000920	TREG1_132090.1	T265_04838
OG0000921	TREG1_56460.1	T265_10843
OG0000923	TREG1_40410.1	T265_03493
OG0000923	TREG1_131390.1, TREG1_131390.2, TREG1_131390.3	T265_05658
OG0000925	TREG1_9350.1	T265_07999
OG0000926	TREG1_33460.1	T265_15584
OG0000927	TREG1_14900.1	T265_13966
OG0000928	TREG1_52020.1	T265_02989
OG0000929	TREG1_88920.3, TREG1_88920.1, TREG1_88920.2, TREG1_88920.4	T265_11846
OG0000930	TREG1_55860.1	T265_13266
OG0000931	TREG1_101780.1	T265_10692
OG0000932	TREG1_400.1	T265_09389
OG0000933	TREG1_41360.1, TREG1_41360.2, TREG1_41360.6, TREG1_41360.3, TREG1_41360.4, TREG1_41360.5, TREG1_41360.7	T265_10768
OG0000934	TREG1_1980.1	T265_09239
OG0000935	TREG1_82350.1	T265_09761
OG0000936	TREG1_133900.3, TREG1_133900.2, TREG1_133900.1, TREG1_133900.4	T265_08979
OG0000937	TREG1_70720.1	T265_04033
OG0000938	TREG1_83130.1	T265_08657, T265_08656
OG0000939	TREG1_110940.1, TREG1_123580.1	T265_05437
OG0000940	TREG1_3550.1, TREG1_3550.6, TREG1_3550.7, TREG1_3550.2, TREG1_3550.3, TREG1_3550.4, TREG1_3550.5, TREG1_3550.8	T265_08942, T265_16338
OG0000941	TREG1_36570.1	T265_08808
OG0000942	TREG1_21060.1, TREG1_21070.1	T265_10456
OG0000943	TREG1_49700.1, TREG1_49710.1	T265_03814
OG0000944	TREG1_79060.1	T265_00614
OG0000945	TREG1_26880.1, TREG1_26880.2	T265_01854
OG0000946	TREG1_11120.1	T265_06499
OG0000947	TREG1_41550.1	T265_13430
OG0000948	TREG1_112130.1, TREG1_112130.2	T265_04663
OG0000949	TREG1_21850.1, TREG1_21860.1, TREG1_21880.1	T265_09047, T265_09046, T265_09045
OG0000950	TREG1_73570.1	T265_04298
OG0000952	TREG1_46530.1	T265_00749
OG0000953	TREG1_87120.1	T265_13448
OG0000954	TREG1_109230.1, TREG1_109230.2, TREG1_109230.3, TREG1_109230.5, TREG1_109220.1, TREG1_109230.4	T265_05290
OG0000955	TREG1_25700.1, TREG1_25700.3, TREG1_25700.2	T265_03085
OG0000958	TREG1_17890.1, TREG1_17890.2, TREG1_17890.3, TREG1_138750.4, TREG1_138760.1, TREG1_138750.1, TREG1_2380.4, TREG1_138750.2, TREG1_138760.3, TREG1_2370.1, TREG1_2380.1, TREG1_2380.2, TREG1_2380.3, TREG1_138750.3, TREG1_138760.2, TREG1_138760.4, TREG1_2380.5, TREG1_2620.1, TREG1_2620.2, TREG1_2620.3, TREG1_2620.4, TREG1_2620.5	T265_07251
OG0000960	TREG1_108970.1	T265_13744
OG0000962	TREG1_98530.1	T265_00111
OG0000963	TREG1_8080.7, TREG1_8080.10, TREG1_8080.11, TREG1_8080.4, TREG1_8080.1, TREG1_8080.3, TREG1_8080.5, TREG1_8080.6, TREG1_8080.8, TREG1_8080.9, TREG1_8080.2	T265_13178
OG0000964	TREG1_57050.1	T265_10312
OG0000965	TREG1_87590.1, TREG1_87600.1	T265_03351
OG0000966	TREG1_44500.1	T265_04985
OG0000966	TREG1_67580.1, TREG1_67580.2	T265_15072
OG0000967	TREG1_50770.1, TREG1_50770.3, TREG1_50770.5, TREG1_50770.4, TREG1_50770.6, TREG1_50770.2	T265_16351
OG0000968	TREG1_19170.1, TREG1_19170.2	T265_03039
OG0000969	TREG1_111970.1	T265_09844, T265_10897, T265_14509, T265_14974
OG0000969	TREG1_111920.9, TREG1_111920.5, TREG1_111980.1, TREG1_111920.11, TREG1_111920.10	T265_01639
OG0000970	TREG1_99840.1, TREG1_99840.2, TREG1_99840.3, TREG1_99840.4	T265_05786
OG0000971	TREG1_9950.1	T265_14454
OG0000972	TREG1_8810.1, TREG1_8800.1, TREG1_9400.1	T265_04367
OG0000973	TREG1_38410.1, TREG1_59370.1, TREG1_59360.1, TREG1_59350.1	T265_07516
OG0000974	TREG1_73290.3, TREG1_73290.1, TREG1_73290.2, TREG1_73290.5, TREG1_73290.4, TREG1_73290.6, TREG1_73290.7, TREG1_73290.8	T265_12463
OG0000975	TREG1_12140.1	T265_02924, T265_09700
OG0000976	TREG1_12390.3, TREG1_12390.1, TREG1_12390.4, TREG1_12390.5, TREG1_12390.2	T265_00947
OG0000977	TREG1_29500.1, TREG1_29510.1	T265_04434
OG0000978	TREG1_25380.2, TREG1_25380.3, TREG1_25380.4, TREG1_25380.1	T265_05507
OG0000979	TREG1_102500.1, TREG1_102500.3, TREG1_102500.6, TREG1_102500.7, TREG1_102500.5, TREG1_102500.8, TREG1_102500.4, TREG1_102500.2	T265_00786
OG0000980	TREG1_66750.3	T265_03583
OG0000981	TREG1_40950.1, TREG1_40940.1	T265_04343
OG0000982	TREG1_82280.1	T265_03904
OG0000983	TREG1_17640.1, TREG1_17640.2, TREG1_17640.3, TREG1_17640.4	T265_09860
OG0000984	TREG1_57380.2, TREG1_57380.1, TREG1_57380.3	T265_10372, T265_07582
OG0000985	TREG1_21900.1, TREG1_21900.2	T265_11572
OG0000986	TREG1_105730.1, TREG1_105730.2	T265_02193, T265_12946
OG0000987	TREG1_118140.1, TREG1_118140.2	T265_02383
OG0000989	TREG1_144350.1, TREG1_64430.1	T265_04299
OG0000990	TREG1_4500.1, TREG1_4500.2	T265_08682
OG0000991	TREG1_80450.3, TREG1_80450.2, TREG1_80450.1	T265_13030
OG0000992	TREG1_40450.3, TREG1_40450.1, TREG1_40450.2	T265_01516
OG0000993	TREG1_102330.1, TREG1_102330.3, TREG1_102330.2, TREG1_102330.4, TREG1_102330.5, TREG1_102330.6	T265_14754
OG0000994	TREG1_51410.1, TREG1_51410.2	T265_02553
OG0000995	TREG1_101170.1	T265_13745
OG0000996	TREG1_87200.1	T265_00610
OG0000997	TREG1_119530.1, TREG1_119530.2, TREG1_119530.3, TREG1_119530.4, TREG1_119530.6, TREG1_119530.5	T265_13758
OG0000998	TREG1_74190.1	T265_02907
OG0000999	TREG1_32970.1, TREG1_32960.1, TREG1_32960.2, TREG1_32960.3, TREG1_32980.1	T265_02983
OG0001000	TREG1_24930.3, TREG1_24930.1, TREG1_24930.6, TREG1_24930.2, TREG1_24930.4, TREG1_24930.5, TREG1_141950.1, TREG1_141960.2, TREG1_141970.1, TREG1_141980.1, TREG1_141980.2, TREG1_141960.4, TREG1_141990.1, TREG1_141960.3, TREG1_141960.5, TREG1_141960.1	T265_02450
OG0001003	TREG1_52110.4, TREG1_52110.3, TREG1_52110.2, TREG1_52110.1	T265_02803
OG0001004	TREG1_25910.1, TREG1_25910.2	T265_15034
OG0001009	TREG1_123800.3, TREG1_123800.4, TREG1_123800.6, TREG1_123800.1, TREG1_123800.2, TREG1_123800.5	T265_08731
OG0001010	TREG1_87000.1, TREG1_87010.1	T265_06725
OG0001011	TREG1_41400.3, TREG1_41400.2, TREG1_41400.1, TREG1_41400.4	T265_13048
OG0001012	TREG1_2420.1, TREG1_2420.2, TREG1_2420.3	T265_06918
OG0001013	TREG1_14710.1, TREG1_52840.1	T265_10272, T265_16022
OG0001014	TREG1_2210.1, TREG1_2210.2, TREG1_2210.3, TREG1_2210.4	T265_12060, T265_16314
OG0001015	TREG1_58230.1, TREG1_58230.2, TREG1_45010.1, TREG1_58150.1, TREG1_58180.1, TREG1_58210.1, TREG1_58140.1, TREG1_58130.1, TREG1_58200.1, TREG1_58190.1	T265_11538, T265_15411, T265_10528, T265_15958
OG0001016	TREG1_40030.1	T265_01892
OG0001017	TREG1_25270.1, TREG1_25250.1, TREG1_25250.3, TREG1_25250.4, TREG1_25250.2, TREG1_25260.1	T265_03456
OG0001018	TREG1_47030.1	T265_11985
OG0001019	TREG1_56080.1, TREG1_56080.2	T265_06404, T265_12347
OG0001020	TREG1_6110.1, TREG1_6110.2, TREG1_6110.3, TREG1_6110.4	T265_14664
OG0001021	TREG1_46040.1	T265_05434
OG0001022	TREG1_29840.1	T265_08582
OG0001023	TREG1_84510.4, TREG1_84510.6, TREG1_84510.7, TREG1_84510.3, TREG1_84510.2, TREG1_84510.5, TREG1_84510.8, TREG1_84510.9, TREG1_84510.1	T265_14386
OG0001026	TREG1_66140.1, TREG1_66140.2, TREG1_66140.3, TREG1_66140.4, TREG1_66140.5, TREG1_66140.6, TREG1_66140.7, TREG1_66140.8, TREG1_66140.9	T265_08689
OG0001027	TREG1_13300.1, TREG1_13300.2, TREG1_13300.3, TREG1_13300.4	T265_05249
OG0001028	TREG1_73350.1	T265_02150
OG0001029	TREG1_66080.1	T265_06784
OG0001030	TREG1_50180.5, TREG1_50180.2, TREG1_50180.4, TREG1_50180.1, TREG1_50180.3	T265_03534
OG0001031	TREG1_99640.1, TREG1_99640.2, TREG1_99640.3, TREG1_99640.5, TREG1_99640.4	T265_02198
OG0001032	TREG1_81040.1, TREG1_81040.2, TREG1_81040.3, TREG1_81040.4, TREG1_81040.5	T265_07791
OG0001033	TREG1_102120.4, TREG1_102120.1, TREG1_102120.2, TREG1_102120.3, TREG1_102120.5, TREG1_102120.7, TREG1_102120.6	T265_12072
OG0001034	TREG1_69000.1, TREG1_69000.2, TREG1_68980.1, TREG1_68980.3, TREG1_68980.2	T265_00015
OG0001035	TREG1_97970.1, TREG1_97950.1, TREG1_97960.1, TREG1_97940.1	T265_11146, T265_07897
OG0001035	TREG1_68060.1, TREG1_68010.1, TREG1_68010.2, TREG1_68030.2, TREG1_68040.1, TREG1_68070.1, TREG1_68080.1	T265_11147
OG0001036	TREG1_10660.1, TREG1_141240.1	T265_15152
OG0001038	TREG1_4720.1	T265_06836
OG0001039	TREG1_36430.5, TREG1_36430.1, TREG1_36430.2, TREG1_36430.3, TREG1_36430.4, TREG1_36430.6	T265_13311
OG0001040	TREG1_113230.1	T265_08277
OG0001041	TREG1_133070.1, TREG1_133070.2	T265_02769, T265_02770
OG0001042	TREG1_15200.1, TREG1_15200.2	T265_09868, T265_16047
OG0001043	TREG1_68290.2, TREG1_68290.1, TREG1_68290.3, TREG1_68290.5, TREG1_68290.4	T265_04066
OG0001045	TREG1_82360.1	T265_14190
OG0001047	TREG1_135400.1, TREG1_135390.1	T265_14657, T265_15967
OG0001048	TREG1_102260.1	T265_05921
OG0001049	TREG1_70420.3, TREG1_70420.1, TREG1_70420.2	T265_01366
OG0001050	TREG1_83100.2, TREG1_83100.1, TREG1_83100.3	T265_06070
OG0001051	TREG1_121140.1	T265_08900
OG0001052	TREG1_70330.2, TREG1_70330.5, TREG1_70330.4, TREG1_70330.3, TREG1_70330.1	T265_03515, T265_03514
OG0001054	TREG1_26940.1, TREG1_26980.1	T265_07774
OG0001056	TREG1_79250.1	T265_06907
OG0001057	TREG1_120900.1, TREG1_120900.2	T265_08393
OG0001058	TREG1_12600.1, TREG1_83760.1, TREG1_48610.1, TREG1_83770.1	T265_09765, T265_07871
OG0001059	TREG1_9070.1, TREG1_9070.2	T265_09693
OG0001060	TREG1_83300.1	T265_08792, T265_05830, T265_12211
OG0001061	TREG1_25500.1	T265_10435
OG0001062	TREG1_65060.1, TREG1_119680.1, TREG1_64140.3, TREG1_64140.1, TREG1_64140.2	T265_10952
OG0001068	TREG1_99190.1	T265_05783
OG0001070	TREG1_80530.1	T265_01150
OG0001070	TREG1_105380.4	T265_03875
OG0001071	TREG1_88700.1, TREG1_88700.2	T265_01413, T265_01414
OG0001072	TREG1_56030.1	T265_11095
OG0001073	TREG1_29800.1	T265_06687
OG0001074	TREG1_60050.1, TREG1_60050.2	T265_07051
OG0001075	TREG1_82090.2, TREG1_82090.1, TREG1_82090.12, TREG1_82090.11, TREG1_82090.5, TREG1_82090.6, TREG1_82090.7, TREG1_82090.8, TREG1_82090.9, TREG1_82090.3, TREG1_82090.4, TREG1_82090.10	T265_00485
OG0001076	TREG1_62270.1	T265_04766
OG0001077	TREG1_65410.1	T265_03589
OG0001078	TREG1_84960.1	T265_01377
OG0001079	TREG1_106450.1	T265_07856
OG0001079	TREG1_103020.1	T265_01997
OG0001080	TREG1_106740.1	T265_03280, T265_06062
OG0001081	TREG1_53460.4	T265_02594
OG0001082	TREG1_72570.3, TREG1_72570.1, TREG1_72570.2	T265_14341
OG0001083	TREG1_136330.3, TREG1_136330.1, TREG1_136340.1, TREG1_136330.2	T265_05304
OG0001084	TREG1_21450.1, TREG1_21450.2	T265_03430
OG0001085	TREG1_135810.1, TREG1_139790.1	T265_05309
OG0001086	TREG1_96010.1, TREG1_96010.2, TREG1_96010.3, TREG1_96010.4	T265_00332
OG0001087	TREG1_64260.1	T265_02349, T265_02348, T265_04933
OG0001087	TREG1_51960.1	T265_13295
OG0001088	TREG1_58700.1	T265_14908
OG0001089	TREG1_82500.1, TREG1_82500.3, TREG1_82500.2	T265_04203
OG0001090	TREG1_135250.1, TREG1_135240.1, TREG1_135270.1	T265_05314
OG0001091	TREG1_69250.1, TREG1_69250.2, TREG1_69250.3, TREG1_69250.4, TREG1_69250.5, TREG1_69250.6	T265_08694
OG0001092	TREG1_95880.1	T265_05477
OG0001094	TREG1_56920.5, TREG1_56920.1, TREG1_56920.4, TREG1_56920.2, TREG1_56920.3	T265_01493
OG0001095	TREG1_67810.2, TREG1_67810.4, TREG1_67810.5, TREG1_67810.1, TREG1_67810.6, TREG1_67810.3	T265_12507, T265_12509
OG0001096	TREG1_24560.1, TREG1_24570.1	T265_02087
OG0001097	TREG1_94470.1	T265_12596, T265_12597
OG0001098	TREG1_41910.1, TREG1_41910.2, TREG1_41910.3, TREG1_41910.4, TREG1_41910.5, TREG1_41910.6	T265_03530
OG0001099	TREG1_127890.2, TREG1_127890.3, TREG1_127890.4, TREG1_127890.1	T265_09134
OG0001100	TREG1_93210.1, TREG1_93210.2, TREG1_93210.3	T265_12718
OG0001101	TREG1_82630.1, TREG1_82660.1, TREG1_82660.3, TREG1_82660.2, TREG1_82660.4, TREG1_63120.1	T265_01277
OG0001102	TREG1_96020.1, TREG1_83600.1	T265_07011
OG0001103	TREG1_134180.1, TREG1_134190.1	T265_11524, T265_11526
OG0001105	TREG1_54940.1	T265_00108
OG0001106	TREG1_89860.2, TREG1_89860.4, TREG1_89860.5, TREG1_89860.1, TREG1_89860.3	T265_03131
OG0001107	TREG1_64470.1	T265_01259
OG0001108	TREG1_48260.1	T265_04027
OG0001109	TREG1_53550.1, TREG1_53570.1	T265_15651
OG0001110	TREG1_890.3, TREG1_890.1, TREG1_890.2	T265_03630
OG0001111	TREG1_71890.1	T265_15867
OG0001112	TREG1_135700.1, TREG1_135710.1	T265_07938
OG0001113	TREG1_3420.1, TREG1_3420.4, TREG1_3420.2, TREG1_3420.3	T265_01569
OG0001114	TREG1_9600.1	T265_10355, T265_12872
OG0001115	TREG1_136270.1	T265_14281
OG0001116	TREG1_113170.8, TREG1_113170.6, TREG1_113170.5, TREG1_113170.7, TREG1_113170.2, TREG1_113170.4, TREG1_113170.1, TREG1_113170.3	T265_04971
OG0001117	TREG1_20120.2, TREG1_20120.3, TREG1_20120.4, TREG1_20120.1, TREG1_20120.5	T265_09895, T265_16078
OG0001118	TREG1_103660.1, TREG1_103660.3, TREG1_103660.2, TREG1_103690.1, TREG1_103700.1	T265_15682
OG0001119	TREG1_82470.1, TREG1_82470.2	T265_00531
OG0001120	TREG1_46930.1, TREG1_46930.2, TREG1_46930.3, TREG1_46930.4	T265_14589, T265_14590
OG0001121	TREG1_76930.3, TREG1_76930.5, TREG1_76930.1, TREG1_76930.4, TREG1_76930.2	T265_02829
OG0001122	TREG1_109460.1	T265_01758
OG0001123	TREG1_120690.2, TREG1_120690.3, TREG1_120690.4, TREG1_120690.6, TREG1_120690.7, TREG1_120690.5, TREG1_120690.1	T265_01870
