Orthogroup	trichobilharzia_regenti	schistosoma_bovis
OG0000437	TREG1_18440.1	SBOV2_3160.8, SBOV2_3160.9, SBOV2_3160.3, SBOV2_3160.5, SBOV2_3160.6, SBOV2_3160.7, SBOV2_3160.1, SBOV2_3160.2, SBOV2_3160.4
OG0000438	TREG1_82010.13, TREG1_82010.17, TREG1_82010.15, TREG1_82010.12, TREG1_82010.2, TREG1_82010.5, TREG1_82010.6, TREG1_82010.8, TREG1_82010.3, TREG1_82010.9, TREG1_82010.16, TREG1_82010.1, TREG1_82010.4, TREG1_82010.7, TREG1_82010.11, TREG1_82010.14, TREG1_82010.10	SBOV2_63140.1
OG0000439	TREG1_115470.1, TREG1_115480.1, TREG1_115520.1	SBOV2_83710.5, SBOV2_83710.1, SBOV2_83710.3, SBOV2_83710.4, SBOV2_83710.2
OG0000440	TREG1_129230.1	SBOV2_90050.1, SBOV2_90040.1, SBOV2_96500.1, SBOV2_96500.2, SBOV2_96500.3, SBOV2_96500.4, SBOV2_96500.5
OG0000441	TREG1_11650.1	SBOV2_8920.1
OG0000441	TREG1_29700.1, TREG1_29700.2	SBOV2_14190.1, SBOV2_14190.2
OG0000442	TREG1_51820.2, TREG1_51820.1, TREG1_51820.3	SBOV2_31430.2, SBOV2_31430.5, SBOV2_31430.4, SBOV2_31430.1, SBOV2_31430.3
OG0000443	TREG1_4110.1, TREG1_4110.2, TREG1_4110.3	SBOV2_5730.8, SBOV2_5730.9, SBOV2_5730.6, SBOV2_5730.7, SBOV2_5730.1, SBOV2_5730.2, SBOV2_5730.3, SBOV2_5730.4, SBOV2_5730.5
OG0000444	TREG1_100000.1	SBOV2_70540.1
OG0000445	TREG1_88110.10, TREG1_88110.11, TREG1_88110.1, TREG1_88110.5, TREG1_88110.4, TREG1_88110.7, TREG1_88110.8, TREG1_88110.3, TREG1_88110.9, TREG1_88110.6, TREG1_88110.2	SBOV2_65140.1
OG0000446	TREG1_11500.3, TREG1_11500.1, TREG1_11500.4, TREG1_11500.7, TREG1_11500.5, TREG1_11500.6, TREG1_11500.2	SBOV2_8890.1, SBOV2_8970.1
OG0000447	TREG1_72710.1, TREG1_72710.2, TREG1_72710.3, TREG1_72710.4	SBOV2_56190.1, SBOV2_56190.2, SBOV2_56190.3
OG0000448	TREG1_51250.1, TREG1_51250.2, TREG1_51250.3, TREG1_51250.5, TREG1_51250.4, TREG1_51250.8, TREG1_51250.6, TREG1_51250.7	SBOV2_36190.1, SBOV2_36190.3, SBOV2_36190.4, SBOV2_36190.2
OG0000449	TREG1_77720.1	SBOV2_57130.1
OG0000450	TREG1_54550.8, TREG1_54550.3, TREG1_54550.4, TREG1_54550.6, TREG1_54550.7, TREG1_54550.5, TREG1_54550.1, TREG1_54550.2	SBOV2_24280.6, SBOV2_24280.4, SBOV2_24280.5, SBOV2_24280.1, SBOV2_24280.2, SBOV2_24280.3
OG0000451	TREG1_46800.1	SBOV2_96360.1, SBOV2_96360.2, SBOV2_86860.1
OG0000452	TREG1_43930.5, TREG1_43930.6, TREG1_43930.1, TREG1_43930.2, TREG1_43930.7, TREG1_43930.3, TREG1_43930.8, TREG1_43930.4	SBOV2_28350.1
OG0000453	TREG1_86740.4, TREG1_86740.5, TREG1_86740.2, TREG1_86740.3, TREG1_86740.1, TREG1_86740.6	SBOV2_61750.1
OG0000454	TREG1_112450.1, TREG1_112460.1, TREG1_112470.1	SBOV2_83110.1, SBOV2_83120.1
OG0000454	TREG1_100660.1	SBOV2_71280.1, SBOV2_71500.1
OG0000455	TREG1_122450.1, TREG1_122460.1	SBOV2_12200.1, SBOV2_12200.2, SBOV2_12200.3, SBOV2_12200.4, SBOV2_12200.5
OG0000456	TREG1_95540.1, TREG1_95540.6, TREG1_95540.5, TREG1_95540.3, TREG1_95540.4, TREG1_95540.2	SBOV2_70340.5, SBOV2_70340.1, SBOV2_70340.3, SBOV2_70340.6, SBOV2_70340.4, SBOV2_70340.2
OG0000457	TREG1_49650.2, TREG1_49650.4, TREG1_49650.5, TREG1_49650.3, TREG1_49650.1, TREG1_49650.10, TREG1_49650.6, TREG1_49650.7, TREG1_49650.8, TREG1_49650.9	SBOV2_39000.1, SBOV2_39000.2, SBOV2_39000.3, SBOV2_39000.5, SBOV2_39000.4
OG0000458	TREG1_49780.4, TREG1_49780.1, TREG1_49780.2, TREG1_49780.3	SBOV2_33350.1
OG0000459	TREG1_12000.1	SBOV2_9300.6, SBOV2_9300.4, SBOV2_9300.8, SBOV2_9300.7, SBOV2_9300.2, SBOV2_9300.3, SBOV2_9300.5, SBOV2_9300.1
OG0000460	TREG1_25630.1, TREG1_25630.2	SBOV2_12350.1, SBOV2_12350.2, SBOV2_12350.3, SBOV2_12350.4, SBOV2_12350.5
OG0000461	TREG1_97220.1	SBOV2_73180.1, SBOV2_73180.2
OG0000462	TREG1_131150.1	SBOV2_92030.3, SBOV2_92030.4, SBOV2_92030.1, SBOV2_92030.2
OG0000463	TREG1_66810.1, TREG1_66810.2, TREG1_66810.3, TREG1_66810.4, TREG1_66810.5, TREG1_66810.6	SBOV2_53420.1, SBOV2_53430.1, SBOV2_53410.1, SBOV2_53410.2
OG0000464	TREG1_10450.7, TREG1_10450.1, TREG1_10450.6, TREG1_10450.2, TREG1_10450.4, TREG1_10450.3, TREG1_10450.5	SBOV2_13870.2, SBOV2_13870.1, SBOV2_13870.3
OG0000465	TREG1_99250.1	SBOV2_74910.1, SBOV2_74910.4, SBOV2_74910.5, SBOV2_74910.2, SBOV2_74910.3
OG0000466	TREG1_75670.2, TREG1_75670.1, TREG1_75670.3, TREG1_75670.4	SBOV2_52330.1
OG0000467	TREG1_50320.1	SBOV2_30620.6, SBOV2_30620.4, SBOV2_30620.7, SBOV2_30620.8, SBOV2_30620.2, SBOV2_30620.5, SBOV2_30620.3, SBOV2_30620.1
OG0000468	TREG1_95150.1, TREG1_95150.2	SBOV2_70080.6, SBOV2_70080.7, SBOV2_70080.2, SBOV2_70080.3, SBOV2_70080.4, SBOV2_70080.1, SBOV2_70080.5
OG0000469	TREG1_108520.1	SBOV2_4050.1, SBOV2_4050.2, SBOV2_4050.3, SBOV2_4050.6, SBOV2_4050.5, SBOV2_4050.4
OG0000470	TREG1_64280.1, TREG1_64280.2, TREG1_64280.3, TREG1_64280.4	SBOV2_54210.1, SBOV2_54210.2, SBOV2_54210.3, SBOV2_54210.5, SBOV2_54210.6, SBOV2_54210.4
OG0000471	TREG1_119940.1	SBOV2_89620.2, SBOV2_89620.3, SBOV2_89620.7, SBOV2_89620.5, SBOV2_89620.4, SBOV2_89620.6, SBOV2_89620.1
OG0000472	TREG1_52880.1, TREG1_52870.1	SBOV2_30680.1, SBOV2_30690.1
OG0000473	TREG1_3600.1, TREG1_3610.1	SBOV2_4980.6, SBOV2_4980.5, SBOV2_4980.9, SBOV2_4980.1, SBOV2_4980.2, SBOV2_4980.4, SBOV2_4980.7, SBOV2_4980.3, SBOV2_4980.8
OG0000474	TREG1_21690.1	SBOV2_20040.1
OG0000474	TREG1_63300.1	SBOV2_45070.1
OG0000475	TREG1_83310.6, TREG1_83310.1, TREG1_83310.2, TREG1_83310.3, TREG1_83310.4, TREG1_83310.5	SBOV2_63350.3, SBOV2_63350.2, SBOV2_63350.1
OG0000476	TREG1_28820.4, TREG1_28820.1, TREG1_28820.5, TREG1_28820.2, TREG1_28820.6, TREG1_28820.3, TREG1_28820.7	SBOV2_20900.1, SBOV2_20890.1, SBOV2_20900.7, SBOV2_20900.2, SBOV2_20900.3, SBOV2_20900.4, SBOV2_20900.5, SBOV2_20900.9, SBOV2_20900.6, SBOV2_20900.10, SBOV2_20900.8
OG0000477	TREG1_61430.3, TREG1_61430.1, TREG1_61430.4, TREG1_61430.2, TREG1_61430.5	SBOV2_44960.4, SBOV2_44960.3, SBOV2_44960.5, SBOV2_44960.1, SBOV2_44960.2, SBOV2_44960.6
OG0000478	TREG1_8640.4, TREG1_8640.1, TREG1_8640.2, TREG1_8640.3	SBOV2_6340.1
OG0000479	TREG1_55210.3, TREG1_55210.5, TREG1_55210.4, TREG1_55210.2, TREG1_55210.1, TREG1_55210.6	SBOV2_36040.1
OG0000480	TREG1_90290.1	SBOV2_63600.1
OG0000481	TREG1_82480.1	SBOV2_64670.5, SBOV2_64670.7, SBOV2_64670.1, SBOV2_64670.2, SBOV2_64670.3, SBOV2_64670.6, SBOV2_64670.8, SBOV2_64670.4
OG0000482	TREG1_12770.1, TREG1_12770.2, TREG1_12770.3, TREG1_12770.4, TREG1_12770.5, TREG1_12770.6, TREG1_12770.7	SBOV2_9670.3, SBOV2_9670.7, SBOV2_9670.6, SBOV2_9670.9, SBOV2_9670.1, SBOV2_9670.4, SBOV2_9670.8, SBOV2_9670.5, SBOV2_9670.2
OG0000483	TREG1_79390.6, TREG1_79390.1, TREG1_79390.2, TREG1_79390.3, TREG1_79390.5, TREG1_79390.4	SBOV2_110.1, SBOV2_110.10, SBOV2_110.11, SBOV2_110.12, SBOV2_110.13, SBOV2_110.14, SBOV2_110.15, SBOV2_110.2, SBOV2_110.3, SBOV2_110.4, SBOV2_110.5, SBOV2_110.6, SBOV2_110.7, SBOV2_110.8, SBOV2_110.9, SBOV2_92050.1, SBOV2_92050.2, SBOV2_92050.3, SBOV2_92060.1, SBOV2_56670.1, SBOV2_56690.1
OG0000484	TREG1_134100.1	SBOV2_95630.1, SBOV2_95680.1, SBOV2_95220.1, SBOV2_95070.1, SBOV2_95050.1, SBOV2_95690.1, SBOV2_95640.1
OG0000485	TREG1_108870.1, TREG1_108870.3, TREG1_108870.4, TREG1_108870.5, TREG1_108870.6, TREG1_108870.7, TREG1_108870.8, TREG1_108870.2, TREG1_15250.10, TREG1_15250.2, TREG1_15250.8, TREG1_15250.9, TREG1_15250.3, TREG1_15250.1, TREG1_15250.4, TREG1_15250.5, TREG1_15250.6, TREG1_15250.11, TREG1_15250.12, TREG1_15250.7	SBOV2_13220.1, SBOV2_13220.2
OG0000488	TREG1_122260.1, TREG1_122260.2, TREG1_122260.3, TREG1_122260.4, TREG1_122260.5	SBOV2_85050.1, SBOV2_85040.1
OG0000489	TREG1_72730.2, TREG1_72730.3, TREG1_72730.4, TREG1_72730.1, TREG1_72730.5, TREG1_72730.6, TREG1_72730.7	SBOV2_56180.4, SBOV2_56180.3, SBOV2_56180.1, SBOV2_56180.5, SBOV2_56150.1, SBOV2_56150.3, SBOV2_56180.2, SBOV2_56150.2
OG0000490	TREG1_90670.5, TREG1_90670.6, TREG1_90770.1	SBOV2_67770.1, SBOV2_67740.1, SBOV2_67750.1, SBOV2_67780.1
OG0000491	TREG1_49150.7, TREG1_49150.1, TREG1_49150.5, TREG1_49150.2, TREG1_49150.3, TREG1_49150.6, TREG1_49150.4	SBOV2_37380.1, SBOV2_37380.3, SBOV2_37380.4, SBOV2_37380.7, SBOV2_37380.2, SBOV2_37380.5, SBOV2_37380.6
OG0000492	TREG1_85530.7, TREG1_85530.2, TREG1_85530.3, TREG1_85530.5, TREG1_85530.8, TREG1_85530.4, TREG1_85530.1, TREG1_85530.6	SBOV2_62050.1, SBOV2_62050.3, SBOV2_62050.4, SBOV2_62050.6, SBOV2_62050.7, SBOV2_62050.8, SBOV2_62050.2, SBOV2_62050.5
OG0000493	TREG1_67440.1, TREG1_67440.2	SBOV2_46800.1, SBOV2_46820.1
OG0000493	TREG1_47230.1, TREG1_47230.2	SBOV2_38600.1
OG0000495	TREG1_18450.1, TREG1_18450.2, TREG1_18450.3	SBOV2_3170.2, SBOV2_3170.3, SBOV2_3170.1, SBOV2_3170.4
OG0000496	TREG1_33060.1	SBOV2_29870.5, SBOV2_29870.1, SBOV2_29870.2, SBOV2_29870.3, SBOV2_29870.4
OG0000497	TREG1_3380.1	SBOV2_5440.4, SBOV2_5450.1, SBOV2_5440.1, SBOV2_5440.2, SBOV2_5440.5, SBOV2_5440.3
OG0000498	TREG1_35870.1	SBOV2_24720.4, SBOV2_24720.3, SBOV2_24720.1, SBOV2_24720.2
OG0000498	TREG1_58820.1	SBOV2_40380.1
OG0000499	TREG1_103170.4, TREG1_103170.5, TREG1_103170.1, TREG1_137200.1, TREG1_103170.2, TREG1_103170.3	SBOV2_70020.1
OG0000500	TREG1_21520.1	SBOV2_18600.3, SBOV2_18600.4, SBOV2_18600.7, SBOV2_18600.6, SBOV2_18600.5, SBOV2_18600.9, SBOV2_18600.2, SBOV2_18600.1, SBOV2_18600.8
OG0000501	TREG1_51730.1	SBOV2_25400.1
OG0000502	TREG1_47280.9, TREG1_47280.7, TREG1_47280.6, TREG1_47280.12, TREG1_47280.1, TREG1_47280.3, TREG1_47280.10, TREG1_47280.2, TREG1_47280.4, TREG1_47280.8, TREG1_47280.5, TREG1_47280.11	SBOV2_32050.1, SBOV2_32050.4, SBOV2_32050.5, SBOV2_32050.2, SBOV2_32050.6, SBOV2_32050.7, SBOV2_32050.3, SBOV2_32050.8
OG0000503	TREG1_870.1	SBOV2_3850.4, SBOV2_3850.2, SBOV2_3850.1, SBOV2_3850.3, SBOV2_3850.5, SBOV2_3850.6
OG0000504	TREG1_71760.1, TREG1_71760.2	SBOV2_46250.4, SBOV2_46250.1, SBOV2_46250.5, SBOV2_46250.2, SBOV2_46250.3, SBOV2_46250.6
OG0000505	TREG1_33200.1	SBOV2_26710.8, SBOV2_26710.9, SBOV2_26710.1, SBOV2_26710.2, SBOV2_26710.3, SBOV2_26710.4, SBOV2_26710.5, SBOV2_26710.6, SBOV2_26710.7
OG0000506	TREG1_470.4, TREG1_470.1, TREG1_470.2, TREG1_470.3	SBOV2_9140.2, SBOV2_9140.7, SBOV2_9140.10, SBOV2_9140.1, SBOV2_9140.3, SBOV2_9140.4, SBOV2_9140.8, SBOV2_9140.9, SBOV2_9140.11, SBOV2_9140.5, SBOV2_9140.6
OG0000507	TREG1_44110.1, TREG1_44130.1	SBOV2_36330.3, SBOV2_36330.1, SBOV2_36330.2
OG0000508	TREG1_20060.6, TREG1_20060.1, TREG1_20060.4, TREG1_20060.5, TREG1_20060.2, TREG1_20060.3	SBOV2_14800.1
OG0000509	TREG1_65250.1	SBOV2_48830.1
OG0000509	TREG1_65270.1, TREG1_65270.2	SBOV2_54480.1, SBOV2_54480.2
OG0000510	TREG1_108400.1	SBOV2_77900.1, SBOV2_77900.2
OG0000510	TREG1_108440.3, TREG1_108440.1, TREG1_108440.2	SBOV2_77920.2, SBOV2_77920.4, SBOV2_77920.1, SBOV2_77920.3
OG0000511	TREG1_104110.3, TREG1_104110.1, TREG1_104110.2, TREG1_104150.1, TREG1_104170.1, TREG1_104120.1, TREG1_104110.4, TREG1_104110.5	SBOV2_71800.1, SBOV2_71790.1, SBOV2_71790.2
OG0000512	TREG1_64630.1	SBOV2_53990.6, SBOV2_53990.8, SBOV2_53990.9, SBOV2_53990.2, SBOV2_53990.1, SBOV2_53990.4, SBOV2_53990.5, SBOV2_53990.7, SBOV2_53990.10, SBOV2_53990.3
OG0000513	TREG1_91600.1	SBOV2_66780.1, SBOV2_66780.3, SBOV2_66780.4, SBOV2_66780.5, SBOV2_66780.2
OG0000514	TREG1_61400.1, TREG1_61400.2, TREG1_61400.3, TREG1_61400.5, TREG1_61400.4	SBOV2_44970.1
OG0000515	TREG1_33970.1, TREG1_33970.2	SBOV2_14440.4, SBOV2_14440.2, SBOV2_14440.5, SBOV2_14440.3, SBOV2_14440.6, SBOV2_14440.1, SBOV2_14440.7
OG0000516	TREG1_80730.1	SBOV2_62780.10, SBOV2_62780.11, SBOV2_62780.6, SBOV2_62780.7, SBOV2_62780.9, SBOV2_62780.3, SBOV2_62780.2, SBOV2_62780.4, SBOV2_62780.8, SBOV2_62780.1, SBOV2_62780.5
OG0000517	TREG1_51710.1, TREG1_51710.2, TREG1_51710.3	SBOV2_25430.1, SBOV2_25430.4, SBOV2_25430.3, SBOV2_25430.6, SBOV2_25430.2, SBOV2_25430.5, SBOV2_25430.7, SBOV2_25430.8
OG0000521	TREG1_103350.7, TREG1_103350.9, TREG1_103350.6, TREG1_103350.2, TREG1_103350.3, TREG1_103350.4, TREG1_103350.8, TREG1_103350.1, TREG1_103350.5	SBOV2_71010.2, SBOV2_71010.4, SBOV2_71010.1, SBOV2_71010.5, SBOV2_71010.6, SBOV2_71010.3
OG0000522	TREG1_75610.1	SBOV2_56380.1, SBOV2_56320.1, SBOV2_56350.1, SBOV2_56290.1, SBOV2_56310.1, SBOV2_22120.1, SBOV2_56370.1, SBOV2_94580.1
OG0000523	TREG1_100250.1	SBOV2_76060.1, SBOV2_76060.2, SBOV2_76060.5, SBOV2_76060.6, SBOV2_76060.7, SBOV2_76060.8, SBOV2_76060.4, SBOV2_76060.3
OG0000524	TREG1_24710.1, TREG1_16670.2, TREG1_16670.9, TREG1_16670.4, TREG1_16670.6, TREG1_16670.1, TREG1_16670.3, TREG1_16670.11, TREG1_16670.8, TREG1_16670.10, TREG1_16670.12, TREG1_16670.5, TREG1_16670.7, TREG1_16680.1, TREG1_111210.2, TREG1_111210.1, TREG1_111210.3, TREG1_111210.4, TREG1_111230.1, TREG1_111220.1, TREG1_24720.1	SBOV2_12260.1
OG0000525	TREG1_74580.1, TREG1_143600.1, TREG1_143600.2	SBOV2_54970.1
OG0000526	TREG1_9110.2, TREG1_9110.3, TREG1_9110.1, TREG1_9110.4, TREG1_9110.5	SBOV2_16410.1, SBOV2_16410.2, SBOV2_16410.3, SBOV2_16410.4, SBOV2_16410.5
OG0000527	TREG1_17760.1, TREG1_17760.2	SBOV2_95700.1, SBOV2_18510.1, SBOV2_18510.2, SBOV2_18510.10, SBOV2_18510.3, SBOV2_18510.4, SBOV2_18510.5, SBOV2_18510.6, SBOV2_18510.7, SBOV2_18510.8, SBOV2_18510.9
OG0000528	TREG1_50620.1	SBOV2_35500.1, SBOV2_35500.3, SBOV2_35500.4, SBOV2_35500.2
OG0000529	TREG1_28450.1	SBOV2_15300.1, SBOV2_15300.2, SBOV2_15300.3, SBOV2_15300.4, SBOV2_15300.5, SBOV2_15300.6
OG0000530	TREG1_133430.1	SBOV2_92080.1, SBOV2_92080.2
OG0000530	TREG1_134910.1, TREG1_134920.1	SBOV2_94820.1, SBOV2_94860.1, SBOV2_94850.1
OG0000531	TREG1_106010.1	SBOV2_76790.2, SBOV2_76790.1, SBOV2_76790.3, SBOV2_76790.4, SBOV2_76790.5, SBOV2_76790.7, SBOV2_76790.6
OG0000532	TREG1_7720.1, TREG1_7720.2	SBOV2_4970.1, SBOV2_4970.3, SBOV2_4970.6, SBOV2_4970.5, SBOV2_4970.2, SBOV2_4970.4
OG0000533	TREG1_21800.1, TREG1_21800.3, TREG1_21800.5, TREG1_21800.8, TREG1_21800.9, TREG1_21800.2, TREG1_21800.4, TREG1_21800.6, TREG1_21800.7	SBOV2_18660.1, SBOV2_18660.3, SBOV2_18660.5, SBOV2_18660.2, SBOV2_18660.4, SBOV2_18660.6, SBOV2_18660.7
OG0000534	TREG1_95460.1	SBOV2_70260.4, SBOV2_70260.1, SBOV2_70260.2, SBOV2_70260.3, SBOV2_70260.5, SBOV2_70260.6
OG0000535	TREG1_78360.1, TREG1_80440.1	SBOV2_58300.1, SBOV2_58330.1
OG0000536	TREG1_81140.1	SBOV2_65630.1, SBOV2_65630.2, SBOV2_65560.1
OG0000537	TREG1_73770.1, TREG1_73770.3, TREG1_73770.2, TREG1_73770.4	SBOV2_52160.4, SBOV2_52160.7, SBOV2_52160.8, SBOV2_52160.3, SBOV2_52160.5, SBOV2_52160.10, SBOV2_52160.9, SBOV2_52160.1, SBOV2_52160.6, SBOV2_52160.2
OG0000538	TREG1_1900.1	SBOV2_85020.3, SBOV2_85020.1, SBOV2_85020.2, SBOV2_91480.1, SBOV2_91470.1
OG0000539	TREG1_69190.1, TREG1_69180.3, TREG1_69180.4, TREG1_69180.1, TREG1_69180.5, TREG1_69180.2	SBOV2_46130.2, SBOV2_46130.3, SBOV2_46130.4, SBOV2_46130.1
OG0000540	TREG1_11390.2, TREG1_11390.1, TREG1_11390.3	SBOV2_5700.1, SBOV2_5700.2, SBOV2_5700.4, SBOV2_5700.8, SBOV2_5700.9, SBOV2_5700.10, SBOV2_5700.6, SBOV2_5700.7, SBOV2_5700.3, SBOV2_5700.5
OG0000541	TREG1_50140.8, TREG1_50140.10, TREG1_50140.11, TREG1_50140.12, TREG1_50140.13, TREG1_50140.3, TREG1_50140.5, TREG1_50140.6, TREG1_50140.7, TREG1_50140.1, TREG1_50140.2, TREG1_50140.4, TREG1_50140.9	SBOV2_38790.1, SBOV2_38790.4, SBOV2_38790.2, SBOV2_38790.3
OG0000542	TREG1_120480.1, TREG1_120490.1, TREG1_120480.3, TREG1_120490.2, TREG1_120490.3	SBOV2_86350.11, SBOV2_86350.1, SBOV2_86350.2, SBOV2_86350.10, SBOV2_86350.3, SBOV2_86350.7, SBOV2_86350.8, SBOV2_86350.9, SBOV2_86350.4, SBOV2_86350.5, SBOV2_86350.6, SBOV2_86350.12
OG0000543	TREG1_21010.4, TREG1_21010.1, TREG1_21010.2, TREG1_21010.3, TREG1_21010.5, TREG1_21010.6	SBOV2_14730.1
OG0000544	TREG1_97610.1	SBOV2_78910.1, SBOV2_78910.2, SBOV2_78910.3, SBOV2_78910.4, SBOV2_78910.5, SBOV2_78910.6
OG0000545	TREG1_62060.1	SBOV2_45910.1
OG0000545	TREG1_95860.1	SBOV2_69190.1
OG0000546	TREG1_46630.1	SBOV2_38050.1, SBOV2_38050.2
OG0000547	TREG1_125930.1	SBOV2_89440.3, SBOV2_89440.2, SBOV2_89440.1, SBOV2_89440.4
OG0000548	TREG1_48060.1	SBOV2_37950.8, SBOV2_37950.1, SBOV2_37950.2, SBOV2_37950.4, SBOV2_37950.5, SBOV2_37950.6, SBOV2_37950.7, SBOV2_37950.3
OG0000549	TREG1_25530.2, TREG1_25530.1, TREG1_25530.3, TREG1_25530.4, TREG1_25530.5	SBOV2_10750.4, SBOV2_10750.2, SBOV2_10750.3, SBOV2_10750.1, SBOV2_10750.5, SBOV2_10750.6, SBOV2_10750.7
OG0000550	TREG1_16250.1, TREG1_16240.2, TREG1_16240.4, TREG1_16240.6, TREG1_16240.8, TREG1_16240.10, TREG1_16240.7, TREG1_16240.3, TREG1_16240.5, TREG1_16240.1, TREG1_16240.9, TREG1_16230.1, TREG1_16230.3, TREG1_16230.2	SBOV2_18130.1
OG0000551	TREG1_70940.1	SBOV2_48080.1, SBOV2_65220.1
OG0000552	TREG1_2340.1, TREG1_68430.1, TREG1_68430.2, TREG1_68430.3	SBOV2_5470.1
OG0000552	TREG1_121870.1	SBOV2_85430.1
OG0000553	TREG1_132920.1, TREG1_132920.2, TREG1_132920.3	SBOV2_93560.3, SBOV2_93560.4, SBOV2_93560.2, SBOV2_93560.1
OG0000554	TREG1_55910.1, TREG1_21130.1, TREG1_21120.2, TREG1_21120.3, TREG1_21120.4, TREG1_21120.1, TREG1_21120.5, TREG1_21120.6	SBOV2_10870.2, SBOV2_10870.6, SBOV2_10870.7, SBOV2_10870.4, SBOV2_10870.1, SBOV2_10870.3, SBOV2_10870.5
OG0000555	TREG1_42790.1, TREG1_42770.1, TREG1_42770.2	SBOV2_42790.3, SBOV2_42790.2, SBOV2_42790.1, SBOV2_42790.4
OG0000556	TREG1_90600.1, TREG1_90620.1, TREG1_90610.1	SBOV2_65450.1, SBOV2_65450.4, SBOV2_65450.6, SBOV2_65450.7, SBOV2_65450.5, SBOV2_65450.3, SBOV2_65450.2
OG0000557	TREG1_40110.1	SBOV2_29940.1, SBOV2_29940.2, SBOV2_29940.3, SBOV2_29940.5, SBOV2_29940.4, SBOV2_29940.6
OG0000558	TREG1_15740.1	SBOV2_17300.7, SBOV2_17300.8, SBOV2_17300.3, SBOV2_17300.2, SBOV2_17300.1, SBOV2_17300.4, SBOV2_17300.5, SBOV2_17300.6, SBOV2_17300.9
OG0000559	TREG1_112190.3, TREG1_112190.4, TREG1_112190.1, TREG1_112190.2, TREG1_112190.6, TREG1_112190.5	SBOV2_80010.1, SBOV2_80010.3, SBOV2_80010.2
OG0000560	TREG1_133190.1, TREG1_133190.2	SBOV2_95600.1, SBOV2_95600.2, SBOV2_95600.3, SBOV2_95600.4
OG0000561	TREG1_135790.1	SBOV2_93990.2, SBOV2_93990.1
OG0000561	TREG1_136100.1, TREG1_135780.1	SBOV2_94000.1
OG0000562	TREG1_114580.3, TREG1_114580.4, TREG1_114580.5, TREG1_114580.7, TREG1_114580.2, TREG1_114580.6, TREG1_114580.1, TREG1_114580.11, TREG1_114580.10, TREG1_114580.13, TREG1_114580.9, TREG1_114580.12, TREG1_114580.14, TREG1_114580.8	SBOV2_83870.1, SBOV2_83890.1
OG0000563	TREG1_22360.1, TREG1_22360.2, TREG1_22360.3, TREG1_22360.4, TREG1_22360.5, TREG1_22360.6	SBOV2_19430.5, SBOV2_19430.3, SBOV2_19430.1, SBOV2_19430.2, SBOV2_19430.4
OG0000564	TREG1_56450.1, TREG1_56440.1	SBOV2_25900.2, SBOV2_25900.1
OG0000565	TREG1_6420.1, TREG1_6420.2, TREG1_6420.3, TREG1_6420.4, TREG1_6420.5	SBOV2_3480.1, SBOV2_3480.2, SBOV2_3480.6, SBOV2_3480.5, SBOV2_3480.4, SBOV2_3480.3
OG0000566	TREG1_111000.1, TREG1_111000.2, TREG1_111000.3	SBOV2_81430.1, SBOV2_81430.3, SBOV2_81430.4, SBOV2_81430.6, SBOV2_81430.2, SBOV2_81430.5
OG0000567	TREG1_82820.1	SBOV2_65340.10, SBOV2_65340.7, SBOV2_65340.6, SBOV2_65340.5, SBOV2_65340.8, SBOV2_65340.9, SBOV2_65340.2, SBOV2_65340.1, SBOV2_65340.3, SBOV2_65340.4
OG0000568	TREG1_76800.1	SBOV2_56100.1
OG0000568	TREG1_82130.1	SBOV2_66610.1, SBOV2_66610.2, SBOV2_66610.3
OG0000568	TREG1_40240.1	SBOV2_32750.1
OG0000569	TREG1_8360.2, TREG1_8360.10, TREG1_8360.3, TREG1_8360.4, TREG1_8360.8, TREG1_8360.1, TREG1_8360.7, TREG1_8360.9, TREG1_8360.5, TREG1_8360.6	SBOV2_9460.1
OG0000570	TREG1_10770.1	SBOV2_12760.1, SBOV2_12760.2, SBOV2_12760.3
OG0000571	TREG1_11760.3, TREG1_11760.4, TREG1_11760.2, TREG1_11760.1, TREG1_11760.5, TREG1_11760.6	SBOV2_8760.1
OG0000572	TREG1_84160.1	SBOV2_58890.1
OG0000574	TREG1_20290.1	SBOV2_2960.3, SBOV2_2960.2, SBOV2_2960.1
OG0000574	TREG1_21410.1, TREG1_144080.2, TREG1_144080.4, TREG1_145380.3, TREG1_144080.1, TREG1_144080.3, TREG1_19080.1, TREG1_145380.1, TREG1_17240.1, TREG1_145380.2, TREG1_144090.1, TREG1_19090.1, TREG1_19090.2	SBOV2_2990.1
OG0000575	TREG1_134340.1	SBOV2_93450.3, SBOV2_93450.5, SBOV2_93450.7, SBOV2_93450.11, SBOV2_93450.9, SBOV2_93450.1, SBOV2_93450.12, SBOV2_93450.6, SBOV2_93450.2, SBOV2_93450.10, SBOV2_93450.4, SBOV2_93450.8
OG0000576	TREG1_40480.1	SBOV2_43370.4, SBOV2_43370.6, SBOV2_43370.3, SBOV2_43370.5, SBOV2_43370.1, SBOV2_43370.2
OG0000577	TREG1_66260.1	SBOV2_52550.4, SBOV2_52550.5, SBOV2_52550.6, SBOV2_52550.1, SBOV2_52550.2, SBOV2_52550.3, SBOV2_52550.7
OG0000579	TREG1_98810.1	SBOV2_74600.1, SBOV2_74640.1, SBOV2_74620.1, SBOV2_74630.1, SBOV2_74670.1
OG0000580	TREG1_45050.1, TREG1_45050.6, TREG1_45050.2, TREG1_45050.4, TREG1_45050.3, TREG1_45050.5	SBOV2_28560.1
