Orthogroup	trichobilharzia_regenti	schistosoma_intercalatum
OG0001339	TREG1_26860.1, TREG1_26860.3, TREG1_26860.2	SINT1_11400.1
OG0001340	TREG1_11950.1	SINT1_9590.1, SINT1_9610.1, SINT1_9610.2
OG0001341	TREG1_103870.1, TREG1_103870.2, TREG1_103870.3	SINT1_75750.1
OG0001342	TREG1_73210.1, TREG1_73210.2, TREG1_73210.3	SINT1_52440.2, SINT1_52440.3, SINT1_52440.1, SINT1_52440.4, SINT1_52440.5, SINT1_52440.6, SINT1_52440.7, SINT1_52440.8
OG0001343	TREG1_100640.4, TREG1_100640.1, TREG1_100640.2, TREG1_100640.3, TREG1_100640.5	SINT1_71120.2, SINT1_71120.3, SINT1_71120.4, SINT1_71120.1
OG0001344	TREG1_100220.1	SINT1_75810.1, SINT1_75810.2
OG0001345	TREG1_41940.1, TREG1_41940.2	SINT1_42330.1
OG0001346	TREG1_13810.1	SINT1_14710.1
OG0001347	TREG1_51420.1	SINT1_33940.3, SINT1_33940.1, SINT1_33940.2
OG0001348	TREG1_44210.1, TREG1_44210.2, TREG1_44210.3, TREG1_44210.4, TREG1_44210.5, TREG1_44210.6, TREG1_44210.7, TREG1_44220.1, TREG1_44220.2, TREG1_44220.3, TREG1_44220.4, TREG1_44220.5	SINT1_35920.1, SINT1_35920.2
OG0001349	TREG1_20040.6, TREG1_20040.7, TREG1_20040.2, TREG1_20040.3, TREG1_20040.5, TREG1_20040.1, TREG1_20040.4	SINT1_15330.1
OG0001350	TREG1_49930.1	SINT1_31240.1
OG0001351	TREG1_138510.1, TREG1_138530.1, TREG1_138500.1, TREG1_138520.1, TREG1_143950.1, TREG1_143940.1	SINT1_23720.4, SINT1_23720.3, SINT1_23720.2, SINT1_23720.1
OG0001352	TREG1_60840.1	SINT1_23940.1, SINT1_23940.2, SINT1_23940.3
OG0001353	TREG1_87130.1, TREG1_87150.1	SINT1_62360.1, SINT1_62360.2, SINT1_62360.3
OG0001354	TREG1_81880.5, TREG1_81880.1, TREG1_81880.2, TREG1_81880.3, TREG1_81880.4	SINT1_64150.1, SINT1_64150.2, SINT1_64180.1
OG0001355	TREG1_80810.1	SINT1_59290.1, SINT1_59290.2
OG0001356	TREG1_100780.1, TREG1_100790.1	SINT1_71300.3, SINT1_71300.1, SINT1_71300.2
OG0001357	TREG1_45500.1, TREG1_45500.2	SINT1_39430.1
OG0001358	TREG1_125720.1, TREG1_125740.1	SINT1_87120.2, SINT1_87120.1, SINT1_87120.3
OG0001359	TREG1_138770.1, TREG1_105700.1, TREG1_105700.2	SINT1_71910.7, SINT1_71910.10, SINT1_71910.13, SINT1_71910.14, SINT1_71910.8, SINT1_71910.1, SINT1_71910.11, SINT1_71910.2, SINT1_71910.3, SINT1_71910.4, SINT1_71910.12, SINT1_71910.5, SINT1_71910.6, SINT1_71910.9
OG0001360	TREG1_49060.1, TREG1_730.1, TREG1_54770.1, TREG1_78620.1, TREG1_78620.2, TREG1_91950.1, TREG1_130890.1, TREG1_42680.1, TREG1_132810.1, TREG1_71040.1, TREG1_83230.1, TREG1_54760.1, TREG1_81000.1, TREG1_131590.1, TREG1_64030.1, TREG1_2600.1, TREG1_101370.1, TREG1_57920.1, TREG1_35250.1, TREG1_133960.1, TREG1_80270.1, TREG1_47390.1, TREG1_16700.1, TREG1_86170.1, TREG1_52480.1, TREG1_120880.1, TREG1_38250.1, TREG1_4040.1, TREG1_107780.1, TREG1_130910.1, TREG1_130920.1, TREG1_80990.1, TREG1_122060.1, TREG1_36390.1, TREG1_72790.1, TREG1_123920.1, TREG1_74640.1, TREG1_138740.1, TREG1_109820.1, TREG1_117070.1, TREG1_79220.1, TREG1_8350.1	SINT1_52710.1
OG0001361	TREG1_48300.1	SINT1_28650.1, SINT1_28650.2
OG0001362	TREG1_52990.1, TREG1_52990.2, TREG1_52990.3	SINT1_30710.1
OG0001363	TREG1_131630.2, TREG1_131630.4, TREG1_131630.3, TREG1_131630.1, TREG1_131630.5	SINT1_93260.1
OG0001364	TREG1_112680.1, TREG1_112680.2, TREG1_112680.4, TREG1_112680.3	SINT1_83650.1, SINT1_83640.1
OG0001365	TREG1_102490.1, TREG1_102490.2, TREG1_102490.3, TREG1_102490.4, TREG1_102490.5, TREG1_102490.6, TREG1_102490.7	SINT1_76840.6, SINT1_76840.7, SINT1_76840.1, SINT1_76840.2, SINT1_76840.3, SINT1_76840.4, SINT1_76840.5
OG0001366	TREG1_73600.4, TREG1_73600.3, TREG1_73600.1, TREG1_73600.7, TREG1_73600.8, TREG1_73600.6, TREG1_73600.5, TREG1_73600.2	SINT1_53260.3, SINT1_53260.2, SINT1_53260.1
OG0001367	TREG1_136010.1, TREG1_136010.4, TREG1_136010.5, TREG1_136010.2, TREG1_136010.3, TREG1_136010.6	SINT1_93800.1
OG0001368	TREG1_22010.1, TREG1_22010.2, TREG1_22010.3	SINT1_18100.1, SINT1_18100.2, SINT1_18100.3, SINT1_18100.4
OG0001369	TREG1_126070.1	SINT1_87760.2, SINT1_87760.5, SINT1_87760.3, SINT1_87760.4, SINT1_87760.1
OG0001370	TREG1_120000.1	SINT1_58170.3, SINT1_58170.1, SINT1_58170.2
OG0001371	TREG1_58430.1, TREG1_58430.2	SINT1_36420.1, SINT1_36420.2
OG0001372	TREG1_47300.1	SINT1_37150.4, SINT1_37150.3, SINT1_37150.1, SINT1_37150.2
OG0001373	TREG1_7830.1	SINT1_2280.1
OG0001374	TREG1_83840.2, TREG1_83840.3, TREG1_83840.11, TREG1_83840.7, TREG1_83840.8, TREG1_83840.10, TREG1_83840.6, TREG1_83840.9, TREG1_83840.1, TREG1_83840.4, TREG1_83840.5	SINT1_60540.1
OG0001375	TREG1_100530.2, TREG1_100530.6, TREG1_100530.8, TREG1_100530.1, TREG1_100530.10, TREG1_100530.3, TREG1_100530.7, TREG1_100530.9, TREG1_100530.4, TREG1_100530.5	SINT1_76130.1, SINT1_76130.2
OG0001376	TREG1_123540.1, TREG1_123560.1, TREG1_145520.1	SINT1_85530.1, SINT1_88700.1
OG0001377	TREG1_86860.1, TREG1_86860.2	SINT1_61880.2, SINT1_61880.4, SINT1_61880.1, SINT1_61880.3
OG0001378	TREG1_1450.1	SINT1_3210.4, SINT1_3210.1, SINT1_3210.2, SINT1_3210.3
OG0001379	TREG1_97880.1	SINT1_69330.2, SINT1_69330.1, SINT1_69330.3
OG0001380	TREG1_84170.1	SINT1_59050.1, SINT1_59050.3, SINT1_59050.2
OG0001381	TREG1_105090.1	SINT1_72350.3, SINT1_72350.2, SINT1_72350.1
OG0001382	TREG1_59580.1	SINT1_26760.5, SINT1_26760.3, SINT1_26760.1, SINT1_26760.4, SINT1_26760.2
OG0001383	TREG1_130280.1, TREG1_139080.7, TREG1_139080.3, TREG1_139080.5, TREG1_139080.1, TREG1_139080.2, TREG1_139080.4, TREG1_139080.6, TREG1_100050.6, TREG1_100050.4, TREG1_100050.7, TREG1_100050.1, TREG1_100050.10, TREG1_100050.2, TREG1_100050.3, TREG1_100050.5, TREG1_100050.9, TREG1_100050.8	SINT1_4040.1
OG0001384	TREG1_119640.1	SINT1_86270.5, SINT1_86270.3, SINT1_86270.4, SINT1_86270.2, SINT1_86270.1
OG0001385	TREG1_32560.1, TREG1_32560.3, TREG1_32560.2, TREG1_32560.6, TREG1_32560.5, TREG1_32560.8, TREG1_32560.4, TREG1_32560.7	SINT1_23410.1
OG0001386	TREG1_40470.1	SINT1_44190.5, SINT1_44190.8, SINT1_44190.10, SINT1_44190.6, SINT1_44190.4, SINT1_44190.9, SINT1_44190.3, SINT1_44190.2, SINT1_44190.7, SINT1_44190.1
OG0001387	TREG1_120170.1, TREG1_120170.3, TREG1_120170.2	SINT1_85400.1, SINT1_85400.2, SINT1_85400.3
OG0001388	TREG1_27130.1, TREG1_27140.1	SINT1_11660.7, SINT1_11660.3, SINT1_11660.2, SINT1_11660.5, SINT1_11660.6, SINT1_11660.4, SINT1_11660.1
OG0001389	TREG1_62410.1, TREG1_62410.2, TREG1_62410.3	SINT1_45940.1
OG0001390	TREG1_41320.1, TREG1_41320.2	SINT1_39770.4, SINT1_39770.5, SINT1_39770.3, SINT1_39770.2, SINT1_39770.1
OG0001391	TREG1_55560.1	SINT1_34650.4, SINT1_34650.5, SINT1_34650.3, SINT1_34650.1, SINT1_34650.2
OG0001392	TREG1_7950.1	SINT1_12690.1, SINT1_12690.2, SINT1_12690.3
OG0001393	TREG1_17060.1	SINT1_16350.1, SINT1_16350.2, SINT1_16340.1, SINT1_16340.2
OG0001394	TREG1_105300.1	SINT1_75090.4, SINT1_75090.2, SINT1_75090.1, SINT1_75090.3
OG0001395	TREG1_122710.1, TREG1_122710.2	SINT1_87020.1, SINT1_87020.2
OG0001395	TREG1_31610.1, TREG1_31610.3, TREG1_31610.5, TREG1_31610.2, TREG1_31610.4	SINT1_25750.1
OG0001396	TREG1_69160.1, TREG1_69160.2	SINT1_47770.1, SINT1_47780.1
OG0001397	TREG1_83140.1	SINT1_62020.2, SINT1_62020.1
OG0001398	TREG1_26900.1	SINT1_11440.2, SINT1_11440.1
OG0001399	TREG1_75740.1, TREG1_128360.1, TREG1_128370.1, TREG1_128350.2, TREG1_128380.1, TREG1_128350.3, TREG1_128350.1	SINT1_90350.1
OG0001400	TREG1_111210.5, TREG1_111210.6, TREG1_111260.1	SINT1_79900.1
OG0001401	TREG1_76490.1	SINT1_50550.2, SINT1_50550.3, SINT1_50550.4, SINT1_50550.1
OG0001402	TREG1_48830.1	SINT1_26090.1, SINT1_26090.2, SINT1_26090.3
OG0001403	TREG1_77310.1	SINT1_54970.2, SINT1_54970.1, SINT1_54970.3
OG0001404	TREG1_15040.13, TREG1_15040.14, TREG1_15040.7, TREG1_15040.5, TREG1_15040.10, TREG1_15040.8, TREG1_15040.11, TREG1_15040.9, TREG1_15040.1, TREG1_15040.4, TREG1_15040.3, TREG1_15040.2, TREG1_15040.12, TREG1_15040.6	SINT1_19750.1
OG0001405	TREG1_53990.1	SINT1_33490.1, SINT1_33500.1, SINT1_46750.1
OG0001406	TREG1_46140.1	SINT1_29330.1, SINT1_29330.2, SINT1_29330.3, SINT1_29330.4, SINT1_29330.5, SINT1_29330.6
OG0001407	TREG1_114490.1	SINT1_83350.1, SINT1_83400.1, SINT1_84150.1
OG0001408	TREG1_58890.2, TREG1_58890.1, TREG1_58890.3	SINT1_24380.1
OG0001408	TREG1_59060.1	SINT1_24360.1, SINT1_24360.2
OG0001409	TREG1_65900.1	SINT1_49580.1, SINT1_49580.2, SINT1_49580.3, SINT1_49580.4, SINT1_49580.5
OG0001410	TREG1_55550.1	SINT1_35040.1, SINT1_35040.2, SINT1_35040.3, SINT1_35040.4, SINT1_35040.5, SINT1_35040.6, SINT1_35040.7, SINT1_35040.8, SINT1_35040.9, SINT1_35030.1
OG0001411	TREG1_48320.1	SINT1_28630.3, SINT1_28630.1, SINT1_28630.2, SINT1_28630.4
OG0001412	TREG1_49600.1, TREG1_139200.2, TREG1_139200.1	SINT1_28720.1, SINT1_28720.2
OG0001413	TREG1_134220.3, TREG1_134220.1, TREG1_134220.2	SINT1_92650.1, SINT1_92650.2, SINT1_92650.3
OG0001414	TREG1_9800.3, TREG1_9800.1, TREG1_9800.2, TREG1_9800.4	SINT1_4260.1
OG0001415	TREG1_51100.1	SINT1_31420.1, SINT1_31420.2, SINT1_31420.3
OG0001416	TREG1_10700.1	SINT1_14650.1
OG0001417	TREG1_18240.1	SINT1_12430.5, SINT1_12430.3, SINT1_12430.1, SINT1_12430.4, SINT1_12430.2
OG0001418	TREG1_14230.1, TREG1_14230.2, TREG1_14230.3	SINT1_210.1, SINT1_210.4, SINT1_210.2, SINT1_210.3
OG0001419	TREG1_82230.1, TREG1_82230.2, TREG1_82230.3, TREG1_82230.4, TREG1_82230.5	SINT1_65740.2, SINT1_65740.1, SINT1_65740.4, SINT1_65740.3, SINT1_65740.5
OG0001420	TREG1_117780.1, TREG1_117780.2, TREG1_144400.2, TREG1_144400.1, TREG1_144400.3, TREG1_144400.4	SINT1_81060.1
OG0001421	TREG1_50970.1, TREG1_50970.2, TREG1_50970.3	SINT1_36760.1, SINT1_36760.3, SINT1_36760.5, SINT1_36760.2, SINT1_36760.4
OG0001422	TREG1_103780.1	SINT1_73950.6, SINT1_73950.1, SINT1_73950.2, SINT1_73950.4, SINT1_73950.5, SINT1_73950.3
OG0001423	TREG1_20490.1	SINT1_11350.1, SINT1_11330.1
OG0001424	TREG1_11830.1, TREG1_11840.1, TREG1_11840.2, TREG1_11840.3	SINT1_9450.5, SINT1_9450.4, SINT1_9450.1, SINT1_9450.3, SINT1_9450.2
OG0001425	TREG1_35380.1	SINT1_25570.1, SINT1_25570.2, SINT1_25570.3, SINT1_25570.4
OG0001426	TREG1_16830.1, TREG1_16830.2, TREG1_16830.3, TREG1_16830.4, TREG1_16830.5	SINT1_6240.1, SINT1_6240.2
OG0001427	TREG1_48910.1	SINT1_26100.1
OG0001428	TREG1_15580.1, TREG1_15580.2, TREG1_15580.3	SINT1_2410.1, SINT1_2410.2, SINT1_2410.3, SINT1_2410.4, SINT1_2410.5, SINT1_2410.6
OG0001429	TREG1_66300.4, TREG1_66300.5, TREG1_66300.6, TREG1_66300.2, TREG1_66300.1, TREG1_66300.3	SINT1_52980.3, SINT1_52980.4, SINT1_52980.2, SINT1_52980.1, SINT1_52980.5
OG0001430	TREG1_70360.1, TREG1_70360.2	SINT1_55080.1
OG0001430	TREG1_70370.1	SINT1_55060.1
OG0001431	TREG1_87860.1	SINT1_64900.1
OG0001432	TREG1_27420.2, TREG1_27420.3, TREG1_27420.1, TREG1_27420.4	SINT1_21960.1
OG0001433	TREG1_28420.1	SINT1_20870.2, SINT1_20870.1, SINT1_20870.7, SINT1_20870.5, SINT1_20870.6, SINT1_20870.3, SINT1_20870.4
OG0001434	TREG1_136030.1, TREG1_136030.2, TREG1_136030.3, TREG1_136030.4	SINT1_93480.1
OG0001435	TREG1_98910.1, TREG1_98910.2	SINT1_76160.1
OG0001436	TREG1_106050.1, TREG1_106050.2, TREG1_106050.3	SINT1_76550.1, SINT1_76550.2, SINT1_76550.3
OG0001437	TREG1_68660.1	SINT1_50000.2, SINT1_50000.4, SINT1_50000.1, SINT1_50000.3
OG0001437	TREG1_61780.1	SINT1_54470.1
OG0001438	TREG1_22560.1, TREG1_52310.1, TREG1_52310.3, TREG1_52310.2	SINT1_19120.2, SINT1_19120.1
OG0001439	TREG1_102010.1	SINT1_74630.2, SINT1_74630.3, SINT1_74630.8, SINT1_74630.4, SINT1_74630.5, SINT1_74630.9, SINT1_74630.1, SINT1_74630.6, SINT1_74630.7
OG0001440	TREG1_47480.1, TREG1_47480.2, TREG1_47480.3, TREG1_47480.4	SINT1_37280.1, SINT1_37280.2, SINT1_37280.3
OG0001441	TREG1_125500.1	SINT1_88500.2, SINT1_88500.1, SINT1_88500.3
OG0001442	TREG1_82980.1, TREG1_82990.1	SINT1_62090.1, SINT1_62090.3, SINT1_62090.2
OG0001444	TREG1_105870.1	SINT1_71770.1, SINT1_71770.3, SINT1_71770.4, SINT1_71770.2
OG0001445	TREG1_106620.1	SINT1_72720.1, SINT1_72720.5, SINT1_72720.6, SINT1_72720.2, SINT1_72720.3, SINT1_72720.4
OG0001447	TREG1_97540.1, TREG1_97550.1, TREG1_97560.1, TREG1_97510.1, TREG1_97570.1, TREG1_144750.1, TREG1_144530.1, TREG1_144510.1, TREG1_144520.1, TREG1_97530.1, TREG1_97520.1	SINT1_78660.1, SINT1_78650.1
OG0001448	TREG1_97490.1, TREG1_97500.1, TREG1_97470.1, TREG1_97480.1	SINT1_78640.1, SINT1_78730.1
OG0001449	TREG1_53270.4, TREG1_53270.2, TREG1_53270.1, TREG1_53270.3	SINT1_33120.1
OG0001450	TREG1_23180.6, TREG1_23180.7, TREG1_23180.1, TREG1_23180.3, TREG1_23180.4, TREG1_23180.5, TREG1_23180.2	SINT1_17290.1
OG0001453	TREG1_72840.1	SINT1_52300.4, SINT1_52300.1, SINT1_52300.2, SINT1_52300.3
OG0001454	TREG1_114650.1, TREG1_114660.1	SINT1_81300.1, SINT1_81300.2
OG0001455	TREG1_133260.1	SINT1_94670.1, SINT1_94670.2, SINT1_94670.3
OG0001457	TREG1_5020.1, TREG1_5020.2, TREG1_5020.3, TREG1_5020.4, TREG1_5020.5, TREG1_5020.6, TREG1_5020.7, TREG1_5030.1	SINT1_5240.2, SINT1_5240.1
OG0001458	TREG1_49190.2, TREG1_49190.6, TREG1_49190.5, TREG1_49190.3, TREG1_49190.4, TREG1_49190.7	SINT1_30280.1
OG0001459	TREG1_79410.1	SINT1_56980.1, SINT1_56980.2, SINT1_56970.1
OG0001460	TREG1_44360.2, TREG1_44360.1, TREG1_44360.3	SINT1_36060.4, SINT1_36060.5, SINT1_36060.2, SINT1_36060.1, SINT1_36060.3
OG0001461	TREG1_48730.3, TREG1_48730.1, TREG1_48730.5, TREG1_48730.2, TREG1_48730.4	SINT1_28360.1, SINT1_28360.2, SINT1_28360.3, SINT1_28360.4, SINT1_28360.5, SINT1_28360.6
OG0001462	TREG1_77890.1, TREG1_138300.1	SINT1_57420.1, SINT1_57420.2
OG0001463	TREG1_80840.1, TREG1_80850.1	SINT1_59260.1
OG0001464	TREG1_75630.1	SINT1_53230.2, SINT1_53230.1, SINT1_53230.3
OG0001465	TREG1_100070.1	SINT1_74160.1
OG0001466	TREG1_3100.1	SINT1_5000.1, SINT1_5000.2, SINT1_5000.3, SINT1_5000.4, SINT1_5000.5
OG0001467	TREG1_88520.1, TREG1_88520.2, TREG1_88520.3, TREG1_88520.4	SINT1_62590.1, SINT1_62590.2
OG0001468	TREG1_3230.2, TREG1_3230.1, TREG1_3230.3	SINT1_4600.3, SINT1_4600.4, SINT1_4600.1, SINT1_4600.2
OG0001469	TREG1_110990.1	SINT1_80920.2, SINT1_80920.4, SINT1_80920.1, SINT1_80920.3, SINT1_80920.5
OG0001470	TREG1_81890.1	SINT1_64140.1, SINT1_64140.2
OG0001471	TREG1_81410.1, TREG1_81410.2, TREG1_81410.3, TREG1_81410.4	SINT1_60240.1
OG0001472	TREG1_81080.4, TREG1_81080.5, TREG1_81080.3, TREG1_81080.2, TREG1_81080.1	SINT1_64040.3, SINT1_64040.4, SINT1_64040.1, SINT1_64040.2
OG0001473	TREG1_97160.1	SINT1_73030.1, SINT1_73030.2, SINT1_73030.3, SINT1_73030.4, SINT1_73030.5
OG0001474	TREG1_55100.1	SINT1_40490.1
OG0001475	TREG1_61730.1	SINT1_54420.4, SINT1_54420.1, SINT1_54420.2, SINT1_54420.3
OG0001476	TREG1_7190.3, TREG1_7190.4, TREG1_7190.1, TREG1_7190.2	SINT1_8560.1
OG0001477	TREG1_74390.1	SINT1_55620.1, SINT1_55620.2, SINT1_55620.3
OG0001478	TREG1_27480.1, TREG1_36420.1	SINT1_22000.2, SINT1_22000.7, SINT1_22000.1, SINT1_22000.6, SINT1_22000.4, SINT1_22000.3, SINT1_22000.5
OG0001479	TREG1_11960.1	SINT1_9620.1, SINT1_9620.4, SINT1_9620.2, SINT1_9620.3, SINT1_9620.5, SINT1_9620.6
OG0001481	TREG1_66970.1, TREG1_66970.2, TREG1_66950.1, TREG1_66970.3	SINT1_47590.1, SINT1_47600.1
OG0001482	TREG1_128020.1	SINT1_90680.1, SINT1_90680.2
OG0001483	TREG1_103380.5, TREG1_103380.1, TREG1_103380.2, TREG1_103380.3, TREG1_103380.4	SINT1_70850.1
OG0001484	TREG1_61060.1	SINT1_22830.1, SINT1_22830.2, SINT1_22830.3
OG0001485	TREG1_45570.2, TREG1_31760.1, TREG1_45570.1, TREG1_45570.3	SINT1_33930.2, SINT1_33930.1, SINT1_33930.3
OG0001486	TREG1_63430.1, TREG1_136650.1, TREG1_136650.2	SINT1_52820.1, SINT1_52820.2
OG0001487	TREG1_58690.1	SINT1_24700.1
OG0001488	TREG1_44200.1	SINT1_35930.1, SINT1_35930.3, SINT1_35930.2
OG0001488	TREG1_135980.1	SINT1_93830.1
OG0001489	TREG1_35590.4, TREG1_35600.1, TREG1_35590.2, TREG1_35590.1, TREG1_35590.3	SINT1_25470.1, SINT1_25470.2
OG0001490	TREG1_55160.1, TREG1_55160.4, TREG1_55160.2, TREG1_55160.7, TREG1_55160.8, TREG1_55160.3, TREG1_55160.5, TREG1_55160.6	SINT1_31630.1
OG0001491	TREG1_13090.1, TREG1_141010.4, TREG1_141010.6, TREG1_141010.1, TREG1_141010.2, TREG1_141010.3, TREG1_141010.5, TREG1_141010.8, TREG1_141010.7	SINT1_5600.1
OG0001492	TREG1_66190.1	SINT1_48420.1, SINT1_95660.1
OG0001493	TREG1_62850.1	SINT1_45970.1, SINT1_45970.2
OG0001494	TREG1_38650.1, TREG1_38650.3, TREG1_38650.2, TREG1_38650.4	SINT1_26530.2, SINT1_26530.3, SINT1_26530.4, SINT1_26530.5, SINT1_26530.1
OG0001495	TREG1_19580.1, TREG1_19580.2	SINT1_7660.1, SINT1_7660.4, SINT1_7660.2, SINT1_7660.3
OG0001496	TREG1_107900.1	SINT1_74710.4, SINT1_74710.2, SINT1_74710.6, SINT1_74710.1, SINT1_74710.5, SINT1_74710.7, SINT1_74710.3
OG0001497	TREG1_52120.1, TREG1_52120.3, TREG1_52120.2	SINT1_34510.1, SINT1_34510.2
OG0001498	TREG1_36200.3, TREG1_36200.4, TREG1_36200.2, TREG1_36200.1, TREG1_36200.5	SINT1_45340.1
OG0001499	TREG1_89350.1, TREG1_89350.2	SINT1_62390.1, SINT1_63920.1
OG0001500	TREG1_89480.1, TREG1_89480.4, TREG1_89480.2, TREG1_89480.3	SINT1_65870.2, SINT1_65870.1
OG0001501	TREG1_131830.1, TREG1_131830.2	SINT1_91250.1, SINT1_91250.2, SINT1_91250.3, SINT1_91250.4, SINT1_91250.5, SINT1_91250.6, SINT1_91250.7, SINT1_91250.8, SINT1_91250.9
OG0001502	TREG1_14310.1, TREG1_14300.1	SINT1_96450.1, SINT1_650.1
OG0001503	TREG1_69740.1, TREG1_69740.2, TREG1_69740.3	SINT1_51620.1, SINT1_51620.2
OG0001504	TREG1_87580.1	SINT1_63070.1
OG0001505	TREG1_130260.1	SINT1_91760.2, SINT1_91750.1, SINT1_91760.1
OG0001506	TREG1_137820.1, TREG1_137820.2, TREG1_28550.1, TREG1_28510.1, TREG1_142430.1, TREG1_145170.1, TREG1_145170.2, TREG1_145170.3, TREG1_145180.1, TREG1_145180.2, TREG1_145180.3, TREG1_145180.4, TREG1_145180.5, TREG1_145180.6, TREG1_145180.7, TREG1_137840.2, TREG1_137840.3, TREG1_137840.1	SINT1_14360.1
OG0001507	TREG1_70160.1, TREG1_70150.1, TREG1_70140.1, TREG1_70130.1	SINT1_52120.1, SINT1_52120.2, SINT1_52120.3
OG0001508	TREG1_41530.1	SINT1_38890.1, SINT1_38890.2, SINT1_38890.3, SINT1_38890.5, SINT1_38890.4, SINT1_38890.6
OG0001509	TREG1_101460.1	SINT1_74900.1
OG0001509	TREG1_98990.1	SINT1_73640.1
OG0001510	TREG1_37060.1, TREG1_37060.3, TREG1_37060.4, TREG1_37060.2, TREG1_37060.5, TREG1_37060.6, TREG1_37060.7	SINT1_41770.1
OG0001511	TREG1_58520.1	SINT1_31850.1
OG0001512	TREG1_139900.1, TREG1_139900.2	SINT1_70760.2, SINT1_70760.3, SINT1_70760.1
OG0001513	TREG1_29690.4, TREG1_29690.2, TREG1_29690.1, TREG1_29690.3	SINT1_14570.1, SINT1_14560.1
OG0001514	TREG1_116980.7, TREG1_116980.1, TREG1_116980.3, TREG1_116980.4, TREG1_116980.5, TREG1_116980.2, TREG1_116980.6	SINT1_1610.2, SINT1_1610.1
OG0001515	TREG1_11940.1, TREG1_11940.2	SINT1_9320.1
OG0001516	TREG1_22510.1, TREG1_22520.1, TREG1_22520.2	SINT1_20010.1
OG0001516	TREG1_22540.1, TREG1_22540.2	SINT1_19990.1
OG0001517	TREG1_59040.4, TREG1_59040.1, TREG1_59040.2, TREG1_59040.3	SINT1_27610.1, SINT1_27610.2, SINT1_27610.3
OG0001518	TREG1_99230.1	SINT1_74760.3, SINT1_74760.6, SINT1_74760.5, SINT1_74760.4, SINT1_74760.1, SINT1_74760.2
OG0001519	TREG1_98500.4, TREG1_98500.3, TREG1_98500.1, TREG1_98500.2	SINT1_74590.1
OG0001520	TREG1_7980.1	SINT1_8680.2, SINT1_8680.3, SINT1_8680.1, SINT1_8680.4
OG0001521	TREG1_77110.1, TREG1_77110.2	SINT1_54800.1
OG0001522	TREG1_6370.1, TREG1_6370.3, TREG1_6370.5, TREG1_6370.2, TREG1_6370.4	SINT1_10010.2, SINT1_10010.1, SINT1_10010.3
OG0001523	TREG1_69300.1	SINT1_48510.5, SINT1_48510.6, SINT1_48510.1, SINT1_48510.2, SINT1_48510.3, SINT1_48510.4
OG0001524	TREG1_113100.1	SINT1_80610.2, SINT1_80610.3, SINT1_80610.4, SINT1_80610.5, SINT1_80610.1
OG0001525	TREG1_58120.1, TREG1_58120.2, TREG1_58120.3	SINT1_33830.1
OG0001526	TREG1_63850.1	SINT1_52800.1
OG0001527	TREG1_125950.1, TREG1_125950.2	SINT1_87820.1, SINT1_87820.7, SINT1_87820.3, SINT1_87820.5, SINT1_87820.4, SINT1_87820.2, SINT1_87820.6
OG0001528	TREG1_42490.1, TREG1_42490.2, TREG1_42490.3, TREG1_42490.4	SINT1_42910.1, SINT1_42910.4, SINT1_42910.5, SINT1_42910.6, SINT1_42910.3, SINT1_42910.2
OG0001529	TREG1_81520.1	SINT1_58690.1
OG0001530	TREG1_61290.1	SINT1_46570.1, SINT1_46570.2
OG0001531	TREG1_17510.1	SINT1_16730.1, SINT1_16730.2
OG0001532	TREG1_20330.1, TREG1_20310.4, TREG1_31940.1, TREG1_31940.2, TREG1_31960.2, TREG1_31960.3, TREG1_31960.1, TREG1_31960.4, TREG1_137770.1	SINT1_2870.1
OG0001533	TREG1_78270.1	SINT1_58420.1, SINT1_58420.3, SINT1_58420.2, SINT1_58420.4, SINT1_58420.5
OG0001534	TREG1_102860.1	SINT1_73330.1
OG0001535	TREG1_120350.1	SINT1_85760.4, SINT1_85760.5, SINT1_85760.1, SINT1_85760.2, SINT1_85760.3, SINT1_85760.6
OG0001536	TREG1_28410.1	SINT1_20880.2, SINT1_20880.1, SINT1_20880.4, SINT1_20880.3
OG0001537	TREG1_12650.1, TREG1_12650.2	SINT1_1360.2, SINT1_1360.1, SINT1_1370.3, SINT1_1370.2, SINT1_1370.1
OG0001538	TREG1_123790.1	SINT1_86460.1
OG0001539	TREG1_115900.4, TREG1_115900.1, TREG1_115900.3, TREG1_115900.5, TREG1_115900.2, TREG1_115900.6	SINT1_1510.1
OG0001540	TREG1_57950.1	SINT1_39100.1, SINT1_39080.1, SINT1_39080.2
OG0001541	TREG1_115060.1	SINT1_82720.1, SINT1_82720.3, SINT1_82720.2, SINT1_82720.4
OG0001542	TREG1_69870.1	SINT1_48160.1, SINT1_48160.2, SINT1_48160.3, SINT1_48160.4
OG0001543	TREG1_112350.1, TREG1_112350.2	SINT1_82580.1, SINT1_82580.2
OG0001544	TREG1_7900.1	SINT1_12760.1
OG0001545	TREG1_72370.4, TREG1_72370.3, TREG1_72370.5, TREG1_72370.6, TREG1_72370.7, TREG1_72370.1, TREG1_72370.2	SINT1_46950.1, SINT1_46950.2, SINT1_46950.3, SINT1_46950.4
OG0001546	TREG1_51870.1	SINT1_36280.1
OG0001547	TREG1_31880.1, TREG1_31870.1	SINT1_44960.1, SINT1_44960.2, SINT1_44970.1
OG0001548	TREG1_123720.1, TREG1_123720.2	SINT1_87940.1, SINT1_87940.2
